wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,7145,-,-,1.86,9,2,7,610,5456,283057,37777,7683,29796,298,t0000,2021-10-30
dolnośląskie,bolesławiecki,-,-,9,-,-,1.0,0,0,0,4,11,972,47,9,38,0,t0201,2021-10-30
dolnośląskie,dzierżoniowski,-,-,8,-,-,0.8,0,0,0,0,5,117,49,8,40,1,t0202,2021-10-30
dolnośląskie,głogowski,-,-,27,-,-,3.04,0,0,0,0,13,825,93,27,63,3,t0203,2021-10-30
dolnośląskie,górowski,-,-,6,-,-,1.73,0,0,0,0,1,61,17,6,11,0,t0204,2021-10-30
dolnośląskie,jaworski,-,-,0,-,-,0.0,0,0,0,0,6,131,13,0,13,0,t0205,2021-10-30
dolnośląskie,jeleniogórski,-,-,1,-,-,0.16,0,0,0,0,1,131,19,1,18,0,t0206,2021-10-30
dolnośląskie,kamiennogórski,-,-,0,-,-,0.0,0,0,0,0,0,61,6,0,5,1,t0207,2021-10-30
dolnośląskie,kłodzki,-,-,8,-,-,0.51,0,0,0,0,3,485,93,12,81,0,t0208,2021-10-30
dolnośląskie,legnicki,-,-,3,-,-,0.54,0,0,0,0,5,288,28,3,25,0,t0209,2021-10-30
dolnośląskie,lubański,-,-,2,-,-,0.37,0,0,0,1,3,146,15,2,13,0,t0210,2021-10-30
dolnośląskie,lubiński,-,-,16,-,-,1.51,0,0,0,0,17,607,56,18,38,0,t0211,2021-10-30
dolnośląskie,lwówecki,-,-,5,-,-,1.09,0,0,0,0,1,119,26,5,21,0,t0212,2021-10-30
dolnośląskie,milicki,-,-,0,-,-,0.0,0,0,0,0,1,56,16,0,16,0,t0213,2021-10-30
dolnośląskie,oleśnicki,-,-,2,-,-,0.19,0,0,0,0,3,661,38,3,34,1,t0214,2021-10-30
dolnośląskie,oławski,-,-,26,-,-,3.38,0,0,0,0,7,780,94,26,67,1,t0215,2021-10-30
dolnośląskie,polkowicki,-,-,6,-,-,0.95,0,0,0,0,3,394,30,6,24,0,t0216,2021-10-30
dolnośląskie,strzeliński,-,-,3,-,-,0.69,0,0,0,0,2,87,30,5,25,0,t0217,2021-10-30
dolnośląskie,średzki,-,-,11,-,-,1.99,0,0,0,1,5,235,44,12,32,0,t0218,2021-10-30
dolnośląskie,świdnicki,-,-,10,-,-,0.64,0,0,0,1,11,531,57,10,46,1,t0219,2021-10-30
dolnośląskie,trzebnicki,-,-,2,-,-,0.23,0,0,0,1,6,421,38,2,36,0,t0220,2021-10-30
dolnośląskie,wałbrzyski,-,-,5,-,-,0.9,0,0,0,0,4,331,28,5,23,0,t0221,2021-10-30
dolnośląskie,wołowski,-,-,0,-,-,0.0,0,0,0,0,2,296,18,0,18,0,t0222,2021-10-30
dolnośląskie,wrocławski,-,-,42,-,-,2.73,0,0,0,0,15,738,180,45,133,2,t0223,2021-10-30
dolnośląskie,ząbkowicki,-,-,7,-,-,1.09,0,0,0,0,7,384,41,8,33,0,t0224,2021-10-30
dolnośląskie,zgorzelecki,-,-,2,-,-,0.23,0,0,0,0,11,694,21,2,19,0,t0225,2021-10-30
dolnośląskie,złotoryjski,-,-,6,-,-,1.39,0,0,0,0,3,127,22,6,16,0,t0226,2021-10-30
dolnośląskie,Jelenia Góra,-,-,1,-,-,0.13,0,0,0,1,6,353,46,2,44,0,t0261,2021-10-30
dolnośląskie,Legnica,-,-,14,-,-,1.41,0,0,0,1,8,859,82,16,66,0,t0262,2021-10-30
dolnośląskie,Wrocław,-,-,127,-,-,1.97,0,0,0,5,90,2989,725,136,584,5,t0264,2021-10-30
dolnośląskie,Wałbrzych,-,-,14,-,-,1.27,0,0,0,3,8,547,75,16,58,1,t0265,2021-10-30
kujawsko-pomorskie,aleksandrowski,-,-,8,-,-,1.45,0,0,0,4,7,223,47,9,38,0,t0401,2021-10-30
kujawsko-pomorskie,brodnicki,-,-,3,-,-,0.38,0,0,0,0,3,196,27,3,24,0,t0402,2021-10-30
kujawsko-pomorskie,bydgoski,-,-,15,-,-,1.26,0,0,0,4,3,622,105,15,90,0,t0403,2021-10-30
kujawsko-pomorskie,chełmiński,-,-,0,-,-,0.0,0,0,0,0,4,123,28,1,27,0,t0404,2021-10-30
kujawsko-pomorskie,golubsko-dobrzyński,-,-,4,-,-,0.89,0,0,0,0,0,261,36,5,30,1,t0405,2021-10-30
kujawsko-pomorskie,grudziądzki,-,-,4,-,-,0.99,0,0,0,0,1,84,15,6,9,0,t0406,2021-10-30
kujawsko-pomorskie,inowrocławski,-,-,8,-,-,0.5,0,0,0,0,4,362,77,9,68,0,t0407,2021-10-30
kujawsko-pomorskie,lipnowski,-,-,3,-,-,0.46,0,0,0,0,3,365,68,3,63,2,t0408,2021-10-30
kujawsko-pomorskie,mogileński,-,-,3,-,-,0.66,0,0,0,0,1,107,40,4,35,1,t0409,2021-10-30
kujawsko-pomorskie,nakielski,-,-,5,-,-,0.58,0,0,0,0,8,387,42,5,37,0,t0410,2021-10-30
kujawsko-pomorskie,radziejowski,-,-,4,-,-,0.99,0,0,0,0,3,354,29,4,25,0,t0411,2021-10-30
kujawsko-pomorskie,rypiński,-,-,5,-,-,1.15,0,0,0,0,4,159,83,5,78,0,t0412,2021-10-30
kujawsko-pomorskie,sępoleński,-,-,2,-,-,0.49,0,0,0,0,1,43,20,2,18,0,t0413,2021-10-30
kujawsko-pomorskie,świecki,-,-,4,-,-,0.4,0,0,0,1,20,532,44,5,38,1,t0414,2021-10-30
kujawsko-pomorskie,toruński,-,-,12,-,-,1.1,0,0,0,5,20,1237,49,13,34,2,t0415,2021-10-30
kujawsko-pomorskie,tucholski,-,-,2,-,-,0.41,0,0,0,0,0,147,27,2,25,0,t0416,2021-10-30
kujawsko-pomorskie,wąbrzeski,-,-,1,-,-,0.29,0,0,0,0,6,98,9,2,7,0,t0417,2021-10-30
kujawsko-pomorskie,włocławski,-,-,12,-,-,1.4,0,0,0,0,6,434,72,13,59,0,t0418,2021-10-30
kujawsko-pomorskie,żniński,-,-,4,-,-,0.57,0,0,0,0,4,602,49,5,44,0,t0419,2021-10-30
