wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt
Cały kraj,Cały kraj,-,-,8790,-,-,2.29,332,60,272,22077,12785,168479,50177,10179,38942,1056,t0000
dolnośląskie,bolesławiecki,-,-,23,-,-,2.55,1,0,1,65,27,465,114,26,85,3,t0201
dolnośląskie,dzierżoniowski,-,-,5,-,-,0.5,1,0,1,9,17,187,80,5,75,0,t0202
dolnośląskie,głogowski,-,-,7,-,-,0.79,2,0,2,37,17,286,90,8,80,2,t0203
dolnośląskie,górowski,-,-,5,-,-,1.44,1,1,0,20,13,129,23,5,18,0,t0204
dolnośląskie,jaworski,-,-,9,-,-,1.8,0,0,0,20,10,153,39,11,27,1,t0205
dolnośląskie,jeleniogórski,-,-,10,-,-,1.58,2,2,0,18,11,176,63,12,50,1,t0206
dolnośląskie,kamiennogórski,-,-,2,-,-,0.46,0,0,0,9,4,76,32,2,30,0,t0207
dolnośląskie,kłodzki,-,-,18,-,-,1.15,0,0,0,53,17,361,137,22,111,4,t0208
dolnośląskie,legnicki,-,-,3,-,-,0.54,0,0,0,12,9,148,53,6,45,2,t0209
dolnośląskie,lubański,-,-,10,-,-,1.85,0,0,0,35,16,237,40,11,28,1,t0210
dolnośląskie,lubiński,-,-,13,-,-,1.23,0,0,0,37,56,260,111,14,97,0,t0211
dolnośląskie,lwówecki,-,-,11,-,-,2.4,0,0,0,27,15,115,72,11,61,0,t0212
dolnośląskie,milicki,-,-,4,-,-,1.08,0,0,0,16,12,166,25,6,19,0,t0213
dolnośląskie,oleśnicki,-,-,18,-,-,1.68,1,0,1,47,45,350,92,20,71,1,t0214
dolnośląskie,oławski,-,-,6,-,-,0.78,0,0,0,46,3,396,85,7,78,0,t0215
dolnośląskie,polkowicki,-,-,1,-,-,0.16,0,0,0,19,14,164,42,1,41,0,t0216
dolnośląskie,strzeliński,-,-,5,-,-,1.15,0,0,0,21,15,153,35,6,29,0,t0217
dolnośląskie,średzki,-,-,4,-,-,0.72,0,0,0,28,10,210,39,4,32,3,t0218
dolnośląskie,świdnicki,-,-,20,-,-,1.28,0,0,0,55,33,688,141,21,117,3,t0219
dolnośląskie,trzebnicki,-,-,4,-,-,0.47,0,0,0,32,12,332,45,5,39,1,t0220
dolnośląskie,wałbrzyski,-,-,14,-,-,2.53,1,0,1,22,8,168,73,14,59,0,t0221
dolnośląskie,wołowski,-,-,9,-,-,1.93,0,0,0,20,9,208,37,10,27,0,t0222
dolnośląskie,wrocławski,-,-,29,-,-,1.88,1,1,0,70,36,736,175,31,142,2,t0223
dolnośląskie,ząbkowicki,-,-,1,-,-,0.16,0,0,0,27,9,223,39,2,36,1,t0224
dolnośląskie,zgorzelecki,-,-,14,-,-,1.58,1,0,1,35,39,337,71,17,53,1,t0225
dolnośląskie,złotoryjski,-,-,0,-,-,0.0,0,0,0,22,7,202,25,0,25,0,t0226
dolnośląskie,Jelenia Góra,-,-,14,-,-,1.78,1,1,0,19,10,229,120,14,106,0,t0261
