wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,4371,1064,5435,1.14,0.28,1.42,10,2,8,6562,0,0,15642,5710,9884,48,t0000,2022-09-16
dolnośląskie,bolesławiecki,6,1,7,0.67,0.11,0.78,0,0,0,4,0,0,27,7,20,0,t0201,2022-09-16
dolnośląskie,dzierżoniowski,3,0,3,0.3,0.0,0.3,1,0,1,2,0,0,10,3,7,0,t0202,2022-09-16
dolnośląskie,głogowski,3,0,3,0.34,0.0,0.34,0,0,0,1,0,0,16,5,11,0,t0203,2022-09-16
dolnośląskie,górowski,3,1,4,0.86,0.29,1.15,0,0,0,6,0,0,6,4,2,0,t0204,2022-09-16
dolnośląskie,jaworski,1,2,3,0.2,0.4,0.6,0,0,0,3,0,0,7,4,3,0,t0205,2022-09-16
dolnośląskie,jeleniogórski,0,0,0,0.0,0.0,0.0,0,0,0,3,0,0,6,0,6,0,t0206,2022-09-16
dolnośląskie,kamiennogórski,4,0,4,0.93,0.0,0.93,0,0,0,2,0,0,6,4,2,0,t0207,2022-09-16
dolnośląskie,kłodzki,0,0,0,0.0,0.0,0.0,1,0,1,1,0,0,12,0,12,0,t0208,2022-09-16
dolnośląskie,legnicki,5,0,5,0.91,0.0,0.91,0,0,0,4,0,0,10,5,5,0,t0209,2022-09-16
dolnośląskie,lubański,3,0,3,0.55,0.0,0.55,0,0,0,7,0,0,11,3,8,0,t0210,2022-09-16
dolnośląskie,lubiński,5,1,6,0.47,0.09,0.57,1,0,1,4,0,0,12,6,6,0,t0211,2022-09-16
