wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt
Cały kraj,Cały kraj,-,-,3211.0,-,-,0.84,27.0,2.0,25.0,366.0,11155.0,144552,19002,3820,14825,357,t0000
dolnośląskie,bolesławiecki,-,-,1.0,-,-,0.11,,,,,26.0,309,14,1,13,0,t0201
dolnośląskie,dzierżoniowski,-,-,2.0,-,-,0.2,,,,,8.0,163,14,2,12,0,t0202
dolnośląskie,głogowski,-,-,4.0,-,-,0.45,,,,4.0,15.0,229,48,4,44,0,t0203
dolnośląskie,górowski,-,-,,-,-,,,,,1.0,4.0,79,6,0,6,0,t0204
dolnośląskie,jaworski,-,-,,-,-,,,,,,8.0,105,3,0,3,0,t0205
dolnośląskie,jeleniogórski,-,-,1.0,-,-,0.16,,,,,14.0,108,10,1,9,0,t0206
dolnośląskie,kamiennogórski,-,-,,-,-,,,,,,7.0,96,7,0,7,0,t0207
dolnośląskie,kłodzki,-,-,3.0,-,-,0.19,,,,,23.0,284,41,3,38,0,t0208
dolnośląskie,legnicki,-,-,,-,-,,,,,,12.0,122,7,0,7,0,t0209
dolnośląskie,lubański,-,-,,-,-,,,,,,11.0,257,2,0,2,0,t0210
dolnośląskie,lubiński,-,-,5.0,-,-,0.47,,,,1.0,9.0,262,41,6,32,3,t0211
dolnośląskie,lwówecki,-,-,,-,-,,,,,,6.0,119,4,0,4,0,t0212
dolnośląskie,milicki,-,-,2.0,-,-,0.54,,,,,5.0,115,15,3,12,0,t0213
dolnośląskie,oleśnicki,-,-,6.0,-,-,0.56,,,,,21.0,327,34,6,28,0,t0214
dolnośląskie,oławski,-,-,3.0,-,-,0.39,,,,,18.0,331,22,5,17,0,t0215
dolnośląskie,polkowicki,-,-,1.0,-,-,0.16,,,,,4.0,119,23,3,20,0,t0216
dolnośląskie,strzeliński,-,-,2.0,-,-,0.46,,,,,15.0,120,17,2,15,0,t0217
dolnośląskie,średzki,-,-,1.0,-,-,0.18,,,,,5.0,182,28,2,26,0,t0218
dolnośląskie,świdnicki,-,-,1.0,-,-,0.06,,,,,34.0,678,35,3,32,0,t0219
dolnośląskie,trzebnicki,-,-,3.0,-,-,0.35,,,,,27.0,259,26,5,21,0,t0220
dolnośląskie,wałbrzyski,-,-,3.0,-,-,0.54,,,,,18.0,174,14,3,11,0,t0221
dolnośląskie,wołowski,-,-,3.0,-,-,0.64,,,,,10.0,196,27,3,24,0,t0222
dolnośląskie,wrocławski,-,-,13.0,-,-,0.84,,,,,28.0,769,75,15,60,0,t0223
dolnośląskie,ząbkowicki,-,-,2.0,-,-,0.31,,,,,8.0,177,18,2,16,0,t0224
dolnośląskie,zgorzelecki,-,-,,-,-,,,,,,7.0,332,5,0,5,0,t0225
dolnośląskie,złotoryjski,-,-,,-,-,,,,,,6.0,275,7,1,6,0,t0226
dolnośląskie,Jelenia Góra,-,-,1.0,-,-,0.13,,,,,23.0,197,6,1,5,0,t0261
dolnośląskie,Legnica,-,-,4.0,-,-,0.4,,,,,19.0,383,18,4,14,0,t0262
dolnośląskie,Wrocław,-,-,43.0,-,-,0.67,,,,4.0,147.0,2091,448,50,387,11,t0264
dolnośląskie,Wałbrzych,-,-,5.0,-,-,0.45,,,,,35.0,284,32,5,27,0,t0265
kujawsko-pomorskie,aleksandrowski,-,-,8.0,-,-,1.45,,,,4.0,19.0,179,24,10,14,0,t0401
kujawsko-pomorskie,brodnicki,-,-,5.0,-,-,0.63,,,,1.0,38.0,433,21,6,15,0,t0402
kujawsko-pomorskie,bydgoski,-,-,29.0,-,-,2.43,,,,10.0,98.0,1119,93,29,63,1,t0403
kujawsko-pomorskie,chełmiński,-,-,13.0,-,-,2.51,1.0,,1.0,3.0,26.0,367,43,19,22,2,t0404
