wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,367,96,463,0.1,0.03,0.12,19,6,13,857,0,0,5869,532,5322,15,t0000,2023-01-05
dolnośląskie,bolesławiecki,1,0,1,0.11,0.0,0.11,0,0,0,3,0,0,15,1,14,0,t0201,2023-01-05
dolnośląskie,dzierżoniowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,5,2,3,0,t0202,2023-01-05
dolnośląskie,głogowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,4,0,t0203,2023-01-05
dolnośląskie,górowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0204,2023-01-05
dolnośląskie,jaworski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,5,0,t0205,2023-01-05
dolnośląskie,jeleniogórski,1,0,1,0.16,0.0,0.16,0,0,0,0,0,0,4,1,3,0,t0206,2023-01-05
dolnośląskie,kamiennogórski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,t0207,2023-01-05
dolnośląskie,kłodzki,4,0,4,0.25,0.0,0.25,0,0,0,1,0,0,31,4,27,0,t0208,2023-01-05
dolnośląskie,legnicki,0,1,1,0.0,0.18,0.18,0,0,0,1,0,0,8,1,7,0,t0209,2023-01-05
dolnośląskie,lubański,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,4,0,t0210,2023-01-05
dolnośląskie,lubiński,3,0,3,0.28,0.0,0.28,0,0,0,2,0,0,12,5,7,0,t0211,2023-01-05
dolnośląskie,lwówecki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,t0212,2023-01-05
dolnośląskie,milicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0213,2023-01-05
dolnośląskie,oleśnicki,1,0,1,0.09,0.0,0.09,0,0,0,1,0,0,6,1,5,0,t0214,2023-01-05
dolnośląskie,oławski,1,0,1,0.13,0.0,0.13,0,0,0,0,0,0,10,1,9,0,t0215,2023-01-05
dolnośląskie,polkowicki,1,0,1,0.16,0.0,0.16,0,0,0,1,0,0,7,1,6,0,t0216,2023-01-05
dolnośląskie,strzeliński,1,0,1,0.23,0.0,0.23,0,0,0,0,0,0,4,1,3,0,t0217,2023-01-05
dolnośląskie,średzki,3,0,3,0.54,0.0,0.54,0,0,0,3,0,0,5,3,2,0,t0218,2023-01-05
dolnośląskie,świdnicki,4,0,4,0.26,0.0,0.26,0,0,0,0,0,0,21,5,16,0,t0219,2023-01-05
dolnośląskie,trzebnicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,18,0,18,0,t0220,2023-01-05
dolnośląskie,wałbrzyski,1,0,1,0.18,0.0,0.18,0,0,0,0,0,0,13,1,12,0,t0221,2023-01-05
dolnośląskie,wołowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,t0222,2023-01-05
dolnośląskie,wrocławski,2,0,2,0.13,0.0,0.13,0,0,0,1,0,0,13,2,11,0,t0223,2023-01-05
dolnośląskie,ząbkowicki,1,0,1,0.16,0.0,0.16,0,0,0,3,0,0,9,1,8,0,t0224,2023-01-05
dolnośląskie,zgorzelecki,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2,0,2,0,t0225,2023-01-05
dolnośląskie,złotoryjski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0226,2023-01-05
dolnośląskie,Jelenia Góra,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,7,0,7,0,t0261,2023-01-05
dolnośląskie,Legnica,1,0,1,0.1,0.0,0.1,0,0,0,0,0,0,24,2,22,0,t0262,2023-01-05
dolnośląskie,Wrocław,8,3,11,0.12,0.05,0.17,0,0,0,19,0,0,70,11,59,0,t0264,2023-01-05
dolnośląskie,Wałbrzych,2,0,2,0.18,0.0,0.18,0,0,0,0,0,0,35,2,33,0,t0265,2023-01-05
kujawsko-pomorskie,aleksandrowski,4,0,4,0.73,0.0,0.73,0,0,0,0,0,0,11,4,6,1,t0401,2023-01-05
kujawsko-pomorskie,brodnicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,t0402,2023-01-05
kujawsko-pomorskie,bydgoski,1,1,2,0.08,0.08,0.17,2,0,2,1,0,0,17,2,15,0,t0403,2023-01-05
kujawsko-pomorskie,chełmiński,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,t0404,2023-01-05
kujawsko-pomorskie,golubsko-dobrzyński,1,0,1,0.22,0.0,0.22,0,0,0,1,0,0,1,1,0,0,t0405,2023-01-05
kujawsko-pomorskie,grudziądzki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,4,0,t0406,2023-01-05
kujawsko-pomorskie,inowrocławski,2,1,3,0.13,0.06,0.19,0,0,0,4,0,0,12,3,9,0,t0407,2023-01-05
kujawsko-pomorskie,lipnowski,1,0,1,0.15,0.0,0.15,0,0,0,0,0,0,3,1,2,0,t0408,2023-01-05
kujawsko-pomorskie,mogileński,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,10,0,10,0,t0409,2023-01-05
kujawsko-pomorskie,nakielski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,13,0,13,0,t0410,2023-01-05
kujawsko-pomorskie,radziejowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,5,0,t0411,2023-01-05
kujawsko-pomorskie,rypiński,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0412,2023-01-05
