wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,164,-,-,0.04,4,2,2,2319,98,77004,45993,211,45716,66,t0000,2021-08-02
dolnośląskie,bolesławiecki,-,-,1,-,-,0.11,0,0,0,3,0,220,161,1,160,0,t0201,2021-08-02
dolnośląskie,dzierżoniowski,-,-,0,-,-,0.0,0,0,0,9,0,118,118,0,117,1,t0202,2021-08-02
dolnośląskie,głogowski,-,-,0,-,-,0.0,0,0,0,7,0,124,88,0,88,0,t0203,2021-08-02
dolnośląskie,górowski,-,-,0,-,-,0.0,0,0,0,1,0,57,24,0,24,0,t0204,2021-08-02
dolnośląskie,jaworski,-,-,0,-,-,0.0,0,0,0,0,0,51,48,0,48,0,t0205,2021-08-02
dolnośląskie,jeleniogórski,-,-,0,-,-,0.0,0,0,0,9,0,122,64,0,64,0,t0206,2021-08-02
dolnośląskie,kamiennogórski,-,-,0,-,-,0.0,0,0,0,0,0,58,27,0,27,0,t0207,2021-08-02
dolnośląskie,kłodzki,-,-,0,-,-,0.0,0,0,0,10,0,212,128,0,128,0,t0208,2021-08-02
dolnośląskie,legnicki,-,-,0,-,-,0.0,0,0,0,0,0,79,33,0,33,0,t0209,2021-08-02
dolnośląskie,lubański,-,-,0,-,-,0.0,0,0,0,6,0,48,29,0,29,0,t0210,2021-08-02
dolnośląskie,lubiński,-,-,1,-,-,0.09,0,0,0,4,0,86,95,1,94,0,t0211,2021-08-02
dolnośląskie,lwówecki,-,-,0,-,-,0.0,0,0,0,8,0,51,49,0,49,0,t0212,2021-08-02
dolnośląskie,milicki,-,-,0,-,-,0.0,0,0,0,2,0,60,23,0,23,0,t0213,2021-08-02
dolnośląskie,oleśnicki,-,-,0,-,-,0.0,0,0,0,5,0,189,70,0,70,0,t0214,2021-08-02
dolnośląskie,oławski,-,-,0,-,-,0.0,0,0,0,2,0,310,67,0,67,0,t0215,2021-08-02
dolnośląskie,polkowicki,-,-,0,-,-,0.0,0,0,0,7,0,59,48,0,48,0,t0216,2021-08-02
dolnośląskie,strzeliński,-,-,1,-,-,0.23,0,0,0,5,0,44,42,1,41,0,t0217,2021-08-02
dolnośląskie,średzki,-,-,0,-,-,0.0,0,0,0,1,1,134,36,0,36,0,t0218,2021-08-02
dolnośląskie,świdnicki,-,-,1,-,-,0.06,0,0,0,10,0,430,132,1,131,0,t0219,2021-08-02
dolnośląskie,trzebnicki,-,-,0,-,-,0.0,0,0,0,2,0,186,78,0,78,0,t0220,2021-08-02
dolnośląskie,wałbrzyski,-,-,0,-,-,0.0,0,0,0,1,0,33,47,0,47,0,t0221,2021-08-02
dolnośląskie,wołowski,-,-,0,-,-,0.0,0,0,0,2,0,81,46,0,46,0,t0222,2021-08-02
dolnośląskie,wrocławski,-,-,1,-,-,0.06,0,0,0,18,0,584,157,2,155,0,t0223,2021-08-02
dolnośląskie,ząbkowicki,-,-,0,-,-,0.0,0,0,0,4,0,73,62,1,61,0,t0224,2021-08-02
dolnośląskie,zgorzelecki,-,-,0,-,-,0.0,0,0,0,5,0,108,54,0,54,0,t0225,2021-08-02
dolnośląskie,złotoryjski,-,-,0,-,-,0.0,0,0,0,2,0,39,33,0,33,0,t0226,2021-08-02
dolnośląskie,Jelenia Góra,-,-,0,-,-,0.0,0,0,0,6,0,102,95,0,95,0,t0261,2021-08-02
dolnośląskie,Legnica,-,-,0,-,-,0.0,1,1,0,5,0,374,94,0,94,0,t0262,2021-08-02
dolnośląskie,Wrocław,-,-,1,-,-,0.02,1,1,0,44,3,2809,722,5,717,0,t0264,2021-08-02
dolnośląskie,Wałbrzych,-,-,0,-,-,0.0,0,0,0,1,0,105,108,0,108,0,t0265,2021-08-02
kujawsko-pomorskie,aleksandrowski,-,-,0,-,-,0.0,0,0,0,6,0,49,51,0,51,0,t0401,2021-08-02
kujawsko-pomorskie,brodnicki,-,-,0,-,-,0.0,0,0,0,1,0,82,55,0,55,0,t0402,2021-08-02
kujawsko-pomorskie,bydgoski,-,-,0,-,-,0.0,0,0,0,7,0,129,155,0,155,0,t0403,2021-08-02
kujawsko-pomorskie,chełmiński,-,-,0,-,-,0.0,0,0,0,2,2,59,45,0,45,0,t0404,2021-08-02
kujawsko-pomorskie,golubsko-dobrzyński,-,-,0,-,-,0.0,0,0,0,2,0,36,34,0,34,0,t0405,2021-08-02
kujawsko-pomorskie,grudziądzki,-,-,0,-,-,0.0,0,0,0,1,0,31,29,0,29,0,t0406,2021-08-02
kujawsko-pomorskie,inowrocławski,-,-,0,-,-,0.0,0,0,0,8,2,192,87,1,86,0,t0407,2021-08-02
kujawsko-pomorskie,lipnowski,-,-,0,-,-,0.0,0,0,0,0,0,37,54,0,54,0,t0408,2021-08-02
kujawsko-pomorskie,mogileński,-,-,0,-,-,0.0,0,0,0,3,0,57,64,0,64,0,t0409,2021-08-02
kujawsko-pomorskie,nakielski,-,-,0,-,-,0.0,0,0,0,1,0,54,83,0,83,0,t0410,2021-08-02
kujawsko-pomorskie,radziejowski,-,-,0,-,-,0.0,0,0,0,4,0,43,24,1,23,0,t0411,2021-08-02
kujawsko-pomorskie,rypiński,-,-,0,-,-,0.0,0,0,0,2,0,29,33,0,33,0,t0412,2021-08-02
kujawsko-pomorskie,sępoleński,-,-,0,-,-,0.0,0,0,0,1,0,42,42,0,42,0,t0413,2021-08-02
kujawsko-pomorskie,świecki,-,-,0,-,-,0.0,0,0,0,2,1,125,93,0,93,0,t0414,2021-08-02
kujawsko-pomorskie,toruński,-,-,0,-,-,0.0,0,0,0,4,0,130,117,0,117,0,t0415,2021-08-02
kujawsko-pomorskie,tucholski,-,-,0,-,-,0.0,0,0,0,0,0,42,39,0,39,0,t0416,2021-08-02
kujawsko-pomorskie,wąbrzeski,-,-,0,-,-,0.0,0,0,0,0,0,23,38,0,38,0,t0417,2021-08-02
kujawsko-pomorskie,włocławski,-,-,0,-,-,0.0,0,0,0,4,0,64,56,0,56,0,t0418,2021-08-02
kujawsko-pomorskie,żniński,-,-,2,-,-,0.29,0,0,0,1,0,50,156,2,154,0,t0419,2021-08-02
kujawsko-pomorskie,Bydgoszcz,-,-,2,-,-,0.06,0,0,0,9,0,644,324,2,321,1,t0461,2021-08-02
kujawsko-pomorskie,Grudziądz,-,-,2,-,-,0.21,0,0,0,4,0,92,129,2,127,0,t0462,2021-08-02
kujawsko-pomorskie,Toruń,-,-,1,-,-,0.05,0,0,0,16,0,245,257,1,256,0,t0463,2021-08-02
kujawsko-pomorskie,Włocławek,-,-,0,-,-,0.0,0,0,0,8,0,103,105,0,105,0,t0464,2021-08-02
lubelskie,bialski,-,-,0,-,-,0.0,0,0,0,7,0,205,106,0,106,0,t0601,2021-08-02
lubelskie,biłgorajski,-,-,0,-,-,0.0,0,0,0,6,0,404,115,0,114,1,t0602,2021-08-02
lubelskie,chełmski,-,-,0,-,-,0.0,0,0,0,2,0,65,61,0,60,1,t0603,2021-08-02
lubelskie,hrubieszowski,-,-,0,-,-,0.0,0,0,0,3,0,172,64,0,64,0,t0604,2021-08-02
lubelskie,janowski,-,-,0,-,-,0.0,0,0,0,6,0,34,56,0,55,1,t0605,2021-08-02
lubelskie,krasnostawski,-,-,0,-,-,0.0,0,0,0,2,0,55,56,0,53,3,t0606,2021-08-02
lubelskie,kraśnicki,-,-,0,-,-,0.0,0,0,0,4,0,186,88,0,88,0,t0607,2021-08-02
lubelskie,lubartowski,-,-,0,-,-,0.0,0,0,0,4,0,162,49,1,48,0,t0608,2021-08-02
lubelskie,lubelski,-,-,1,-,-,0.06,0,0,0,15,1,306,182,1,181,0,t0609,2021-08-02
lubelskie,łęczyński,-,-,0,-,-,0.0,0,0,0,7,0,119,59,0,59,0,t0610,2021-08-02
lubelskie,łukowski,-,-,0,-,-,0.0,0,0,0,8,0,133,77,0,77,0,t0611,2021-08-02
lubelskie,opolski,-,-,0,-,-,0.0,0,0,0,0,0,258,56,0,56,0,t0612,2021-08-02
