wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,2007,-,-,0.52,29,8,21,6820,1038,95647,41142,2223,38777,142,t0000,2021-10-06
dolnośląskie,bolesławiecki,-,-,2,-,-,0.22,0,0,0,9,3,215,90,2,88,0,t0201,2021-10-06
dolnośląskie,dzierżoniowski,-,-,0,-,-,0.0,0,0,0,14,1,103,66,0,66,0,t0202,2021-10-06
dolnośląskie,głogowski,-,-,2,-,-,0.23,1,0,1,1,0,71,88,4,84,0,t0203,2021-10-06
dolnośląskie,górowski,-,-,2,-,-,0.58,0,0,0,11,0,92,27,2,25,0,t0204,2021-10-06
dolnośląskie,jaworski,-,-,3,-,-,0.6,0,0,0,2,3,69,64,4,60,0,t0205,2021-10-06
dolnośląskie,jeleniogórski,-,-,0,-,-,0.0,0,0,0,8,1,78,92,1,91,0,t0206,2021-10-06
dolnośląskie,kamiennogórski,-,-,0,-,-,0.0,0,0,0,0,0,60,66,0,66,0,t0207,2021-10-06
dolnośląskie,kłodzki,-,-,1,-,-,0.06,0,0,0,12,0,98,108,1,107,0,t0208,2021-10-06
dolnośląskie,legnicki,-,-,3,-,-,0.54,0,0,0,6,0,66,51,3,48,0,t0209,2021-10-06
dolnośląskie,lubański,-,-,0,-,-,0.0,0,0,0,4,0,75,29,0,29,0,t0210,2021-10-06
dolnośląskie,lubiński,-,-,0,-,-,0.0,1,1,0,11,0,91,99,0,99,0,t0211,2021-10-06
dolnośląskie,lwówecki,-,-,1,-,-,0.22,0,0,0,12,1,70,39,1,38,0,t0212,2021-10-06
dolnośląskie,milicki,-,-,0,-,-,0.0,0,0,0,2,1,24,23,1,21,1,t0213,2021-10-06
dolnośląskie,oleśnicki,-,-,2,-,-,0.19,0,0,0,13,2,195,94,3,91,0,t0214,2021-10-06
dolnośląskie,oławski,-,-,2,-,-,0.26,0,0,0,23,1,219,54,2,51,1,t0215,2021-10-06
dolnośląskie,polkowicki,-,-,4,-,-,0.63,0,0,0,5,2,87,56,4,52,0,t0216,2021-10-06
dolnośląskie,strzeliński,-,-,2,-,-,0.46,0,0,0,10,0,51,36,2,34,0,t0217,2021-10-06
