wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,187,12,199,0.05,0.0,0.05,0,0,0,13,26,0,6009,239,5761,9,t0000,2022-05-07
dolnośląskie,bolesławiecki,1,0,1,0.11,0.0,0.11,0,0,0,0,0,0,4,1,3,0,t0201,2022-05-07
dolnośląskie,dzierżoniowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,5,0,t0202,2022-05-07
dolnośląskie,głogowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,t0203,2022-05-07
dolnośląskie,górowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,4,0,t0204,2022-05-07
dolnośląskie,jaworski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,t0205,2022-05-07
dolnośląskie,jeleniogórski,1,0,1,0.16,0.0,0.16,0,0,0,0,0,0,7,1,6,0,t0206,2022-05-07
dolnośląskie,kamiennogórski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,4,0,t0207,2022-05-07
dolnośląskie,kłodzki,2,0,2,0.13,0.0,0.13,0,0,0,0,0,0,11,2,9,0,t0208,2022-05-07
dolnośląskie,legnicki,1,0,1,0.18,0.0,0.18,0,0,0,0,0,0,2,1,1,0,t0209,2022-05-07
dolnośląskie,lubański,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0210,2022-05-07
dolnośląskie,lubiński,1,0,1,0.09,0.0,0.09,0,0,0,0,0,0,8,1,7,0,t0211,2022-05-07
dolnośląskie,lwówecki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,t0212,2022-05-07
dolnośląskie,milicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0213,2022-05-07
dolnośląskie,oleśnicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,7,0,t0214,2022-05-07
