wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,655,151,806,0.17,0.04,0.21,17,6,11,1831,0,0,7162,919,6212,31,t0000,2022-10-28
dolnośląskie,bolesławiecki,2,0,2,0.22,0.0,0.22,0,0,0,4,0,0,17,2,15,0,t0201,2022-10-28
dolnośląskie,dzierżoniowski,1,0,1,0.1,0.0,0.1,0,0,0,1,0,0,5,1,4,0,t0202,2022-10-28
dolnośląskie,głogowski,15,5,20,1.69,0.56,2.25,0,0,0,0,0,0,67,24,43,0,t0203,2022-10-28
dolnośląskie,górowski,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2,0,2,0,t0204,2022-10-28
dolnośląskie,jaworski,2,0,2,0.4,0.0,0.4,0,0,0,0,0,0,3,2,1,0,t0205,2022-10-28
dolnośląskie,jeleniogórski,4,0,4,0.63,0.0,0.63,0,0,0,1,0,0,10,5,5,0,t0206,2022-10-28
dolnośląskie,kamiennogórski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0207,2022-10-28
dolnośląskie,kłodzki,4,0,4,0.25,0.0,0.25,0,0,0,3,0,0,14,4,10,0,t0208,2022-10-28
dolnośląskie,legnicki,1,0,1,0.18,0.0,0.18,0,0,0,1,0,0,5,1,4,0,t0209,2022-10-28
dolnośląskie,lubański,0,0,0,0.0,0.0,0.0,0,0,0,3,0,0,5,0,5,0,t0210,2022-10-28
dolnośląskie,lubiński,2,0,2,0.19,0.0,0.19,0,0,0,5,0,0,9,2,7,0,t0211,2022-10-28
dolnośląskie,lwówecki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,t0212,2022-10-28
dolnośląskie,milicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,4,0,t0213,2022-10-28
dolnośląskie,oleśnicki,1,0,1,0.09,0.0,0.09,0,0,0,2,0,0,12,1,11,0,t0214,2022-10-28
dolnośląskie,oławski,2,1,3,0.26,0.13,0.39,0,0,0,0,0,0,12,3,9,0,t0215,2022-10-28
dolnośląskie,polkowicki,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,3,0,3,0,t0216,2022-10-28
dolnośląskie,strzeliński,0,0,0,0.0,0.0,0.0,0,0,0,4,0,0,9,0,9,0,t0217,2022-10-28
dolnośląskie,średzki,0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,6,0,6,0,t0218,2022-10-28
dolnośląskie,świdnicki,2,0,2,0.13,0.0,0.13,0,0,0,1,0,0,9,3,6,0,t0219,2022-10-28
dolnośląskie,trzebnicki,2,0,2,0.23,0.0,0.23,0,0,0,0,0,0,12,2,10,0,t0220,2022-10-28
dolnośląskie,wałbrzyski,1,0,1,0.18,0.0,0.18,0,0,0,4,0,0,9,1,8,0,t0221,2022-10-28
dolnośląskie,wołowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,t0222,2022-10-28
dolnośląskie,wrocławski,4,0,4,0.26,0.0,0.26,0,0,0,5,0,0,20,4,16,0,t0223,2022-10-28
dolnośląskie,ząbkowicki,2,1,3,0.31,0.16,0.47,0,0,0,4,0,0,13,3,10,0,t0224,2022-10-28
dolnośląskie,zgorzelecki,0,0,0,0.0,0.0,0.0,0,0,0,4,0,0,6,0,6,0,t0225,2022-10-28
dolnośląskie,złotoryjski,2,0,2,0.46,0.0,0.46,0,0,0,0,0,0,3,2,1,0,t0226,2022-10-28
dolnośląskie,Jelenia Góra,3,0,3,0.38,0.0,0.38,0,0,0,1,0,0,16,3,13,0,t0261,2022-10-28
dolnośląskie,Legnica,2,0,2,0.2,0.0,0.2,0,0,0,1,0,0,17,2,15,0,t0262,2022-10-28
dolnośląskie,Wrocław,17,3,20,0.26,0.05,0.31,0,0,0,45,0,0,91,23,68,0,t0264,2022-10-28
dolnośląskie,Wałbrzych,1,0,1,0.09,0.0,0.09,0,0,0,2,0,0,5,1,4,0,t0265,2022-10-28
kujawsko-pomorskie,aleksandrowski,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,3,0,3,0,t0401,2022-10-28
kujawsko-pomorskie,brodnicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0402,2022-10-28
kujawsko-pomorskie,bydgoski,3,0,3,0.25,0.0,0.25,0,0,0,11,0,0,30,3,27,0,t0403,2022-10-28
kujawsko-pomorskie,chełmiński,2,0,2,0.39,0.0,0.39,0,0,0,4,0,0,5,2,3,0,t0404,2022-10-28
kujawsko-pomorskie,golubsko-dobrzyński,0,0,0,0.0,0.0,0.0,0,0,0,5,0,0,7,0,7,0,t0405,2022-10-28
kujawsko-pomorskie,grudziądzki,1,0,1,0.25,0.0,0.25,0,0,0,1,0,0,4,1,3,0,t0406,2022-10-28
kujawsko-pomorskie,inowrocławski,11,0,11,0.69,0.0,0.69,0,0,0,16,0,0,44,13,31,0,t0407,2022-10-28
kujawsko-pomorskie,lipnowski,1,0,1,0.15,0.0,0.15,0,0,0,2,0,0,9,1,8,0,t0408,2022-10-28
kujawsko-pomorskie,mogileński,1,0,1,0.22,0.0,0.22,0,0,0,0,0,0,4,1,3,0,t0409,2022-10-28
kujawsko-pomorskie,nakielski,2,0,2,0.23,0.0,0.23,0,0,0,7,0,0,11,3,8,0,t0410,2022-10-28
kujawsko-pomorskie,radziejowski,2,0,2,0.5,0.0,0.5,0,0,0,1,0,0,19,2,17,0,t0411,2022-10-28
kujawsko-pomorskie,rypiński,1,0,1,0.23,0.0,0.23,0,0,0,3,0,0,4,1,3,0,t0412,2022-10-28
kujawsko-pomorskie,sępoleński,1,0,1,0.24,0.0,0.24,0,0,0,3,0,0,6,1,5,0,t0413,2022-10-28
kujawsko-pomorskie,świecki,2,1,3,0.2,0.1,0.3,0,0,0,1,0,0,6,3,3,0,t0414,2022-10-28
kujawsko-pomorskie,toruński,2,0,2,0.18,0.0,0.18,0,0,0,6,0,0,16,2,14,0,t0415,2022-10-28
kujawsko-pomorskie,tucholski,0,0,0,0.0,0.0,0.0,0,0,0,4,0,0,7,0,7,0,t0416,2022-10-28
kujawsko-pomorskie,wąbrzeski,2,0,2,0.59,0.0,0.59,0,0,0,7,0,0,8,2,6,0,t0417,2022-10-28
kujawsko-pomorskie,włocławski,1,0,1,0.12,0.0,0.12,1,1,0,1,0,0,8,1,7,0,t0418,2022-10-28
kujawsko-pomorskie,żniński,0,0,0,0.0,0.0,0.0,0,0,0,6,0,0,9,0,9,0,t0419,2022-10-28
kujawsko-pomorskie,Bydgoszcz,6,6,12,0.17,0.17,0.35,1,0,1,27,0,0,59,13,45,1,t0461,2022-10-28
kujawsko-pomorskie,Grudziądz,3,0,3,0.32,0.0,0.32,0,0,0,6,0,0,21,3,16,2,t0462,2022-10-28
kujawsko-pomorskie,Toruń,4,0,4,0.2,0.0,0.2,0,0,0,11,0,0,34,6,28,0,t0463,2022-10-28
kujawsko-pomorskie,Włocławek,2,0,2,0.18,0.0,0.18,0,0,0,2,0,0,12,3,9,0,t0464,2022-10-28
