wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,123,-,-,0.03,26,9,17,2412,148,72255,53830,200,53488,142,t0000,2021-06-28
dolnośląskie,bolesławiecki,-,-,1,-,-,0.11,0,0,0,3,1,301,141,2,139,0,t0201,2021-06-28
dolnośląskie,dzierżoniowski,-,-,0,-,-,0.0,0,0,0,4,0,105,128,0,128,0,t0202,2021-06-28
dolnośląskie,głogowski,-,-,0,-,-,0.0,0,0,0,1,0,139,122,0,121,1,t0203,2021-06-28
dolnośląskie,górowski,-,-,1,-,-,0.29,0,0,0,4,0,43,39,1,38,0,t0204,2021-06-28
dolnośląskie,jaworski,-,-,0,-,-,0.0,0,0,0,4,0,60,57,0,56,1,t0205,2021-06-28
dolnośląskie,jeleniogórski,-,-,0,-,-,0.0,0,0,0,0,0,98,91,0,91,0,t0206,2021-06-28
dolnośląskie,kamiennogórski,-,-,0,-,-,0.0,0,0,0,2,0,60,48,0,47,1,t0207,2021-06-28
dolnośląskie,kłodzki,-,-,0,-,-,0.0,0,0,0,9,0,184,187,0,186,1,t0208,2021-06-28
dolnośląskie,legnicki,-,-,0,-,-,0.0,0,0,0,2,1,139,49,0,48,1,t0209,2021-06-28
dolnośląskie,lubański,-,-,0,-,-,0.0,0,0,0,9,0,67,53,0,52,1,t0210,2021-06-28
dolnośląskie,lubiński,-,-,1,-,-,0.09,0,0,0,3,0,114,149,2,147,0,t0211,2021-06-28
dolnośląskie,lwówecki,-,-,1,-,-,0.22,1,1,0,13,1,54,99,1,98,0,t0212,2021-06-28
dolnośląskie,milicki,-,-,2,-,-,0.54,0,0,0,2,0,83,27,2,25,0,t0213,2021-06-28
dolnośląskie,oleśnicki,-,-,0,-,-,0.0,0,0,0,3,0,165,120,0,120,0,t0214,2021-06-28
dolnośląskie,oławski,-,-,1,-,-,0.13,0,0,0,7,0,186,118,1,116,1,t0215,2021-06-28
dolnośląskie,polkowicki,-,-,0,-,-,0.0,0,0,0,3,0,51,75,0,75,0,t0216,2021-06-28
dolnośląskie,strzeliński,-,-,1,-,-,0.23,0,0,0,5,0,49,53,1,52,0,t0217,2021-06-28
dolnośląskie,średzki,-,-,0,-,-,0.0,0,0,0,6,0,95,63,0,62,1,t0218,2021-06-28
dolnośląskie,świdnicki,-,-,2,-,-,0.13,0,0,0,8,0,228,146,2,143,1,t0219,2021-06-28
dolnośląskie,trzebnicki,-,-,0,-,-,0.0,0,0,0,3,1,259,96,0,96,0,t0220,2021-06-28
dolnośląskie,wałbrzyski,-,-,1,-,-,0.18,0,0,0,3,0,37,94,1,93,0,t0221,2021-06-28
dolnośląskie,wołowski,-,-,1,-,-,0.21,0,0,0,1,0,75,60,1,59,0,t0222,2021-06-28
dolnośląskie,wrocławski,-,-,0,-,-,0.0,0,0,0,15,0,456,232,0,231,1,t0223,2021-06-28
dolnośląskie,ząbkowicki,-,-,1,-,-,0.16,0,0,0,1,0,58,81,1,80,0,t0224,2021-06-28
dolnośląskie,zgorzelecki,-,-,1,-,-,0.11,0,0,0,6,1,106,84,1,82,1,t0225,2021-06-28
dolnośląskie,złotoryjski,-,-,0,-,-,0.0,0,0,0,0,0,54,40,0,40,0,t0226,2021-06-28
dolnośląskie,Jelenia Góra,-,-,0,-,-,0.0,0,0,0,12,0,109,126,0,125,1,t0261,2021-06-28
dolnośląskie,Legnica,-,-,0,-,-,0.0,0,0,0,10,2,266,152,0,152,0,t0262,2021-06-28
dolnośląskie,Wrocław,-,-,4,-,-,0.06,1,1,0,57,5,2252,1068,5,1057,6,t0264,2021-06-28
dolnośląskie,Wałbrzych,-,-,2,-,-,0.18,0,0,0,8,0,106,222,3,219,0,t0265,2021-06-28
kujawsko-pomorskie,aleksandrowski,-,-,0,-,-,0.0,0,0,0,1,1,43,75,0,74,1,t0401,2021-06-28
kujawsko-pomorskie,brodnicki,-,-,0,-,-,0.0,0,0,0,1,1,72,97,0,96,1,t0402,2021-06-28
kujawsko-pomorskie,bydgoski,-,-,0,-,-,0.0,0,0,0,11,1,130,124,0,124,0,t0403,2021-06-28
kujawsko-pomorskie,chełmiński,-,-,0,-,-,0.0,0,0,0,3,0,47,65,0,65,0,t0404,2021-06-28
kujawsko-pomorskie,golubsko-dobrzyński,-,-,1,-,-,0.22,0,0,0,4,1,26,38,1,37,0,t0405,2021-06-28
kujawsko-pomorskie,grudziądzki,-,-,0,-,-,0.0,0,0,0,6,0,30,48,0,48,0,t0406,2021-06-28
kujawsko-pomorskie,inowrocławski,-,-,0,-,-,0.0,0,0,0,16,1,166,159,0,158,1,t0407,2021-06-28
kujawsko-pomorskie,lipnowski,-,-,2,-,-,0.3,0,0,0,3,0,58,77,2,75,0,t0408,2021-06-28
kujawsko-pomorskie,mogileński,-,-,0,-,-,0.0,0,0,0,0,0,41,37,0,37,0,t0409,2021-06-28
kujawsko-pomorskie,nakielski,-,-,0,-,-,0.0,0,0,0,8,0,65,88,0,88,0,t0410,2021-06-28
kujawsko-pomorskie,radziejowski,-,-,0,-,-,0.0,0,0,0,4,0,31,37,0,36,1,t0411,2021-06-28
kujawsko-pomorskie,rypiński,-,-,0,-,-,0.0,0,0,0,4,0,19,73,0,73,0,t0412,2021-06-28
kujawsko-pomorskie,sępoleński,-,-,0,-,-,0.0,0,0,0,7,0,36,53,0,53,0,t0413,2021-06-28
kujawsko-pomorskie,świecki,-,-,0,-,-,0.0,0,0,0,5,0,110,87,0,87,0,t0414,2021-06-28
