wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,34088,-,-,8.89,25,7,18,1964,17511,825308,111241,39134,69870,2237,t0000,2022-01-22
dolnośląskie,bolesławiecki,-,-,70,-,-,7.78,0,0,0,1,35,2583,217,84,109,24,t0201,2022-01-22
dolnośląskie,dzierżoniowski,-,-,83,-,-,8.26,0,0,0,1,12,1952,210,92,115,3,t0202,2022-01-22
dolnośląskie,głogowski,-,-,49,-,-,5.51,0,0,0,1,25,1897,152,54,95,3,t0203,2022-01-22
dolnośląskie,górowski,-,-,9,-,-,2.59,0,0,0,0,2,389,55,10,44,1,t0204,2022-01-22
dolnośląskie,jaworski,-,-,31,-,-,6.21,0,0,0,0,11,862,120,35,79,6,t0205,2022-01-22
dolnośląskie,jeleniogórski,-,-,29,-,-,4.57,0,0,0,2,23,1171,177,34,138,5,t0206,2022-01-22
dolnośląskie,kamiennogórski,-,-,28,-,-,6.5,0,0,0,0,11,806,87,33,52,2,t0207,2022-01-22
dolnośląskie,kłodzki,-,-,23,-,-,1.46,0,0,0,6,43,3316,114,30,82,2,t0208,2022-01-22
dolnośląskie,legnicki,-,-,57,-,-,10.32,0,0,0,3,10,1157,147,60,78,9,t0209,2022-01-22
dolnośląskie,lubański,-,-,31,-,-,5.73,0,0,0,0,23,1144,99,37,58,4,t0210,2022-01-22
dolnośląskie,lubiński,-,-,86,-,-,8.11,0,0,0,9,10,2307,232,98,118,16,t0211,2022-01-22
dolnośląskie,lwówecki,-,-,7,-,-,1.53,0,0,0,0,29,606,78,7,71,0,t0212,2022-01-22
dolnośląskie,milicki,-,-,51,-,-,13.82,0,0,0,6,18,2085,115,56,59,0,t0213,2022-01-22
dolnośląskie,oleśnicki,-,-,125,-,-,11.65,0,0,0,6,43,3659,282,141,139,2,t0214,2022-01-22
dolnośląskie,oławski,-,-,83,-,-,10.8,0,0,0,1,44,2427,221,97,122,2,t0215,2022-01-22
dolnośląskie,polkowicki,-,-,38,-,-,6.02,0,0,0,0,32,1727,116,47,65,4,t0216,2022-01-22
dolnośląskie,strzeliński,-,-,44,-,-,10.13,0,0,0,0,44,1623,103,50,53,0,t0217,2022-01-22
dolnośląskie,średzki,-,-,68,-,-,12.28,0,0,0,0,34,1935,188,77,97,14,t0218,2022-01-22
dolnośląskie,świdnicki,-,-,179,-,-,11.43,0,0,0,4,121,5077,355,200,136,19,t0219,2022-01-22
dolnośląskie,trzebnicki,-,-,75,-,-,8.78,0,0,0,1,45,1830,253,83,168,2,t0220,2022-01-22
dolnośląskie,wałbrzyski,-,-,9,-,-,1.62,0,0,0,2,11,1518,27,9,18,0,t0221,2022-01-22
dolnośląskie,wołowski,-,-,6,-,-,1.28,0,0,0,0,24,1007,23,8,15,0,t0222,2022-01-22
dolnośląskie,wrocławski,-,-,273,-,-,17.74,0,0,0,8,134,6064,700,304,378,18,t0223,2022-01-22
dolnośląskie,ząbkowicki,-,-,40,-,-,6.2,0,0,0,0,0,1319,106,48,57,1,t0224,2022-01-22
dolnośląskie,zgorzelecki,-,-,61,-,-,6.87,0,0,0,0,44,1825,178,66,105,7,t0225,2022-01-22
dolnośląskie,złotoryjski,-,-,39,-,-,9.01,0,0,0,0,7,511,103,41,56,6,t0226,2022-01-22
dolnośląskie,Jelenia Góra,-,-,62,-,-,7.87,0,0,0,2,30,1677,245,68,170,7,t0261,2022-01-22
dolnośląskie,Legnica,-,-,77,-,-,7.77,0,0,0,0,34,2076,215,87,126,2,t0262,2022-01-22
dolnośląskie,Wrocław,-,-,995,-,-,15.46,0,0,0,22,580,13823,2661,1106,1500,55,t0264,2022-01-22
dolnośląskie,Wałbrzych,-,-,14,-,-,1.27,0,0,0,0,36,2331,65,19,45,1,t0265,2022-01-22
kujawsko-pomorskie,aleksandrowski,-,-,16,-,-,2.91,0,0,0,4,9,355,97,21,73,3,t0401,2022-01-22
kujawsko-pomorskie,brodnicki,-,-,36,-,-,4.55,0,0,0,7,14,469,131,42,88,1,t0402,2022-01-22
kujawsko-pomorskie,bydgoski,-,-,92,-,-,7.7,0,0,0,21,38,1577,422,111,303,8,t0403,2022-01-22
kujawsko-pomorskie,chełmiński,-,-,16,-,-,3.09,0,0,0,2,30,478,83,19,63,1,t0404,2022-01-22
kujawsko-pomorskie,golubsko-dobrzyński,-,-,6,-,-,1.33,0,0,0,0,9,231,30,6,24,0,t0405,2022-01-22
kujawsko-pomorskie,grudziądzki,-,-,12,-,-,2.98,0,0,0,4,21,483,90,21,66,3,t0406,2022-01-22
kujawsko-pomorskie,inowrocławski,-,-,81,-,-,5.08,0,0,0,2,52,1332,312,89,219,4,t0407,2022-01-22
kujawsko-pomorskie,lipnowski,-,-,13,-,-,1.98,0,0,0,1,10,364,70,15,55,0,t0408,2022-01-22
kujawsko-pomorskie,mogileński,-,-,31,-,-,6.81,0,0,0,0,20,327,87,34,53,0,t0409,2022-01-22
kujawsko-pomorskie,nakielski,-,-,37,-,-,4.29,0,0,0,6,16,531,175,44,129,2,t0410,2022-01-22
kujawsko-pomorskie,radziejowski,-,-,22,-,-,5.47,0,0,0,1,8,380,72,26,45,1,t0411,2022-01-22
kujawsko-pomorskie,rypiński,-,-,4,-,-,0.92,0,0,0,0,15,379,31,5,26,0,t0412,2022-01-22
kujawsko-pomorskie,sępoleński,-,-,4,-,-,0.98,0,0,0,1,5,199,25,5,19,1,t0413,2022-01-22
kujawsko-pomorskie,świecki,-,-,16,-,-,1.62,0,0,0,2,29,891,121,19,102,0,t0414,2022-01-22
kujawsko-pomorskie,toruński,-,-,87,-,-,7.99,0,0,0,15,42,1211,280,105,174,1,t0415,2022-01-22
kujawsko-pomorskie,tucholski,-,-,12,-,-,2.48,0,0,0,11,13,378,78,13,65,0,t0416,2022-01-22
kujawsko-pomorskie,wąbrzeski,-,-,5,-,-,1.47,0,0,0,4,8,189,29,6,23,0,t0417,2022-01-22
kujawsko-pomorskie,włocławski,-,-,28,-,-,3.26,1,0,1,0,14,968,128,35,86,7,t0418,2022-01-22
kujawsko-pomorskie,żniński,-,-,26,-,-,3.71,0,0,0,0,18,362,132,34,92,6,t0419,2022-01-22
kujawsko-pomorskie,Bydgoszcz,-,-,275,-,-,7.93,0,0,0,29,120,2546,953,321,620,12,t0461,2022-01-22
kujawsko-pomorskie,Grudziądz,-,-,81,-,-,8.61,0,0,0,23,27,862,235,91,136,8,t0462,2022-01-22
kujawsko-pomorskie,Toruń,-,-,200,-,-,9.95,0,0,0,25,89,1843,605,230,357,18,t0463,2022-01-22
kujawsko-pomorskie,Włocławek,-,-,48,-,-,4.39,0,0,0,2,29,651,167,57,106,4,t0464,2022-01-22
lubelskie,bialski,-,-,59,-,-,5.34,0,0,0,1,10,1294,201,65,136,0,t0601,2022-01-22
lubelskie,biłgorajski,-,-,35,-,-,3.48,0,0,0,6,30,1493,153,36,116,1,t0602,2022-01-22
lubelskie,chełmski,-,-,39,-,-,5.02,0,0,0,9,15,1476,130,41,87,2,t0603,2022-01-22
lubelskie,hrubieszowski,-,-,61,-,-,9.76,0,0,0,0,17,1057,173,70,103,0,t0604,2022-01-22
lubelskie,janowski,-,-,15,-,-,3.3,0,0,0,1,20,923,59,15,44,0,t0605,2022-01-22
lubelskie,krasnostawski,-,-,37,-,-,5.88,0,0,0,0,21,1230,119,40,78,1,t0606,2022-01-22
lubelskie,kraśnicki,-,-,45,-,-,4.73,0,0,0,1,20,1352,141,52,88,1,t0607,2022-01-22
lubelskie,lubartowski,-,-,29,-,-,3.29,0,0,0,1,4,1245,107,33,73,1,t0608,2022-01-22
lubelskie,lubelski,-,-,152,-,-,9.74,0,0,0,24,67,3520,513,168,333,12,t0609,2022-01-22
lubelskie,łęczyński,-,-,11,-,-,1.92,0,0,0,2,19,1828,61,16,45,0,t0610,2022-01-22
lubelskie,łukowski,-,-,55,-,-,5.16,0,0,0,0,23,2946,189,67,121,1,t0611,2022-01-22
lubelskie,opolski,-,-,15,-,-,2.54,0,0,0,14,13,598,68,19,49,0,t0612,2022-01-22
lubelskie,parczewski,-,-,27,-,-,7.81,0,0,0,0,3,524,80,28,51,1,t0613,2022-01-22
lubelskie,puławski,-,-,120,-,-,10.63,0,0,0,3,27,2165,392,147,244,1,t0614,2022-01-22
lubelskie,radzyński,-,-,8,-,-,1.37,0,0,0,2,1,781,59,11,47,1,t0615,2022-01-22
lubelskie,rycki,-,-,55,-,-,9.85,0,0,0,47,39,2232,244,61,182,1,t0616,2022-01-22
lubelskie,świdnicki,-,-,54,-,-,7.53,0,0,0,13,28,1826,195,68,127,0,t0617,2022-01-22
lubelskie,tomaszowski,-,-,49,-,-,5.95,0,0,0,3,27,1035,132,55,77,0,t0618,2022-01-22
lubelskie,włodawski,-,-,8,-,-,2.09,0,0,0,2,5,406,44,10,34,0,t0619,2022-01-22
lubelskie,zamojski,-,-,55,-,-,5.2,0,0,0,1,47,2181,192,60,130,2,t0620,2022-01-22
lubelskie,Biała Podlaska,-,-,49,-,-,8.57,0,0,0,3,6,872,186,59,122,5,t0661,2022-01-22
lubelskie,Chełm,-,-,37,-,-,6.01,0,0,0,0,6,942,141,44,97,0,t0662,2022-01-22
lubelskie,Lublin,-,-,448,-,-,13.19,0,0,0,87,201,8006,1266,491,762,13,t0663,2022-01-22
lubelskie,Zamość,-,-,43,-,-,6.8,0,0,0,4,24,1559,162,47,114,1,t0664,2022-01-22
lubuskie,gorzowski,-,-,48,-,-,6.66,0,0,0,0,23,949,150,58,88,4,t0801,2022-01-22
