wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,3609,1010,4619,0.94,0.26,1.2,33,6,27,7051,0,0,16112,4925,11111,76,t0000,2022-10-03
dolnośląskie,bolesławiecki,11,6,17,1.22,0.67,1.89,0,0,0,13,0,0,34,17,17,0,t0201,2022-10-03
dolnośląskie,dzierżoniowski,10,2,12,0.99,0.2,1.19,0,0,0,10,0,0,29,13,16,0,t0202,2022-10-03
dolnośląskie,głogowski,8,3,11,0.9,0.34,1.24,0,0,0,1,0,0,48,12,36,0,t0203,2022-10-03
dolnośląskie,górowski,7,1,8,2.02,0.29,2.31,0,0,0,18,0,0,19,8,11,0,t0204,2022-10-03
dolnośląskie,jaworski,3,0,3,0.6,0.0,0.6,0,0,0,0,0,0,4,3,1,0,t0205,2022-10-03
dolnośląskie,jeleniogórski,2,1,3,0.32,0.16,0.47,0,0,0,7,0,0,19,3,15,1,t0206,2022-10-03
dolnośląskie,kamiennogórski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,t0207,2022-10-03
dolnośląskie,kłodzki,5,1,6,0.32,0.06,0.38,0,0,0,15,0,0,20,6,14,0,t0208,2022-10-03
dolnośląskie,legnicki,2,1,3,0.36,0.18,0.54,0,0,0,3,0,0,13,3,10,0,t0209,2022-10-03
dolnośląskie,lubański,2,2,4,0.37,0.37,0.74,0,0,0,8,0,0,11,4,7,0,t0210,2022-10-03
dolnośląskie,lubiński,4,0,4,0.38,0.0,0.38,0,0,0,19,0,0,25,4,21,0,t0211,2022-10-03
dolnośląskie,lwówecki,3,2,5,0.66,0.44,1.09,0,0,0,5,0,0,9,6,3,0,t0212,2022-10-03
dolnośląskie,milicki,4,0,4,1.08,0.0,1.08,0,0,0,4,0,0,16,4,12,0,t0213,2022-10-03
dolnośląskie,oleśnicki,5,2,7,0.47,0.19,0.65,0,0,0,13,0,0,23,7,16,0,t0214,2022-10-03
dolnośląskie,oławski,4,0,4,0.52,0.0,0.52,0,0,0,0,0,0,9,4,5,0,t0215,2022-10-03
dolnośląskie,polkowicki,5,0,5,0.79,0.0,0.79,0,0,0,2,0,0,13,5,8,0,t0216,2022-10-03
dolnośląskie,strzeliński,0,1,1,0.0,0.23,0.23,0,0,0,0,0,0,7,1,6,0,t0217,2022-10-03
dolnośląskie,średzki,4,0,4,0.72,0.0,0.72,0,0,0,12,0,0,17,4,13,0,t0218,2022-10-03
dolnośląskie,świdnicki,19,6,25,1.21,0.38,1.6,0,0,0,9,0,0,61,26,32,3,t0219,2022-10-03
dolnośląskie,trzebnicki,9,3,12,1.05,0.35,1.41,0,0,0,6,0,0,36,12,24,0,t0220,2022-10-03
dolnośląskie,wałbrzyski,2,2,4,0.36,0.36,0.72,0,0,0,7,0,0,14,4,10,0,t0221,2022-10-03
dolnośląskie,wołowski,5,2,7,1.07,0.43,1.5,0,0,0,1,0,0,17,7,10,0,t0222,2022-10-03
dolnośląskie,wrocławski,18,3,21,1.17,0.19,1.36,0,0,0,25,0,0,48,22,26,0,t0223,2022-10-03
dolnośląskie,ząbkowicki,3,0,3,0.47,0.0,0.47,0,0,0,9,0,0,14,3,11,0,t0224,2022-10-03
dolnośląskie,zgorzelecki,13,4,17,1.46,0.45,1.92,0,0,0,14,0,0,36,17,19,0,t0225,2022-10-03
dolnośląskie,złotoryjski,1,0,1,0.23,0.0,0.23,0,0,0,1,0,0,3,1,2,0,t0226,2022-10-03
dolnośląskie,Jelenia Góra,16,4,20,2.03,0.51,2.54,0,0,0,19,0,0,57,20,36,1,t0261,2022-10-03
dolnośląskie,Legnica,6,2,8,0.61,0.2,0.81,0,0,0,10,0,0,34,8,26,0,t0262,2022-10-03
dolnośląskie,Wrocław,61,15,76,0.95,0.23,1.18,0,0,0,122,0,0,202,81,119,2,t0264,2022-10-03
dolnośląskie,Wałbrzych,3,0,3,0.27,0.0,0.27,0,0,0,4,0,0,14,3,11,0,t0265,2022-10-03
kujawsko-pomorskie,aleksandrowski,3,0,3,0.55,0.0,0.55,1,0,1,7,0,0,15,3,12,0,t0401,2022-10-03
kujawsko-pomorskie,brodnicki,7,0,7,0.88,0.0,0.88,0,0,0,10,0,0,25,7,18,0,t0402,2022-10-03
kujawsko-pomorskie,bydgoski,15,3,18,1.26,0.25,1.51,0,0,0,43,0,0,79,20,59,0,t0403,2022-10-03
kujawsko-pomorskie,chełmiński,5,0,5,0.96,0.0,0.96,0,0,0,11,0,0,23,5,18,0,t0404,2022-10-03
kujawsko-pomorskie,golubsko-dobrzyński,8,3,11,1.78,0.67,2.45,0,0,0,8,0,0,23,11,12,0,t0405,2022-10-03
kujawsko-pomorskie,grudziądzki,6,0,6,1.49,0.0,1.49,0,0,0,10,0,0,35,6,29,0,t0406,2022-10-03
kujawsko-pomorskie,inowrocławski,26,11,37,1.63,0.69,2.32,0,0,0,52,0,0,106,38,68,0,t0407,2022-10-03
kujawsko-pomorskie,lipnowski,6,0,6,0.91,0.0,0.91,0,0,0,7,0,0,21,6,15,0,t0408,2022-10-03
kujawsko-pomorskie,mogileński,1,0,1,0.22,0.0,0.22,0,0,0,0,0,0,4,1,3,0,t0409,2022-10-03
kujawsko-pomorskie,nakielski,10,2,12,1.16,0.23,1.39,0,0,0,11,0,0,24,12,12,0,t0410,2022-10-03
kujawsko-pomorskie,radziejowski,7,1,8,1.74,0.25,1.99,0,0,0,19,0,0,30,8,22,0,t0411,2022-10-03
kujawsko-pomorskie,rypiński,6,1,7,1.38,0.23,1.61,0,0,0,7,0,0,19,7,12,0,t0412,2022-10-03
kujawsko-pomorskie,sępoleński,3,0,3,0.73,0.0,0.73,0,0,0,23,0,0,28,3,24,1,t0413,2022-10-03
kujawsko-pomorskie,świecki,12,0,12,1.21,0.0,1.21,0,0,0,15,0,0,49,14,35,0,t0414,2022-10-03
kujawsko-pomorskie,toruński,10,4,14,0.92,0.37,1.29,0,0,0,23,0,0,51,14,37,0,t0415,2022-10-03
kujawsko-pomorskie,tucholski,3,3,6,0.62,0.62,1.24,0,0,0,30,0,0,34,6,28,0,t0416,2022-10-03
kujawsko-pomorskie,wąbrzeski,1,0,1,0.29,0.0,0.29,0,0,0,12,0,0,26,1,25,0,t0417,2022-10-03
kujawsko-pomorskie,włocławski,11,1,12,1.28,0.12,1.4,0,0,0,10,0,0,37,12,25,0,t0418,2022-10-03
kujawsko-pomorskie,żniński,10,2,12,1.43,0.29,1.71,0,0,0,39,0,0,58,13,45,0,t0419,2022-10-03
kujawsko-pomorskie,Bydgoszcz,38,12,50,1.1,0.35,1.44,1,0,1,78,0,0,184,55,127,2,t0461,2022-10-03
kujawsko-pomorskie,Grudziądz,16,5,21,1.7,0.53,2.23,0,0,0,27,0,0,78,22,55,1,t0462,2022-10-03
kujawsko-pomorskie,Toruń,28,9,37,1.39,0.45,1.84,0,0,0,60,0,0,104,38,66,0,t0463,2022-10-03
kujawsko-pomorskie,Włocławek,4,1,5,0.37,0.09,0.46,0,0,0,3,0,0,32,5,27,0,t0464,2022-10-03
lubelskie,bialski,14,5,19,1.27,0.45,1.72,1,0,1,18,0,0,51,19,32,0,t0601,2022-10-03
lubelskie,biłgorajski,20,6,26,1.99,0.6,2.58,0,0,0,53,0,0,87,26,61,0,t0602,2022-10-03
lubelskie,chełmski,5,1,6,0.64,0.13,0.77,0,0,0,10,0,0,21,6,15,0,t0603,2022-10-03
lubelskie,hrubieszowski,7,0,7,1.12,0.0,1.12,0,0,0,16,0,0,38,7,30,1,t0604,2022-10-03
lubelskie,janowski,5,1,6,1.1,0.22,1.32,0,0,0,4,0,0,33,6,26,1,t0605,2022-10-03
lubelskie,krasnostawski,4,1,5,0.64,0.16,0.79,0,0,0,11,0,0,38,5,33,0,t0606,2022-10-03
lubelskie,kraśnicki,11,3,14,1.16,0.32,1.47,0,0,0,16,0,0,70,14,56,0,t0607,2022-10-03
lubelskie,lubartowski,14,1,15,1.59,0.11,1.7,0,0,0,15,0,0,57,17,40,0,t0608,2022-10-03
lubelskie,lubelski,20,5,25,1.28,0.32,1.6,0,0,0,42,0,0,136,30,106,0,t0609,2022-10-03
lubelskie,łęczyński,9,1,10,1.57,0.17,1.75,0,0,0,9,0,0,36,10,26,0,t0610,2022-10-03
lubelskie,łukowski,11,2,13,1.03,0.19,1.22,0,0,0,16,0,0,38,13,25,0,t0611,2022-10-03
lubelskie,opolski,11,2,13,1.87,0.34,2.21,0,0,0,9,0,0,36,13,23,0,t0612,2022-10-03
lubelskie,parczewski,3,0,3,0.87,0.0,0.87,1,0,1,11,0,0,21,3,18,0,t0613,2022-10-03
lubelskie,puławski,29,10,39,2.57,0.89,3.46,0,0,0,75,0,0,132,39,92,1,t0614,2022-10-03
lubelskie,radzyński,0,2,2,0.0,0.34,0.34,0,0,0,1,0,0,16,4,12,0,t0615,2022-10-03
lubelskie,rycki,14,7,21,2.51,1.25,3.76,0,0,0,24,0,0,49,22,27,0,t0616,2022-10-03
lubelskie,świdnicki,6,8,14,0.84,1.12,1.95,0,0,0,32,0,0,57,15,42,0,t0617,2022-10-03
lubelskie,tomaszowski,15,2,17,1.82,0.24,2.06,0,0,0,13,0,0,40,17,23,0,t0618,2022-10-03
lubelskie,włodawski,9,4,13,2.36,1.05,3.4,0,0,0,14,0,0,34,13,21,0,t0619,2022-10-03
lubelskie,zamojski,19,4,23,1.8,0.38,2.17,1,0,1,19,0,0,72,30,41,1,t0620,2022-10-03
lubelskie,Biała Podlaska,8,8,16,1.4,1.4,2.8,0,0,0,17,0,0,37,17,20,0,t0661,2022-10-03
lubelskie,Chełm,3,0,3,0.49,0.0,0.49,0,0,0,2,0,0,25,5,20,0,t0662,2022-10-03
lubelskie,Lublin,41,19,60,1.21,0.56,1.77,0,0,0,101,0,0,361,70,289,2,t0663,2022-10-03
lubelskie,Zamość,13,0,13,2.06,0.0,2.06,0,0,0,16,0,0,40,14,26,0,t0664,2022-10-03
lubuskie,gorzowski,4,3,7,0.56,0.42,0.97,0,0,0,4,0,0,11,7,4,0,t0801,2022-10-03
