wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,30546,-,-,7.96,497,145,352,37498,29715,478914,101437,32288,67322,1827,t0000,2021-04-01
dolnośląskie,bolesławiecki,-,-,89,-,-,9.89,0,0,0,119,32,901,245,95,145,5,t0201,2021-04-01
dolnośląskie,dzierżoniowski,-,-,86,-,-,8.56,1,0,1,86,26,1023,242,92,149,1,t0202,2021-04-01
dolnośląskie,głogowski,-,-,88,-,-,9.9,2,0,2,129,93,1218,231,91,135,5,t0203,2021-04-01
dolnośląskie,górowski,-,-,24,-,-,6.92,1,0,1,33,20,257,65,24,40,1,t0204,2021-04-01
dolnośląskie,jaworski,-,-,34,-,-,6.81,2,2,0,67,20,483,97,34,60,3,t0205,2021-04-01
dolnośląskie,jeleniogórski,-,-,43,-,-,6.78,1,0,1,49,34,830,112,47,63,2,t0206,2021-04-01
dolnośląskie,kamiennogórski,-,-,28,-,-,6.5,3,3,0,20,37,688,80,28,51,1,t0207,2021-04-01
dolnośląskie,kłodzki,-,-,88,-,-,5.6,1,0,1,173,139,1754,246,95,149,2,t0208,2021-04-01
dolnośląskie,legnicki,-,-,43,-,-,7.79,2,2,0,40,32,648,115,44,68,3,t0209,2021-04-01
dolnośląskie,lubański,-,-,48,-,-,8.88,1,1,0,49,18,484,107,48,56,3,t0210,2021-04-01
dolnośląskie,lubiński,-,-,133,-,-,12.53,4,0,4,137,76,1421,376,139,229,8,t0211,2021-04-01
dolnośląskie,lwówecki,-,-,53,-,-,11.58,0,0,0,29,10,433,149,57,82,10,t0212,2021-04-01
dolnośląskie,milicki,-,-,46,-,-,12.46,2,0,2,43,25,682,156,54,101,1,t0213,2021-04-01
dolnośląskie,oleśnicki,-,-,111,-,-,10.34,0,0,0,73,98,1263,269,118,145,6,t0214,2021-04-01
dolnośląskie,oławski,-,-,75,-,-,9.76,0,0,0,101,42,1420,227,76,145,6,t0215,2021-04-01
dolnośląskie,polkowicki,-,-,61,-,-,9.67,0,0,0,90,66,1041,165,61,102,2,t0216,2021-04-01
dolnośląskie,strzeliński,-,-,80,-,-,18.41,0,0,0,44,71,976,157,86,65,6,t0217,2021-04-01
dolnośląskie,średzki,-,-,100,-,-,18.06,0,0,0,56,56,1053,242,102,132,8,t0218,2021-04-01
dolnośląskie,świdnicki,-,-,259,-,-,16.54,0,0,0,169,114,2246,547,263,272,12,t0219,2021-04-01
dolnośląskie,trzebnicki,-,-,115,-,-,13.47,0,0,0,70,57,1285,276,123,149,4,t0220,2021-04-01
dolnośląskie,wałbrzyski,-,-,67,-,-,12.09,0,0,0,61,46,874,142,73,68,1,t0221,2021-04-01
dolnośląskie,wołowski,-,-,51,-,-,10.91,0,0,0,34,6,468,134,51,82,1,t0222,2021-04-01
dolnośląskie,wrocławski,-,-,177,-,-,11.5,2,2,0,218,166,3183,617,186,415,16,t0223,2021-04-01
dolnośląskie,ząbkowicki,-,-,58,-,-,8.99,0,0,0,81,29,755,158,61,93,4,t0224,2021-04-01
dolnośląskie,zgorzelecki,-,-,43,-,-,4.84,2,2,0,55,29,801,155,49,104,2,t0225,2021-04-01
dolnośląskie,złotoryjski,-,-,25,-,-,5.78,0,0,0,27,23,393,68,27,39,2,t0226,2021-04-01
dolnośląskie,Jelenia Góra,-,-,97,-,-,12.31,7,4,3,99,40,1214,228,102,125,1,t0261,2021-04-01
dolnośląskie,Legnica,-,-,86,-,-,8.68,2,2,0,109,72,1302,271,91,173,7,t0262,2021-04-01
dolnośląskie,Wrocław,-,-,718,-,-,11.15,7,6,1,746,582,9414,2868,767,2041,60,t0264,2021-04-01
dolnośląskie,Wałbrzych,-,-,143,-,-,12.93,1,1,0,120,115,1653,326,152,172,2,t0265,2021-04-01
kujawsko-pomorskie,aleksandrowski,-,-,58,-,-,10.54,0,0,0,50,20,818,139,58,80,1,t0401,2021-04-01
kujawsko-pomorskie,brodnicki,-,-,30,-,-,3.79,1,0,1,49,65,748,121,30,90,1,t0402,2021-04-01
kujawsko-pomorskie,bydgoski,-,-,118,-,-,9.88,0,0,0,148,128,1836,340,124,205,11,t0403,2021-04-01
kujawsko-pomorskie,chełmiński,-,-,43,-,-,8.3,0,0,0,56,14,478,154,44,103,7,t0404,2021-04-01
kujawsko-pomorskie,golubsko-dobrzyński,-,-,35,-,-,7.79,1,0,1,29,43,574,77,35,39,3,t0405,2021-04-01
kujawsko-pomorskie,grudziądzki,-,-,21,-,-,5.22,0,0,0,56,41,497,77,22,54,1,t0406,2021-04-01
kujawsko-pomorskie,inowrocławski,-,-,119,-,-,7.47,6,3,3,178,150,1823,354,127,221,6,t0407,2021-04-01
kujawsko-pomorskie,lipnowski,-,-,26,-,-,3.96,3,0,3,48,21,582,140,27,112,1,t0408,2021-04-01
kujawsko-pomorskie,mogileński,-,-,61,-,-,13.4,0,0,0,31,41,552,160,61,95,4,t0409,2021-04-01
kujawsko-pomorskie,nakielski,-,-,69,-,-,8.0,1,0,1,106,54,942,195,71,122,2,t0410,2021-04-01
kujawsko-pomorskie,radziejowski,-,-,26,-,-,6.47,1,0,1,41,11,237,72,27,43,2,t0411,2021-04-01
kujawsko-pomorskie,rypiński,-,-,33,-,-,7.6,2,0,2,63,30,603,87,34,52,1,t0412,2021-04-01
kujawsko-pomorskie,sępoleński,-,-,21,-,-,5.13,1,0,1,28,3,293,75,21,53,1,t0413,2021-04-01
kujawsko-pomorskie,świecki,-,-,60,-,-,6.06,1,0,1,83,64,836,254,62,183,9,t0414,2021-04-01
kujawsko-pomorskie,toruński,-,-,68,-,-,6.24,0,0,0,126,77,1237,236,71,162,3,t0415,2021-04-01
kujawsko-pomorskie,tucholski,-,-,14,-,-,2.9,0,0,0,56,34,606,69,14,52,3,t0416,2021-04-01
kujawsko-pomorskie,wąbrzeski,-,-,7,-,-,2.05,1,1,0,16,25,267,30,7,23,0,t0417,2021-04-01
kujawsko-pomorskie,włocławski,-,-,49,-,-,5.7,0,0,0,46,26,591,148,51,95,2,t0418,2021-04-01
kujawsko-pomorskie,żniński,-,-,80,-,-,11.42,2,0,2,71,78,825,189,86,100,3,t0419,2021-04-01
kujawsko-pomorskie,Bydgoszcz,-,-,332,-,-,9.57,8,0,8,426,229,4115,981,336,618,27,t0461,2021-04-01
kujawsko-pomorskie,Grudziądz,-,-,72,-,-,7.65,5,4,1,94,115,1220,207,76,127,4,t0462,2021-04-01
kujawsko-pomorskie,Toruń,-,-,201,-,-,9.99,0,0,0,231,134,1973,719,204,500,15,t0463,2021-04-01
kujawsko-pomorskie,Włocławek,-,-,51,-,-,4.66,0,0,0,83,53,786,207,55,149,3,t0464,2021-04-01
lubelskie,bialski,-,-,42,-,-,3.8,2,0,2,80,67,908,124,46,78,0,t0601,2021-04-01
lubelskie,biłgorajski,-,-,37,-,-,3.68,0,0,0,62,48,737,133,37,94,2,t0602,2021-04-01
lubelskie,chełmski,-,-,58,-,-,7.46,1,0,1,65,11,551,160,58,98,4,t0603,2021-04-01
lubelskie,hrubieszowski,-,-,56,-,-,8.96,1,0,1,84,72,892,167,65,93,9,t0604,2021-04-01
lubelskie,janowski,-,-,24,-,-,5.27,0,0,0,46,17,424,89,25,62,2,t0605,2021-04-01
lubelskie,krasnostawski,-,-,20,-,-,3.18,0,0,0,44,25,539,117,24,88,5,t0606,2021-04-01
lubelskie,kraśnicki,-,-,26,-,-,2.73,1,1,0,63,43,555,123,27,94,2,t0607,2021-04-01
lubelskie,lubartowski,-,-,31,-,-,3.52,0,0,0,54,24,479,115,33,82,0,t0608,2021-04-01
lubelskie,lubelski,-,-,63,-,-,4.04,0,0,0,114,63,1259,241,65,176,0,t0609,2021-04-01
lubelskie,łęczyński,-,-,28,-,-,4.89,1,0,1,48,28,470,91,31,59,1,t0610,2021-04-01
lubelskie,łukowski,-,-,40,-,-,3.75,1,0,1,59,39,745,154,44,108,2,t0611,2021-04-01
lubelskie,opolski,-,-,23,-,-,3.9,1,0,1,38,23,413,75,24,51,0,t0612,2021-04-01
lubelskie,parczewski,-,-,22,-,-,6.36,0,0,0,29,14,308,45,22,23,0,t0613,2021-04-01
lubelskie,puławski,-,-,145,-,-,12.85,4,0,4,144,75,1359,312,153,150,9,t0614,2021-04-01
lubelskie,radzyński,-,-,30,-,-,5.12,0,0,0,32,26,456,118,31,87,0,t0615,2021-04-01
lubelskie,rycki,-,-,26,-,-,4.66,0,0,0,43,10,365,131,26,104,1,t0616,2021-04-01
lubelskie,świdnicki,-,-,34,-,-,4.74,0,0,0,80,58,755,121,39,80,2,t0617,2021-04-01
lubelskie,tomaszowski,-,-,36,-,-,4.37,1,0,1,66,23,552,92,36,55,1,t0618,2021-04-01
lubelskie,włodawski,-,-,13,-,-,3.4,0,0,0,25,10,288,46,13,33,0,t0619,2021-04-01
lubelskie,zamojski,-,-,47,-,-,4.44,0,0,0,79,48,836,144,47,96,1,t0620,2021-04-01
lubelskie,Biała Podlaska,-,-,34,-,-,5.94,0,0,0,51,24,492,130,34,95,1,t0661,2021-04-01
lubelskie,Chełm,-,-,43,-,-,6.98,3,0,3,46,19,441,162,44,115,3,t0662,2021-04-01
lubelskie,Lublin,-,-,200,-,-,5.89,2,0,2,354,197,2917,969,218,746,5,t0663,2021-04-01
lubelskie,Zamość,-,-,56,-,-,8.86,0,0,0,73,54,621,128,60,67,1,t0664,2021-04-01
lubuskie,gorzowski,-,-,50,-,-,6.94,0,0,0,55,58,1025,157,56,98,3,t0801,2021-04-01
lubuskie,krośnieński,-,-,31,-,-,5.67,1,1,0,37,25,609,118,32,82,4,t0802,2021-04-01
lubuskie,międzyrzecki,-,-,75,-,-,13.07,2,2,0,68,49,928,188,79,107,2,t0803,2021-04-01
lubuskie,nowosolski,-,-,46,-,-,5.35,1,1,0,76,69,1157,223,48,175,0,t0804,2021-04-01
lubuskie,słubicki,-,-,39,-,-,8.32,1,0,1,39,43,696,160,43,115,2,t0805,2021-04-01
lubuskie,strzelecko-drezdenecki,-,-,39,-,-,7.98,1,1,0,42,14,645,124,40,83,1,t0806,2021-04-01
lubuskie,sulęciński,-,-,29,-,-,8.26,0,0,0,34,26,605,119,33,85,1,t0807,2021-04-01
lubuskie,świebodziński,-,-,46,-,-,8.26,0,0,0,64,44,941,128,51,77,0,t0808,2021-04-01
lubuskie,zielonogórski,-,-,55,-,-,7.27,0,0,0,76,62,1135,189,60,128,1,t0809,2021-04-01
lubuskie,żagański,-,-,35,-,-,4.45,1,1,0,82,32,823,136,37,94,5,t0810,2021-04-01
lubuskie,żarski,-,-,29,-,-,3.03,1,0,1,53,26,657,177,31,142,4,t0811,2021-04-01
lubuskie,wschowski,-,-,29,-,-,7.48,0,0,0,43,41,477,83,32,51,0,t0812,2021-04-01
lubuskie,Gorzów Wielkopolski,-,-,133,-,-,10.78,19,10,9,103,122,1178,404,138,256,10,t0861,2021-04-01
lubuskie,Zielona Góra,-,-,123,-,-,8.71,0,0,0,144,120,1875,427,135,289,3,t0862,2021-04-01
łódzkie,bełchatowski,-,-,89,-,-,7.9,0,0,0,76,71,1195,258,96,162,0,t1001,2021-04-01
łódzkie,kutnowski,-,-,17,-,-,1.77,2,2,0,81,33,530,152,19,132,1,t1002,2021-04-01
łódzkie,łaski,-,-,66,-,-,13.25,1,0,1,52,39,498,149,66,82,1,t1003,2021-04-01
łódzkie,łęczycki,-,-,19,-,-,3.83,1,0,1,32,24,562,94,21,71,2,t1004,2021-04-01
łódzkie,łowicki,-,-,17,-,-,2.18,1,0,1,73,84,1177,98,21,76,1,t1005,2021-04-01
łódzkie,łódzki wschodni,-,-,98,-,-,13.53,1,0,1,85,63,994,273,102,169,2,t1006,2021-04-01
łódzkie,opoczyński,-,-,28,-,-,3.69,0,0,0,24,15,430,132,31,98,3,t1007,2021-04-01
łódzkie,pabianicki,-,-,118,-,-,9.9,2,0,2,189,171,1906,424,121,302,1,t1008,2021-04-01
łódzkie,pajęczański,-,-,9,-,-,1.76,0,0,0,42,27,400,47,10,35,2,t1009,2021-04-01
łódzkie,piotrkowski,-,-,64,-,-,7.01,1,0,1,73,73,1209,284,69,215,0,t1010,2021-04-01
łódzkie,poddębicki,-,-,24,-,-,5.85,1,0,1,44,5,440,102,26,75,1,t1011,2021-04-01
łódzkie,radomszczański,-,-,71,-,-,6.32,1,0,1,108,63,1297,211,79,127,5,t1012,2021-04-01
łódzkie,rawski,-,-,18,-,-,3.71,0,0,0,34,37,559,66,21,45,0,t1013,2021-04-01
łódzkie,sieradzki,-,-,102,-,-,8.69,0,0,0,87,61,1150,255,105,147,3,t1014,2021-04-01
łódzkie,skierniewicki,-,-,14,-,-,3.67,0,0,0,33,23,529,54,17,37,0,t1015,2021-04-01
łódzkie,tomaszowski,-,-,90,-,-,7.75,5,2,3,68,73,1034,308,95,209,4,t1016,2021-04-01
łódzkie,wieluński,-,-,16,-,-,2.1,0,0,0,63,31,559,80,16,61,3,t1017,2021-04-01
łódzkie,wieruszowski,-,-,13,-,-,3.09,0,0,0,38,9,194,48,13,35,0,t1018,2021-04-01
łódzkie,zduńskowolski,-,-,119,-,-,17.97,1,0,1,64,68,1080,277,123,154,0,t1019,2021-04-01
łódzkie,zgierski,-,-,188,-,-,11.31,0,0,0,161,122,1844,552,198,351,3,t1020,2021-04-01
łódzkie,brzeziński,-,-,7,-,-,2.27,0,0,0,28,32,402,39,11,28,0,t1021,2021-04-01
łódzkie,Łódź,-,-,599,-,-,8.84,11,0,11,867,665,8681,2109,650,1437,22,t1061,2021-04-01
łódzkie,Piotrków Trybunalski,-,-,54,-,-,7.42,1,1,0,77,53,767,252,59,193,0,t1062,2021-04-01
łódzkie,Skierniewice,-,-,38,-,-,7.93,1,1,0,54,42,647,89,39,49,1,t1063,2021-04-01
małopolskie,bocheński,-,-,93,-,-,8.69,3,0,3,120,121,1760,227,101,119,7,t1201,2021-04-01
małopolskie,brzeski,-,-,50,-,-,5.37,4,3,1,49,54,1131,184,53,130,1,t1202,2021-04-01
małopolskie,chrzanowski,-,-,80,-,-,6.44,0,0,0,143,110,1621,262,86,170,6,t1203,2021-04-01
małopolskie,dąbrowski,-,-,22,-,-,3.72,0,0,0,23,25,425,57,25,32,0,t1204,2021-04-01
małopolskie,gorlicki,-,-,29,-,-,2.67,0,0,0,56,33,868,133,31,97,5,t1205,2021-04-01
małopolskie,krakowski,-,-,343,-,-,12.23,2,2,0,347,400,5194,870,354,493,23,t1206,2021-04-01
małopolskie,limanowski,-,-,53,-,-,4.02,2,0,2,38,34,518,231,61,167,3,t1207,2021-04-01
małopolskie,miechowski,-,-,44,-,-,9.04,2,2,0,44,53,481,90,48,39,3,t1208,2021-04-01
małopolskie,myślenicki,-,-,93,-,-,7.27,0,0,0,121,105,1745,233,96,127,10,t1209,2021-04-01
małopolskie,nowosądecki,-,-,103,-,-,4.75,6,3,3,108,97,1362,311,117,188,6,t1210,2021-04-01
małopolskie,nowotarski,-,-,26,-,-,1.35,0,0,0,59,38,506,228,30,195,3,t1211,2021-04-01
małopolskie,olkuski,-,-,92,-,-,8.3,4,1,3,129,106,1490,234,96,134,4,t1212,2021-04-01
małopolskie,oświęcimski,-,-,149,-,-,9.73,1,0,1,147,70,2482,326,165,151,10,t1213,2021-04-01
małopolskie,proszowicki,-,-,46,-,-,10.66,0,0,0,42,29,534,119,47,71,1,t1214,2021-04-01
małopolskie,suski,-,-,113,-,-,13.42,1,0,1,61,17,1020,280,118,153,9,t1215,2021-04-01
małopolskie,tarnowski,-,-,125,-,-,6.2,0,0,0,109,89,2005,268,136,123,9,t1216,2021-04-01
małopolskie,tatrzański,-,-,10,-,-,1.47,0,0,0,25,19,316,79,10,69,0,t1217,2021-04-01
małopolskie,wadowicki,-,-,146,-,-,9.13,0,0,0,164,147,2505,326,154,164,8,t1218,2021-04-01
małopolskie,wielicki,-,-,144,-,-,11.08,4,3,1,148,195,3091,402,149,237,16,t1219,2021-04-01
małopolskie,Kraków,-,-,762,-,-,9.76,8,8,0,866,796,10692,2405,778,1576,51,t1261,2021-04-01
małopolskie,Nowy Sącz,-,-,41,-,-,4.89,2,0,2,49,51,538,143,51,92,0,t1262,2021-04-01
