wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,3288,-,-,0.86,289,80,209,8156,4839,115914,60647,3743,56460,444,t0000,2021-05-13
dolnośląskie,bolesławiecki,-,-,11,-,-,1.22,0,0,0,25,33,475,165,13,152,0,t0201,2021-05-13
dolnośląskie,dzierżoniowski,-,-,5,-,-,0.5,0,0,0,19,13,192,103,5,97,1,t0202,2021-05-13
dolnośląskie,głogowski,-,-,16,-,-,1.8,0,0,0,24,13,277,113,17,96,0,t0203,2021-05-13
dolnośląskie,górowski,-,-,1,-,-,0.29,0,0,0,13,10,143,32,1,31,0,t0204,2021-05-13
dolnośląskie,jaworski,-,-,2,-,-,0.4,0,0,0,20,13,162,64,4,60,0,t0205,2021-05-13
dolnośląskie,jeleniogórski,-,-,7,-,-,1.1,0,0,0,14,5,222,85,7,78,0,t0206,2021-05-13
dolnośląskie,kamiennogórski,-,-,3,-,-,0.7,0,0,0,5,4,52,52,4,48,0,t0207,2021-05-13
dolnośląskie,kłodzki,-,-,6,-,-,0.38,0,0,0,19,16,295,146,7,138,1,t0208,2021-05-13
dolnośląskie,legnicki,-,-,4,-,-,0.72,0,0,0,13,9,240,70,4,66,0,t0209,2021-05-13
dolnośląskie,lubański,-,-,9,-,-,1.66,2,2,0,19,5,149,46,10,36,0,t0210,2021-05-13
dolnośląskie,lubiński,-,-,22,-,-,2.07,3,0,3,38,7,375,176,23,153,0,t0211,2021-05-13
dolnośląskie,lwówecki,-,-,13,-,-,2.84,0,0,0,28,7,155,86,16,69,1,t0212,2021-05-13
dolnośląskie,milicki,-,-,0,-,-,0.0,4,4,0,1,8,75,49,0,47,2,t0213,2021-05-13
dolnośląskie,oleśnicki,-,-,17,-,-,1.58,1,1,0,31,16,367,170,20,149,1,t0214,2021-05-13
dolnośląskie,oławski,-,-,2,-,-,0.26,0,0,0,36,14,382,138,3,135,0,t0215,2021-05-13
dolnośląskie,polkowicki,-,-,7,-,-,1.11,3,0,3,19,14,272,64,9,55,0,t0216,2021-05-13
dolnośląskie,strzeliński,-,-,4,-,-,0.92,0,0,0,6,5,80,56,7,49,0,t0217,2021-05-13
dolnośląskie,średzki,-,-,7,-,-,1.26,0,0,0,15,1,221,75,7,67,1,t0218,2021-05-13
dolnośląskie,świdnicki,-,-,10,-,-,0.64,0,0,0,29,26,663,197,10,185,2,t0219,2021-05-13
