wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,4929,1035,5964,1.29,0.27,1.55,26,5,21,5600,3,0,14907,6303,8555,49,t0000,2022-08-08
dolnośląskie,bolesławiecki,31,4,35,3.44,0.44,3.89,0,0,0,12,0,0,86,36,48,2,t0201,2022-08-08
dolnośląskie,dzierżoniowski,19,2,21,1.89,0.2,2.09,0,0,0,9,0,0,36,22,14,0,t0202,2022-08-08
dolnośląskie,głogowski,7,2,9,0.79,0.23,1.01,0,0,0,4,0,0,26,9,17,0,t0203,2022-08-08
dolnośląskie,górowski,3,1,4,0.86,0.29,1.15,0,0,0,6,0,0,8,5,3,0,t0204,2022-08-08
dolnośląskie,jaworski,5,1,6,1.0,0.2,1.2,0,0,0,1,0,0,12,7,5,0,t0205,2022-08-08
dolnośląskie,jeleniogórski,7,1,8,1.1,0.16,1.26,0,0,0,3,0,0,19,8,11,0,t0206,2022-08-08
dolnośląskie,kamiennogórski,4,1,5,0.93,0.23,1.16,0,0,0,1,0,0,5,5,0,0,t0207,2022-08-08
dolnośląskie,kłodzki,13,2,15,0.83,0.13,0.95,0,0,0,17,0,0,44,18,26,0,t0208,2022-08-08
dolnośląskie,legnicki,7,1,8,1.27,0.18,1.45,0,0,0,3,0,0,13,8,5,0,t0209,2022-08-08
dolnośląskie,lubański,5,1,6,0.92,0.18,1.11,0,0,0,6,0,0,10,6,4,0,t0210,2022-08-08
dolnośląskie,lubiński,15,4,19,1.41,0.38,1.79,0,0,0,29,0,0,33,19,14,0,t0211,2022-08-08
dolnośląskie,lwówecki,2,0,2,0.44,0.0,0.44,0,0,0,2,0,0,5,2,3,0,t0212,2022-08-08
dolnośląskie,milicki,3,1,4,0.81,0.27,1.08,0,0,0,5,0,0,6,4,2,0,t0213,2022-08-08
dolnośląskie,oleśnicki,11,1,12,1.02,0.09,1.12,0,0,0,13,0,0,17,12,5,0,t0214,2022-08-08
dolnośląskie,oławski,3,2,5,0.39,0.26,0.65,0,0,0,5,0,0,9,5,4,0,t0215,2022-08-08
dolnośląskie,polkowicki,3,0,3,0.48,0.0,0.48,0,0,0,2,0,0,7,3,4,0,t0216,2022-08-08
dolnośląskie,strzeliński,2,1,3,0.46,0.23,0.69,0,0,0,8,0,0,11,3,8,0,t0217,2022-08-08
dolnośląskie,średzki,9,0,9,1.63,0.0,1.63,0,0,0,5,0,0,15,9,6,0,t0218,2022-08-08
dolnośląskie,świdnicki,14,5,19,0.89,0.32,1.21,0,0,0,5,0,0,36,19,17,0,t0219,2022-08-08
dolnośląskie,trzebnicki,2,1,3,0.23,0.12,0.35,0,0,0,5,0,0,12,4,8,0,t0220,2022-08-08
dolnośląskie,wałbrzyski,12,4,16,2.17,0.72,2.89,0,0,0,13,0,0,31,18,13,0,t0221,2022-08-08
dolnośląskie,wołowski,2,0,2,0.43,0.0,0.43,0,0,0,3,0,0,7,2,5,0,t0222,2022-08-08
dolnośląskie,wrocławski,16,2,18,1.04,0.13,1.17,0,0,0,22,0,0,49,18,31,0,t0223,2022-08-08
dolnośląskie,ząbkowicki,6,3,9,0.93,0.47,1.4,0,0,0,9,0,0,22,9,13,0,t0224,2022-08-08
dolnośląskie,zgorzelecki,4,0,4,0.45,0.0,0.45,0,0,0,6,0,0,12,4,8,0,t0225,2022-08-08
dolnośląskie,złotoryjski,8,1,9,1.85,0.23,2.08,0,0,0,2,0,0,13,9,4,0,t0226,2022-08-08
