7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
2960,2476.142857,8797.142857,2023-03-14,33.64728808,-,-,30.52488588,-199.2857143,-6.732625483,2023-03-21,3.55276063,4.234810969
2983.428571,2509.857143,8989.714286,2023-03-15,33.1871345,-,-,29.57229879,-368.8571429,-12.36353189,2023-03-22,3.581763333,-
3011.857143,2575.714286,9178,2023-03-16,32.8160508,-,-,28.67593632,-531.1428571,-17.63506142,2023-03-23,3.563283417,-
2975.142857,2560,9227.285714,2023-03-17,32.24288214,-,-,27.78882262,-638.8571429,-21.47315855,2023-03-24,3.604408482,-
2913.714286,2519.571429,9241,2023-03-18,31.53029202,-,-,26.98799374,-698,-23.95567758,2023-03-25,3.667687248,-
2906.714286,2522.142857,9228.428571,2023-03-19,31.4973916,-,-,26.83986461,-709.1428571,-24.39671696,2023-03-26,3.658963466,-
2886.428571,2521.285714,9212.714286,2023-03-20,31.33092465,-,-,26.80067881,-698,-24.18213314,2023-03-27,3.653974729,-
2760.714286,2448.714286,9044.142857,2023-03-21,30.52488588,-199.2857143,-6.732625483,25.345867,-784.7142857,-28.42432083,2023-03-28,3.693425121,-
2614.571429,2356.857143,8841.285714,2023-03-22,29.57229879,-368.8571429,-12.36353189,23.99548662,-822.1428571,-31.44465086,2023-03-29,3.751303188,-
2480.714286,2265.285714,8650.857143,2023-03-23,28.67593632,-531.1428571,-17.63506142,22.75211724,-857.2857143,-34.558019,2023-03-30,3.818881251,-
2336.285714,2170.714286,8407.285714,2023-03-24,27.78882262,-638.8571429,-21.47315855,21.74373456,-840.2857143,-35.96673597,2023-03-31,3.873050346,-
2215.714286,2078.285714,8210,2023-03-25,26.98799374,-698,-23.95567758,20.57441253,-864.8571429,-39.03288201,2023-04-01,3.950371185,-
2197.571429,2075.714286,8187.714286,2023-03-26,26.83986461,-709.1428571,-24.39671696,20.47523193,-860.7142857,-39.16661249,2023-04-02,3.944528562,-
2188.428571,2076.142857,8165.571429,2023-03-27,26.80067881,-698,-24.18213314,20.42968061,-865.2857143,-39.53913441,2023-04-03,3.933048923,-
1976,1911.714286,7796.142857,2023-03-28,25.345867,-784.7142857,-28.42432083,19.21310719,-786.5714286,-39.80624639,2023-04-04,4.078089972,-
1792.428571,1768.571429,7469.857143,2023-03-29,23.99548662,-822.1428571,-31.44465086,18.52828038,-677.7142857,-37.80983502,2023-04-05,4.223667205,-
1623.428571,1643.285714,7135.285714,2023-03-30,22.75211724,-857.2857143,-34.558019,17.62042481,-561.5714286,-34.59169307,2023-04-06,4.342084674,-
1496,1528.142857,6880.142857,2023-03-31,21.74373456,-840.2857143,-35.96673597,17.0013025,-507.7142857,-33.9381207,2023-04-07,4.502290362,-
1350.857143,1437.142857,6565.714286,2023-04-01,20.57441253,-864.8571429,-39.03288201,16.48843188,-434.5714286,-32.17005076,2023-04-08,4.568588469,-
1336.857143,1436.857143,6529.142857,2023-04-02,20.47523193,-860.7142857,-39.16661249,16.45612132,-426.8571429,-31.92989955,2023-04-09,4.544044542,-
1323.142857,1436.714286,6476.571429,2023-04-03,20.42968061,-865.2857143,-39.53913441,16.41983089,-429.8571429,-32.48758368,2023-04-10,4.507904942,-
1189.428571,1312.428571,6190.714286,2023-04-04,19.21310719,-786.5714286,-39.80624639,-,-,-,-,4.716991401,-
1114.714286,1250.571429,6016.285714,2023-04-05,18.52828038,-677.7142857,-37.80983502,-,-,-,-,4.810829335,-
1061.857143,1186.857143,6026.285714,2023-04-06,17.62042481,-561.5714286,-34.59169307,-,-,-,-,5.077515648,-
988.2857143,1124.857143,5813,2023-04-07,17.0013025,-507.7142857,-33.9381207,-,-,-,-,5.167767336,-
916.2857143,1047.285714,5557.142857,2023-04-08,16.48843188,-434.5714286,-32.17005076,-,-,-,-,5.306233802,-
910,1046.857143,5529.857143,2023-04-09,16.45612132,-426.8571429,-31.92989955,-,-,-,-,5.282341703,-
893.2857143,1046.428571,5440.285714,2023-04-10,16.41983089,-429.8571429,-32.48758368,-,-,-,-,5.19890785,-
