7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
881.1428571,805.2857143,2229.571429,2023-11-13,39.52072788,-,-,41.14729707,185.5714286,21.06031128,2023-11-20,2.768671279,2.56957993
905.5714286,828.2857143,2216.714286,2023-11-14,40.85196881,-,-,42.06024349,239.4285714,26.4395015,2023-11-21,2.676267679,-
941.5714286,848.7142857,2284,2023-11-15,41.2246685,-,-,42.48751249,273.5714286,29.05477166,2023-11-22,2.691129439,-
960,876.7142857,2328.142857,2023-11-16,41.23458305,-,-,43.01779777,296.8571429,30.92261905,2023-11-23,2.655532019,-
1001.428571,894.8571429,2407,2023-11-17,41.60484302,-,-,43.87816787,346.5714286,34.60770328,2023-11-24,2.689814815,-
1058.285714,929.5714286,2499.571429,2023-11-18,42.33868663,-,-,43.55919248,325.7142857,30.7775378,2023-11-25,2.688950361,-
1055.428571,929.5714286,2507.428571,2023-11-19,42.09206928,-,-,43.79855465,329.8571429,31.25338387,2023-11-26,2.697402797,-
1066.714286,929.7142857,2592.428571,2023-11-20,41.14729707,185.5714286,21.06031128,43.89175025,321.1428571,30.10579885,2023-11-27,2.788414259,-
1145,987.4285714,2722.285714,2023-11-21,42.06024349,239.4285714,26.4395015,44.8386134,357.2857143,31.20399251,2023-11-28,2.756944444,-
1215.142857,1051.428571,2860,2023-11-22,42.48751249,273.5714286,29.05477166,45.89369981,368.7142857,30.34328709,2023-11-29,2.720108696,-
1256.857143,1068.571429,2921.714286,2023-11-23,43.01779777,296.8571429,30.92261905,46.9486166,440,35.00795635,2023-11-30,2.734224599,-
1348,1133.714286,3072.142857,2023-11-24,43.87816787,346.5714286,34.60770328,47.82068698,412.1428571,30.57439593,2023-12-01,2.709803427,-
1384,1179.571429,3177.285714,2023-11-25,43.55919248,325.7142857,30.7775378,49.05752846,475,34.32080925,2023-12-02,2.693593315,-
1385.285714,1179.571429,3162.857143,2023-11-26,43.79855465,329.8571429,31.25338387,49.02167369,475.8571429,34.35083015,2023-12-03,2.681361269,-
1387.857143,1179.428571,3162,2023-11-27,43.89175025,321.1428571,30.10579885,48.61950117,486.2857143,35.0386001,2023-12-04,2.680959302,-
1502.285714,1279.571429,3350.428571,2023-11-28,44.8386134,357.2857143,31.20399251,49.86063578,516.5714286,34.38569798,2023-12-05,2.618399018,-
1583.857143,1329.857143,3451.142857,2023-11-29,45.89369981,368.7142857,30.34328709,49.97175986,564.8571429,35.66338956,2023-12-06,2.595122999,-
1696.857143,1428.571429,3614.285714,2023-11-30,46.9486166,440,35.00795635,50.37469307,559.8571429,32.99376999,2023-12-07,2.53,-
1760.142857,1503,3680.714286,2023-12-01,47.82068698,412.1428571,30.57439593,50.16271644,574,32.61098937,2023-12-08,2.4489117,-
1859,1596.857143,3789.428571,2023-12-02,49.05752846,475,34.32080925,50.16099016,566.8571429,30.49258434,2023-12-09,2.373054214,-
1861.142857,1597.857143,3796.571429,2023-12-03,49.02167369,475.8571429,34.35083015,49.89894848,572.5714286,30.76450722,2023-12-10,2.376039338,-
1874.142857,1598.571429,3854.714286,2023-12-04,48.61950117,486.2857143,35.0386001,-,-,-,-,2.411349419,-
2018.857143,1722.428571,4049,2023-12-05,49.86063578,516.5714286,34.38569798,-,-,-,-,2.350750601,-
2148.714286,1842.714286,4299.857143,2023-12-06,49.97175986,564.8571429,35.66338956,-,-,-,-,2.333436701,-
2256.714286,1939.571429,4479.857143,2023-12-07,50.37469307,559.8571429,32.99376999,-,-,-,-,2.309714959,-
2334.142857,2015.428571,4653.142857,2023-12-08,50.16271644,574,32.61098937,-,-,-,-,2.308760987,-
2425.857143,2085,4836.142857,2023-12-09,50.16099016,566.8571429,30.49258434,-,-,-,-,2.319492977,-
2433.714286,2084.285714,4877.285714,2023-12-10,49.89894848,572.5714286,30.76450722,-,-,-,-,2.340027416,-
