7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
49.71428571,67.42857143,530.4285714,2023-09-01,9.372475088,-,-,11.73837354,17.71428571,35.63218391,2023-09-08,7.866525424,5.033538623
52.71428571,72.57142857,535.8571429,2023-09-02,9.8373767,-,-,12.92500603,23.85714286,45.25745257,2023-09-09,7.383858268,-
52.71428571,72.57142857,538.4285714,2023-09-03,9.79039533,-,-,13.11435523,24.28571429,46.0704607,2023-09-10,7.419291339,-
52.71428571,72.57142857,539.1428571,2023-09-04,9.777424483,-,-,13.12936642,25.14285714,47.69647696,2023-09-11,7.429133858,-
55,74.71428571,538.2857143,2023-09-05,10.21762208,-,-,14.31451613,36.28571429,65.97402597,2023-09-12,7.20458891,-
58.28571429,81.14285714,541.5714286,2023-09-06,10.76233184,-,-,15.23850637,42.57142857,73.03921569,2023-09-13,6.674295775,-
60.85714286,83.14285714,547.1428571,2023-09-07,11.1227154,-,-,16.29190515,53,87.08920188,2023-09-14,6.580756014,-
67.42857143,91.14285714,574.4285714,2023-09-08,11.73837354,17.71428571,35.63218391,17.41550696,57.71428571,85.59322034,2023-09-15,6.302507837,-
76.57142857,100.2857143,592.4285714,2023-09-09,12.92500603,23.85714286,45.25745257,17.69391238,56.71428571,74.06716418,2023-09-16,5.907407407,-
77,100.1428571,587.1428571,2023-09-10,13.11435523,24.28571429,46.0704607,17.48828491,56.28571429,73.09833024,2023-09-17,5.863052782,-
77.85714286,100.2857143,593,2023-09-11,13.12936642,25.14285714,47.69647696,17.66924382,56,71.9266055,2023-09-18,5.913105413,-
91.28571429,121.4285714,637.7142857,2023-09-12,14.31451613,36.28571429,65.97402597,18.10758033,54.42857143,59.62441315,2023-09-19,5.251764706,-
100.8571429,136.7142857,661.8571429,2023-09-13,15.23850637,42.57142857,73.03921569,18.6423675,58.42857143,57.93201133,2023-09-20,4.841170324,-
113.8571429,154,698.8571429,2023-09-14,16.29190515,53,87.08920188,18.8083156,50.28571429,44.16562108,2023-09-21,4.538033395,-
125.1428571,172.4285714,718.5714286,2023-09-15,17.41550696,57.71428571,85.59322034,19.03236142,44.57142857,35.61643836,2023-09-22,4.167357084,-
133.2857143,190.2857143,753.2857143,2023-09-16,17.69391238,56.71428571,74.06716418,19.26042486,41.57142857,31.18971061,2023-09-23,3.958708709,-
133.2857143,190.2857143,762.1428571,2023-09-17,17.48828491,56.28571429,73.09833024,19.17163477,41.28571429,30.97534834,2023-09-24,4.005255255,-
133.8571429,190.1428571,757.5714286,2023-09-18,17.66924382,56,71.9266055,19.17334591,40.42857143,30.20277481,2023-09-25,3.984222389,-
145.7142857,215.5714286,804.7142857,2023-09-19,18.10758033,54.42857143,59.62441315,19.87463691,40,27.45098039,2023-09-26,3.732935719,-
159.2857143,235.2857143,854.4285714,2023-09-20,18.6423675,58.42857143,57.93201133,19.74550898,29.14285714,18.29596413,2023-09-27,3.631451123,-
164.1428571,243.2857143,872.7142857,2023-09-21,18.8083156,50.28571429,44.16562108,19.79366249,27.71428571,16.88424717,2023-09-28,3.58719906,-
169.7142857,254.1428571,891.7142857,2023-09-22,19.03236142,44.57142857,35.61643836,-,-,-,-,3.50871276,-
174.8571429,258.1428571,907.8571429,2023-09-23,19.26042486,41.57142857,31.18971061,-,-,-,-,3.516878805,-
174.5714286,258.1428571,910.5714286,2023-09-24,19.17163477,41.28571429,30.97534834,-,-,-,-,3.52739347,-
174.2857143,258.1428571,909,2023-09-25,19.17334591,40.42857143,30.20277481,-,-,-,-,3.521306032,-
185.7142857,265.2857143,934.4285714,2023-09-26,19.87463691,40,27.45098039,-,-,-,-,3.522347873,-
188.4285714,269.5714286,954.2857143,2023-09-27,19.74550898,29.14285714,18.29596413,-,-,-,-,3.540010599,-
191.8571429,272.2857143,969.2857143,2023-09-28,19.79366249,27.71428571,16.88424717,-,-,-,-,3.559811123,-
