7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
133.2857143,201,2499.428571,2023-05-07,5.332647462,-,-,4.061349074,-18.28571429,-13.71918542,2023-05-14,12.43496802,12.117044
130.4285714,200.5714286,2467.714286,2023-05-08,5.285400023,-,-,3.990669844,-18,-13.80065717,2023-05-15,12.3034188,-
150.2857143,279.8571429,2877,2023-05-09,5.223695318,-,-,4.050409709,-38.71428571,-25.76045627,2023-05-16,10.28024502,-
137.7142857,260.5714286,2897.285714,2023-05-10,4.753217297,-,-,3.912396343,-32.57142857,-23.65145228,2023-05-17,11.1189693,-
150.1428571,305.5714286,3188.857143,2023-05-11,4.708359466,-,-,3.970668115,-45.71428571,-30.44719315,2023-05-18,10.43571763,-
130.4285714,275.8571429,3018.285714,2023-05-12,4.321279818,-,-,3.894335512,-28.28571429,-21.68674699,2023-05-19,10.9414811,-
117.5714286,252.7142857,2857.142857,2023-05-13,4.115,-,-,3.652385967,-23.42857143,-19.92709599,2023-05-20,11.3058225,-
115,252.8571429,2831.571429,2023-05-14,4.061349074,-18.28571429,-13.71918542,3.632311978,-21.85714286,-19.00621118,2023-05-21,11.19830508,-
112.4285714,253,2817.285714,2023-05-15,3.990669844,-18,-13.80065717,3.703496503,-17.85714286,-15.88310038,2023-05-22,11.13551666,-
111.5714286,236.2857143,2754.571429,2023-05-16,4.050409709,-38.71428571,-25.76045627,3.712814645,-18.85714286,-16.90140845,2023-05-23,11.65779927,-
105.1428571,236.8571429,2687.428571,2023-05-17,3.912396343,-32.57142857,-23.65145228,3.641960967,-15.57142857,-14.80978261,2023-05-24,11.34620024,-
104.4285714,235.4285714,2630,2023-05-18,3.970668115,-45.71428571,-30.44719315,3.392097264,-24.71428571,-23.66621067,2023-05-25,11.1711165,-
102.1428571,227.1428571,2622.857143,2023-05-19,3.894335512,-28.28571429,-21.68674699,3.308105469,-24.71428571,-24.1958042,2023-05-26,11.54716981,-
94.14285714,228.1428571,2577.571429,2023-05-20,3.652385967,-23.42857143,-19.92709599,3.228610456,-19.85714286,-21.09256449,2023-05-27,11.29805886,-
93.14285714,228,2564.285714,2023-05-21,3.632311978,-21.85714286,-19.00621118,3.175987047,-20.28571429,-21.7791411,2023-05-28,11.24686717,-
94.57142857,227.8571429,2553.571429,2023-05-22,3.703496503,-17.85714286,-15.88310038,3.113721172,-21.85714286,-23.11178248,2023-05-29,11.20689655,-
92.71428571,219.7142857,2497.142857,2023-05-23,3.712814645,-18.85714286,-16.90140845,2.699471432,-31.42857143,-33.89830508,2023-05-30,11.36540962,-
89.57142857,207,2459.428571,2023-05-24,3.641960967,-15.57142857,-14.80978261,2.570545033,-32.57142857,-36.36363636,2023-05-31,11.88129745,-
79.71428571,190.4285714,2350,2023-05-25,3.392097264,-24.71428571,-23.66621067,2.60514752,-20.42857143,-25.62724014,2023-06-01,12.34058515,-
77.42857143,183.1428571,2340.571429,2023-05-26,3.308105469,-24.71428571,-24.1958042,2.596724734,-20.57142857,-26.56826568,2023-06-02,12.7800312,-
74.28571429,174.7142857,2300.857143,2023-05-27,3.228610456,-19.85714286,-21.09256449,2.562726419,-19.71428571,-26.53846154,2023-06-03,13.16925593,-
72.85714286,174.8571429,2294,2023-05-28,3.175987047,-20.28571429,-21.7791411,-,-,-,-,13.11928105,-
72.71428571,175.1428571,2335.285714,2023-05-29,3.113721172,-21.85714286,-23.11178248,-,-,-,-,13.33360522,-
61.28571429,166,2270.285714,2023-05-30,2.699471432,-31.42857143,-33.89830508,-,-,-,-,13.67641997,-
57,162.1428571,2217.428571,2023-05-31,2.570545033,-32.57142857,-36.36363636,-,-,-,-,13.67577093,-
59.28571429,159.1428571,2275.714286,2023-06-01,2.60514752,-20.42857143,-25.62724014,-,-,-,-,14.29982047,-
56.85714286,154.1428571,2189.571429,2023-06-02,2.596724734,-20.57142857,-26.56826568,-,-,-,-,14.20481928,-
54.57142857,143.8571429,2129.428571,2023-06-03,2.562726419,-19.71428571,-26.53846154,-,-,-,-,14.80238332,-
