7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
36.14285714,316.7142857,1251.571429,2024-03-29,2.887798197,-,-,2.900215363,-7.285714286,-20.15810277,2024-04-05,3.951736581,4.781910057
35.42857143,304.7142857,1214.285714,2024-03-30,2.917647059,-,-,2.900215363,-6.571428571,-18.5483871,2024-04-06,3.984997656,-
35.85714286,304.7142857,1226,2024-03-31,2.924726171,-,-,2.900215363,-7,-19.52191235,2024-04-07,4.023441163,-
36.14285714,304.7142857,1217.857143,2024-04-01,2.967741935,-,-,2.900215363,-7.285714286,-20.15810277,2024-04-08,3.996718237,-
26.42857143,212.5714286,998.2857143,2024-04-02,2.647395535,-,-,2.900215363,2.428571429,9.189189189,2024-04-09,4.696236559,-
28.85714286,221.4285714,995,2024-04-03,2.900215363,-,-,2.900215363,0,0,2024-04-10,4.493548387,-
28.85714286,221.4285714,995,2024-04-04,2.900215363,-,-,2.900215363,0,0,2024-04-11,4.493548387,-
28.85714286,221.4285714,995,2024-04-05,2.900215363,-7.285714286,-20.15810277,2.900215363,0,0,2024-04-12,4.493548387,-
28.85714286,221.4285714,995,2024-04-06,2.900215363,-6.571428571,-18.5483871,2.900215363,0,0,2024-04-13,4.493548387,-
28.85714286,221.4285714,995,2024-04-07,2.900215363,-7,-19.52191235,2.905533655,-0.4285714286,-1.485148515,2024-04-14,4.493548387,-
28.85714286,221.4285714,995,2024-04-08,2.900215363,-7.285714286,-20.15810277,2.834124586,-0.7142857143,-2.475247525,2024-04-15,4.493548387,-
28.85714286,221.4285714,995,2024-04-09,2.900215363,2.428571429,9.189189189,2.894701899,2.285714286,7.920792079,2024-04-16,4.493548387,-
28.85714286,221.4285714,995,2024-04-10,2.900215363,0,0,2.855887522,-1,-3.465346535,2024-04-17,4.493548387,-
28.85714286,221.4285714,995,2024-04-11,2.900215363,0,0,2.67245699,-6,-20.79207921,2024-04-18,4.493548387,-
28.85714286,221.4285714,995,2024-04-12,2.900215363,0,0,2.244826377,-10.57142857,-36.63366337,2024-04-19,4.493548387,-
28.85714286,221.4285714,995,2024-04-13,2.900215363,0,0,1.768397034,-15.57142857,-53.96039604,2024-04-20,4.493548387,-
28.42857143,221.4285714,978.4285714,2024-04-14,2.905533655,-0.4285714286,-1.485148515,1.768397034,-15.14285714,-53.26633166,2024-04-21,4.418709677,-
28.14285714,221.4285714,993,2024-04-15,2.834124586,-0.7142857143,-2.475247525,1.768397034,-14.85714286,-52.79187817,2024-04-22,4.484516129,-
31.14285714,257.1428571,1075.857143,2024-04-16,2.894701899,2.285714286,7.920792079,1.768397034,-17.85714286,-57.33944954,2024-04-23,4.183888889,-
27.85714286,214.2857143,975.4285714,2024-04-17,2.855887522,-1,-3.465346535,1.768397034,-14.57142857,-52.30769231,2024-04-24,4.552,-
22.85714286,178.5714286,855.2857143,2024-04-18,2.67245699,-6,-20.79207921,1.768397034,-9.571428571,-41.875,2024-04-25,4.7896,-
18.28571429,154.2857143,814.5714286,2024-04-19,2.244826377,-10.57142857,-36.63366337,-,-,-,-,5.27962963,-
13.28571429,124.8571429,751.2857143,2024-04-20,1.768397034,-15.57142857,-53.96039604,-,-,-,-,6.017162471,-
13.28571429,124.8571429,751.2857143,2024-04-21,1.768397034,-15.14285714,-53.26633166,-,-,-,-,6.017162471,-
13.28571429,124.8571429,751.2857143,2024-04-22,1.768397034,-14.85714286,-52.79187817,-,-,-,-,6.017162471,-
13.28571429,124.8571429,751.2857143,2024-04-23,1.768397034,-17.85714286,-57.33944954,-,-,-,-,6.017162471,-
13.28571429,124.8571429,751.2857143,2024-04-24,1.768397034,-14.57142857,-52.30769231,-,-,-,-,6.017162471,-
13.28571429,124.8571429,751.2857143,2024-04-25,1.768397034,-9.571428571,-41.875,-,-,-,-,6.017162471,-
