7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
308.2857143,434.1428571,3949.857143,2023-01-21,7.804983905,-,-,11.10447487,37,12.00185357,2023-01-28,9.098058572,6.485747856
307.7142857,434,3900,2023-01-22,7.89010989,-,-,11.31593874,34.28571429,11.14206128,2023-01-29,8.986175115,-
309.1428571,433.8571429,3889.857143,2023-01-23,7.947409012,-,-,11.49891383,31.14285714,10.07393715,2023-01-30,8.96575568,-
333.8571429,452.2857143,3827.857143,2023-01-24,8.721776451,-,-,12.80962153,49.57142857,14.84809585,2023-01-31,8.463360708,-
279.8571429,372.7142857,3126.857143,2023-01-25,8.950109649,-,-,13.42179517,223,79.683512,2023-02-01,8.389421234,-
300.4285714,388.1428571,3145,2023-01-26,9.552577788,-,-,14.54998085,242.2857143,80.6466952,2023-02-02,8.102686787,-
330.2857143,411.4285714,3096.142857,2023-01-27,10.66765099,-,-,13.43736587,295.8571429,89.57612457,2023-02-03,7.525347222,-
345.2857143,430,3109.428571,2023-01-28,11.10447487,37,12.00185357,13.88995996,323.7142857,93.75258585,2023-02-04,7.231229236,-
342,430.4285714,3022.285714,2023-01-29,11.31593874,34.28571429,11.14206128,13.86733563,337.1428571,98.57978279,2023-02-05,7.021573183,-
340.2857143,430.2857143,2959.285714,2023-01-30,11.49891383,31.14285714,10.07393715,13.88250172,349.7142857,102.7707809,2023-02-06,6.87749004,-
383.4285714,493.7142857,2993.285714,2023-01-31,12.80962153,49.57142857,14.84809585,14.61985071,372,97.01937407,2023-02-07,6.062789352,-
502.8571429,637.1428571,3746.571429,2023-02-01,13.42179517,223,79.683512,15.37688715,306.1428571,60.88068182,2023-02-08,5.880269058,-
542.7142857,678.5714286,3730,2023-02-02,14.54998085,242.2857143,80.6466952,15.71995406,317.5714286,58.51539879,2023-02-09,5.496842105,-
626.1428571,718.8571429,4659.714286,2023-02-03,13.43736587,295.8571429,89.57612457,18.43638129,242,38.64932695,2023-02-10,6.482114467,-
669,761.2857143,4816.428571,2023-02-04,13.88995996,323.7142857,93.75258585,19.64731771,274.8571429,41.08477472,2023-02-11,6.326702946,-
679.1428571,760.8571429,4897.428571,2023-02-05,13.86733563,337.1428571,98.57978279,19.65504002,271.5714286,39.98737905,2023-02-12,6.436725498,-
690,761.5714286,4970.285714,2023-02-06,13.88250172,349.7142857,102.7707809,19.84831941,270.8571429,39.25465839,2023-02-13,6.52635528,-
755.4285714,810,5167.142857,2023-02-07,14.61985071,372,97.01937407,21.62254483,329.7142857,43.64599092,2023-02-14,6.379188713,-
809,837,5261.142857,2023-02-08,15.37688715,306.1428571,60.88068182,22.67325374,371.1428571,45.87674378,2023-02-15,6.285714286,-
860.2857143,865.5714286,5472.571429,2023-02-09,15.71995406,317.5714286,58.51539879,24.15042079,435.1428571,50.58120226,2023-02-16,6.322495461,-
868.1428571,896.1428571,4708.857143,2023-02-10,18.43638129,242,38.64932695,25.30300686,533.5714286,61.46124733,2023-02-17,5.254583134,-
943.8571429,948.2857143,4804,2023-02-11,19.64731771,274.8571429,41.08477472,-,-,-,-,5.06598373,-
950.7142857,948.5714286,4837,2023-02-12,19.65504002,271.5714286,39.98737905,-,-,-,-,5.099246988,-
960.8571429,948.8571429,4841,2023-02-13,19.84831941,270.8571429,39.25465839,-,-,-,-,5.10192713,-
1085.142857,1041.428571,5018.571429,2023-02-14,21.62254483,329.7142857,43.64599092,-,-,-,-,4.818930041,-
1180.142857,1113.285714,5205,2023-02-15,22.67325374,371.1428571,45.87674378,-,-,-,-,4.675349673,-
1295.428571,1204.714286,5364,2023-02-16,24.15042079,435.1428571,50.58120226,-,-,-,-,4.452508004,-
1401.714286,1296.714286,5539.714286,2023-02-17,25.30300686,533.5714286,61.46124733,-,-,-,-,4.272116338,-
