7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
147.5714286,740,2461.285714,2024-02-27,5.995704916,-,-,4.545116417,-60.28571429,-40.85188771,2024-03-05,3.326061776,3.561233825
138.7142857,708.2857143,2411.428571,2024-02-28,5.752369668,-,-,4.244377926,-59.71428571,-43.04840371,2024-03-06,3.404598628,-
130.8571429,681.7142857,2326.714286,2024-02-29,5.624117394,-,-,4.013065796,-57.14285714,-43.66812227,2024-03-07,3.413034367,-
117,633.1428571,2218.714286,2024-03-01,5.273324319,-,-,4.0714681,-43.42857143,-37.11843712,2024-03-08,3.504287004,-
97.42857143,596.8571429,2057.714286,2024-03-02,4.73479589,-,-,3.978029294,-29.14285714,-29.91202346,2024-03-09,3.447582575,-
99,596.5714286,2068.571429,2024-03-03,4.785911602,-,-,3.914109392,-32.85714286,-33.18903319,2024-03-10,3.46743295,-
97.85714286,596.5714286,2040.714286,2024-03-04,4.795239762,-,-,3.930606772,-30.85714286,-31.53284672,2024-03-11,3.420737548,-
87.28571429,557.8571429,1920.428571,2024-03-05,4.545116417,-60.28571429,-40.85188771,3.670418276,-24.85714286,-28.47790507,2024-03-12,3.442509603,-
79,539.4285714,1861.285714,2024-03-06,4.244377926,-59.71428571,-43.04840371,3.78434422,-16.42857143,-20.79566004,2024-03-13,3.450476695,-
73.71428571,523.7142857,1836.857143,2024-03-07,4.013065796,-57.14285714,-43.66812227,3.928190544,-10.57142857,-14.34108527,2024-03-14,3.507364975,-
73.57142857,515.2857143,1807,2024-03-08,4.0714681,-43.42857143,-37.11843712,3.653881113,-16.14285714,-21.94174757,2024-03-15,3.506792348,-
68.28571429,493.7142857,1716.571429,2024-03-09,3.978029294,-29.14285714,-29.91202346,3.636193681,-12.71428571,-18.61924686,2024-03-16,3.476851852,-
66.14285714,493.7142857,1689.857143,2024-03-10,3.914109392,-32.85714286,-33.18903319,3.641613114,-10.28571429,-15.55075594,2024-03-17,3.422743056,-
67,493.7142857,1704.571429,2024-03-11,3.930606772,-30.85714286,-31.53284672,3.616396857,-12.42857143,-18.55010661,2024-03-18,3.452546296,-
62.42857143,478.2857143,1700.857143,2024-03-12,3.670418276,-24.85714286,-28.47790507,3.546379532,-11.14285714,-17.84897025,2024-03-19,3.556152927,-
62.57142857,466.4285714,1653.428571,2024-03-13,3.78434422,-16.42857143,-20.79566004,3.286479927,-16.14285714,-25.79908676,2024-03-20,3.544869832,-
63.14285714,450,1607.428571,2024-03-14,3.928190544,-10.57142857,-14.34108527,3.159736517,-19.28571429,-30.54298643,2024-03-21,3.572063492,-
57.42857143,441.7142857,1571.714286,2024-03-15,3.653881113,-16.14285714,-21.94174757,3.050882875,-15.71428571,-27.36318408,2024-03-22,3.558214748,-
55.57142857,427.1428571,1528.285714,2024-03-16,3.636193681,-12.71428571,-18.61924686,2.988987939,-14.85714286,-26.73521851,2024-03-23,3.577926421,-
55.85714286,427.2857143,1533.857143,2024-03-17,3.641613114,-10.28571429,-15.55075594,2.95242141,-16.14285714,-28.90025575,2024-03-24,3.589769308,-
54.57142857,427.2857143,1509,2024-03-18,3.616396857,-12.42857143,-18.55010661,2.943979667,-14.85714286,-27.22513089,2024-03-25,3.531594784,-
51.28571429,401.5714286,1446.142857,2024-03-19,3.546379532,-11.14285714,-17.84897025,-,-,-,-,3.601209534,-
46.42857143,380.4285714,1412.714286,2024-03-20,3.286479927,-16.14285714,-25.79908676,-,-,-,-,3.713481036,-
43.85714286,366.7142857,1388,2024-03-21,3.159736517,-19.28571429,-30.54298643,-,-,-,-,3.784962992,-
41.71428571,356.5714286,1367.285714,2024-03-22,3.050882875,-15.71428571,-27.36318408,-,-,-,-,3.834535256,-
40.71428571,349.5714286,1362.142857,2024-03-23,2.988987939,-14.85714286,-26.73521851,-,-,-,-,3.896608092,-
39.71428571,349.4285714,1345.142857,2024-03-24,2.95242141,-16.14285714,-28.90025575,-,-,-,-,3.849550286,-
39.71428571,349.4285714,1349,2024-03-25,2.943979667,-14.85714286,-27.22513089,-,-,-,-,3.860588716,-
