7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
161.2857143,366,1323.285714,2024-11-15,12.18827594,-,-,12.10045662,12.85714286,7.971656333,2024-11-22,3.615534738,3.214491346
154,367.4285714,1308.857143,2024-11-16,11.76598996,-,-,11.98322349,17.42857143,11.31725417,2024-11-23,3.562208398,-
153.8571429,367,1308.285714,2024-11-17,11.76020965,-,-,11.90571314,16.42857143,10.67780873,2024-11-24,3.564811211,-
152.8571429,367,1308.571429,2024-11-18,11.68122271,-,-,11.93865277,17.28571429,11.30841121,2024-11-25,3.565589724,-
195.5714286,485.7142857,1554.428571,2024-11-19,12.58156419,-,-,11.67445641,-31.42857143,-16.07012418,2024-11-26,3.200294118,-
183.4285714,444.1428571,1469.142857,2024-11-20,12.48541424,-,-,11.22870678,-24.28571429,-13.23987539,2024-11-27,3.307816018,-
183.1428571,440.5714286,1478.142857,2024-11-21,12.39006475,-,-,11.03916127,-29.71428571,-16.22464899,2024-11-28,3.355058366,-
174.1428571,430.5714286,1439.142857,2024-11-22,12.10045662,12.85714286,7.971656333,11.10539846,-19.85714286,-11.40278917,2024-11-29,3.342402123,-
171.4285714,423.7142857,1430.571429,2024-11-23,11.98322349,17.42857143,11.31725417,11.16085372,-18.28571429,-10.66666667,2024-11-30,3.376264329,-
170.2857143,423.8571429,1430.285714,2024-11-24,11.90571314,16.42857143,10.67780873,11.20626632,-17,-9.983221477,2024-12-01,3.374452309,-
170.1428571,423.7142857,1425.142857,2024-11-25,11.93865277,17.28571429,11.30841121,11.16104086,-17.57142857,-10.32745592,2024-12-02,3.363452461,-
164.1428571,423.7142857,1406,2024-11-26,11.67445641,-31.42857143,-16.07012418,10.66543248,-16,-9.747606614,2024-12-03,3.318273769,-
159.1428571,425.7142857,1417.285714,2024-11-27,11.22870678,-24.28571429,-13.23987539,10.72006472,-7.714285714,-4.847396768,2024-12-04,3.329194631,-
153.4285714,423.7142857,1389.857143,2024-11-28,11.03916127,-29.71428571,-16.22464899,10.20720629,-10.57142857,-6.890130354,2024-12-05,3.28017532,-
154.2857143,424.8571429,1389.285714,2024-11-29,11.10539846,-19.85714286,-11.40278917,10.26509866,-7.142857143,-4.62962963,2024-12-06,3.270006725,-
153.1428571,434.7142857,1372.142857,2024-11-30,11.16085372,-18.28571429,-10.66666667,9.795208655,-8.285714286,-5.410447761,2024-12-07,3.156424581,-
153.2857143,434.7142857,1367.857143,2024-12-01,11.20626632,-17,-9.983221477,9.84782398,-8.142857143,-5.31220876,2024-12-08,3.146565889,-
152.5714286,434.7142857,1367,2024-12-02,11.16104086,-17.57142857,-10.32745592,9.837974192,-7.714285714,-5.056179775,2024-12-09,3.144594151,-
148.1428571,448,1389,2024-12-03,10.66543248,-16,-9.747606614,9.191210846,-7.714285714,-5.207328833,2024-12-10,3.100446429,-
151.4285714,458.5714286,1412.571429,2024-12-04,10.72006472,-7.714285714,-4.847396768,8.658126647,-15.28571429,-10.09433962,2024-12-11,3.080373832,-
142.8571429,464.4285714,1399.571429,2024-12-05,10.20720629,-10.57142857,-6.890130354,8.352608584,-3.571428571,-2.5,2024-12-12,3.013534297,-
147.1428571,480,1433.428571,2024-12-06,10.26509866,-7.142857143,-4.62962963,-,-,-,-,2.986309524,-
144.8571429,493.7142857,1478.857143,2024-12-07,9.795208655,-8.285714286,-5.410447761,-,-,-,-,2.99537037,-
145.1428571,493.8571429,1473.857143,2024-12-08,9.84782398,-8.142857143,-5.31220876,-,-,-,-,2.98437952,-
144.8571429,493.8571429,1472.428571,2024-12-09,9.837974192,-7.714285714,-5.056179775,-,-,-,-,2.981486838,-
140.4285714,528.5714286,1527.857143,2024-12-10,9.191210846,-7.714285714,-5.207328833,-,-,-,-,2.890540541,-
136.1428571,550.8571429,1572.428571,2024-12-11,8.658126647,-15.28571429,-10.09433962,-,-,-,-,2.854512448,-
139.2857143,586,1667.571429,2024-12-12,8.352608584,-3.571428571,-2.5,-,-,-,-,2.845685032,-
