7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
609.7142857,1168.857143,3369.285714,2024-01-22,18.09624762,-,-,14.16427105,-117,-19.18931584,2024-01-29,2.882547055,2.914590207
571.1428571,1156.857143,3366.428571,2024-01-23,16.96583917,-,-,13.06808723,-122.5714286,-21.46073037,2024-01-30,2.909977772,-
557.5714286,1171.142857,3485.714286,2024-01-24,15.99590164,-,-,12.1702382,-150.2857143,-26.95362542,2024-01-31,2.976335692,-
533.4285714,1172.571429,3477.142857,2024-01-25,15.34100247,-,-,11.57958269,-149.7142857,-28.06641671,2024-02-01,2.96539961,-
510,1175,3418.714286,2024-01-26,14.91788893,-,-,11.07552478,-144.4285714,-28.31932773,2024-02-02,2.909544073,-
496.1428571,1192.142857,3466.857143,2024-01-27,14.31102687,-,-,10.70626074,-149,-30.03167291,2024-02-03,2.908088676,-
493.8571429,1192.142857,3472.857143,2024-01-28,14.2204854,-,-,10.68634817,-148.4285714,-30.05496095,2024-02-04,2.91312163,-
492.7142857,1192,3478.571429,2024-01-29,14.16427105,-117,-19.18931584,10.67177818,-150.7142857,-30.5885764,2024-02-05,2.918264621,-
448.5714286,1196.714286,3432.571429,2024-01-30,13.06808723,-122.5714286,-21.46073037,9.896853375,-123.7142857,-27.57961783,2024-02-06,2.868329951,-
407.2857143,1195.142857,3346.571429,2024-01-31,12.1702382,-150.2857143,-26.95362542,9.639132522,-91.71428571,-22.51841459,2024-02-07,2.800143438,-
383.7142857,1184.428571,3313.714286,2024-02-01,11.57958269,-149.7142857,-28.06641671,9.325897402,-82.71428571,-21.55621742,2024-02-08,2.797732481,-
365.5714286,1190.285714,3300.714286,2024-02-02,11.07552478,-144.4285714,-28.31932773,8.957810718,-85,-23.25127003,2024-02-09,2.773043687,-
347.1428571,1163.857143,3242.428571,2024-02-03,10.70626074,-149,-30.03167291,8.343398681,-90.57142857,-26.09053498,2024-02-10,2.785933472,-
345.4285714,1163.857143,3232.428571,2024-02-04,10.68634817,-148.4285714,-30.05496095,8.275128359,-89.85714286,-26.01323408,2024-02-11,2.777341353,-
342,1163.857143,3204.714286,2024-02-05,10.67177818,-150.7142857,-30.5885764,8.216166705,-85.71428571,-25.06265664,2024-02-12,2.753528906,-
324.8571429,1160.142857,3282.428571,2024-02-06,9.896853375,-123.7142857,-27.57961783,8.094663125,-85.42857143,-26.29727353,2024-02-13,2.829331363,-
315.5714286,1136.857143,3273.857143,2024-02-07,9.639132522,-91.71428571,-22.51841459,7.559932358,-98.42857143,-31.19058397,2024-02-14,2.879743654,-
301,1118.285714,3227.571429,2024-02-08,9.325897402,-82.71428571,-21.55621742,7.291349762,-95.57142857,-31.75130517,2024-02-15,2.886177823,-
280.5714286,1076,3132.142857,2024-02-09,8.957810718,-85,-23.25127003,6.992971634,-83,-29.58248473,2024-02-16,2.910913436,-
256.5714286,1048.714286,3075.142857,2024-02-10,8.343398681,-90.57142857,-26.09053498,6.738709349,-67.71428571,-26.39198218,2024-02-17,2.932298052,-
255.5714286,1048.714286,3088.428571,2024-02-11,8.275128359,-89.85714286,-26.01323408,6.781230706,-67.28571429,-26.32755729,2024-02-18,2.944966626,-
256.2857143,1049,3119.285714,2024-02-12,8.216166705,-85.71428571,-25.06265664,-,-,-,-,2.973580281,-
239.4285714,986.7142857,2957.857143,2024-02-13,8.094663125,-85.42857143,-26.29727353,-,-,-,-,2.997683509,-
217.1428571,955,2872.285714,2024-02-14,7.559932358,-98.42857143,-31.19058397,-,-,-,-,3.00762902,-
205.4285714,926.4285714,2817.428571,2024-02-15,7.291349762,-95.57142857,-31.75130517,-,-,-,-,3.041171935,-
197.5714286,914.7142857,2825.285714,2024-02-16,6.992971634,-83,-29.58248473,-,-,-,-,3.088708418,-
188.8571429,903.1428571,2802.571429,2024-02-17,6.738709349,-67.71428571,-26.39198218,-,-,-,-,3.10313192,-
188.2857143,903.2857143,2776.571429,2024-02-18,6.781230706,-67.28571429,-26.32755729,-,-,-,-,3.073857346,-
