#REF!,,,,,,,,,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
,,,,,,,,,0.36,0.36,0.32,0.32,0.32,0.37,0.33,0.25,0.20,0.19,0.19,0.19,0.18,0.18,#REF!
,,,,,,,,,0.40,0.37,0.35,0.35,0.35,0.41,0.40,0.27,0.25,0.20,0.20,0.20,0.16,0.19,
,,,,,,,,,0.36,0.20,0.19,0.19,0.19,0.27,0.24,0.19,0.23,0.17,0.17,0.17,0.14,0.16,
,,,,,,,,,0.47,0.50,0.51,0.51,0.51,0.72,0.56,0.39,0.36,0.32,0.32,0.32,0.10,0.13,
,,,,,,,,,0.17,0.25,0.25,0.25,0.25,0.29,0.29,0.21,0.04,0.08,0.08,0.08,0.08,0.12,
,,,,,,,,,0.54,0.46,0.34,0.17,0.17,0.23,0.26,0.17,0.14,0.14,0.14,0.14,0.09,0.06,
,,,,,,,,,0.45,0.45,0.29,0.29,0.29,0.38,0.36,0.11,0.11,0.11,0.11,0.16,0.14,0.14,
,,,,,,,,,0.13,0.10,0.17,0.17,0.17,0.23,0.23,0.13,0.16,0.10,0.10,0.10,0.07,0.10,
,,,,,,,,,0.11,0.13,0.11,0.09,0.09,0.11,0.14,0.10,0.07,0.06,0.06,0.07,0.06,0.03,
,,,,,,,,,0.23,0.15,0.15,0.15,0.15,0.21,0.18,0.10,0.08,0.10,0.10,0.10,0.05,0.03,
,,,,,,,,,0.05,0.03,0.05,0.05,0.05,0.10,0.10,0.08,0.08,0.05,0.05,0.05,0.03,0.03,
,,,,,,,,,0.55,0.63,0.54,0.54,0.54,0.57,0.55,0.32,0.19,0.12,0.13,0.13,0.11,0.11,
,,,,,,,,,0.09,0.09,0.06,0.06,0.06,0.09,0.06,0.09,0.06,0.06,0.06,0.06,0.06,0.06,
,,,,,,,,,0.62,0.62,0.66,0.66,0.66,0.77,0.54,0.46,0.35,0.31,0.31,0.31,0.23,0.23,
,,,,,,,,,0.24,0.23,0.23,0.23,0.23,0.24,0.21,0.13,0.12,0.12,0.12,0.12,0.16,0.15,
,,,,,,,,,0.13,0.13,0.13,0.13,0.15,0.15,0.09,0.06,0.06,0.02,0.02,0.00,0.06,0.07,
,,,,,,,,,0.29,0.27,0.27,0.27,0.27,0.29,0.20,0.05,0.05,0.05,0.05,0.07,0.05,0.02,
,,,,,,,,,0.33,0.36,0.26,0.26,0.26,0.33,0.23,0.16,0.13,0.10,0.10,0.10,0.10,0.10,
,,,,,,,,,0.18,0.23,0.21,0.21,0.21,0.23,0.18,0.15,0.10,0.05,0.05,0.05,0.13,0.15,
,,,,,,,,,0.25,0.29,0.28,0.29,0.29,0.30,0.29,0.12,0.07,0.07,0.06,0.06,0.08,0.10,
,,,,,,,,,0.20,0.12,0.12,0.12,0.12,0.12,0.17,0.15,0.13,0.12,0.12,0.12,0.12,0.07,
,,,,,,,,,0.15,0.13,0.15,0.13,0.10,0.13,0.13,0.13,0.13,0.08,0.08,0.08,0.05,0.05,
,,,,,,,,,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,
,,,,,,,,,0.24,0.24,0.19,0.19,0.20,0.28,0.29,0.28,0.26,0.25,0.25,0.25,0.22,0.25,
,,,,,,,,,0.20,0.31,0.29,0.29,0.29,0.33,0.31,0.25,0.13,0.18,0.18,0.18,0.20,0.18,
,,,,,,,,,0.29,0.18,0.13,0.13,0.13,0.34,0.37,0.31,0.34,0.31,0.31,0.31,0.16,0.19,
,,,,,,,,,0.13,0.13,0.07,0.07,0.07,0.10,0.20,0.23,0.16,0.23,0.23,0.23,0.20,0.10,
,,,,,,,,,0.38,0.44,0.27,0.27,0.27,0.29,0.15,0.07,0.04,0.04,0.04,0.04,0.05,0.07,
,,,,,,,,,0.16,0.19,0.14,0.13,0.13,0.19,0.20,0.17,0.13,0.10,0.10,0.10,0.06,0.03,
,,,,,,,,,0.25,0.20,0.18,0.18,0.18,0.22,0.19,0.12,0.12,0.12,0.12,0.12,0.13,0.14,
,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
,,,,,,,,,0.05,0.05,0.08,0.10,0.10,0.10,0.10,0.08,0.05,0.03,0.00,0.00,0.00,0.00,
,,,,,,,,,0.20,0.18,0.13,0.13,0.13,0.15,0.15,0.07,0.04,0.04,0.04,0.04,0.02,0.02,
,,,,,,,,,0.48,0.42,0.37,0.37,0.37,0.43,0.41,0.23,0.22,0.19,0.19,0.19,0.18,0.13,
,,,,,,,,,0.36,0.36,0.33,0.33,0.33,0.44,0.47,0.33,0.27,0.27,0.27,0.27,0.22,0.22,
,,,,,,,,,0.67,0.63,0.60,0.57,0.57,0.57,0.63,0.41,0.38,0.19,0.19,0.19,0.22,0.13,
,,,,,,,,,0.64,0.67,0.75,0.75,0.75,0.89,0.89,0.82,0.78,0.78,0.78,0.78,0.92,0.75,
,,,,,,,,,0.84,0.70,0.65,0.65,0.65,0.72,0.58,0.46,0.38,0.30,0.30,0.30,0.33,0.30,
,,,,,,,,,0.26,0.30,0.33,0.33,0.33,0.39,0.30,0.30,0.24,0.28,0.28,0.28,0.20,0.17,
,,,,,,,,,0.25,0.25,0.19,0.19,0.19,0.25,0.19,0.09,0.06,0.09,0.09,0.09,0.06,0.09,
,,,,,,,,,0.75,0.73,0.53,0.51,0.51,0.56,0.48,0.32,0.15,0.18,0.20,0.23,0.28,0.28,
,,,,,,,,,0.43,0.43,0.43,0.46,0.53,0.64,0.68,0.46,0.39,0.50,0.46,0.39,0.46,0.53,
,,,,,,,,,0.36,0.43,0.33,0.33,0.36,0.43,0.43,0.39,0.39,0.30,0.36,0.39,0.36,0.39,
,,,,,,,,,0.35,0.24,0.17,0.17,0.17,0.21,0.17,0.10,0.03,0.07,0.07,0.07,0.03,0.03,
,,,,,,,,,0.33,0.30,0.26,0.26,0.26,0.42,0.37,0.35,0.42,0.52,0.52,0.52,0.55,0.56,
,,,,,,,,,0.29,0.30,0.30,0.30,0.30,0.31,0.30,0.24,0.16,0.13,0.14,0.14,0.17,0.18,
,,,,,,,,,0.18,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.12,0.12,0.12,0.12,0.09,0.09,
,,,,,,,,,0.29,0.12,0.08,0.08,0.08,0.08,0.08,0.08,0.04,0.04,0.04,0.04,0.04,0.00,
,,,,,,,,,0.60,0.48,0.40,0.37,0.37,0.45,0.47,0.42,0.42,0.32,0.32,0.32,0.33,0.30,
,,,,,,,,,0.94,1.06,0.98,0.98,0.96,1.10,1.00,0.65,0.43,0.39,0.39,0.39,0.33,0.27,
,,,,,,,,,0.40,0.38,0.34,0.34,0.34,0.40,0.35,0.22,0.21,0.20,0.20,0.20,0.17,0.19,
,,,,,,,,,0.67,0.62,0.49,0.49,0.49,0.59,0.61,0.58,0.58,0.59,0.59,0.59,0.62,0.61,
,,,,,,,,,0.35,0.31,0.32,0.33,0.33,0.42,0.32,0.26,0.25,0.20,0.19,0.19,0.16,0.15,
,,,,,,,,,0.14,0.16,0.17,0.16,0.14,0.16,0.17,0.16,0.12,0.13,0.13,0.13,0.16,0.14,
,,,,,,,,,0.64,0.60,0.49,0.49,0.49,0.54,0.45,0.42,0.39,0.33,0.33,0.33,0.35,0.33,
,,,,,,,,,0.60,0.57,0.51,0.50,0.50,0.60,0.54,0.50,0.41,0.47,0.47,0.47,0.54,0.53,
,,,,,,,,,0.35,0.29,0.29,0.29,0.29,0.44,0.40,0.40,0.37,0.29,0.29,0.29,0.24,0.31,
,,,,,,,,,0.48,0.53,0.53,0.55,0.57,0.62,0.53,0.43,0.41,0.34,0.32,0.30,0.34,0.32,
,,,,,,,,,0.79,0.79,0.69,0.69,0.66,0.85,0.66,0.66,0.53,0.57,0.57,0.57,0.53,0.53,
,,,,,,,,,0.21,0.21,0.18,0.21,0.23,0.30,0.23,0.18,0.16,0.14,0.11,0.09,0.07,0.07,
,,,,,,,,,0.56,0.54,0.48,0.48,0.48,0.65,0.68,0.59,0.60,0.39,0.39,0.39,0.35,0.26,
,,,,,,,,,0.62,0.50,0.36,0.36,0.36,0.57,0.50,0.39,0.37,0.45,0.45,0.47,0.37,0.39,
,,,,,,,,,0.50,0.47,0.43,0.40,0.40,0.45,0.42,0.35,0.40,0.38,0.40,0.40,0.43,0.39,
,,,,,,,,,0.65,0.60,0.42,0.42,0.42,0.60,0.52,0.42,0.35,0.42,0.42,0.42,0.35,0.27,
,,,,,,,,,0.27,0.20,0.27,0.27,0.25,0.31,0.38,0.32,0.35,0.26,0.26,0.26,0.21,0.20,
,,,,,,,,,0.61,0.58,0.49,0.49,0.49,0.63,0.63,0.53,0.56,0.56,0.56,0.56,0.51,0.61,
,,,,,,,,,0.45,0.58,0.54,0.58,0.58,0.70,0.62,0.41,0.29,0.29,0.25,0.25,0.12,0.12,
,,,,,,,,,1.22,1.23,1.13,1.04,1.03,1.19,1.03,1.04,0.81,0.62,0.63,0.68,0.83,0.92,
,,,,,,,,,0.22,0.17,0.15,0.15,0.15,0.19,0.19,0.22,0.22,0.19,0.19,0.19,0.17,0.17,
,,,,,,,,,1.41,1.43,1.02,1.02,1.00,1.25,1.02,0.82,0.77,0.77,0.77,0.77,1.10,1.20,
,,,,,,,,,0.34,0.20,0.22,0.22,0.22,0.24,0.16,0.16,0.14,0.10,0.10,0.10,0.16,0.20,
,,,,,,,,,0.63,0.45,0.47,0.50,0.54,0.66,0.52,0.54,0.40,0.43,0.42,0.50,0.66,0.69,
,,,,,,,,,0.56,0.30,0.22,0.22,0.26,0.45,0.52,0.56,0.60,0.56,0.56,0.52,0.34,0.22,
,,,,,,,,,0.88,0.88,0.70,0.68,0.65,0.80,0.74,0.55,0.51,0.51,0.53,0.53,0.47,0.49,
,,,,,,,,,0.82,0.72,0.60,0.60,0.62,0.67,0.50,0.37,0.42,0.40,0.40,0.37,0.47,0.42,
,,,,,,,,,0.30,0.33,0.28,0.28,0.32,0.46,0.39,0.44,0.44,0.44,0.44,0.39,0.30,0.30,
,,,,,,,,,0.50,0.44,0.35,0.35,0.35,0.46,0.37,0.27,0.30,0.29,0.31,0.31,0.30,0.33,
,,,,,,,,,0.56,0.63,0.47,0.45,0.45,0.59,0.36,0.32,0.27,0.29,0.27,0.29,0.29,0.34,
,,,,,,,,,0.58,0.38,0.38,0.38,0.38,0.48,0.50,0.34,0.26,0.28,0.28,0.28,0.34,0.28,
,,,,,,,,,0.37,0.39,0.34,0.34,0.34,0.34,0.31,0.10,0.13,0.10,0.10,0.10,0.10,0.08,
,,,,,,,,,0.42,0.62,0.57,0.57,0.57,0.57,0.50,0.22,0.00,0.02,0.02,0.02,0.05,0.05,
,,,,,,,,,0.60,0.81,0.81,0.81,0.81,0.91,0.86,0.55,0.28,0.15,0.15,0.15,0.05,0.05,
,,,,,,,,,0.18,0.40,0.46,0.46,0.46,0.46,0.49,0.33,0.15,0.12,0.12,0.12,0.15,0.12,
,,,,,,,,,0.38,0.29,0.29,0.29,0.29,0.47,0.56,0.53,0.59,0.50,0.50,0.50,0.41,0.29,
,,,,,,,,,0.24,0.37,0.37,0.37,0.37,0.41,0.41,0.16,0.04,0.04,0.04,0.04,0.00,0.00,
,,,,,,,,,0.05,0.08,0.08,0.08,0.08,0.08,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,0.70,0.79,0.68,0.70,0.70,0.74,0.62,0.36,0.21,0.25,0.23,0.23,0.23,0.21,
,,,,,,,,,0.34,0.44,0.40,0.42,0.42,0.44,0.42,0.33,0.15,0.16,0.15,0.15,0.18,0.15,
,,,,,,,,,0.30,0.25,0.16,0.15,0.16,0.19,0.19,0.18,0.13,0.12,0.15,0.13,0.12,0.15,
,,,,,,,,,0.04,0.07,0.11,0.11,0.11,0.11,0.22,0.18,0.18,0.15,0.15,0.15,0.15,0.04,
,,,,,,,,,0.41,0.36,0.29,0.29,0.29,0.37,0.36,0.25,0.29,0.28,0.28,0.28,0.26,0.27,
,,,,,,,,,0.67,0.98,1.01,1.01,1.01,1.07,0.99,0.51,0.14,0.13,0.13,0.14,0.09,0.10,
,,,,,,,,,0.08,0.09,0.08,0.08,0.08,0.09,0.09,0.06,0.10,0.14,0.14,0.14,0.14,0.15,
,,,,,,,,,0.45,0.45,0.34,0.34,0.34,0.36,0.16,0.12,0.07,0.07,0.07,0.07,0.06,0.09,
,,,,,,,,,0.29,0.20,0.17,0.14,0.14,0.14,0.11,0.06,0.06,0.06,0.06,0.06,0.06,0.06,
,,,,,,,,,0.32,0.32,0.06,0.06,0.06,0.09,0.09,0.09,0.06,0.09,0.09,0.09,0.09,0.09,
,,,,,,,,,0.26,0.24,0.22,0.22,0.22,0.26,0.31,0.33,0.31,0.31,0.31,0.31,0.33,0.20,
,,,,,,,,,0.14,0.20,0.20,0.18,0.18,0.18,0.20,0.08,0.02,0.04,0.04,0.04,0.04,0.04,
,,,,,,,,,0.08,0.08,0.17,0.17,0.17,0.21,0.23,0.17,0.17,0.07,0.09,0.09,0.13,0.13,
,,,,,,,,,0.35,0.28,0.24,0.24,0.24,0.30,0.30,0.19,0.17,0.16,0.16,0.16,0.13,0.12,
,,,,,,,,,0.17,0.20,0.17,0.17,0.17,0.20,0.20,0.14,0.09,0.09,0.09,0.09,0.06,0.06,
,,,,,,,,,0.36,0.36,0.47,0.47,0.47,0.56,0.52,0.33,0.27,0.13,0.13,0.13,0.06,0.05,
,,,,,,,,,0.14,0.14,0.14,0.14,0.14,0.14,0.07,0.03,0.00,0.03,0.03,0.03,0.07,0.07,
,,,,,,,,,0.32,0.53,0.56,0.57,0.57,0.59,0.53,0.41,0.19,0.20,0.19,0.19,0.20,0.14,
,,,,,,,,,0.30,0.24,0.21,0.21,0.21,0.24,0.09,0.15,0.15,0.15,0.15,0.15,0.12,0.12,
