Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2023-12-29,Entire Country,Entire Country,0000,0.06,0.28,38.75,2023-12-23,3823.19,0.68,0.68,0.68,0.68,0.66,0.64,0.61,0.61,0.58,0.58,0.58,0.43,0.31,0.31,0.28
2023-12-29,dolnośląskie,Bolesławiecki,0201,0.00,0.48,32.01,2023-12-23,8.98,1.22,1.21,1.21,1.21,1.02,0.94,1.03,1.16,1.11,1.11,1.11,0.94,0.70,0.62,0.48
2023-12-29,dolnośląskie,Dzierżoniowski,0202,0.10,0.47,35.57,2023-12-23,9.99,1.05,0.85,0.85,0.85,0.78,0.71,0.66,0.67,0.66,0.66,0.66,0.39,0.33,0.40,0.47
2023-12-29,dolnośląskie,Głogowski,0203,0.00,0.40,43.32,2023-12-23,8.84,0.93,0.98,0.98,0.98,1.00,0.90,1.00,0.93,0.92,0.92,0.92,0.74,0.48,0.48,0.40
2023-12-29,dolnośląskie,Górowski,0204,0.00,0.17,28.46,2023-12-23,3.46,0.49,0.53,0.53,0.53,0.45,0.33,0.12,0.12,0.12,0.12,0.12,0.04,0.04,0.08,0.17
2023-12-29,dolnośląskie,Jaworski,0205,0.20,0.31,36.44,2023-12-23,4.97,0.23,0.23,0.23,0.23,0.17,0.11,0.11,0.14,0.23,0.23,0.23,0.20,0.17,0.23,0.31
2023-12-29,dolnośląskie,Karkonoski,0206,0.00,0.07,29.48,2023-12-23,6.33,0.32,0.38,0.38,0.38,0.45,0.63,0.77,0.83,0.74,0.74,0.74,0.59,0.34,0.18,0.07
2023-12-29,dolnośląskie,Kamiennogórski,0207,0.00,0.07,37.30,2023-12-23,4.28,0.40,0.30,0.30,0.30,0.37,0.47,0.37,0.37,0.37,0.37,0.37,0.27,0.03,0.03,0.07
2023-12-29,dolnośląskie,Kłodzki,0208,0.00,0.12,36.04,2023-12-23,15.63,0.46,0.41,0.42,0.41,0.41,0.38,0.25,0.14,0.13,0.13,0.13,0.11,0.07,0.12,0.12
2023-12-29,dolnośląskie,Legnicki,0209,0.00,0.15,32.68,2023-12-23,5.51,0.05,0.13,0.13,0.13,0.13,0.13,0.13,0.18,0.13,0.13,0.13,0.13,0.10,0.10,0.15
2023-12-29,dolnośląskie,Lubański,0210,0.19,0.03,32.43,2023-12-23,5.39,0.10,0.10,0.10,0.10,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.03,0.03,0.03,0.03
2023-12-29,dolnośląskie,Lubiński,0211,0.00,0.12,44.40,2023-12-23,10.59,0.77,0.77,0.70,0.69,0.55,0.57,0.57,0.54,0.51,0.50,0.50,0.36,0.15,0.12,0.12
