Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2023-06-14,Entire Country,Entire Country,0000,0.00,0.01,38.15,2023-06-10,3823.19,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023-06-14,dolnośląskie,Bolesławiecki,0201,0.00,0.00,31.78,2023-06-10,8.98,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-06-14,dolnośląskie,Dzierżoniowski,0202,0.00,0.00,35.06,2023-06-10,9.99,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-06-14,dolnośląskie,Głogowski,0203,0.00,0.00,42.53,2023-06-10,8.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-06-14,dolnośląskie,Górowski,0204,0.00,0.00,28.22,2023-06-10,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-06-14,dolnośląskie,Jaworski,0205,0.00,0.00,35.60,2023-06-10,4.97,0.00,0.00,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00
2023-06-14,dolnośląskie,Karkonoski,0206,0.00,0.00,29.26,2023-06-10,6.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-06-14,dolnośląskie,Kamiennogórski,0207,0.00,0.00,36.62,2023-06-10,4.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-06-14,dolnośląskie,Kłodzki,0208,0.00,0.00,35.81,2023-06-10,15.63,0.03,0.03,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-06-14,dolnośląskie,Legnicki,0209,0.00,0.00,32.11,2023-06-10,5.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-06-14,dolnośląskie,Lubański,0210,0.00,0.00,31.77,2023-06-10,5.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
