Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2024-02-17,Entire Country,Entire Country,0000,0.01,0.05,39.31,2024-02-10,3823.19,0.09,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.05
2024-02-17,dolnośląskie,Bolesławiecki,0201,0.00,0.05,32.66,2024-02-10,8.98,0.13,0.13,0.13,0.14,0.13,0.16,0.13,0.09,0.09,0.09,0.11,0.09,0.06,0.06,0.05
2024-02-17,dolnośląskie,Dzierżoniowski,0202,0.00,0.16,36.30,2024-02-10,9.99,0.16,0.16,0.16,0.17,0.16,0.17,0.14,0.14,0.14,0.14,0.07,0.09,0.07,0.11,0.16
2024-02-17,dolnośląskie,Głogowski,0203,0.11,0.14,44.14,2024-02-10,8.84,0.18,0.18,0.18,0.13,0.10,0.10,0.08,0.06,0.06,0.06,0.11,0.11,0.10,0.10,0.14
2024-02-17,dolnośląskie,Górowski,0204,0.29,0.04,28.47,2024-02-10,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04
2024-02-17,dolnośląskie,Jaworski,0205,0.00,0.00,36.99,2024-02-10,4.97,0.00,0.00,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00
2024-02-17,dolnośląskie,Karkonoski,0206,0.00,0.05,30.03,2024-02-10,6.33,0.09,0.09,0.09,0.02,0.02,0.00,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.05,0.05
2024-02-17,dolnośląskie,Kamiennogórski,0207,0.00,0.13,37.40,2024-02-10,4.28,0.07,0.07,0.07,0.03,0.00,0.00,0.03,0.03,0.03,0.03,0.07,0.07,0.10,0.07,0.13
2024-02-17,dolnośląskie,Kłodzki,0208,0.00,0.00,36.60,2024-02-10,15.63,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.00,0.00,0.00
2024-02-17,dolnośląskie,Legnicki,0209,0.00,0.00,32.93,2024-02-10,5.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-02-17,dolnośląskie,Lubański,0210,0.19,0.00,32.86,2024-02-10,5.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-02-17,dolnośląskie,Lubiński,0211,0.09,0.09,45.40,2024-02-10,10.59,0.12,0.12,0.12,0.23,0.24,0.23,0.19,0.19,0.19,0.19,0.08,0.08,0.12,0.12,0.09
2024-02-17,dolnośląskie,Lwówecki,0212,0.00,0.03,40.79,2024-02-10,4.56,0.09,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03
2024-02-17,dolnośląskie,Milicki,0213,0.00,0.04,36.17,2024-02-10,3.68,0.12,0.12,0.12,0.12,0.08,0.08,0.08,0.12,0.12,0.12,0.12,0.12,0.04,0.08,0.04
2024-02-17,dolnośląskie,Oleśnicki,0214,0.00,0.01,53.91,2024-02-10,10.73,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.01
2024-02-17,dolnośląskie,Oławski,0215,0.00,0.09,27.13,2024-02-10,4.36,0.02,0.02,0.02,0.02,0.02,0.00,0.00,0.02,0.02,0.02,0.09,0.11,0.11,0.11,0.09
2024-02-17,dolnośląskie,Polkowicki,0216,0.16,0.02,28.36,2024-02-10,6.30,0.14,0.14,0.14,0.18,0.16,0.16,0.11,0.11,0.11,0.11,0.02,0.05,0.05,0.02,0.02
2024-02-17,dolnośląskie,Strzeliński,0217,0.00,0.07,36.47,2024-02-10,4.32,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.16,0.16,0.16,0.13,0.13,0.10,0.13,0.07
2024-02-17,dolnośląskie,Średzki,0218,0.00,0.05,25.61,2024-02-10,5.55,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05
2024-02-17,dolnośląskie,Świdnicki,0219,0.00,0.02,37.87,2024-02-10,15.60,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.03,0.03,0.03,0.02
2024-02-17,dolnośląskie,Trzebnicki,0220,0.00,0.05,34.08,2024-02-10,8.52,0.02,0.02,0.02,0.10,0.19,0.19,0.25,0.24,0.24,0.24,0.15,0.08,0.08,0.05,0.05
2024-02-17,dolnośląskie,Wałbrzyski,0221,0.00,0.00,24.82,2024-02-10,5.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-02-17,dolnośląskie,Wołowski,0222,0.00,0.03,36.06,2024-02-10,4.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03
2024-02-17,dolnośląskie,Wrocławski,0223,0.00,0.03,33.92,2024-02-10,15.63,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.08,0.08,0.08,0.05,0.05,0.04,0.04,0.03
2024-02-17,dolnośląskie,Ząbkowicki,0224,0.00,0.00,35.22,2024-02-10,6.41,0.25,0.25,0.25,0.29,0.18,0.16,0.16,0.18,0.18,0.18,0.07,0.07,0.05,0.02,0.00
2024-02-17,dolnośląskie,Zgorzelecki,0225,0.00,0.00,36.76,2024-02-10,8.84,0.03,0.03,0.03,0.02,0.02,0.02,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.00
2024-02-17,dolnośląskie,Złotoryjski,0226,0.00,0.03,38.49,2024-02-10,4.30,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03
2024-02-17,dolnośląskie,Jelenia Góra,0261,0.00,0.02,57.83,2024-02-10,7.83,0.04,0.04,0.04,0.06,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
2024-02-17,dolnośląskie,Legnica,0262,0.00,0.03,45.85,2024-02-10,9.84,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.03,0.03
2024-02-17,dolnośląskie,Wrocław,0264,0.00,0.02,73.13,2024-02-10,64.19,0.09,0.09,0.09,0.08,0.06,0.06,0.05,0.04,0.04,0.04,0.03,0.02,0.02,0.03,0.02
