Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2024-09-24,Entire Country,Entire Country,0000,0.01,0.47,39.50,2024-09-21,3823.19,0.38,0.43,0.44,0.46,0.46,0.46,0.46,0.47,0.46,0.48,0.49,0.49,0.49,0.48,0.47
2024-09-24,dolnośląskie,Bolesławiecki,0201,0.00,0.71,32.75,2024-09-21,8.98,0.49,0.44,0.46,0.49,0.54,0.54,0.54,0.51,0.51,0.60,0.67,0.71,0.71,0.71,0.71
2024-09-24,dolnośląskie,Dzierżoniowski,0202,0.00,0.34,36.41,2024-09-21,9.99,0.46,0.53,0.50,0.53,0.57,0.57,0.57,0.50,0.44,0.44,0.34,0.36,0.36,0.36,0.34
2024-09-24,dolnośląskie,Głogowski,0203,0.00,0.48,44.52,2024-09-21,8.84,0.40,0.39,0.48,0.43,0.35,0.35,0.35,0.34,0.42,0.37,0.39,0.44,0.44,0.44,0.48
2024-09-24,dolnośląskie,Górowski,0204,0.00,0.21,29.05,2024-09-21,3.46,0.08,0.16,0.16,0.21,0.21,0.21,0.21,0.21,0.17,0.21,0.25,0.25,0.25,0.25,0.21
2024-09-24,dolnośląskie,Jaworski,0205,0.00,0.03,37.10,2024-09-21,4.97,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2024-09-24,dolnośląskie,Karkonoski,0206,0.00,0.54,30.12,2024-09-21,6.33,0.54,0.47,0.56,0.45,0.47,0.47,0.47,0.47,0.47,0.43,0.43,0.47,0.47,0.47,0.54
2024-09-24,dolnośląskie,Kamiennogórski,0207,0.00,0.27,37.50,2024-09-21,4.28,0.10,0.23,0.26,0.23,0.20,0.20,0.20,0.17,0.10,0.17,0.27,0.27,0.27,0.27,0.27
2024-09-24,dolnośląskie,Kłodzki,0208,0.00,0.06,36.71,2024-09-21,15.63,0.09,0.07,0.04,0.07,0.04,0.04,0.04,0.04,0.06,0.07,0.04,0.04,0.04,0.04,0.06
2024-09-24,dolnośląskie,Legnicki,0209,0.00,0.15,33.25,2024-09-21,5.51,0.08,0.08,0.05,0.05,0.08,0.08,0.08,0.10,0.13,0.15,0.13,0.18,0.18,0.18,0.15
