Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2023-05-08,Entire Country,Entire Country,0000,0.01,0.03,38.12,2023-05-06,3823.19,0.12,0.10,0.09,0.09,0.08,0.07,0.07,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03
2023-05-08,dolnośląskie,Bolesławiecki,0201,0.00,0.05,31.78,2023-05-06,8.98,0.06,0.00,0.00,0.00,0.02,0.02,0.02,0.03,0.03,0.05,0.05,0.05,0.05,0.06,0.05
2023-05-08,dolnośląskie,Dzierżoniowski,0202,0.00,0.01,35.06,2023-05-06,9.99,0.06,0.04,0.04,0.09,0.07,0.07,0.07,0.07,0.06,0.04,0.00,0.01,0.01,0.01,0.01
2023-05-08,dolnośląskie,Głogowski,0203,0.00,0.05,42.51,2023-05-06,8.84,0.13,0.10,0.10,0.05,0.05,0.08,0.08,0.03,0.03,0.05,0.05,0.05,0.03,0.03,0.05
2023-05-08,dolnośląskie,Górowski,0204,0.00,0.00,28.22,2023-05-06,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-05-08,dolnośląskie,Jaworski,0205,0.00,0.00,35.58,2023-05-06,4.97,0.06,0.03,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-05-08,dolnośląskie,Karkonoski,0206,0.00,0.05,29.22,2023-05-06,6.33,0.05,0.07,0.07,0.09,0.09,0.07,0.05,0.05,0.02,0.05,0.02,0.02,0.05,0.05,0.05
2023-05-08,dolnośląskie,Kamiennogórski,0207,0.00,0.00,36.62,2023-05-06,4.28,0.16,0.10,0.10,0.07,0.07,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00
2023-05-08,dolnośląskie,Kłodzki,0208,0.00,0.01,35.80,2023-05-06,15.63,0.05,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01
2023-05-08,dolnośląskie,Legnicki,0209,0.00,0.03,32.11,2023-05-06,5.51,0.05,0.05,0.05,0.05,0.10,0.08,0.08,0.08,0.08,0.10,0.08,0.03,0.03,0.03,0.03
2023-05-08,dolnośląskie,Lubański,0210,0.00,0.00,31.76,2023-05-06,5.39,0.10,0.10,0.10,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00
2023-05-08,dolnośląskie,Lubiński,0211,0.19,0.05,43.70,2023-05-06,10.59,0.08,0.05,0.08,0.07,0.09,0.09,0.09,0.09,0.09,0.05,0.04,0.04,0.05,0.05,0.05
