Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2024-09-15,Entire Country,Entire Country,0000,0.01,0.46,39.50,2024-09-14,3823.19,0.30,0.30,0.31,0.32,0.33,0.33,0.35,0.35,0.35,0.38,0.43,0.44,0.46,0.46,0.46
2024-09-15,dolnośląskie,Bolesławiecki,0201,0.00,0.54,32.75,2024-09-14,8.98,0.45,0.45,0.46,0.49,0.52,0.46,0.44,0.44,0.44,0.49,0.44,0.46,0.49,0.54,0.54
2024-09-15,dolnośląskie,Dzierżoniowski,0202,0.00,0.57,36.41,2024-09-14,9.99,0.31,0.31,0.34,0.37,0.37,0.37,0.34,0.34,0.34,0.46,0.53,0.50,0.53,0.57,0.57
2024-09-15,dolnośląskie,Głogowski,0203,0.00,0.35,44.52,2024-09-14,8.84,0.43,0.43,0.39,0.35,0.31,0.37,0.32,0.32,0.32,0.40,0.39,0.48,0.43,0.35,0.35
2024-09-15,dolnośląskie,Górowski,0204,0.00,0.21,29.05,2024-09-14,3.46,0.00,0.00,0.00,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.16,0.16,0.21,0.21,0.21
2024-09-15,dolnośląskie,Jaworski,0205,0.00,0.00,37.10,2024-09-14,4.97,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00
2024-09-15,dolnośląskie,Karkonoski,0206,0.00,0.47,30.11,2024-09-14,6.33,0.14,0.14,0.16,0.34,0.36,0.45,0.52,0.52,0.52,0.54,0.47,0.56,0.45,0.47,0.47
2024-09-15,dolnośląskie,Kamiennogórski,0207,0.00,0.20,37.50,2024-09-14,4.28,0.17,0.17,0.10,0.10,0.03,0.07,0.10,0.10,0.10,0.10,0.23,0.26,0.23,0.20,0.20
2024-09-15,dolnośląskie,Kłodzki,0208,0.00,0.04,36.71,2024-09-14,15.63,0.03,0.03,0.05,0.07,0.09,0.07,0.10,0.11,0.11,0.09,0.07,0.04,0.07,0.04,0.04
2024-09-15,dolnośląskie,Legnicki,0209,0.00,0.08,33.25,2024-09-14,5.51,0.05,0.05,0.03,0.03,0.03,0.08,0.08,0.08,0.08,0.08,0.08,0.05,0.05,0.08,0.08
2024-09-15,dolnośląskie,Lubański,0210,0.00,0.05,32.91,2024-09-14,5.39,0.08,0.08,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.08,0.08,0.05,0.05
2024-09-15,dolnośląskie,Lubiński,0211,0.00,0.67,45.48,2024-09-14,10.59,0.46,0.46,0.47,0.45,0.47,0.42,0.39,0.39,0.39,0.39,0.58,0.61,0.63,0.67,0.67
2024-09-15,dolnośląskie,Lwówecki,0212,0.00,0.06,40.94,2024-09-14,4.56,0.06,0.06,0.06,0.00,0.00,0.03,0.06,0.06,0.06,0.06,0.13,0.13,0.09,0.06,0.06
2024-09-15,dolnośląskie,Milicki,0213,0.00,1.78,36.42,2024-09-14,3.68,0.39,0.39,0.66,0.89,1.08,1.01,1.16,1.16,1.16,0.93,1.04,1.55,1.74,1.78,1.78
2024-09-15,dolnośląskie,Oleśnicki,0214,0.00,0.25,54.04,2024-09-14,10.73,0.13,0.13,0.11,0.15,0.19,0.16,0.17,0.17,0.17,0.15,0.13,0.13,0.20,0.25,0.25
2024-09-15,dolnośląskie,Oławski,0215,0.00,0.33,27.54,2024-09-14,4.36,0.04,0.04,0.06,0.09,0.13,0.15,0.22,0.22,0.22,0.32,0.30,0.33,0.41,0.33,0.33
2024-09-15,dolnośląskie,Polkowicki,0216,0.00,0.16,28.50,2024-09-14,6.30,0.11,0.11,0.11,0.11,0.16,0.14,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.16
2024-09-15,dolnośląskie,Strzeliński,0217,0.00,0.23,36.77,2024-09-14,4.32,0.07,0.07,0.03,0.07,0.07,0.10,0.10,0.10,0.10,0.16,0.20,0.20,0.23,0.23,0.23
2024-09-15,dolnośląskie,Średzki,0218,0.00,0.57,25.66,2024-09-14,5.55,0.10,0.10,0.21,0.18,0.23,0.18,0.23,0.23,0.23,0.28,0.31,0.31,0.54,0.57,0.57
2024-09-15,dolnośląskie,Świdnicki,0219,0.00,0.14,37.98,2024-09-14,15.60,0.09,0.09,0.10,0.11,0.17,0.21,0.26,0.26,0.26,0.25,0.24,0.20,0.16,0.14,0.14
2024-09-15,dolnośląskie,Trzebnicki,0220,0.00,0.12,34.13,2024-09-14,8.52,0.12,0.12,0.12,0.12,0.14,0.12,0.13,0.13,0.13,0.10,0.12,0.10,0.12,0.12,0.12
2024-09-15,dolnośląskie,Wałbrzyski,0221,0.00,0.10,25.06,2024-09-14,5.51,0.10,0.10,0.08,0.08,0.03,0.10,0.08,0.08,0.08,0.08,0.10,0.13,0.08,0.10,0.10
2024-09-15,dolnośląskie,Wołowski,0222,0.00,0.06,36.47,2024-09-14,4.66,0.09,0.09,0.06,0.06,0.03,0.06,0.03,0.03,0.03,0.03,0.09,0.09,0.06,0.06,0.06
2024-09-15,dolnośląskie,Wrocławski,0223,0.06,0.41,33.99,2024-09-14,15.63,0.29,0.29,0.30,0.31,0.30,0.31,0.31,0.31,0.31,0.35,0.34,0.40,0.36,0.41,0.41
2024-09-15,dolnośląskie,Ząbkowicki,0224,0.00,0.49,35.43,2024-09-14,6.41,0.22,0.22,0.36,0.38,0.33,0.29,0.36,0.36,0.36,0.24,0.29,0.33,0.51,0.49,0.49
2024-09-15,dolnośląskie,Zgorzelecki,0225,0.00,0.08,36.83,2024-09-14,8.84,0.18,0.18,0.21,0.26,0.26,0.26,0.27,0.27,0.27,0.26,0.21,0.18,0.11,0.08,0.08
2024-09-15,dolnośląskie,Złotoryjski,0226,0.00,0.00,38.52,2024-09-14,4.30,0.03,0.03,0.03,0.00,0.03,0.07,0.10,0.10,0.10,0.10,0.10,0.07,0.03,0.00,0.00
2024-09-15,dolnośląskie,Jelenia Góra,0261,0.26,0.38,57.97,2024-09-14,7.83,0.09,0.09,0.09,0.13,0.09,0.16,0.31,0.31,0.31,0.42,0.49,0.56,0.51,0.38,0.38
2024-09-15,dolnośląskie,Legnica,0262,0.00,0.03,46.13,2024-09-14,9.84,0.04,0.04,0.04,0.03,0.04,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.03,0.03
2024-09-15,dolnośląskie,Wrocław,0264,0.02,0.25,73.45,2024-09-14,64.19,0.25,0.25,0.25,0.25,0.24,0.23,0.27,0.27,0.27,0.26,0.29,0.30,0.31,0.25,0.25
2024-09-15,dolnośląskie,Wałbrzych,0265,0.00,0.00,56.45,2024-09-14,11.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.00,0.00,0.00
2024-09-15,kujawsko-pomorskie,Aleksandrowski,0401,0.00,0.18,46.40,2024-09-14,5.49,0.03,0.03,0.03,0.08,0.13,0.18,0.26,0.26,0.26,0.31,0.31,0.26,0.23,0.18,0.18
2024-09-15,kujawsko-pomorskie,Brodnicki,0402,0.00,0.34,34.15,2024-09-14,7.90,0.07,0.07,0.07,0.05,0.07,0.11,0.13,0.13,0.13,0.18,0.27,0.31,0.33,0.34,0.34
2024-09-15,kujawsko-pomorskie,Bydgoski,0403,0.00,0.39,29.39,2024-09-14,12.04,0.15,0.15,0.16,0.24,0.31,0.30,0.28,0.28,0.28,0.36,0.37,0.35,0.36,0.39,0.39
2024-09-15,kujawsko-pomorskie,Chełmiński,0404,0.00,0.66,38.19,2024-09-14,5.17,0.30,0.30,0.30,0.41,0.41,0.50,0.50,0.50,0.50,0.72,0.69,0.63,0.66,0.66,0.66
2024-09-15,kujawsko-pomorskie,Golubsko-Dobrzyński,0405,0.00,0.76,25.82,2024-09-14,4.49,1.14,1.14,1.33,0.76,0.60,0.51,0.73,0.73,0.73,0.63,0.70,0.73,0.70,0.76,0.76
2024-09-15,kujawsko-pomorskie,Grudziądzki,0406,0.00,3.13,21.58,2024-09-14,4.03,0.99,0.99,0.82,0.82,0.89,0.81,0.92,0.92,0.96,1.95,2.49,2.70,2.88,3.13,3.13
2024-09-15,kujawsko-pomorskie,Inowrocławski,0407,0.00,1.01,31.82,2024-09-14,15.85,0.90,0.90,0.82,0.91,0.95,0.98,1.00,1.00,1.00,1.12,1.07,1.10,1.03,1.01,1.01
2024-09-15,kujawsko-pomorskie,Lipnowski,0408,0.00,0.87,29.58,2024-09-14,6.55,0.46,0.52,0.50,0.78,0.87,0.96,0.83,0.83,0.76,0.89,0.74,0.74,0.80,0.87,0.87
2024-09-15,kujawsko-pomorskie,Mogileński,0409,0.00,0.16,38.12,2024-09-14,4.55,0.13,0.13,0.19,0.22,0.31,0.38,0.35,0.35,0.35,0.31,0.35,0.28,0.22,0.16,0.16
2024-09-15,kujawsko-pomorskie,Nakielski,0410,0.12,0.68,40.15,2024-09-14,8.61,1.03,1.03,0.94,0.86,0.94,0.70,0.53,0.53,0.53,0.76,0.79,0.71,0.66,0.68,0.68
2024-09-15,kujawsko-pomorskie,Radziejowski,0411,0.00,1.60,34.00,2024-09-14,4.00,1.10,1.10,1.56,1.56,1.63,1.78,1.60,1.60,1.60,1.35,1.60,1.56,1.42,1.60,1.60
2024-09-15,kujawsko-pomorskie,Rypiński,0412,0.00,0.36,34.14,2024-09-14,4.34,0.26,0.26,0.30,0.26,0.36,0.49,0.66,0.69,0.69,0.72,0.76,0.76,0.59,0.39,0.36
2024-09-15,kujawsko-pomorskie,Sępoleński,0413,0.00,0.07,38.15,2024-09-14,4.08,0.00,0.00,0.00,0.03,0.07,0.07,0.10,0.10,0.10,0.14,0.14,0.10,0.10,0.07,0.07
2024-09-15,kujawsko-pomorskie,Świecki,0414,0.00,0.63,36.21,2024-09-14,9.87,0.22,0.22,0.26,0.30,0.35,0.39,0.38,0.38,0.38,0.53,0.66,0.65,0.59,0.63,0.63
2024-09-15,kujawsko-pomorskie,Toruński,0415,0.00,0.67,20.73,2024-09-14,10.96,0.64,0.66,0.62,0.63,0.67,0.68,0.62,0.62,0.60,0.74,0.70,0.67,0.66,0.67,0.67
2024-09-15,kujawsko-pomorskie,Tucholski,0416,0.00,0.41,33.40,2024-09-14,4.83,0.30,0.30,0.24,0.24,0.30,0.39,0.36,0.36,0.36,0.50,0.50,0.44,0.36,0.44,0.41
2024-09-15,kujawsko-pomorskie,Wąbrzeski,0417,0.00,0.38,33.21,2024-09-14,3.40,0.59,0.59,0.59,0.75,0.71,1.09,1.05,1.05,1.05,0.96,0.75,0.63,0.34,0.38,0.38
2024-09-15,kujawsko-pomorskie,Włocławski,0418,0.00,1.78,26.43,2024-09-14,8.56,1.13,1.13,1.08,1.15,1.28,1.35,1.61,1.61,1.61,1.98,1.95,1.91,2.00,1.78,1.78
2024-09-15,kujawsko-pomorskie,Żniński,0419,0.00,1.18,25.08,2024-09-14,6.99,0.55,0.55,0.39,0.41,0.47,0.49,0.59,0.59,0.59,0.77,0.98,1.04,1.16,1.18,1.18
2024-09-15,kujawsko-pomorskie,Bydgoszcz,0461,0.00,0.45,66.71,2024-09-14,34.41,0.43,0.43,0.40,0.43,0.42,0.34,0.37,0.38,0.38,0.42,0.43,0.44,0.48,0.46,0.45
2024-09-15,kujawsko-pomorskie,Grudziądz,0462,0.11,1.81,52.74,2024-09-14,9.36,1.11,1.11,1.37,1.25,1.26,1.23,1.25,1.25,1.25,1.34,1.58,1.70,1.75,1.81,1.81
2024-09-15,kujawsko-pomorskie,Toruń,0463,0.00,0.43,64.55,2024-09-14,19.86,0.48,0.48,0.51,0.52,0.54,0.55,0.58,0.58,0.58,0.61,0.65,0.62,0.55,0.43,0.43
2024-09-15,kujawsko-pomorskie,Włocławek,0464,0.00,0.30,48.29,2024-09-14,10.86,0.33,0.33,0.29,0.33,0.38,0.37,0.38,0.38,0.38,0.45,0.41,0.35,0.30,0.30,0.30
2024-09-15,lubelskie,Bialski,0601,0.00,0.77,20.66,2024-09-14,11.00,0.40,0.40,0.39,0.37,0.44,0.46,0.62,0.62,0.62,0.76,1.00,0.93,0.88,0.77,0.77
2024-09-15,lubelskie,Biłgorajski,0602,0.00,1.25,21.56,2024-09-14,10.03,0.47,0.47,0.48,0.55,0.51,0.57,0.57,0.57,0.57,0.82,1.01,1.16,1.25,1.25,1.25
2024-09-15,lubelskie,Chełmski,0603,0.00,0.81,17.48,2024-09-14,7.75,0.40,0.40,0.40,0.39,0.44,0.35,0.42,0.42,0.42,0.59,0.62,0.66,0.77,0.81,0.81
