Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2024-10-25,Entire Country,Entire Country,0000,0.01,0.12,39.50,2024-10-19,3823.19,0.22,0.22,0.22,0.21,0.19,0.18,0.17,0.16,0.14,0.14,0.14,0.14,0.13,0.13,0.12
2024-10-25,dolnośląskie,Bolesławiecki,0201,0.00,0.13,32.75,2024-10-19,8.98,0.24,0.27,0.27,0.27,0.27,0.21,0.21,0.16,0.14,0.14,0.14,0.14,0.16,0.13,0.13
2024-10-25,dolnośląskie,Dzierżoniowski,0202,0.00,0.09,36.41,2024-10-19,9.99,0.27,0.30,0.30,0.30,0.29,0.27,0.31,0.31,0.26,0.26,0.26,0.19,0.16,0.13,0.09
2024-10-25,dolnośląskie,Głogowski,0203,0.00,0.03,44.52,2024-10-19,8.84,0.11,0.10,0.10,0.10,0.13,0.13,0.11,0.08,0.08,0.08,0.08,0.05,0.03,0.05,0.03
2024-10-25,dolnośląskie,Górowski,0204,0.00,0.00,29.05,2024-10-19,3.46,0.04,0.04,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.00
2024-10-25,dolnośląskie,Jaworski,0205,0.00,0.06,37.10,2024-10-19,4.97,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.09,0.09,0.09,0.09,0.11,0.11,0.06,0.06
2024-10-25,dolnośląskie,Karkonoski,0206,0.00,0.20,30.12,2024-10-19,6.33,0.36,0.32,0.32,0.32,0.32,0.41,0.38,0.52,0.45,0.45,0.45,0.43,0.29,0.34,0.20
2024-10-25,dolnośląskie,Kamiennogórski,0207,0.00,0.07,37.50,2024-10-19,4.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07
2024-10-25,dolnośląskie,Kłodzki,0208,0.00,0.01,36.71,2024-10-19,15.63,0.04,0.01,0.02,0.02,0.02,0.03,0.03,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.01
2024-10-25,dolnośląskie,Legnicki,0209,0.00,0.08,33.25,2024-10-19,5.51,0.03,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.03,0.03,0.03,0.05,0.08,0.05,0.08
