Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2024-01-20,Entire Country,Entire Country,0000,0.03,0.16,39.02,2024-01-13,3823.19,0.32,0.32,0.32,0.37,0.33,0.25,0.20,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.16
2024-01-20,dolnośląskie,Bolesławiecki,0201,0.00,0.19,32.32,2024-01-13,8.98,0.35,0.35,0.35,0.41,0.40,0.27,0.25,0.20,0.20,0.20,0.16,0.19,0.19,0.19,0.19
2024-01-20,dolnośląskie,Dzierżoniowski,0202,0.10,0.26,35.93,2024-01-13,9.99,0.19,0.19,0.19,0.27,0.24,0.19,0.23,0.17,0.17,0.17,0.14,0.16,0.16,0.16,0.26
2024-01-20,dolnośląskie,Głogowski,0203,0.00,0.14,43.66,2024-01-13,8.84,0.51,0.51,0.51,0.72,0.56,0.39,0.36,0.32,0.32,0.32,0.10,0.13,0.11,0.10,0.14
2024-01-20,dolnośląskie,Górowski,0204,0.00,0.17,28.46,2024-01-13,3.46,0.25,0.25,0.25,0.29,0.29,0.21,0.04,0.08,0.08,0.08,0.08,0.12,0.12,0.12,0.17
2024-01-20,dolnośląskie,Jaworski,0205,0.00,0.03,36.68,2024-01-13,4.97,0.34,0.17,0.17,0.23,0.26,0.17,0.14,0.14,0.14,0.14,0.09,0.06,0.06,0.03,0.03
2024-01-20,dolnośląskie,Karkonoski,0206,0.32,0.20,29.51,2024-01-13,6.33,0.29,0.29,0.29,0.38,0.36,0.11,0.11,0.11,0.11,0.16,0.14,0.14,0.14,0.20,0.20
2024-01-20,dolnośląskie,Kamiennogórski,0207,0.00,0.07,37.29,2024-01-13,4.28,0.17,0.17,0.17,0.23,0.23,0.13,0.16,0.10,0.10,0.10,0.07,0.10,0.10,0.07,0.07
2024-01-20,dolnośląskie,Kłodzki,0208,0.00,0.02,36.19,2024-01-13,15.63,0.11,0.09,0.09,0.11,0.14,0.10,0.07,0.06,0.06,0.07,0.06,0.03,0.02,0.02,0.02
2024-01-20,dolnośląskie,Legnicki,0209,0.00,0.00,32.71,2024-01-13,5.51,0.15,0.15,0.15,0.21,0.18,0.10,0.08,0.10,0.10,0.10,0.05,0.03,0.03,0.03,0.00
2024-01-20,dolnośląskie,Lubański,0210,0.00,0.10,32.70,2024-01-13,5.39,0.05,0.05,0.05,0.10,0.10,0.08,0.08,0.05,0.05,0.05,0.03,0.03,0.05,0.08,0.10
