Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2024-07-02,Entire Country,Entire Country,0000,0.00,0.02,39.49,2024-06-29,3823.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02
2024-07-02,dolnośląskie,Bolesławiecki,0201,0.00,0.03,32.75,2024-06-29,8.98,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.05,0.05,0.05,0.03,0.03,0.03,0.03
2024-07-02,dolnośląskie,Dzierżoniowski,0202,0.00,0.09,36.40,2024-06-29,9.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.09,0.09,0.09,0.09,0.09
2024-07-02,dolnośląskie,Głogowski,0203,0.00,0.02,44.52,2024-06-29,8.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,0.02
2024-07-02,dolnośląskie,Górowski,0204,0.00,0.00,29.05,2024-06-29,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-07-02,dolnośląskie,Jaworski,0205,0.00,0.00,37.10,2024-06-29,4.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-07-02,dolnośląskie,Karkonoski,0206,0.00,0.00,30.11,2024-06-29,6.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-07-02,dolnośląskie,Kamiennogórski,0207,0.00,0.00,37.50,2024-06-29,4.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-07-02,dolnośląskie,Kłodzki,0208,0.00,0.00,36.71,2024-06-29,15.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-07-02,dolnośląskie,Legnicki,0209,0.00,0.03,33.25,2024-06-29,5.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2024-07-02,dolnośląskie,Lubański,0210,0.00,0.00,32.90,2024-06-29,5.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-07-02,dolnośląskie,Lubiński,0211,0.00,0.01,45.47,2024-06-29,10.59,0.04,0.03,0.03,0.03,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2024-07-02,dolnośląskie,Lwówecki,0212,0.00,0.00,40.94,2024-06-29,4.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-07-02,dolnośląskie,Milicki,0213,0.00,0.08,36.42,2024-06-29,3.68,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.04,0.04,0.08,0.08,0.08,0.08,0.08,0.08
2024-07-02,dolnośląskie,Oleśnicki,0214,0.00,0.00,54.03,2024-06-29,10.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-07-02,dolnośląskie,Oławski,0215,0.00,0.06,27.54,2024-06-29,4.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.06
2024-07-02,dolnośląskie,Polkowicki,0216,0.00,0.02,28.50,2024-06-29,6.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02
2024-07-02,dolnośląskie,Strzeliński,0217,0.00,0.00,36.77,2024-06-29,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-07-02,dolnośląskie,Średzki,0218,0.00,0.00,25.65,2024-06-29,5.55,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
