Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2023-02-24,Entire Country,Entire Country,0000,0.02,0.53,37.96,2023-02-19,3823.19,0.23,0.25,0.25,0.25,0.28,0.31,0.34,0.36,0.39,0.39,0.40,0.44,0.47,0.50,0.53
2023-02-24,dolnośląskie,Bolesławiecki,0201,0.00,0.45,31.75,2023-02-19,8.98,0.22,0.24,0.24,0.24,0.22,0.22,0.27,0.24,0.27,0.27,0.27,0.33,0.38,0.37,0.45
2023-02-24,dolnośląskie,Dzierżoniowski,0202,0.00,0.47,35.00,2023-02-19,9.99,0.16,0.16,0.17,0.19,0.19,0.27,0.30,0.27,0.37,0.36,0.34,0.41,0.36,0.41,0.47
2023-02-24,dolnośląskie,Głogowski,0203,0.00,0.56,42.45,2023-02-19,8.84,0.43,0.42,0.42,0.42,0.48,0.60,0.63,0.48,0.61,0.63,0.63,0.58,0.48,0.55,0.56
2023-02-24,dolnośląskie,Górowski,0204,0.00,0.08,28.22,2023-02-19,3.46,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.08,0.08,0.08,0.08,0.08,0.08,0.12,0.08
2023-02-24,dolnośląskie,Jaworski,0205,0.00,0.20,35.56,2023-02-19,4.97,0.06,0.09,0.09,0.09,0.09,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.11,0.11,0.20
2023-02-24,dolnośląskie,Karkonoski,0206,0.00,0.20,29.12,2023-02-19,6.33,0.11,0.11,0.11,0.11,0.11,0.02,0.02,0.02,0.05,0.05,0.07,0.14,0.20,0.20,0.20
2023-02-24,dolnośląskie,Kamiennogórski,0207,0.00,0.36,36.57,2023-02-19,4.28,0.13,0.13,0.13,0.13,0.10,0.16,0.16,0.13,0.16,0.16,0.16,0.26,0.23,0.30,0.36
2023-02-24,dolnośląskie,Kłodzki,0208,0.00,0.26,35.76,2023-02-19,15.63,0.15,0.15,0.15,0.15,0.16,0.21,0.23,0.26,0.28,0.31,0.33,0.32,0.29,0.28,0.26
2023-02-24,dolnośląskie,Legnicki,0209,0.00,0.15,32.09,2023-02-19,5.51,0.03,0.03,0.03,0.03,0.03,0.00,0.03,0.08,0.10,0.10,0.10,0.10,0.15,0.18,0.15
2023-02-24,dolnośląskie,Lubański,0210,0.00,0.47,31.69,2023-02-19,5.39,0.13,0.16,0.16,0.16,0.16,0.16,0.32,0.26,0.34,0.34,0.34,0.42,0.58,0.47,0.47
2023-02-24,dolnośląskie,Lubiński,0211,0.00,0.47,43.62,2023-02-19,10.59,0.16,0.23,0.23,0.23,0.27,0.32,0.34,0.41,0.35,0.36,0.39,0.35,0.39,0.51,0.47
2023-02-24,dolnośląskie,Lwówecki,0212,0.00,0.13,39.34,2023-02-19,4.56,0.13,0.06,0.06,0.06,0.03,0.03,0.00,0.22,0.25,0.25,0.25,0.25,0.31,0.34,0.13
2023-02-24,dolnośląskie,Milicki,0213,0.00,0.35,35.43,2023-02-19,3.68,0.08,0.04,0.04,0.04,0.12,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.23,0.35,0.35
2023-02-24,dolnośląskie,Oleśnicki,0214,0.00,0.20,52.67,2023-02-19,10.73,0.17,0.23,0.23,0.23,0.27,0.28,0.31,0.33,0.29,0.29,0.29,0.23,0.23,0.27,0.20
2023-02-24,dolnośląskie,Oławski,0215,0.00,0.35,25.52,2023-02-19,4.36,0.13,0.09,0.09,0.09,0.09,0.11,0.11,0.09,0.13,0.15,0.15,0.26,0.28,0.30,0.35
2023-02-24,dolnośląskie,Polkowicki,0216,0.00,0.14,27.42,2023-02-19,6.30,0.21,0.23,0.25,0.25,0.25,0.27,0.25,0.30,0.30,0.27,0.25,0.23,0.18,0.23,0.14
2023-02-24,dolnośląskie,Strzeliński,0217,0.00,0.16,35.67,2023-02-19,4.32,0.20,0.16,0.16,0.16,0.13,0.13,0.13,0.16,0.16,0.16,0.20,0.16,0.13,0.20,0.16
2023-02-24,dolnośląskie,Średzki,0218,0.00,0.23,25.07,2023-02-19,5.55,0.41,0.36,0.36,0.36,0.44,0.49,0.44,0.46,0.44,0.44,0.44,0.31,0.21,0.26,0.23
2023-02-24,dolnośląskie,Świdnicki,0219,0.00,0.41,36.48,2023-02-19,15.60,0.09,0.11,0.11,0.12,0.15,0.16,0.20,0.22,0.23,0.23,0.22,0.33,0.40,0.39,0.41
2023-02-24,dolnośląskie,Trzebnicki,0220,0.00,0.12,32.64,2023-02-19,8.52,0.10,0.12,0.14,0.14,0.12,0.20,0.22,0.22,0.20,0.18,0.18,0.15,0.07,0.07,0.12
2023-02-24,dolnośląskie,Wałbrzyski,0221,0.00,0.26,24.35,2023-02-19,5.51,0.18,0.13,0.10,0.13,0.18,0.18,0.18,0.21,0.23,0.23,0.21,0.23,0.31,0.33,0.26
2023-02-24,dolnośląskie,Wołowski,0222,0.00,0.24,35.13,2023-02-19,4.66,0.15,0.15,0.18,0.18,0.18,0.18,0.21,0.21,0.21,0.18,0.18,0.24,0.24,0.21,0.24
2023-02-24,dolnośląskie,Wrocławski,0223,0.00,0.66,33.01,2023-02-19,15.63,0.25,0.33,0.31,0.31,0.40,0.43,0.47,0.51,0.55,0.56,0.58,0.61,0.66,0.73,0.66
2023-02-24,dolnośląskie,Ząbkowicki,0224,0.00,0.31,34.67,2023-02-19,6.41,0.25,0.22,0.22,0.27,0.33,0.36,0.42,0.33,0.29,0.29,0.29,0.29,0.29,0.31,0.31
2023-02-24,dolnośląskie,Zgorzelecki,0225,0.00,0.34,35.57,2023-02-19,8.84,0.23,0.24,0.24,0.24,0.24,0.27,0.29,0.27,0.31,0.31,0.31,0.32,0.32,0.35,0.34
2023-02-24,dolnośląskie,Złotoryjski,0226,0.00,0.10,37.42,2023-02-19,4.30,0.07,0.07,0.07,0.07,0.07,0.10,0.07,0.07,0.03,0.03,0.03,0.07,0.07,0.07,0.10
2023-02-24,dolnośląskie,Jelenia Góra,0261,0.00,0.04,54.38,2023-02-19,7.83,0.02,0.04,0.04,0.04,0.07,0.05,0.05,0.13,0.11,0.11,0.11,0.07,0.09,0.09,0.04
2023-02-24,dolnośląskie,Legnica,0262,0.00,0.20,43.74,2023-02-19,9.84,0.10,0.11,0.10,0.10,0.14,0.20,0.17,0.19,0.29,0.30,0.32,0.30,0.24,0.22,0.20
2023-02-24,dolnośląskie,Wrocław,0264,0.03,0.42,69.43,2023-02-19,64.19,0.31,0.32,0.32,0.32,0.31,0.29,0.29,0.26,0.29,0.29,0.29,0.31,0.33,0.40,0.42
2023-02-24,dolnośląskie,Wałbrzych,0265,0.00,0.27,55.42,2023-02-19,11.00,0.12,0.14,0.15,0.15,0.13,0.10,0.10,0.12,0.09,0.10,0.12,0.17,0.22,0.26,0.27
2023-02-24,kujawsko-pomorskie,Aleksandrowski,0401,0.00,0.36,45.75,2023-02-19,5.49,0.23,0.23,0.26,0.26,0.31,0.23,0.29,0.34,0.34,0.31,0.31,0.29,0.34,0.42,0.36
2023-02-24,kujawsko-pomorskie,Brodnicki,0402,0.00,0.15,32.81,2023-02-19,7.90,0.02,0.02,0.02,0.02,0.05,0.05,0.07,0.07,0.09,0.09,0.09,0.04,0.06,0.04,0.15
2023-02-24,kujawsko-pomorskie,Bydgoski,0403,0.08,0.62,28.27,2023-02-19,12.04,0.34,0.28,0.28,0.28,0.36,0.40,0.41,0.50,0.56,0.56,0.56,0.52,0.50,0.55,0.62
2023-02-24,kujawsko-pomorskie,Chełmiński,0404,0.00,0.36,37.09,2023-02-19,5.17,0.05,0.11,0.11,0.14,0.25,0.30,0.33,0.30,0.36,0.36,0.33,0.28,0.28,0.30,0.36
2023-02-24,kujawsko-pomorskie,Golubsko-Dobrzyński,0405,0.00,0.89,25.33,2023-02-19,4.49,0.41,0.48,0.48,0.48,0.57,0.60,0.67,0.70,0.70,0.73,0.73,0.63,0.73,0.89,0.89
2023-02-24,kujawsko-pomorskie,Grudziądzki,0406,0.00,0.36,21.36,2023-02-19,4.03,0.18,0.11,0.11,0.11,0.07,0.04,0.04,0.07,0.18,0.18,0.18,0.21,0.21,0.36,0.36
