#REF!,,,,,,,,,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
,,,,,,,,,0.32,0.32,0.32,0.22,0.24,0.22,0.19,0.16,0.16,0.16,0.17,0.14,0.10,0.12,
,,,,,,,,,0.36,0.36,0.36,0.18,0.16,0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,
,,,,,,,,,0.06,0.06,0.06,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,
,,,,,,,,,0.10,0.10,0.10,0.10,0.13,0.16,0.13,0.10,0.10,0.10,0.07,0.03,0.00,0.00,
,,,,,,,,,0.36,0.36,0.36,0.45,0.40,0.34,0.24,0.24,0.24,0.24,0.13,0.11,0.20,0.27,
,,,,,,,,,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.01,0.01,
,,,,,,,,,0.23,0.23,0.23,0.21,0.19,0.18,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.14,
,,,,,,,,,0.04,0.04,0.04,0.03,0.03,0.01,0.03,0.03,0.03,0.03,0.05,0.04,0.04,0.03,
,,,,,,,,,0.08,0.08,0.08,0.08,0.10,0.13,0.15,0.21,0.21,0.21,0.21,0.18,0.16,0.16,
,,,,,,,,,0.07,0.07,0.07,0.07,0.06,0.04,0.04,0.02,0.02,0.02,0.05,0.05,0.05,0.04,
,,,,,,,,,0.33,0.33,0.33,0.23,0.25,0.26,0.27,0.23,0.23,0.23,0.20,0.13,0.12,0.11,
,,,,,,,,,0.47,0.50,0.50,0.44,0.44,0.39,0.33,0.33,0.30,0.30,0.33,0.39,0.33,0.36,
,,,,,,,,,0.76,0.76,0.76,0.63,0.51,0.48,0.38,0.51,0.51,0.51,0.54,0.41,0.47,0.44,
,,,,,,,,,1.56,1.53,1.53,1.46,1.28,1.07,0.82,0.92,0.92,0.92,0.68,0.68,0.64,0.60,
,,,,,,,,,1.12,1.12,1.11,0.87,0.70,0.65,0.58,0.58,0.58,0.58,0.66,0.68,0.66,0.66,
