wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,8,0,3,0,t00,1,0,0,0,4,0
dolnośląskie,bolesławiecki,107936,72,38359,11,t0201,47047,3,143,0,22387,58
dolnośląskie,dzierżoniowski,105842,49,37370,19,t0202,42317,2,151,0,26004,28
dolnośląskie,głogowski,104915,14,35000,0,t0203,41993,2,183,0,27739,12
dolnośląskie,górowski,38258,8,13934,8,t0204,16462,0,79,0,7783,0
dolnośląskie,jaworski,59691,39,20708,2,t0205,25161,6,43,0,13779,31
dolnośląskie,jeleniogórski,72064,16,26234,3,t0206,31411,3,395,0,14024,10
dolnośląskie,kamiennogórski,49035,33,17137,8,t0207,19497,2,107,0,12294,23
dolnośląskie,kłodzki,189448,12,67939,0,t0208,77886,5,1379,0,42244,7
dolnośląskie,legnicki,63495,10,21967,6,t0209,27371,0,267,0,13890,4
dolnośląskie,lubański,48156,26,14725,0,t0210,20342,2,110,0,12979,24
dolnośląskie,lubiński,176573,29,66754,2,t0211,73586,3,999,0,35234,24
dolnośląskie,lwówecki,63346,10,22782,2,t0212,26471,3,318,0,13775,5
dolnośląskie,milicki,49806,26,18706,11,t0213,20798,2,118,0,10184,13
dolnośląskie,oleśnicki,166798,56,55947,23,t0214,67157,8,531,0,43163,25
dolnośląskie,oławski,58121,0,22856,0,t0215,25877,0,99,0,9289,0
dolnośląskie,polkowicki,61617,4,21180,0,t0216,26968,0,51,0,13418,4
dolnośląskie,strzeliński,54834,17,20021,6,t0217,22623,4,518,0,11672,7
dolnośląskie,średzki,37977,5,12601,0,t0218,14446,0,485,0,10445,5
dolnośląskie,świdnicki,163350,60,55339,6,t0219,64930,6,1239,1,41842,47
dolnośląskie,trzebnicki,90128,55,33294,20,t0220,35402,5,444,0,20988,30
dolnośląskie,wałbrzyski,45652,0,17034,0,t0221,18467,0,259,0,9892,0
dolnośląskie,wołowski,63236,59,22075,15,t0222,27911,8,317,1,12933,35
dolnośląskie,wrocławski,159216,36,57529,2,t0223,63639,0,1224,0,36824,34
dolnośląskie,ząbkowicki,81144,4,29308,0,t0224,34398,0,334,0,17104,4
dolnośląskie,zgorzelecki,95042,44,31660,27,t0225,39069,9,230,0,24083,8
dolnośląskie,złotoryjski,53212,40,18314,11,t0226,22238,1,220,0,12440,28
dolnośląskie,Jelenia Góra,134275,47,49216,8,t0261,53744,6,458,0,30857,33
dolnośląskie,Legnica,135477,46,48543,4,t0262,55909,4,470,0,30555,38
dolnośląskie,Wrocław,1507915,543,550939,71,t0264,631245,56,4784,2,320947,414
dolnośląskie,Wałbrzych,275485,42,106374,5,t0265,122506,2,823,0,45782,35
kujawsko-pomorskie,aleksandrowski,159795,30,66959,1,t0401,73139,2,531,1,19166,26
kujawsko-pomorskie,brodnicki,105847,22,39630,3,t0402,44634,4,1505,0,20078,15
kujawsko-pomorskie,bydgoski,114585,27,42309,1,t0403,46536,3,395,0,25345,23
kujawsko-pomorskie,chełmiński,63027,10,22953,2,t0404,25510,3,44,0,14520,5
kujawsko-pomorskie,golubsko-dobrzyński,48982,4,18725,1,t0405,21280,0,341,0,8636,3
kujawsko-pomorskie,grudziądzki,37544,6,13871,2,t0406,16534,1,24,0,7115,3
