wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,645,0,133,0,t00
dolnośląskie,bolesławiecki,43861,257,12660,120,t0201
dolnośląskie,dzierżoniowski,41467,292,14334,195,t0202
dolnośląskie,głogowski,38187,180,12487,80,t0203
dolnośląskie,górowski,16170,15,4561,10,t0204
dolnośląskie,jaworski,25592,145,7893,140,t0205
dolnośląskie,jeleniogórski,34654,306,12839,228,t0206
dolnośląskie,kamiennogórski,18019,202,6022,26,t0207
dolnośląskie,kłodzki,78681,321,28171,252,t0208
dolnośląskie,legnicki,24329,183,6159,50,t0209
dolnośląskie,lubański,16443,172,5554,99,t0210
dolnośląskie,lubiński,87625,1224,32987,1023,t0211
dolnośląskie,lwówecki,23704,59,7972,58,t0212
dolnośląskie,milicki,21238,172,7768,128,t0213
dolnośląskie,oleśnicki,46719,157,12822,98,t0214
dolnośląskie,oławski,31894,514,12668,442,t0215
dolnośląskie,polkowicki,23474,100,4881,0,t0216
dolnośląskie,strzeliński,22903,248,7999,179,t0217
dolnośląskie,średzki,14466,102,5421,102,t0218
dolnośląskie,świdnicki,58172,94,18390,44,t0219
dolnośląskie,trzebnicki,37283,181,14084,175,t0220
dolnośląskie,wałbrzyski,22379,90,8843,90,t0221
dolnośląskie,wołowski,25690,64,8455,13,t0222
dolnośląskie,wrocławski,62634,310,21440,8,t0223
dolnośląskie,ząbkowicki,35333,146,12679,142,t0224
dolnośląskie,zgorzelecki,34762,245,12362,174,t0225
dolnośląskie,złotoryjski,21576,200,6883,180,t0226
dolnośląskie,Jelenia Góra,55291,216,18998,200,t0261
dolnośląskie,Legnica,55032,905,17876,818,t0262
dolnośląskie,Wrocław,661505,8429,220248,3687,t0264
dolnośląskie,Wałbrzych,149871,1191,54954,897,t0265
kujawsko-pomorskie,aleksandrowski,98312,394,40029,359,t0401
kujawsko-pomorskie,brodnicki,40320,475,13498,277,t0402
kujawsko-pomorskie,bydgoski,44237,105,13926,95,t0403
kujawsko-pomorskie,chełmiński,22800,70,7562,70,t0404
kujawsko-pomorskie,golubsko-dobrzyński,18909,5,5176,0,t0405
kujawsko-pomorskie,grudziądzki,14091,107,3703,107,t0406
kujawsko-pomorskie,inowrocławski,68425,653,24687,479,t0407
kujawsko-pomorskie,lipnowski,30072,102,9096,99,t0408
kujawsko-pomorskie,mogileński,14523,85,4227,85,t0409
kujawsko-pomorskie,nakielski,42678,98,11232,14,t0410
kujawsko-pomorskie,radziejowski,25364,80,7114,80,t0411
kujawsko-pomorskie,rypiński,20232,207,6747,78,t0412
kujawsko-pomorskie,sępoleński,28673,436,8666,435,t0413
kujawsko-pomorskie,świecki,43300,486,13449,408,t0414
kujawsko-pomorskie,toruński,40503,85,10354,50,t0415
kujawsko-pomorskie,tucholski,21379,168,5864,137,t0416
