wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,15,0,2,0,t00,6,0,0,0,7,0
dolnośląskie,bolesławiecki,103411,311,36979,47,t0201,46444,34,136,0,19852,230
dolnośląskie,dzierżoniowski,99669,253,36014,28,t0202,41634,38,123,0,21898,187
dolnośląskie,głogowski,100060,227,33693,37,t0203,41328,36,171,0,24868,154
dolnośląskie,górowski,36716,77,13483,0,t0204,16261,16,65,0,6907,61
dolnośląskie,jaworski,57217,114,19944,27,t0205,24865,17,38,0,12370,70
dolnośląskie,jeleniogórski,69961,120,25758,30,t0206,31191,15,400,0,12612,75
dolnośląskie,kamiennogórski,46710,168,16638,40,t0207,19199,22,102,0,10771,106
dolnośląskie,kłodzki,181411,154,66066,18,t0208,76885,24,997,1,37463,111
dolnośląskie,legnicki,61340,12,21488,0,t0209,27149,2,265,0,12438,10
dolnośląskie,lubański,44695,224,14228,6,t0210,19969,23,108,0,10390,195
dolnośląskie,lubiński,171716,260,65374,45,t0211,73010,44,973,0,32359,171
dolnośląskie,lwówecki,60644,138,21998,8,t0212,26173,9,311,0,12162,121
dolnośląskie,milicki,47660,68,18109,15,t0213,20545,10,117,0,8889,43
dolnośląskie,oleśnicki,156551,362,53266,74,t0214,65833,73,455,0,36997,215
dolnośląskie,oławski,56375,63,22502,3,t0215,25693,3,98,0,8082,57
dolnośląskie,polkowicki,59103,64,20550,17,t0216,26709,7,48,0,11796,40
dolnośląskie,strzeliński,51950,184,19304,17,t0217,22299,14,519,0,9828,153
dolnośląskie,średzki,36184,122,12169,36,t0218,14182,20,481,1,9352,65
dolnośląskie,świdnicki,154787,217,53020,32,t0219,63827,56,1088,9,36852,120
dolnośląskie,trzebnicki,85212,227,32075,26,t0220,34832,34,404,0,17901,167
dolnośląskie,wałbrzyski,43794,32,16485,2,t0221,18282,4,255,0,8772,26
dolnośląskie,wołowski,60651,71,21359,12,t0222,27535,8,304,0,11453,51
dolnośląskie,wrocławski,150234,381,55018,109,t0223,62662,33,1177,9,31377,230
dolnośląskie,ząbkowicki,78140,136,28526,46,t0224,34012,16,320,1,15282,73
dolnośląskie,zgorzelecki,89242,194,30438,57,t0225,38400,21,216,0,20188,116
dolnośląskie,złotoryjski,50909,81,17648,14,t0226,21926,13,210,0,11125,54
dolnośląskie,Jelenia Góra,129740,229,48185,54,t0261,53301,24,456,0,27798,151
dolnośląskie,Legnica,129816,314,46941,41,t0262,55190,33,450,1,27235,239
dolnośląskie,Wrocław,1452292,2676,538655,582,t0264,625497,276,4551,24,283589,1794
dolnośląskie,Wałbrzych,268703,336,104528,41,t0265,121557,47,792,1,41826,247
kujawsko-pomorskie,aleksandrowski,156259,80,66097,16,t0401,72788,11,523,0,16851,53
kujawsko-pomorskie,brodnicki,101822,221,38391,56,t0402,44225,39,1277,0,17929,126
kujawsko-pomorskie,bydgoski,108767,187,40891,43,t0403,45900,45,390,1,21586,98
kujawsko-pomorskie,chełmiński,60482,122,22201,40,t0404,25242,12,44,0,12995,70
kujawsko-pomorskie,golubsko-dobrzyński,46206,177,18201,22,t0405,21043,48,340,0,6622,107
kujawsko-pomorskie,grudziądzki,36004,40,13424,7,t0406,16344,4,22,0,6214,29
kujawsko-pomorskie,inowrocławski,144499,218,54253,37,t0407,61299,21,497,2,28450,158
kujawsko-pomorskie,lipnowski,74031,18,27774,6,t0408,32831,2,334,0,13092,10
kujawsko-pomorskie,mogileński,51615,82,18191,17,t0409,21475,6,185,0,11764,59
kujawsko-pomorskie,nakielski,122504,189,42732,38,t0410,55257,29,508,0,24007,122
kujawsko-pomorskie,radziejowski,57501,91,22564,1,t0411,25606,3,644,0,8687,87
kujawsko-pomorskie,rypiński,51086,117,18975,34,t0412,21852,25,89,0,10170,58
kujawsko-pomorskie,sępoleński,64034,88,24302,11,t0413,29457,9,120,0,10155,68
kujawsko-pomorskie,świecki,113899,196,40933,25,t0414,49305,21,395,0,23266,150
kujawsko-pomorskie,toruński,93966,265,34595,37,t0415,43965,34,430,1,14976,193
kujawsko-pomorskie,tucholski,54258,45,20260,9,t0416,23870,13,198,0,9930,23
kujawsko-pomorskie,wąbrzeski,38502,48,14314,2,t0417,17468,8,207,0,6513,38
kujawsko-pomorskie,włocławski,88667,236,34563,92,t0418,38285,32,273,0,15546,112
kujawsko-pomorskie,żniński,69671,325,27609,88,t0419,30684,42,538,0,10840,195
kujawsko-pomorskie,Bydgoszcz,634779,1319,223953,292,t0461,264630,158,1476,2,144720,867
kujawsko-pomorskie,Grudziądz,171109,499,63326,105,t0462,75601,75,604,2,31578,317
kujawsko-pomorskie,Toruń,309918,696,103061,148,t0463,124717,85,1119,1,81021,462
kujawsko-pomorskie,Włocławek,148843,399,48749,81,t0464,63241,42,1181,0,35672,276
lubelskie,bialski,87341,175,32002,50,t0601,38448,5,641,0,16250,120
lubelskie,biłgorajski,78627,47,29340,14,t0602,33373,6,79,0,15835,27
lubelskie,chełmski,51384,73,19549,11,t0603,21833,10,321,0,9681,52
lubelskie,hrubieszowski,64689,103,23587,15,t0604,28152,11,1383,0,11567,77
lubelskie,janowski,42302,80,16547,20,t0605,18987,22,530,0,6238,38
lubelskie,krasnostawski,59887,88,21613,22,t0606,25466,13,555,0,12253,53
lubelskie,kraśnicki,95092,99,36230,16,t0607,41007,8,416,0,17439,75
lubelskie,lubartowski,79476,114,30388,13,t0608,34551,8,1318,0,13219,93
lubelskie,lubelski,121449,268,44701,59,t0609,53658,31,752,1,22338,177
lubelskie,łęczyński,54920,49,21586,6,t0610,23728,8,579,0,9027,35
lubelskie,łukowski,82186,133,31048,23,t0611,36299,12,234,0,14605,98
lubelskie,opolski,65362,23,24392,4,t0612,28766,3,250,0,11954,16
lubelskie,parczewski,39461,17,14724,4,t0613,17537,2,493,0,6707,11
lubelskie,puławski,137751,319,52279,64,t0614,58331,33,462,0,26679,222
lubelskie,radzyński,44444,40,16841,12,t0615,19357,4,227,0,8019,24
lubelskie,rycki,74062,101,28637,20,t0616,31422,20,429,0,13574,61
lubelskie,świdnicki,70633,145,25692,38,t0617,28557,23,148,0,16236,84
lubelskie,tomaszowski,78005,41,29143,8,t0618,34720,5,290,0,13852,28
lubelskie,włodawski,47602,65,17945,13,t0619,20859,5,161,0,8637,47
lubelskie,zamojski,68717,49,26777,7,t0620,28523,7,293,0,13124,35
lubelskie,Biała Podlaska,100672,186,38334,33,t0661,44680,32,164,0,17494,121
lubelskie,Chełm,93920,125,33552,23,t0662,41288,15,172,0,18908,87
lubelskie,Lublin,629357,979,229442,228,t0663,278067,121,2703,2,119145,628
lubelskie,Zamość,126305,167,47843,38,t0664,55179,18,231,2,23052,109
lubuskie,gorzowski,42788,19,15686,1,t0801,18058,3,246,0,8798,15
lubuskie,krośnieński,71475,139,26674,11,t0802,31621,14,56,0,13124,114
lubuskie,międzyrzecki,91428,100,34433,10,t0803,40336,14,768,0,15891,76
lubuskie,nowosolski,131709,193,45879,27,t0804,59204,32,446,0,26180,134
lubuskie,słubicki,57650,176,21309,28,t0805,25498,15,97,0,10746,133
lubuskie,strzelecko-drezdenecki,71675,100,25549,18,t0806,33295,21,166,0,12665,61
lubuskie,sulęciński,45968,63,16071,7,t0807,21123,6,288,0,8486,50
lubuskie,świebodziński,76049,0,28029,0,t0808,33744,0,87,0,14189,0
lubuskie,zielonogórski,119689,139,45173,35,t0809,54028,28,781,0,19707,76
lubuskie,żagański,102752,335,35289,52,t0810,44437,41,629,1,22397,241
lubuskie,żarski,139245,188,51678,27,t0811,61073,18,215,0,26279,143
lubuskie,wschowski,39639,66,14756,32,t0812,17015,6,184,0,7684,28
lubuskie,Gorzów Wielkopolski,230503,397,80479,55,t0861,105195,50,606,0,44223,292
lubuskie,Zielona Góra,221075,286,80999,44,t0862,92223,24,471,0,47382,218
łódzkie,bełchatowski,107763,120,37980,27,t1001,46426,15,400,5,22957,73
łódzkie,kutnowski,127536,238,48427,62,t1002,52784,28,639,12,25686,136
łódzkie,łaski,48291,23,18830,5,t1003,20896,0,116,0,8449,18
łódzkie,łęczycki,71672,64,26752,8,t1004,31950,9,451,0,12519,47
łódzkie,łowicki,119139,153,47117,24,t1005,52114,22,447,0,19461,107
łódzkie,łódzki wschodni,59972,114,19654,24,t1006,24249,5,313,0,15756,85
łódzkie,opoczyński,83442,139,30490,26,t1007,37645,26,439,0,14868,87
łódzkie,pabianicki,161691,385,57926,50,t1008,65455,44,473,0,37837,291
łódzkie,pajęczański,40222,15,14747,1,t1009,17955,3,66,0,7454,11
łódzkie,piotrkowski,70024,66,26331,24,t1010,30873,5,395,0,12425,37
łódzkie,poddębicki,50685,83,19518,18,t1011,21792,4,413,0,8962,61
łódzkie,radomszczański,125236,122,46427,18,t1012,52990,29,553,0,25266,75
