wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4055,63,796,0,t00
dolnośląskie,bolesławiecki,9937,0,3913,0,t0201
dolnośląskie,dzierżoniowski,8862,0,3267,0,t0202
dolnośląskie,głogowski,8324,0,2587,0,t0203
dolnośląskie,górowski,2485,90,892,0,t0204
dolnośląskie,jaworski,4913,0,1767,0,t0205
dolnośląskie,jeleniogórski,6714,0,2339,0,t0206
dolnośląskie,kamiennogórski,3986,0,1533,0,t0207
dolnośląskie,kłodzki,22251,32,8619,0,t0208
dolnośląskie,legnicki,2826,0,988,0,t0209
dolnośląskie,lubański,3992,44,1310,0,t0210
dolnośląskie,lubiński,16646,99,5592,0,t0211
dolnośląskie,lwówecki,4167,0,1483,0,t0212
dolnośląskie,milicki,4646,0,1687,0,t0213
dolnośląskie,oleśnicki,7524,60,2693,0,t0214
dolnośląskie,oławski,8332,30,2672,0,t0215
dolnośląskie,polkowicki,1928,0,678,0,t0216
dolnośląskie,strzeliński,4819,0,1785,0,t0217
dolnośląskie,średzki,2765,0,911,0,t0218
dolnośląskie,świdnicki,13797,0,4891,0,t0219
dolnośląskie,trzebnicki,9238,0,3278,0,t0220
dolnośląskie,wałbrzyski,5220,55,2084,30,t0221
dolnośląskie,wołowski,5212,30,1822,0,t0222
dolnośląskie,wrocławski,9288,0,3154,0,t0223
dolnośląskie,ząbkowicki,7733,30,2889,2,t0224
dolnośląskie,zgorzelecki,9861,0,3874,0,t0225
dolnośląskie,złotoryjski,3685,0,1224,0,t0226
dolnośląskie,Jelenia Góra,11466,0,4185,0,t0261
dolnośląskie,Legnica,10754,0,3683,0,t0262
dolnośląskie,Wrocław,137388,1779,48030,309,t0264
dolnośląskie,Wałbrzych,34595,736,11808,8,t0265
kujawsko-pomorskie,aleksandrowski,22515,294,8054,3,t0401
kujawsko-pomorskie,brodnicki,7305,0,2518,0,t0402
kujawsko-pomorskie,bydgoski,5703,24,2030,6,t0403
kujawsko-pomorskie,chełmiński,4555,0,1683,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,3516,0,1173,0,t0405
kujawsko-pomorskie,grudziądzki,1875,0,703,0,t0406
kujawsko-pomorskie,inowrocławski,14970,108,5285,0,t0407
kujawsko-pomorskie,lipnowski,6035,0,2115,0,t0408
kujawsko-pomorskie,mogileński,3292,0,1120,0,t0409
kujawsko-pomorskie,nakielski,4554,0,1403,0,t0410
kujawsko-pomorskie,radziejowski,4124,0,1491,0,t0411
kujawsko-pomorskie,rypiński,3756,0,1082,0,t0412
kujawsko-pomorskie,sępoleński,6019,0,2219,0,t0413
kujawsko-pomorskie,świecki,8307,60,3201,48,t0414
kujawsko-pomorskie,toruński,6052,80,2083,30,t0415
kujawsko-pomorskie,tucholski,3943,18,1333,17,t0416
kujawsko-pomorskie,wąbrzeski,3630,0,1265,0,t0417
kujawsko-pomorskie,włocławski,5701,29,2221,28,t0418
kujawsko-pomorskie,żniński,5615,0,1993,0,t0419
kujawsko-pomorskie,Bydgoszcz,57556,100,21427,0,t0461
kujawsko-pomorskie,Grudziądz,10667,0,3622,0,t0462
kujawsko-pomorskie,Toruń,24744,172,8900,13,t0463
kujawsko-pomorskie,Włocławek,10330,0,3765,0,t0464
lubelskie,bialski,8575,0,3053,0,t0601
lubelskie,biłgorajski,8259,0,2980,0,t0602
lubelskie,chełmski,4158,0,1458,0,t0603
lubelskie,hrubieszowski,6483,0,2168,0,t0604
lubelskie,janowski,5809,0,2208,0,t0605
lubelskie,krasnostawski,6485,0,2556,0,t0606
lubelskie,kraśnicki,8234,39,3189,21,t0607
lubelskie,lubartowski,8220,60,3006,30,t0608
lubelskie,lubelski,11205,89,4050,58,t0609
lubelskie,łęczyński,6160,0,2248,0,t0610
lubelskie,łukowski,8605,0,2965,0,t0611
lubelskie,opolski,5747,0,2017,0,t0612
lubelskie,parczewski,4618,0,1721,0,t0613
lubelskie,puławski,14870,120,5698,30,t0614
lubelskie,radzyński,5924,0,2165,0,t0615
lubelskie,rycki,7215,0,2419,0,t0616
lubelskie,świdnicki,6137,0,2325,0,t0617
lubelskie,tomaszowski,7906,0,2919,0,t0618
lubelskie,włodawski,5250,0,1862,0,t0619
lubelskie,zamojski,7437,0,2809,0,t0620
lubelskie,Biała Podlaska,9929,30,3708,0,t0661
lubelskie,Chełm,8270,126,2790,49,t0662
lubelskie,Lublin,81997,477,29386,2,t0663
lubelskie,Zamość,11193,128,3784,0,t0664
lubuskie,gorzowski,4613,30,1603,13,t0801
lubuskie,krośnieński,5805,1,1986,0,t0802
lubuskie,międzyrzecki,8097,99,2820,0,t0803
lubuskie,nowosolski,9586,90,3404,0,t0804
lubuskie,słubicki,3996,0,1453,0,t0805
lubuskie,strzelecko-drezdenecki,4998,90,1740,0,t0806
lubuskie,sulęciński,3518,18,1251,18,t0807
lubuskie,świebodziński,6514,85,2498,40,t0808
lubuskie,zielonogórski,7592,1,2800,1,t0809
lubuskie,żagański,5362,0,1990,0,t0810
lubuskie,żarski,11526,61,4019,2,t0811
lubuskie,wschowski,2687,0,887,0,t0812
lubuskie,Gorzów Wielkopolski,15749,109,5684,0,t0861
lubuskie,Zielona Góra,20597,246,7899,21,t0862
łódzkie,bełchatowski,9154,120,3485,74,t1001
łódzkie,kutnowski,9735,0,3752,0,t1002
łódzkie,łaski,3682,20,1222,0,t1003
łódzkie,łęczycki,6697,0,2472,0,t1004
łódzkie,łowicki,13518,0,5231,0,t1005
łódzkie,łódzki wschodni,3656,0,1415,0,t1006
łódzkie,opoczyński,6404,12,2244,0,t1007
łódzkie,pabianicki,11547,0,3954,0,t1008
łódzkie,pajęczański,3288,0,1129,0,t1009
łódzkie,piotrkowski,4503,95,1691,35,t1010
łódzkie,poddębicki,3598,0,1316,0,t1011
łódzkie,radomszczański,11112,211,4243,30,t1012
łódzkie,rawski,3628,0,1376,0,t1013
łódzkie,sieradzki,9936,70,3673,0,t1014
łódzkie,skierniewicki,2379,0,897,0,t1015
łódzkie,tomaszowski,11218,34,3660,4,t1016
łódzkie,wieluński,7918,0,2750,0,t1017
łódzkie,wieruszowski,3989,0,1465,0,t1018
łódzkie,zduńskowolski,5920,1,2026,1,t1019
łódzkie,zgierski,14980,0,5547,0,t1020
łódzkie,brzeziński,5453,0,1904,0,t1021
łódzkie,Łódź,131248,878,50655,292,t1061
łódzkie,Piotrków Trybunalski,10540,0,3585,0,t1062
łódzkie,Skierniewice,8523,41,2923,40,t1063
małopolskie,bocheński,7008,0,2354,0,t1201
małopolskie,brzeski,8822,0,3047,0,t1202
małopolskie,chrzanowski,12720,176,4622,169,t1203
małopolskie,dąbrowski,5415,0,1891,0,t1204
małopolskie,gorlicki,12294,0,4671,0,t1205
małopolskie,krakowski,13897,60,5308,58,t1206
małopolskie,limanowski,10380,0,3788,0,t1207
małopolskie,miechowski,8696,30,3004,30,t1208
małopolskie,myślenicki,9475,0,3055,0,t1209
małopolskie,nowosądecki,13423,120,4632,0,t1210
małopolskie,nowotarski,16027,63,5913,30,t1211
małopolskie,olkuski,8608,56,3107,28,t1212
małopolskie,oświęcimski,11291,0,3848,0,t1213
małopolskie,proszowicki,4214,0,1597,0,t1214
małopolskie,suski,9000,0,3412,0,t1215
małopolskie,tarnowski,9853,66,3781,64,t1216
małopolskie,tatrzański,5963,24,2291,1,t1217
małopolskie,wadowicki,9489,160,3041,0,t1218
małopolskie,wielicki,4932,2,1759,2,t1219
małopolskie,Kraków,167796,965,58663,286,t1261
małopolskie,Nowy Sącz,8620,0,2522,0,t1262
małopolskie,Tarnów,15139,0,5147,0,t1263
mazowieckie,białobrzeski,3227,0,1168,0,t1401
mazowieckie,ciechanowski,12897,0,4580,0,t1402
mazowieckie,garwoliński,8112,16,2702,16,t1403
mazowieckie,gostyniński,4234,30,1536,1,t1404
mazowieckie,grodziski,13000,76,4478,39,t1405
mazowieckie,grójecki,9843,28,3482,0,t1406
mazowieckie,kozienicki,5020,0,1845,0,t1407
mazowieckie,legionowski,5413,0,1980,0,t1408
mazowieckie,lipski,4620,0,1689,0,t1409
mazowieckie,łosicki,2813,11,932,11,t1410
mazowieckie,makowski,5005,0,1796,0,t1411
mazowieckie,miński,11368,70,3468,0,t1412
mazowieckie,mławski,7365,0,2657,0,t1413
mazowieckie,nowodworski,11999,0,4448,0,t1414
mazowieckie,ostrołęcki,6288,0,2299,0,t1415
mazowieckie,ostrowski,6770,29,2286,0,t1416
mazowieckie,otwocki,14790,0,6026,0,t1417
mazowieckie,piaseczyński,19887,374,7214,151,t1418
mazowieckie,płocki,8607,0,3407,0,t1419
mazowieckie,płoński,7815,58,2871,32,t1420
mazowieckie,pruszkowski,13529,60,4749,56,t1421
mazowieckie,przasnyski,5988,0,2211,0,t1422
mazowieckie,przysuski,4068,0,1411,0,t1423
mazowieckie,pułtuski,6937,30,2410,29,t1424
mazowieckie,radomski,8641,120,3247,60,t1425
mazowieckie,siedlecki,4338,0,1578,0,t1426
mazowieckie,sierpecki,5000,0,1738,0,t1427
mazowieckie,sochaczewski,6710,0,2260,0,t1428
mazowieckie,sokołowski,6264,60,2213,0,t1429
mazowieckie,szydłowiecki,2222,0,908,0,t1430
mazowieckie,warszawski zachodni,9259,0,3399,0,t1432
mazowieckie,węgrowski,6457,36,2305,16,t1433
mazowieckie,wołomiński,18372,89,6667,47,t1434
mazowieckie,wyszkowski,8452,0,3137,0,t1435
mazowieckie,zwoleński,3299,59,1114,29,t1436
mazowieckie,żuromiński,4092,0,1467,0,t1437
mazowieckie,żyrardowski,7144,0,2642,0,t1438
mazowieckie,Ostrołęka,12647,193,4322,2,t1461
mazowieckie,Płock,20598,562,7344,29,t1462
mazowieckie,Radom,31962,330,11198,4,t1463
mazowieckie,Siedlce,16507,380,4679,38,t1464
mazowieckie,Warszawa,335372,2975,119473,787,t1465
opolskie,brzeski,8475,0,3059,0,t1601
opolskie,głubczycki,6877,0,2878,0,t1602
