wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,2972,425,605,62,t00
dolnośląskie,bolesławiecki,8929,217,3383,84,t0201
dolnośląskie,dzierżoniowski,7604,262,2911,206,t0202
dolnośląskie,głogowski,7151,485,2358,151,t0203
dolnośląskie,górowski,1888,96,662,60,t0204
dolnośląskie,jaworski,4289,139,1551,112,t0205
dolnośląskie,jeleniogórski,5522,299,1893,115,t0206
dolnośląskie,kamiennogórski,3476,113,1310,82,t0207
dolnośląskie,kłodzki,19523,876,7456,520,t0208
dolnośląskie,legnicki,1983,227,780,195,t0209
dolnośląskie,lubański,3480,134,1235,70,t0210
dolnośląskie,lubiński,14310,491,5158,286,t0211
dolnośląskie,lwówecki,3669,175,1275,65,t0212
dolnośląskie,milicki,3926,190,1386,88,t0213
dolnośląskie,oleśnicki,6388,496,2386,183,t0214
dolnośląskie,oławski,7209,317,2430,156,t0215
dolnośląskie,polkowicki,1569,201,502,68,t0216
dolnośląskie,strzeliński,3623,277,1081,195,t0217
dolnośląskie,średzki,2322,131,762,78,t0218
dolnośląskie,świdnicki,12253,417,4401,203,t0219
dolnośląskie,trzebnicki,7830,364,2861,256,t0220
dolnośląskie,wałbrzyski,4094,134,1619,96,t0221
dolnośląskie,wołowski,4283,229,1512,126,t0222
dolnośląskie,wrocławski,7659,450,2450,296,t0223
dolnośląskie,ząbkowicki,6568,255,2369,194,t0224
dolnośląskie,zgorzelecki,8733,316,3338,169,t0225
dolnośląskie,złotoryjski,3027,106,955,42,t0226
dolnośląskie,Jelenia Góra,9725,564,3639,200,t0261
dolnośląskie,Legnica,9724,333,3467,195,t0262
dolnośląskie,Wrocław,117710,3628,43665,1515,t0264
dolnośląskie,Wałbrzych,26552,1014,9795,510,t0265
kujawsko-pomorskie,aleksandrowski,14357,848,6603,432,t0401
kujawsko-pomorskie,brodnicki,6257,289,2037,166,t0402
kujawsko-pomorskie,bydgoski,4761,317,1621,159,t0403
kujawsko-pomorskie,chełmiński,3861,156,1471,101,t0404
kujawsko-pomorskie,golubsko-dobrzyński,2860,151,958,79,t0405
kujawsko-pomorskie,grudziądzki,1550,96,557,64,t0406
kujawsko-pomorskie,inowrocławski,12295,525,4509,190,t0407
kujawsko-pomorskie,lipnowski,5148,262,1816,148,t0408
kujawsko-pomorskie,mogileński,2868,181,916,49,t0409
kujawsko-pomorskie,nakielski,3875,217,1189,69,t0410
kujawsko-pomorskie,radziejowski,3568,165,1327,114,t0411
kujawsko-pomorskie,rypiński,3241,233,891,73,t0412
kujawsko-pomorskie,sępoleński,5231,288,1867,133,t0413
kujawsko-pomorskie,świecki,6943,268,2658,136,t0414
kujawsko-pomorskie,toruński,4445,221,1708,159,t0415
kujawsko-pomorskie,tucholski,3389,245,1173,182,t0416
kujawsko-pomorskie,wąbrzeski,2981,160,966,122,t0417
kujawsko-pomorskie,włocławski,4823,386,1802,278,t0418
kujawsko-pomorskie,żniński,4739,179,1675,134,t0419
kujawsko-pomorskie,Bydgoszcz,50925,1957,19378,831,t0461
kujawsko-pomorskie,Grudziądz,9229,501,3228,83,t0462
kujawsko-pomorskie,Toruń,20852,522,8127,425,t0463
kujawsko-pomorskie,Włocławek,8895,382,3348,161,t0464
lubelskie,bialski,7107,593,2339,332,t0601
lubelskie,biłgorajski,6907,488,2441,205,t0602
lubelskie,chełmski,3313,307,1229,175,t0603
lubelskie,hrubieszowski,5392,308,1761,154,t0604
lubelskie,janowski,5039,255,1951,114,t0605
lubelskie,krasnostawski,5632,229,2131,139,t0606
lubelskie,kraśnicki,6943,405,2729,219,t0607
lubelskie,lubartowski,6528,442,2364,160,t0608
lubelskie,lubelski,9278,632,3151,349,t0609
lubelskie,łęczyński,5434,265,1960,207,t0610
lubelskie,łukowski,7323,375,2401,152,t0611
lubelskie,opolski,4754,254,1672,153,t0612
lubelskie,parczewski,3920,267,1502,201,t0613
lubelskie,puławski,12777,485,4874,219,t0614
lubelskie,radzyński,5135,290,1835,172,t0615
lubelskie,rycki,5570,415,1823,228,t0616
lubelskie,świdnicki,5351,288,2024,109,t0617
lubelskie,tomaszowski,6691,261,2369,117,t0618
lubelskie,włodawski,4381,279,1474,87,t0619
lubelskie,zamojski,6152,343,2279,167,t0620
lubelskie,Biała Podlaska,8841,143,3510,75,t0661
lubelskie,Chełm,7046,303,2397,120,t0662
lubelskie,Lublin,70123,2962,26009,1337,t0663
lubelskie,Zamość,9506,253,3263,130,t0664
lubuskie,gorzowski,3990,232,1334,96,t0801
lubuskie,krośnieński,4733,252,1668,148,t0802
lubuskie,międzyrzecki,7106,177,2606,84,t0803
lubuskie,nowosolski,7839,249,2823,174,t0804
lubuskie,słubicki,3434,209,1177,125,t0805
lubuskie,strzelecko-drezdenecki,4156,212,1515,153,t0806
lubuskie,sulęciński,2959,128,1124,66,t0807
lubuskie,świebodziński,5575,149,2185,46,t0808
lubuskie,zielonogórski,6365,245,2299,154,t0809
lubuskie,żagański,4605,350,1656,135,t0810
lubuskie,żarski,9989,315,3647,139,t0811
lubuskie,wschowski,2336,72,738,30,t0812
lubuskie,Gorzów Wielkopolski,13477,404,5034,95,t0861
lubuskie,Zielona Góra,16568,690,6651,542,t0862
łódzkie,bełchatowski,7611,331,2807,107,t1001
łódzkie,kutnowski,8166,219,3155,87,t1002
łódzkie,łaski,3024,188,983,109,t1003
łódzkie,łęczycki,5811,268,2036,130,t1004
łódzkie,łowicki,11582,616,4459,381,t1005
łódzkie,łódzki wschodni,3036,117,1172,71,t1006
łódzkie,opoczyński,5344,337,1877,187,t1007
łódzkie,pabianicki,9636,537,3218,224,t1008
łódzkie,pajęczański,2863,188,1011,113,t1009
łódzkie,piotrkowski,3603,349,1296,202,t1010
łódzkie,poddębicki,3112,121,1164,48,t1011
łódzkie,radomszczański,9177,268,3716,134,t1012
łódzkie,rawski,3139,144,1228,74,t1013
łódzkie,sieradzki,8513,309,3275,164,t1014
łódzkie,skierniewicki,1730,283,572,160,t1015
łódzkie,tomaszowski,9187,503,2953,213,t1016
łódzkie,wieluński,6722,307,2233,198,t1017
łódzkie,wieruszowski,3479,226,1259,119,t1018
łódzkie,zduńskowolski,5171,224,1802,138,t1019
łódzkie,zgierski,12932,495,4623,207,t1020
łódzkie,brzeziński,4615,424,1474,320,t1021
łódzkie,Łódź,112493,3724,45012,2017,t1061
łódzkie,Piotrków Trybunalski,8808,357,2974,131,t1062
łódzkie,Skierniewice,7033,543,2600,210,t1063
małopolskie,bocheński,5514,416,1962,214,t1201
małopolskie,brzeski,7324,425,2518,182,t1202
małopolskie,chrzanowski,10539,466,3592,147,t1203
małopolskie,dąbrowski,4677,175,1658,94,t1204
małopolskie,gorlicki,10475,426,4079,239,t1205
małopolskie,krakowski,11501,849,4203,503,t1206
małopolskie,limanowski,8709,601,3216,303,t1207
małopolskie,miechowski,7428,367,2576,175,t1208
małopolskie,myślenicki,7724,534,2511,250,t1209
małopolskie,nowosądecki,10740,732,3823,415,t1210
małopolskie,nowotarski,13347,870,4972,437,t1211
małopolskie,olkuski,7335,480,2642,220,t1212
małopolskie,oświęcimski,9742,632,3250,312,t1213
małopolskie,proszowicki,3578,185,1364,128,t1214
małopolskie,suski,7615,370,2976,254,t1215
małopolskie,tarnowski,8037,725,2888,335,t1216
małopolskie,tatrzański,5049,219,1979,135,t1217
małopolskie,wadowicki,7439,444,2609,122,t1218
małopolskie,wielicki,3974,309,1339,164,t1219
małopolskie,Kraków,143111,4036,51097,1702,t1261
małopolskie,Nowy Sącz,7202,428,2170,89,t1262
małopolskie,Tarnów,13111,404,4802,99,t1263
mazowieckie,białobrzeski,2595,240,932,120,t1401
mazowieckie,ciechanowski,10974,548,3997,292,t1402
mazowieckie,garwoliński,6694,445,2242,239,t1403
mazowieckie,gostyniński,3575,229,1308,78,t1404
mazowieckie,grodziski,11283,339,3986,210,t1405
mazowieckie,grójecki,8327,286,3022,173,t1406
mazowieckie,kozienicki,4404,246,1693,143,t1407
