wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,104,16,0,0,t00
dolnośląskie,bolesławiecki,63076,0,27573,0,t0201
dolnośląskie,dzierżoniowski,58298,0,25576,0,t0202
dolnośląskie,głogowski,53638,0,22782,0,t0203
dolnośląskie,górowski,23580,0,10293,0,t0204
dolnośląskie,jaworski,34665,0,15163,0,t0205
dolnośląskie,jeleniogórski,45112,0,20401,0,t0206
dolnośląskie,kamiennogórski,26711,0,12071,0,t0207
dolnośląskie,kłodzki,109458,0,49154,0,t0208
dolnośląskie,legnicki,38132,86,16235,42,t0209
dolnośląskie,lubański,24067,0,9293,0,t0210
dolnośląskie,lubiński,112703,0,53203,0,t0211
dolnośląskie,lwówecki,34171,0,14612,0,t0212
dolnośląskie,milicki,28969,0,12965,0,t0213
dolnośląskie,oleśnicki,76369,788,31824,426,t0214
dolnośląskie,oławski,40995,0,18840,0,t0215
dolnośląskie,polkowicki,36740,0,15303,0,t0216
dolnośląskie,strzeliński,32256,0,14232,0,t0217
dolnośląskie,średzki,19137,0,8791,0,t0218
dolnośląskie,świdnicki,85658,0,37158,0,t0219
dolnośląskie,trzebnicki,50786,356,22396,337,t0220
dolnośląskie,wałbrzyski,28709,0,13251,0,t0221
dolnośląskie,wołowski,37097,2,16072,2,t0222
dolnośląskie,wrocławski,90752,0,40970,0,t0223
dolnośląskie,ząbkowicki,48203,0,21929,0,t0224
dolnośląskie,zgorzelecki,48864,3,21355,0,t0225
dolnośląskie,złotoryjski,29795,0,12713,0,t0226
dolnośląskie,Jelenia Góra,78318,1,35988,1,t0261
dolnośląskie,Legnica,78313,0,35535,0,t0262
dolnośląskie,Wrocław,940756,944,425494,662,t0264
dolnośląskie,Wałbrzych,193614,730,88901,514,t0265
kujawsko-pomorskie,aleksandrowski,122621,54,57377,0,t0401
kujawsko-pomorskie,brodnicki,58274,150,24734,147,t0402
kujawsko-pomorskie,bydgoski,66604,0,29115,0,t0403
kujawsko-pomorskie,chełmiński,35348,305,15815,305,t0404
kujawsko-pomorskie,golubsko-dobrzyński,29754,0,12610,0,t0405
kujawsko-pomorskie,grudziądzki,21734,0,9266,0,t0406
kujawsko-pomorskie,inowrocławski,93209,37,42020,35,t0407
kujawsko-pomorskie,lipnowski,44471,0,19215,0,t0408
kujawsko-pomorskie,mogileński,23994,0,10196,0,t0409
kujawsko-pomorskie,nakielski,70221,150,30500,115,t0410
kujawsko-pomorskie,radziejowski,39437,0,17211,0,t0411
kujawsko-pomorskie,rypiński,29037,0,12430,0,t0412
kujawsko-pomorskie,sępoleński,43940,0,19883,0,t0413
kujawsko-pomorskie,świecki,64722,0,28288,0,t0414
kujawsko-pomorskie,toruński,60909,0,24123,0,t0415
kujawsko-pomorskie,tucholski,33446,6,14553,6,t0416
kujawsko-pomorskie,wąbrzeski,22856,575,9627,460,t0417
kujawsko-pomorskie,włocławski,54777,0,24218,0,t0418
kujawsko-pomorskie,żniński,44527,251,18946,245,t0419
kujawsko-pomorskie,Bydgoszcz,377929,811,169865,500,t0461
kujawsko-pomorskie,Grudziądz,105414,0,45594,0,t0462
kujawsko-pomorskie,Toruń,159957,524,68890,397,t0463
kujawsko-pomorskie,Włocławek,78784,230,33316,176,t0464
lubelskie,bialski,53577,228,23714,224,t0601
lubelskie,biłgorajski,46050,0,20772,0,t0602
lubelskie,chełmski,31946,0,14250,0,t0603
lubelskie,hrubieszowski,37847,0,16494,0,t0604
lubelskie,janowski,25841,0,11625,0,t0605
lubelskie,krasnostawski,36687,53,16600,43,t0606
lubelskie,kraśnicki,59469,0,27302,0,t0607
lubelskie,lubartowski,47866,362,21402,319,t0608
lubelskie,lubelski,73960,0,32813,0,t0609
lubelskie,łęczyński,35948,0,16532,0,t0610
lubelskie,łukowski,47233,93,21189,83,t0611
lubelskie,opolski,38343,277,16897,208,t0612
lubelskie,parczewski,24923,0,11318,0,t0613
lubelskie,puławski,84922,73,38541,13,t0614
lubelskie,radzyński,26155,0,11569,0,t0615
lubelskie,rycki,46864,0,21190,0,t0616
lubelskie,świdnicki,39242,18,18055,16,t0617
lubelskie,tomaszowski,47984,221,21601,120,t0618
lubelskie,włodawski,31753,0,14344,0,t0619
lubelskie,zamojski,42156,0,19308,0,t0620
lubelskie,Biała Podlaska,60721,0,27843,0,t0661
lubelskie,Chełm,54177,134,23935,108,t0662
lubelskie,Lublin,393845,625,180354,467,t0663
lubelskie,Zamość,78825,0,36471,0,t0664
lubuskie,gorzowski,25949,0,11683,0,t0801
lubuskie,krośnieński,44445,0,20483,0,t0802
lubuskie,międzyrzecki,59966,55,27388,54,t0803
