wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,10,0,3,0,t00
dolnośląskie,bolesławiecki,80806,1,34649,1,t0201
dolnośląskie,dzierżoniowski,77168,0,34058,0,t0202
dolnośląskie,głogowski,73525,0,31337,0,t0203
dolnośląskie,górowski,28849,0,12597,0,t0204
dolnośląskie,jaworski,43234,0,18447,0,t0205
dolnośląskie,jeleniogórski,56309,0,24632,0,t0206
dolnośląskie,kamiennogórski,35806,0,15791,0,t0207
dolnośląskie,kłodzki,144063,0,63032,0,t0208
dolnośląskie,legnicki,47624,0,20329,0,t0209
dolnośląskie,lubański,33822,0,13383,0,t0210
dolnośląskie,lubiński,136966,0,61858,0,t0211
dolnośląskie,lwówecki,46194,0,20385,0,t0212
dolnośląskie,milicki,37838,0,17033,0,t0213
dolnośląskie,oleśnicki,112677,122,48403,1,t0214
dolnośląskie,oławski,48946,0,21910,0,t0215
dolnośląskie,polkowicki,45119,0,19101,0,t0216
dolnośląskie,strzeliński,40874,0,18212,0,t0217
dolnośląskie,średzki,25049,0,11065,0,t0218
dolnośląskie,świdnicki,116035,0,49740,0,t0219
dolnośląskie,trzebnicki,65878,0,30144,0,t0220
dolnośląskie,wałbrzyski,35456,0,15883,0,t0221
dolnośląskie,wołowski,46923,0,19772,0,t0222
dolnośląskie,wrocławski,113025,0,51204,0,t0223
dolnośląskie,ząbkowicki,62271,0,27153,0,t0224
dolnośląskie,zgorzelecki,66748,7,28504,0,t0225
dolnośląskie,złotoryjski,38575,0,16431,0,t0226
dolnośląskie,Jelenia Góra,100818,0,45301,0,t0261
dolnośląskie,Legnica,100920,0,44452,0,t0262
dolnośląskie,Wrocław,1158444,467,511810,55,t0264
dolnośląskie,Wałbrzych,228669,41,101421,0,t0265
kujawsko-pomorskie,aleksandrowski,140065,0,64425,0,t0401
kujawsko-pomorskie,brodnicki,80038,0,35894,0,t0402
kujawsko-pomorskie,bydgoski,84311,0,38253,0,t0403
kujawsko-pomorskie,chełmiński,46385,0,20625,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,38852,0,17537,0,t0405
kujawsko-pomorskie,grudziądzki,28695,0,12673,0,t0406
