wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,10388,2,1290,0,t00
dolnośląskie,bolesławiecki,16038,0,4735,0,t0201
dolnośląskie,dzierżoniowski,14515,0,3965,0,t0202
dolnośląskie,głogowski,13447,0,3252,0,t0203
dolnośląskie,górowski,4993,0,1339,0,t0204
dolnośląskie,jaworski,8562,0,2397,0,t0205
dolnośląskie,jeleniogórski,12566,0,3468,0,t0206
dolnośląskie,kamiennogórski,5996,0,1801,0,t0207
dolnośląskie,kłodzki,35432,0,10742,0,t0208
dolnośląskie,legnicki,6530,0,1566,0,t0209
dolnośląskie,lubański,6339,0,1765,0,t0210
dolnośląskie,lubiński,28707,176,8119,1,t0211
dolnośląskie,lwówecki,8106,0,2080,0,t0212
dolnośląskie,milicki,7728,0,2267,0,t0213
dolnośląskie,oleśnicki,12886,111,3270,0,t0214
dolnośląskie,oławski,14503,0,4009,0,t0215
dolnośląskie,polkowicki,3929,0,1050,0,t0216
dolnośląskie,strzeliński,8097,0,2401,0,t0217
dolnośląskie,średzki,5693,0,1590,0,t0218
dolnośląskie,świdnicki,21749,61,6408,0,t0219
dolnośląskie,trzebnicki,15870,0,4572,0,t0220
dolnośląskie,wałbrzyski,9234,164,2717,0,t0221
dolnośląskie,wołowski,8765,0,2506,0,t0222
dolnośląskie,wrocławski,18778,0,4913,0,t0223
dolnośląskie,ząbkowicki,13292,0,3872,0,t0224
dolnośląskie,zgorzelecki,14285,0,4733,0,t0225
dolnośląskie,złotoryjski,6983,0,1644,0,t0226
dolnośląskie,Jelenia Góra,20008,0,5310,0,t0261
dolnośląskie,Legnica,16475,0,4787,0,t0262
dolnośląskie,Wrocław,223185,4308,62270,5,t0264
dolnośląskie,Wałbrzych,67252,1174,16495,3,t0265
kujawsko-pomorskie,aleksandrowski,38390,356,10492,4,t0401
kujawsko-pomorskie,brodnicki,13112,0,3447,0,t0402
kujawsko-pomorskie,bydgoski,11950,0,3027,0,t0403
kujawsko-pomorskie,chełmiński,7938,0,1943,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,6059,0,1563,0,t0405
