wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,65,0,12,0,t00
dolnośląskie,bolesławiecki,34955,51,9687,0,t0201
dolnośląskie,dzierżoniowski,33114,119,9876,116,t0202
dolnośląskie,głogowski,30189,0,8898,0,t0203
dolnośląskie,górowski,12346,198,3215,94,t0204
dolnośląskie,jaworski,20666,0,5638,0,t0205
dolnośląskie,jeleniogórski,28319,0,9262,0,t0206
dolnośląskie,kamiennogórski,14282,0,4081,0,t0207
dolnośląskie,kłodzki,66301,0,21309,0,t0208
dolnośląskie,legnicki,17817,0,3960,0,t0209
dolnośląskie,lubański,12914,0,3980,0,t0210
dolnośląskie,lubiński,71304,39,20828,0,t0211
dolnośląskie,lwówecki,18940,0,5872,0,t0212
dolnośląskie,milicki,17232,0,5430,0,t0213
dolnośląskie,oleśnicki,34705,347,8852,264,t0214
dolnośląskie,oławski,27601,0,9685,0,t0215
dolnośląskie,polkowicki,17012,0,2731,0,t0216
dolnośląskie,strzeliński,18244,0,5508,0,t0217
dolnośląskie,średzki,12161,0,3969,0,t0218
dolnośląskie,świdnicki,45029,1,14369,1,t0219
dolnośląskie,trzebnicki,31393,97,10840,0,t0220
dolnośląskie,wałbrzyski,18702,0,6319,0,t0221
dolnośląskie,wołowski,20456,0,6050,0,t0222
dolnośląskie,wrocławski,49325,0,14012,0,t0223
dolnośląskie,ząbkowicki,29488,0,9674,0,t0224
dolnośląskie,zgorzelecki,28686,0,8951,0,t0225
dolnośląskie,złotoryjski,17596,0,4874,0,t0226
dolnośląskie,Jelenia Góra,45284,200,13692,199,t0261
dolnośląskie,Legnica,42579,0,10008,0,t0262
dolnośląskie,Wrocław,527036,1403,140930,459,t0264
dolnośląskie,Wałbrzych,128903,1170,41073,1049,t0265
kujawsko-pomorskie,aleksandrowski,81749,714,28023,650,t0401
kujawsko-pomorskie,brodnicki,32124,73,9200,59,t0402
kujawsko-pomorskie,bydgoski,34759,0,8408,0,t0403
kujawsko-pomorskie,chełmiński,18303,0,5015,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,14306,0,4111,0,t0405
kujawsko-pomorskie,grudziądzki,10079,0,2316,0,t0406
kujawsko-pomorskie,inowrocławski,54438,33,14819,9,t0407
kujawsko-pomorskie,lipnowski,24695,1,6485,0,t0408
kujawsko-pomorskie,mogileński,11911,0,3111,0,t0409
kujawsko-pomorskie,nakielski,31074,730,6800,34,t0410
kujawsko-pomorskie,radziejowski,19947,0,5223,0,t0411
kujawsko-pomorskie,rypiński,15850,0,4685,0,t0412
kujawsko-pomorskie,sępoleński,22386,0,5791,0,t0413
kujawsko-pomorskie,świecki,34019,41,9037,0,t0414
kujawsko-pomorskie,toruński,30442,0,6019,0,t0415
kujawsko-pomorskie,tucholski,16196,60,4363,30,t0416
kujawsko-pomorskie,wąbrzeski,12083,100,3428,0,t0417
kujawsko-pomorskie,włocławski,27521,0,6953,0,t0418
kujawsko-pomorskie,żniński,22743,0,6104,0,t0419
kujawsko-pomorskie,Bydgoszcz,212912,932,59398,375,t0461
kujawsko-pomorskie,Grudziądz,60226,0,16137,0,t0462
kujawsko-pomorskie,Toruń,83180,121,23141,20,t0463
kujawsko-pomorskie,Włocławek,40120,395,10179,185,t0464
lubelskie,bialski,32527,62,10014,61,t0601
lubelskie,biłgorajski,28616,0,9737,0,t0602
lubelskie,chełmski,18256,13,5478,0,t0603
lubelskie,hrubieszowski,21674,0,6820,0,t0604
lubelskie,janowski,16008,0,5629,0,t0605
lubelskie,krasnostawski,20933,37,6087,31,t0606
lubelskie,kraśnicki,35172,0,8986,0,t0607
lubelskie,lubartowski,29331,370,9295,253,t0608
lubelskie,lubelski,45366,0,13789,0,t0609
lubelskie,łęczyński,21993,11,6931,7,t0610
lubelskie,łukowski,28416,72,8988,23,t0611
lubelskie,opolski,22135,122,6663,112,t0612
lubelskie,parczewski,16237,0,5240,0,t0613
lubelskie,puławski,54093,44,18315,0,t0614
lubelskie,radzyński,16388,0,5753,0,t0615
lubelskie,rycki,27957,0,8161,0,t0616
lubelskie,świdnicki,22657,123,6585,0,t0617
lubelskie,tomaszowski,29200,6,8582,6,t0618
lubelskie,włodawski,19890,0,6082,0,t0619
lubelskie,zamojski,25805,40,8613,12,t0620
lubelskie,Biała Podlaska,37284,0,10069,0,t0661
lubelskie,Chełm,32515,173,9510,97,t0662
lubelskie,Lublin,257150,361,83699,181,t0663
lubelskie,Zamość,48656,0,14529,0,t0664
lubuskie,gorzowski,16701,32,5369,1,t0801
lubuskie,krośnieński,26377,0,7185,0,t0802
lubuskie,międzyrzecki,35718,42,9994,1,t0803
lubuskie,nowosolski,44844,520,12219,166,t0804
lubuskie,słubicki,17283,0,4310,0,t0805
lubuskie,strzelecko-drezdenecki,24061,172,6825,92,t0806
lubuskie,sulęciński,12598,140,3559,0,t0807
lubuskie,świebodziński,28395,465,8353,6,t0808
lubuskie,zielonogórski,49149,0,16926,0,t0809
lubuskie,żagański,31406,0,6980,0,t0810
lubuskie,żarski,53001,173,13385,99,t0811
lubuskie,wschowski,10909,0,2799,0,t0812
lubuskie,Gorzów Wielkopolski,68385,172,19614,0,t0861
lubuskie,Zielona Góra,79768,7,25961,7,t0862
łódzkie,bełchatowski,32666,330,9482,0,t1001
łódzkie,kutnowski,41635,0,11359,0,t1002
łódzkie,łaski,14915,0,4089,0,t1003
łódzkie,łęczycki,23268,0,6971,0,t1004
łódzkie,łowicki,49249,180,14327,0,t1005
łódzkie,łódzki wschodni,17020,0,4700,0,t1006
łódzkie,opoczyński,27194,339,7575,26,t1007
łódzkie,pabianicki,49850,0,13679,0,t1008
łódzkie,pajęczański,14920,5,4114,1,t1009
łódzkie,piotrkowski,21454,137,6269,45,t1010
łódzkie,poddębicki,17216,0,4545,0,t1011
łódzkie,radomszczański,41763,111,11844,61,t1012
łódzkie,rawski,13738,0,4374,0,t1013
łódzkie,sieradzki,46084,99,12566,90,t1014
łódzkie,skierniewicki,11919,183,3823,0,t1015
łódzkie,tomaszowski,51190,31,13850,0,t1016
łódzkie,wieluński,43408,94,9980,89,t1017
łódzkie,wieruszowski,16181,357,4572,0,t1018
łódzkie,zduńskowolski,21792,81,6991,0,t1019
łódzkie,zgierski,62107,0,16740,0,t1020
łódzkie,brzeziński,17929,65,5712,0,t1021
łódzkie,Łódź,483387,1941,141706,1417,t1061
łódzkie,Piotrków Trybunalski,36194,0,10099,0,t1062
łódzkie,Skierniewice,37071,0,10917,0,t1063
małopolskie,bocheński,31359,0,8062,0,t1201
