wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,4,0,0,0,t00,0,0,0,0,4,0
dolnośląskie,bolesławiecki,112606,37,38582,0,t0201,47206,1,123,0,26695,36
dolnośląskie,dzierżoniowski,111808,12,37569,0,t0202,42439,1,134,0,31666,11
dolnośląskie,głogowski,111753,7,35226,0,t0203,42211,0,175,0,34141,7
dolnośląskie,górowski,39681,6,13956,0,t0204,16469,0,70,0,9186,6
dolnośląskie,jaworski,62351,8,20795,0,t0205,25223,0,47,0,16286,8
dolnośląskie,jeleniogórski,75135,6,26350,0,t0206,31532,0,372,0,16881,6
dolnośląskie,kamiennogórski,51287,53,17236,0,t0207,19550,0,108,0,14393,53
dolnośląskie,kłodzki,197571,99,68195,0,t0208,78044,2,687,0,50645,97
dolnośląskie,legnicki,66275,47,22035,1,t0209,27401,0,186,0,16653,46
dolnośląskie,lubański,51346,38,14844,5,t0210,20530,2,107,0,15865,31
dolnośląskie,lubiński,184090,31,67053,5,t0211,73828,3,747,0,42462,23
dolnośląskie,lwówecki,66211,74,22909,1,t0212,26535,0,272,0,16495,73
dolnośląskie,milicki,51857,3,18779,0,t0213,20844,0,109,0,12125,3
dolnośląskie,oleśnicki,176297,35,56477,0,t0214,67527,0,455,0,51838,35
dolnośląskie,oławski,59130,6,22883,0,t0215,25901,0,97,0,10249,6
dolnośląskie,polkowicki,64190,0,21276,0,t0216,27039,0,52,0,15823,0
dolnośląskie,strzeliński,57298,44,20130,2,t0217,22681,3,485,0,14002,39
dolnośląskie,średzki,40343,9,12706,1,t0218,14530,0,477,0,12630,8
dolnośląskie,świdnicki,174230,77,55724,5,t0219,65201,2,1125,0,52180,70
dolnośląskie,trzebnicki,94760,6,33461,0,t0220,35514,0,425,0,25360,6
dolnośląskie,wałbrzyski,48000,24,17090,1,t0221,18501,0,263,0,12146,23
dolnośląskie,wołowski,65674,11,22204,0,t0222,27983,1,263,0,15224,10
dolnośląskie,wrocławski,169505,118,58150,11,t0223,64017,3,1110,0,46228,104
dolnośląskie,ząbkowicki,84596,6,29459,0,t0224,34522,0,282,0,20333,6
dolnośląskie,zgorzelecki,100085,38,31877,0,t0225,39192,2,232,0,28784,36
dolnośląskie,złotoryjski,55944,26,18414,0,t0226,22309,0,137,0,15084,26
dolnośląskie,Jelenia Góra,142666,56,49447,1,t0261,53962,2,417,0,38840,53
dolnośląskie,Legnica,144038,44,48838,2,t0262,56156,1,358,0,38686,41
dolnośląskie,Wrocław,1587279,519,554837,37,t0264,635194,44,4196,0,393052,438
dolnośląskie,Wałbrzych,286318,46,106817,6,t0265,122861,2,645,0,55995,38
kujawsko-pomorskie,aleksandrowski,163366,61,67128,3,t0401,73221,2,455,0,22562,56
kujawsko-pomorskie,brodnicki,109973,86,39805,3,t0402,44747,6,1388,0,24033,77
kujawsko-pomorskie,bydgoski,120236,73,42489,0,t0403,46654,1,338,0,30755,72
kujawsko-pomorskie,chełmiński,66016,24,23045,0,t0404,25562,2,55,0,17354,22
kujawsko-pomorskie,golubsko-dobrzyński,50841,1,18749,0,t0405,21294,0,340,0,10458,1
kujawsko-pomorskie,grudziądzki,38637,6,13907,0,t0406,16572,0,31,0,8127,6
kujawsko-pomorskie,inowrocławski,162757,55,57003,3,t0407,62603,0,466,0,42685,52
kujawsko-pomorskie,lipnowski,80017,24,28851,0,t0408,33299,1,345,0,17522,23
kujawsko-pomorskie,mogileński,57224,6,19131,0,t0409,21895,1,168,0,16030,5
kujawsko-pomorskie,nakielski,132523,16,44431,1,t0410,56144,0,453,0,31495,15
kujawsko-pomorskie,radziejowski,61805,55,23236,0,t0411,25856,0,562,0,12151,55
kujawsko-pomorskie,rypiński,55472,13,19659,0,t0412,22163,0,79,0,13571,13
kujawsko-pomorskie,sępoleński,68863,10,24946,0,t0413,29831,1,138,0,13948,9
kujawsko-pomorskie,świecki,125516,70,42635,3,t0414,50132,0,402,0,32347,67
kujawsko-pomorskie,toruński,100804,20,35690,2,t0415,44377,0,420,0,20317,18
kujawsko-pomorskie,tucholski,60275,0,21145,0,t0416,24258,0,166,0,14706,0
kujawsko-pomorskie,wąbrzeski,43105,12,15024,0,t0417,17793,0,248,0,10040,12
kujawsko-pomorskie,włocławski,94795,49,35605,0,t0418,38746,1,277,0,20167,48
kujawsko-pomorskie,żniński,75671,10,28519,0,t0419,31019,0,404,0,15729,10
kujawsko-pomorskie,Bydgoszcz,698469,383,231055,17,t0461,268424,7,1484,0,197506,359
kujawsko-pomorskie,Grudziądz,185875,76,65449,6,t0462,76800,6,565,0,43061,64
kujawsko-pomorskie,Toruń,345519,146,107516,1,t0463,126911,1,988,0,110104,144
kujawsko-pomorskie,Włocławek,163716,33,50692,0,t0464,64318,6,1106,0,47600,27
lubelskie,bialski,92694,19,32976,0,t0601,38912,0,602,0,20204,19
lubelskie,biłgorajski,83969,43,30101,0,t0602,33881,0,72,0,19915,43
lubelskie,chełmski,54809,0,20058,0,t0603,22031,0,326,0,12394,0
lubelskie,hrubieszowski,69675,37,24284,0,t0604,28560,1,1524,0,15307,36
lubelskie,janowski,44542,8,16890,0,t0605,19151,0,526,0,7975,8
lubelskie,krasnostawski,64110,11,22138,0,t0606,25742,1,538,0,15692,10
lubelskie,kraśnicki,101326,12,37252,0,t0607,41565,0,363,0,22146,12
lubelskie,lubartowski,84263,37,31174,1,t0608,34933,0,1204,0,16952,36
lubelskie,lubelski,129297,22,46265,0,t0609,54331,1,611,0,28090,21
lubelskie,łęczyński,58386,22,22130,1,t0610,23986,0,512,0,11758,21
lubelskie,łukowski,87498,28,32008,0,t0611,36817,3,237,2,18436,23
lubelskie,opolski,70172,15,25141,2,t0612,29152,0,238,0,15641,13
lubelskie,parczewski,41746,2,15075,0,t0613,17734,0,501,0,8436,2
lubelskie,puławski,149201,24,53766,0,t0614,59009,0,399,0,36027,24
lubelskie,radzyński,47377,9,17228,0,t0615,19566,0,179,0,10404,9
lubelskie,rycki,79604,26,29418,1,t0616,31810,0,346,0,18030,25
lubelskie,świdnicki,77175,14,26530,0,t0617,28962,0,156,0,21527,14
lubelskie,tomaszowski,84059,0,30051,0,t0618,35282,0,251,0,18475,0
lubelskie,włodawski,51170,4,18416,0,t0619,21113,0,168,0,11473,4
lubelskie,zamojski,73319,6,27545,0,t0620,28868,0,367,0,16539,6
lubelskie,Biała Podlaska,108012,40,39581,2,t0661,45475,4,156,0,22800,34
lubelskie,Chełm,101626,11,34672,2,t0662,41944,0,189,0,24821,9
lubelskie,Lublin,677912,130,236114,7,t0663,282453,5,2660,0,156685,118
lubelskie,Zamość,135329,25,49299,1,t0664,55944,0,242,0,29844,24
lubuskie,gorzowski,47264,8,16300,0,t0801,18368,1,363,0,12233,7
lubuskie,krośnieński,77589,20,27499,0,t0802,32019,0,59,0,18012,20
lubuskie,międzyrzecki,98495,6,35422,0,t0803,40865,0,678,0,21530,6
lubuskie,nowosolski,143389,6,47521,0,t0804,60037,0,390,0,35441,6
lubuskie,słubicki,63561,46,22242,0,t0805,25975,1,109,0,15235,45
