wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,891,27,241,1,t00
dolnośląskie,bolesławiecki,6975,0,2450,0,t0201
dolnośląskie,dzierżoniowski,5311,0,1829,0,t0202
dolnośląskie,głogowski,4389,0,1450,0,t0203
dolnośląskie,górowski,1094,0,207,0,t0204
dolnośląskie,jaworski,2864,0,958,0,t0205
dolnośląskie,jeleniogórski,3564,0,860,0,t0206
dolnośląskie,kamiennogórski,2632,0,965,0,t0207
dolnośląskie,kłodzki,14458,102,5205,101,t0208
dolnośląskie,legnicki,1192,98,257,0,t0209
dolnośląskie,lubański,2413,33,829,0,t0210
dolnośląskie,lubiński,10167,248,3402,0,t0211
dolnośląskie,lwówecki,2595,0,859,0,t0212
dolnośląskie,milicki,2842,1,1012,1,t0213
dolnośląskie,oleśnicki,4603,98,1618,0,t0214
dolnośląskie,oławski,4799,0,1523,0,t0215
dolnośląskie,polkowicki,882,0,177,0,t0216
dolnośląskie,strzeliński,2431,0,472,0,t0217
dolnośląskie,średzki,1461,0,427,0,t0218
dolnośląskie,świdnicki,8458,104,2727,84,t0219
dolnośląskie,trzebnicki,5572,0,2032,0,t0220
dolnośląskie,wałbrzyski,3040,0,997,0,t0221
dolnośląskie,wołowski,3078,169,995,0,t0222
dolnośląskie,wrocławski,4548,55,990,0,t0223
dolnośląskie,ząbkowicki,4666,30,1691,30,t0224
dolnośląskie,zgorzelecki,6664,0,2389,0,t0225
dolnośląskie,złotoryjski,1887,0,565,0,t0226
dolnośląskie,Jelenia Góra,6899,0,2661,0,t0261
dolnośląskie,Legnica,7204,0,2870,0,t0262
dolnośląskie,Wrocław,87502,1468,33233,448,t0264
dolnośląskie,Wałbrzych,17727,266,5053,233,t0265
kujawsko-pomorskie,aleksandrowski,8177,213,2655,51,t0401
kujawsko-pomorskie,brodnicki,3991,0,1153,0,t0402
kujawsko-pomorskie,bydgoski,2884,0,696,0,t0403
kujawsko-pomorskie,chełmiński,2672,7,832,7,t0404
kujawsko-pomorskie,golubsko-dobrzyński,1830,10,557,0,t0405
kujawsko-pomorskie,grudziądzki,1003,0,253,0,t0406
kujawsko-pomorskie,inowrocławski,8566,0,2995,0,t0407
kujawsko-pomorskie,lipnowski,3700,0,1185,0,t0408
kujawsko-pomorskie,mogileński,1951,18,597,0,t0409
kujawsko-pomorskie,nakielski,2448,0,815,0,t0410
kujawsko-pomorskie,radziejowski,2605,30,885,30,t0411
kujawsko-pomorskie,rypiński,2116,299,533,0,t0412
kujawsko-pomorskie,sępoleński,3698,79,1172,0,t0413
kujawsko-pomorskie,świecki,4950,60,1717,30,t0414
kujawsko-pomorskie,toruński,3060,0,907,0,t0415
kujawsko-pomorskie,tucholski,2095,0,645,0,t0416
kujawsko-pomorskie,wąbrzeski,1900,0,433,0,t0417
kujawsko-pomorskie,włocławski,3185,21,927,9,t0418
kujawsko-pomorskie,żniński,3377,0,1152,0,t0419
kujawsko-pomorskie,Bydgoszcz,39962,811,15653,30,t0461
kujawsko-pomorskie,Grudziądz,6793,0,2694,0,t0462
kujawsko-pomorskie,Toruń,16223,169,6141,19,t0463
kujawsko-pomorskie,Włocławek,6655,0,2723,0,t0464
lubelskie,bialski,4717,100,1231,0,t0601
lubelskie,biłgorajski,4600,0,1468,0,t0602
lubelskie,chełmski,2012,0,470,0,t0603
lubelskie,hrubieszowski,3449,0,966,0,t0604
lubelskie,janowski,3720,98,1305,0,t0605
lubelskie,krasnostawski,4143,0,1409,0,t0606
lubelskie,kraśnicki,4866,0,1581,0,t0607
lubelskie,lubartowski,4486,129,1578,0,t0608
lubelskie,lubelski,6326,58,1767,0,t0609
lubelskie,łęczyński,3923,0,1096,0,t0610
lubelskie,łukowski,4976,119,1585,43,t0611
lubelskie,opolski,2926,30,917,0,t0612
lubelskie,parczewski,2720,0,853,0,t0613
lubelskie,puławski,9787,152,3445,1,t0614
lubelskie,radzyński,3497,0,1025,0,t0615
lubelskie,rycki,3488,50,926,0,t0616
lubelskie,świdnicki,3745,4,1324,3,t0617
lubelskie,tomaszowski,4724,129,1521,29,t0618
lubelskie,włodawski,3074,0,1004,0,t0619
lubelskie,zamojski,4040,0,1066,0,t0620
lubelskie,Biała Podlaska,7148,92,2964,1,t0661
lubelskie,Chełm,5158,92,1852,4,t0662
lubelskie,Lublin,51828,567,18741,338,t0663
lubelskie,Zamość,7035,133,2463,0,t0664
lubuskie,gorzowski,2719,67,703,54,t0801
lubuskie,krośnieński,3358,200,986,0,t0802
lubuskie,międzyrzecki,5482,118,1957,14,t0803
lubuskie,nowosolski,5680,247,1901,30,t0804
lubuskie,słubicki,2286,0,645,0,t0805
lubuskie,strzelecko-drezdenecki,2942,77,865,0,t0806
lubuskie,sulęciński,2213,18,750,0,t0807
lubuskie,świebodziński,4372,30,1540,0,t0808
lubuskie,zielonogórski,4365,0,1364,0,t0809
lubuskie,żagański,2979,0,886,0,t0810
lubuskie,żarski,7190,140,2524,0,t0811
lubuskie,wschowski,1649,0,522,0,t0812
lubuskie,Gorzów Wielkopolski,9953,0,3770,0,t0861
lubuskie,Zielona Góra,12651,241,4137,220,t0862
łódzkie,bełchatowski,5679,54,1979,52,t1001
łódzkie,kutnowski,5819,0,2200,0,t1002
łódzkie,łaski,1924,40,597,0,t1003
łódzkie,łęczycki,4027,0,1392,0,t1004
łódzkie,łowicki,8503,75,2768,51,t1005
łódzkie,łódzki wschodni,2119,0,472,0,t1006
łódzkie,opoczyński,3513,0,1107,0,t1007
łódzkie,pabianicki,6741,0,2255,0,t1008
łódzkie,pajęczański,1907,100,561,0,t1009
łódzkie,piotrkowski,2284,89,557,0,t1010
łódzkie,poddębicki,2132,0,759,0,t1011
łódzkie,radomszczański,7042,140,2686,0,t1012
łódzkie,rawski,2063,0,713,0,t1013
łódzkie,sieradzki,6113,90,2214,60,t1014
łódzkie,skierniewicki,918,0,145,0,t1015
łódzkie,tomaszowski,6154,26,1850,0,t1016
łódzkie,wieluński,4398,18,1368,0,t1017
łódzkie,wieruszowski,2488,120,803,0,t1018
łódzkie,zduńskowolski,3316,0,1095,0,t1019
łódzkie,zgierski,9748,1,3588,1,t1020
łódzkie,brzeziński,3133,0,904,0,t1021
łódzkie,Łódź,86110,1236,32878,274,t1061
łódzkie,Piotrków Trybunalski,6184,80,2136,0,t1062
łódzkie,Skierniewice,4984,39,1728,9,t1063
małopolskie,bocheński,3648,42,1204,41,t1201
małopolskie,brzeski,4826,90,1475,0,t1202
małopolskie,chrzanowski,7115,0,2100,0,t1203
małopolskie,dąbrowski,3438,0,1149,0,t1204
małopolskie,gorlicki,7149,93,2367,0,t1205
małopolskie,krakowski,7588,30,1980,29,t1206
małopolskie,limanowski,5860,0,1936,0,t1207
małopolskie,miechowski,4951,24,1442,0,t1208
małopolskie,myślenicki,4870,0,1370,0,t1209
małopolskie,nowosądecki,6854,120,1882,0,t1210
małopolskie,nowotarski,9210,29,2971,0,t1211
małopolskie,olkuski,5149,0,1905,0,t1212
małopolskie,oświęcimski,6558,119,2220,0,t1213
małopolskie,proszowicki,2594,0,967,0,t1214
małopolskie,suski,5441,0,1713,0,t1215
małopolskie,tarnowski,5282,30,1440,12,t1216
małopolskie,tatrzański,3768,116,1417,66,t1217
małopolskie,wadowicki,5126,0,1771,0,t1218
małopolskie,wielicki,2508,1,644,0,t1219
małopolskie,Kraków,105498,1540,36415,228,t1261
małopolskie,Nowy Sącz,4767,0,1755,0,t1262
małopolskie,Tarnów,10115,30,4194,0,t1263
