wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,146,0,1,0,t00
dolnośląskie,bolesławiecki,2673,0,176,0,t0201
dolnośląskie,dzierżoniowski,1957,0,79,0,t0202
dolnośląskie,głogowski,1774,0,178,0,t0203
dolnośląskie,górowski,326,0,0,0,t0204
dolnośląskie,jaworski,1075,0,112,0,t0205
dolnośląskie,jeleniogórski,1169,0,87,0,t0206
dolnośląskie,kamiennogórski,1056,0,80,0,t0207
dolnośląskie,kłodzki,5819,90,507,0,t0208
dolnośląskie,legnicki,225,0,0,0,t0209
dolnośląskie,lubański,954,0,58,0,t0210
dolnośląskie,lubiński,4171,53,596,0,t0211
dolnośląskie,lwówecki,1129,0,255,0,t0212
dolnośląskie,milicki,1141,2,89,0,t0213
dolnośląskie,oleśnicki,1791,59,81,0,t0214
dolnośląskie,oławski,1707,0,175,0,t0215
dolnośląskie,polkowicki,178,0,0,0,t0216
dolnośląskie,strzeliński,927,0,110,0,t0217
dolnośląskie,średzki,237,0,0,0,t0218
dolnośląskie,świdnicki,3899,134,971,1,t0219
dolnośląskie,trzebnicki,2202,0,177,0,t0220
dolnośląskie,wałbrzyski,1158,0,86,0,t0221
dolnośląskie,wołowski,1065,0,88,0,t0222
dolnośląskie,wrocławski,1272,0,0,0,t0223
dolnośląskie,ząbkowicki,1976,0,318,0,t0224
dolnośląskie,zgorzelecki,3445,0,1069,0,t0225
dolnośląskie,złotoryjski,841,0,262,0,t0226
dolnośląskie,Jelenia Góra,3117,0,452,0,t0261
dolnośląskie,Legnica,3503,1,648,0,t0262
dolnośląskie,Wrocław,44173,1466,11093,833,t0264
dolnośląskie,Wałbrzych,6228,186,1357,0,t0265
kujawsko-pomorskie,aleksandrowski,1966,0,326,0,t0401
kujawsko-pomorskie,brodnicki,1485,0,243,0,t0402
kujawsko-pomorskie,bydgoski,739,0,0,0,t0403
kujawsko-pomorskie,chełmiński,1102,0,246,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,1012,12,407,0,t0405
kujawsko-pomorskie,grudziądzki,354,0,85,0,t0406
kujawsko-pomorskie,inowrocławski,3847,184,671,6,t0407
kujawsko-pomorskie,lipnowski,1499,0,336,0,t0408
kujawsko-pomorskie,mogileński,772,0,125,0,t0409
kujawsko-pomorskie,nakielski,924,0,87,0,t0410
kujawsko-pomorskie,radziejowski,1306,0,391,0,t0411
kujawsko-pomorskie,rypiński,827,0,224,0,t0412
kujawsko-pomorskie,sępoleński,1450,29,246,0,t0413
kujawsko-pomorskie,świecki,1883,0,89,0,t0414
kujawsko-pomorskie,toruński,1067,0,169,0,t0415
kujawsko-pomorskie,tucholski,828,0,167,0,t0416
kujawsko-pomorskie,wąbrzeski,585,0,79,0,t0417
kujawsko-pomorskie,włocławski,929,0,0,0,t0418
kujawsko-pomorskie,żniński,1379,0,173,0,t0419
kujawsko-pomorskie,Bydgoszcz,20505,315,4016,2,t0461
kujawsko-pomorskie,Grudziądz,3603,0,898,0,t0462
kujawsko-pomorskie,Toruń,7998,150,1422,1,t0463
kujawsko-pomorskie,Włocławek,3085,0,323,0,t0464
lubelskie,bialski,1338,0,89,0,t0601
lubelskie,biłgorajski,1655,0,154,0,t0602
lubelskie,chełmski,431,0,0,0,t0603
lubelskie,hrubieszowski,1267,0,257,0,t0604
lubelskie,janowski,1474,0,177,0,t0605
lubelskie,krasnostawski,1621,0,159,0,t0606
lubelskie,kraśnicki,1851,36,85,0,t0607
lubelskie,lubartowski,1690,0,86,0,t0608
lubelskie,lubelski,2004,0,177,0,t0609
lubelskie,łęczyński,1491,0,260,0,t0610
lubelskie,łukowski,1867,0,79,0,t0611
lubelskie,opolski,1209,0,246,0,t0612
lubelskie,parczewski,1153,0,171,0,t0613
lubelskie,puławski,4335,0,908,0,t0614
lubelskie,radzyński,1279,0,175,0,t0615
lubelskie,rycki,1102,0,147,0,t0616
lubelskie,świdnicki,1420,0,89,0,t0617
lubelskie,tomaszowski,1972,72,321,11,t0618
lubelskie,włodawski,1270,0,250,0,t0619
lubelskie,zamojski,1196,0,88,0,t0620
lubelskie,Biała Podlaska,3643,0,643,0,t0661
lubelskie,Chełm,2355,0,383,0,t0662
lubelskie,Lublin,24225,270,4202,1,t0663
lubelskie,Zamość,3123,66,646,1,t0664
lubuskie,gorzowski,879,53,90,0,t0801
lubuskie,krośnieński,1350,54,247,51,t0802
lubuskie,międzyrzecki,2358,4,332,0,t0803
lubuskie,nowosolski,2364,2,345,0,t0804
lubuskie,słubicki,813,0,161,0,t0805
lubuskie,strzelecko-drezdenecki,1027,0,162,0,t0806
lubuskie,sulęciński,962,0,160,0,t0807
lubuskie,świebodziński,2056,39,459,20,t0808
lubuskie,zielonogórski,1605,0,168,0,t0809
lubuskie,żagański,1017,0,172,0,t0810
lubuskie,żarski,3133,105,595,0,t0811
lubuskie,wschowski,771,6,253,6,t0812
lubuskie,Gorzów Wielkopolski,5001,0,517,0,t0861
lubuskie,Zielona Góra,4808,223,586,0,t0862
łódzkie,bełchatowski,2508,0,427,0,t1001
łódzkie,kutnowski,2333,104,234,0,t1002
łódzkie,łaski,683,0,88,0,t1003
łódzkie,łęczycki,1671,0,234,0,t1004
łódzkie,łowicki,3605,69,576,0,t1005
łódzkie,łódzki wschodni,667,0,0,0,t1006
łódzkie,opoczyński,1273,0,141,0,t1007
łódzkie,pabianicki,2644,0,354,0,t1008
łódzkie,pajęczański,661,0,90,0,t1009
łódzkie,piotrkowski,688,60,85,0,t1010
łódzkie,poddębicki,954,0,182,0,t1011
łódzkie,radomszczański,3678,31,1074,2,t1012
łódzkie,rawski,756,30,87,27,t1013
łódzkie,sieradzki,2766,30,583,0,t1014
łódzkie,skierniewicki,162,0,0,0,t1015
łódzkie,tomaszowski,2472,0,388,0,t1016
łódzkie,wieluński,1430,0,84,0,t1017
łódzkie,wieruszowski,840,0,74,0,t1018
łódzkie,zduńskowolski,1293,0,162,0,t1019
łódzkie,zgierski,5184,0,1631,0,t1020
łódzkie,brzeziński,1037,0,88,0,t1021
łódzkie,Łódź,40392,775,8508,276,t1061
łódzkie,Piotrków Trybunalski,2465,0,243,0,t1062
