wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,4,0,0,0,t00,4,0,0,0,0,0
dolnośląskie,bolesławiecki,82037,444,34784,20,t0201,42827,116,466,1,3960,307
dolnośląskie,dzierżoniowski,78314,259,34155,12,t0202,38913,84,585,0,4661,163
dolnośląskie,głogowski,75040,391,31442,10,t0203,37955,50,189,0,5454,331
dolnośląskie,górowski,29070,76,12602,4,t0204,15241,16,224,16,1003,40
dolnośląskie,jaworski,43905,154,18485,7,t0205,22756,22,30,2,2634,123
dolnośląskie,jeleniogórski,57380,255,24677,11,t0206,29149,34,801,21,2753,189
dolnośląskie,kamiennogórski,36476,147,15855,9,t0207,18018,22,146,0,2457,116
dolnośląskie,kłodzki,146235,652,63175,61,t0208,72477,100,1129,25,9454,466
dolnośląskie,legnicki,48026,264,20350,11,t0209,25419,43,349,28,1908,182
dolnośląskie,lubański,34269,77,13423,2,t0210,18555,17,84,0,2207,58
dolnośląskie,lubiński,139384,653,61956,23,t0211,68194,77,1107,2,8127,551
dolnośląskie,lwówecki,46825,423,20432,35,t0212,23785,100,418,2,2190,286
dolnośląskie,milicki,38366,170,17050,6,t0213,19065,31,140,1,2111,132
dolnośląskie,oleśnicki,114416,478,48535,39,t0214,58642,108,531,27,6708,304
dolnośląskie,oławski,49457,70,21941,4,t0215,24838,9,95,0,2583,57
dolnośląskie,polkowicki,45744,185,19134,4,t0216,24681,22,33,1,1896,158
dolnośląskie,strzeliński,41418,156,18252,10,t0217,20812,11,330,13,2024,122
dolnośląskie,średzki,25646,73,11092,0,t0218,12589,11,555,28,1410,34
dolnośląskie,świdnicki,117665,493,49894,40,t0219,59051,63,1150,3,7570,387
dolnośląskie,trzebnicki,66841,403,30217,38,t0220,32417,58,317,4,3890,303
dolnośląskie,wałbrzyski,35846,94,15898,5,t0221,17298,14,383,4,2267,71
dolnośląskie,wołowski,47540,188,19822,19,t0222,25018,30,610,1,2090,138
dolnośląskie,wrocławski,114808,580,51311,20,t0223,56878,95,1632,38,4987,427
dolnośląskie,ząbkowicki,63246,465,27194,18,t0224,31767,79,490,0,3795,368
dolnośląskie,zgorzelecki,67649,306,28563,13,t0225,34875,118,486,0,3725,175
dolnośląskie,złotoryjski,39351,160,16482,14,t0226,20239,9,249,0,2381,137
dolnośląskie,Jelenia Góra,102784,682,45391,46,t0261,49551,103,656,6,7186,527
dolnośląskie,Legnica,102560,462,44560,28,t0262,51061,89,754,34,6185,311
dolnośląskie,Wrocław,1173569,3862,512603,169,t0264,586626,461,6075,17,68265,3215
dolnośląskie,Wałbrzych,231398,820,101552,47,t0265,117007,127,920,14,11919,632
kujawsko-pomorskie,aleksandrowski,141020,326,64481,23,t0401,70830,34,872,1,4837,268
kujawsko-pomorskie,brodnicki,81323,372,35955,21,t0402,40845,52,595,0,3928,299
kujawsko-pomorskie,bydgoski,85287,267,38304,29,t0403,42481,23,446,0,4056,215
kujawsko-pomorskie,chełmiński,47272,225,20697,13,t0404,23479,47,40,0,3056,165
kujawsko-pomorskie,golubsko-dobrzyński,39188,127,17602,38,t0405,20131,24,525,4,930,61
kujawsko-pomorskie,grudziądzki,29032,89,12695,4,t0406,15272,7,11,1,1054,77
kujawsko-pomorskie,inowrocławski,116478,503,51853,18,t0407,57554,33,1060,2,6011,450
kujawsko-pomorskie,lipnowski,59504,117,26121,18,t0408,30534,14,209,0,2640,85
kujawsko-pomorskie,mogileński,38152,198,16565,15,t0409,19302,76,359,1,1926,106
kujawsko-pomorskie,nakielski,94239,279,39946,22,t0410,50389,61,500,3,3404,193
kujawsko-pomorskie,radziejowski,48333,133,21730,3,t0411,24509,10,417,79,1677,41
kujawsko-pomorskie,rypiński,40604,311,17895,25,t0412,20211,54,198,0,2300,232
kujawsko-pomorskie,sępoleński,53739,164,23255,11,t0413,27695,30,50,0,2739,123
kujawsko-pomorskie,świecki,87929,210,38170,15,t0414,45282,51,342,3,4135,141
kujawsko-pomorskie,toruński,78308,207,33118,26,t0415,41990,36,493,0,2707,145
kujawsko-pomorskie,tucholski,43060,73,18991,5,t0416,22291,12,246,20,1532,36
kujawsko-pomorskie,wąbrzeski,31621,101,13606,9,t0417,16339,6,325,25,1351,61
kujawsko-pomorskie,włocławski,71754,234,32644,13,t0418,35849,50,951,35,2310,136
kujawsko-pomorskie,żniński,57468,118,26230,17,t0419,28808,32,305,0,2125,69
kujawsko-pomorskie,Bydgoszcz,492940,2553,211744,119,t0461,245817,369,2627,6,32752,2059
kujawsko-pomorskie,Grudziądz,137795,732,59999,54,t0462,70671,111,575,82,6550,485
kujawsko-pomorskie,Toruń,228063,1243,95046,76,t0463,112313,170,1300,7,19404,990
kujawsko-pomorskie,Włocławek,110001,727,45196,39,t0464,56942,126,1691,61,6172,501
lubelskie,bialski,70380,420,29904,49,t0601,36103,68,717,41,3656,262
lubelskie,biłgorajski,62891,313,27416,16,t0602,31174,88,857,2,3444,207
lubelskie,chełmski,41224,328,18152,60,t0603,20612,100,185,15,2275,153
lubelskie,hrubieszowski,51842,243,22053,29,t0604,26374,52,681,18,2734,144
lubelskie,janowski,35649,117,15661,25,t0605,18005,21,508,1,1475,70
lubelskie,krasnostawski,47505,213,20292,13,t0606,24084,40,277,3,2852,157
lubelskie,kraśnicki,77067,428,33818,71,t0607,38696,71,502,2,4051,284
lubelskie,lubartowski,64410,371,28097,43,t0608,32408,87,1380,24,2525,217
lubelskie,lubelski,97750,649,41452,65,t0609,50174,120,987,9,5137,455
lubelskie,łęczyński,45177,239,20344,36,t0610,22440,51,600,24,1793,128
lubelskie,łukowski,65211,347,28590,71,t0611,33445,106,215,1,2961,169
lubelskie,opolski,52094,347,22605,83,t0612,26758,92,293,2,2438,170
lubelskie,parczewski,32698,52,13850,1,t0613,16549,9,772,0,1527,42
lubelskie,puławski,111915,458,49669,81,t0614,55168,71,607,1,6471,305
lubelskie,radzyński,35737,186,15651,25,t0615,17932,79,274,1,1880,81
lubelskie,rycki,59911,227,27120,34,t0616,29688,16,603,0,2500,177
lubelskie,świdnicki,55186,383,23912,27,t0617,26600,64,705,12,3969,280
lubelskie,tomaszowski,63220,198,27523,10,t0618,32415,24,352,0,2930,164
lubelskie,włodawski,39176,173,17050,10,t0619,19835,16,347,1,1944,146
lubelskie,zamojski,55515,485,25103,51,t0620,26705,87,381,73,3326,274
lubelskie,Biała Podlaska,81609,354,35595,57,t0661,41327,76,170,0,4517,221
lubelskie,Chełm,73149,429,30879,56,t0662,38048,112,149,14,4073,247
lubelskie,Lublin,519088,2594,216061,280,t0663,261205,336,4859,40,36963,1938
