wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,159,43,31,13,t00
dolnośląskie,bolesławiecki,37989,798,10625,315,t0201
dolnośląskie,dzierżoniowski,35638,640,11032,372,t0202
dolnośląskie,głogowski,32873,778,10318,367,t0203
dolnośląskie,górowski,12999,244,3402,39,t0204
dolnośląskie,jaworski,22217,384,6323,228,t0205
dolnośląskie,jeleniogórski,30194,520,10499,313,t0206
dolnośląskie,kamiennogórski,15171,252,4562,187,t0207
dolnośląskie,kłodzki,70955,1696,23501,712,t0208
dolnośląskie,legnicki,19189,318,4632,151,t0209
dolnośląskie,lubański,14139,205,4428,171,t0210
dolnośląskie,lubiński,76674,1639,24822,1397,t0211
dolnośląskie,lwówecki,20469,452,6556,194,t0212
dolnośląskie,milicki,18517,431,6204,352,t0213
dolnośląskie,oleśnicki,36762,570,9594,269,t0214
dolnośląskie,oławski,29541,609,10775,366,t0215
dolnośląskie,polkowicki,17935,325,3341,278,t0216
dolnośląskie,strzeliński,19718,489,6431,302,t0217
dolnośląskie,średzki,13134,256,4628,170,t0218
dolnośląskie,świdnicki,49051,1132,15803,424,t0219
dolnośląskie,trzebnicki,33089,546,11797,435,t0220
dolnośląskie,wałbrzyski,19405,194,6704,97,t0221
dolnośląskie,wołowski,22159,481,6791,258,t0222
dolnośląskie,wrocławski,52851,898,16345,715,t0223
dolnośląskie,ząbkowicki,31260,761,10772,536,t0224
dolnośląskie,zgorzelecki,31021,854,9862,302,t0225
dolnośląskie,złotoryjski,18780,346,5335,118,t0226
dolnośląskie,Jelenia Góra,48049,833,15401,559,t0261
dolnośląskie,Legnica,46622,1172,12071,699,t0262
dolnośląskie,Wrocław,565820,11830,163018,8679,t0264
dolnośląskie,Wałbrzych,135131,1618,45769,1368,t0265
kujawsko-pomorskie,aleksandrowski,86340,1206,31678,952,t0401
kujawsko-pomorskie,brodnicki,34481,668,10572,469,t0402
kujawsko-pomorskie,bydgoski,37671,1056,9879,666,t0403
kujawsko-pomorskie,chełmiński,19285,352,5670,311,t0404
kujawsko-pomorskie,golubsko-dobrzyński,15457,410,4496,150,t0405
kujawsko-pomorskie,grudziądzki,11333,386,2837,167,t0406
kujawsko-pomorskie,inowrocławski,58088,1249,17478,1036,t0407
kujawsko-pomorskie,lipnowski,26272,393,7097,283,t0408
kujawsko-pomorskie,mogileński,12786,81,3425,41,t0409
kujawsko-pomorskie,nakielski,34355,754,7659,425,t0410
kujawsko-pomorskie,radziejowski,21548,388,5742,223,t0411
kujawsko-pomorskie,rypiński,17235,461,5690,287,t0412
kujawsko-pomorskie,sępoleński,24360,636,6264,261,t0413
kujawsko-pomorskie,świecki,36449,660,9929,198,t0414
kujawsko-pomorskie,toruński,32789,935,6514,202,t0415
kujawsko-pomorskie,tucholski,17927,569,4826,192,t0416
kujawsko-pomorskie,wąbrzeski,12650,166,3752,101,t0417
kujawsko-pomorskie,włocławski,29834,692,8216,384,t0418
kujawsko-pomorskie,żniński,24775,753,7101,465,t0419
kujawsko-pomorskie,Bydgoszcz,227996,4024,69143,2981,t0461
kujawsko-pomorskie,Grudziądz,65660,1641,20252,1495,t0462
kujawsko-pomorskie,Toruń,89012,1135,26420,839,t0463
kujawsko-pomorskie,Włocławek,42894,945,11437,470,t0464
lubelskie,bialski,34846,728,11217,487,t0601
lubelskie,biłgorajski,30419,557,10607,389,t0602
lubelskie,chełmski,19667,491,6036,267,t0603
lubelskie,hrubieszowski,23477,557,7665,244,t0604
lubelskie,janowski,16894,239,6044,142,t0605
lubelskie,krasnostawski,22476,456,6598,114,t0606
lubelskie,kraśnicki,37982,724,10754,478,t0607
lubelskie,lubartowski,30849,403,10204,219,t0608
lubelskie,lubelski,48132,846,15201,575,t0609
lubelskie,łęczyński,23636,569,7799,268,t0610
lubelskie,łukowski,29805,510,9859,343,t0611
lubelskie,opolski,23487,442,7360,281,t0612
lubelskie,parczewski,17255,109,5703,17,t0613
lubelskie,puławski,57687,1325,20550,869,t0614
lubelskie,radzyński,17282,283,6283,213,t0615
lubelskie,rycki,30240,575,9609,361,t0616
lubelskie,świdnicki,24200,463,7359,278,t0617
lubelskie,tomaszowski,30475,304,9207,141,t0618
lubelskie,włodawski,21371,454,6930,250,t0619
lubelskie,zamojski,27634,591,9622,343,t0620
lubelskie,Biała Podlaska,38913,633,11306,516,t0661
lubelskie,Chełm,34513,694,10766,427,t0662
lubelskie,Lublin,271902,4211,93237,3042,t0663
lubelskie,Zamość,51411,726,16182,515,t0664
lubuskie,gorzowski,18031,364,5902,173,t0801
lubuskie,krośnieński,27865,502,8088,297,t0802
lubuskie,międzyrzecki,38084,483,11524,201,t0803
lubuskie,nowosolski,47106,811,13530,553,t0804
lubuskie,słubicki,18389,321,4833,203,t0805
lubuskie,strzelecko-drezdenecki,25491,584,7637,358,t0806
lubuskie,sulęciński,13653,283,4055,90,t0807
lubuskie,świebodziński,29373,266,8959,211,t0808
lubuskie,zielonogórski,52167,868,18696,574,t0809
lubuskie,żagański,33544,724,7921,403,t0810
lubuskie,żarski,55743,730,15255,586,t0811
lubuskie,wschowski,11685,203,3053,47,t0812
lubuskie,Gorzów Wielkopolski,72645,1429,21934,746,t0861
lubuskie,Zielona Góra,86143,1923,28535,633,t0862
łódzkie,bełchatowski,34774,564,10367,193,t1001
łódzkie,kutnowski,44879,1009,13197,621,t1002
łódzkie,łaski,16219,430,4658,210,t1003
łódzkie,łęczycki,24907,484,7900,288,t1004
łódzkie,łowicki,52638,1181,16359,863,t1005
łódzkie,łódzki wschodni,18496,228,5263,62,t1006
łódzkie,opoczyński,29009,651,8733,475,t1007
łódzkie,pabianicki,53171,1204,15187,541,t1008
łódzkie,pajęczański,16012,200,4585,81,t1009
łódzkie,piotrkowski,22799,473,6854,339,t1010
łódzkie,poddębicki,18330,371,5052,272,t1011
łódzkie,radomszczański,44576,878,13654,614,t1012
łódzkie,rawski,14462,290,4932,212,t1013
łódzkie,sieradzki,48754,743,14274,614,t1014
łódzkie,skierniewicki,12751,522,4337,400,t1015
łódzkie,tomaszowski,54960,923,15460,417,t1016
łódzkie,wieluński,46775,780,11357,577,t1017
łódzkie,wieruszowski,17085,234,5072,111,t1018
łódzkie,zduńskowolski,23914,544,7545,139,t1019
łódzkie,zgierski,67336,1753,18904,799,t1020
łódzkie,brzeziński,19037,338,6323,111,t1021
łódzkie,Łódź,515532,9089,160529,5422,t1061
łódzkie,Piotrków Trybunalski,38198,509,11121,354,t1062
łódzkie,Skierniewice,39746,966,12039,450,t1063
małopolskie,bocheński,33367,696,9265,563,t1201
małopolskie,brzeski,32776,672,11571,410,t1202
małopolskie,chrzanowski,56528,1237,15758,648,t1203
małopolskie,dąbrowski,20959,605,6347,132,t1204
małopolskie,gorlicki,45909,734,14034,327,t1205
małopolskie,krakowski,73850,1750,22889,1004,t1206
małopolskie,limanowski,42436,1126,12638,792,t1207
małopolskie,miechowski,35175,741,11832,386,t1208
małopolskie,myślenicki,43740,605,12500,417,t1209
małopolskie,nowosądecki,63937,1198,20827,654,t1210
małopolskie,nowotarski,65917,1695,19731,812,t1211
małopolskie,olkuski,54871,1279,14229,1051,t1212
małopolskie,oświęcimski,48379,1278,13674,575,t1213
małopolskie,proszowicki,20807,449,5265,430,t1214
małopolskie,suski,32905,787,9736,437,t1215
małopolskie,tarnowski,47693,939,14315,703,t1216
małopolskie,tatrzański,17128,197,5664,90,t1217
małopolskie,wadowicki,49557,1424,12577,469,t1218
małopolskie,wielicki,44123,961,9985,548,t1219
małopolskie,Kraków,640173,10416,208198,6738,t1261
małopolskie,Nowy Sącz,29506,712,8061,401,t1262
małopolskie,Tarnów,52622,841,16195,393,t1263
mazowieckie,białobrzeski,17567,552,5342,294,t1401
mazowieckie,ciechanowski,41306,761,13261,320,t1402
mazowieckie,garwoliński,37855,1034,10760,556,t1403
mazowieckie,gostyniński,15407,304,5217,117,t1404
mazowieckie,grodziski,48413,865,16319,569,t1405
mazowieckie,grójecki,54621,1121,17659,745,t1406
mazowieckie,kozienicki,21158,406,7142,153,t1407
mazowieckie,legionowski,35724,1011,8589,339,t1408
mazowieckie,lipski,14661,261,5251,127,t1409
mazowieckie,łosicki,9843,110,3403,100,t1410
mazowieckie,makowski,21597,690,6783,348,t1411
mazowieckie,miński,62356,1461,19450,1080,t1412
mazowieckie,mławski,27556,639,9408,441,t1413
mazowieckie,nowodworski,53877,1111,15516,552,t1414
mazowieckie,ostrołęcki,27514,727,9125,425,t1415
mazowieckie,ostrowski,26162,370,7871,319,t1416
mazowieckie,otwocki,45433,722,14767,428,t1417
mazowieckie,piaseczyński,119174,2700,34866,1808,t1418
mazowieckie,płocki,39217,959,12484,473,t1419
mazowieckie,płoński,38478,769,9212,360,t1420
mazowieckie,pruszkowski,55847,697,15683,329,t1421
mazowieckie,przasnyski,25941,651,7761,346,t1422
mazowieckie,przysuski,14209,419,5062,334,t1423
mazowieckie,pułtuski,23937,559,7975,355,t1424
mazowieckie,radomski,31967,376,10345,249,t1425
mazowieckie,siedlecki,17584,361,6247,200,t1426
mazowieckie,sierpecki,22314,599,7047,326,t1427
mazowieckie,sochaczewski,40952,1070,11024,776,t1428
mazowieckie,sokołowski,24393,511,8711,300,t1429
mazowieckie,szydłowiecki,8781,178,3105,103,t1430
mazowieckie,warszawski zachodni,56224,1414,16209,916,t1432
mazowieckie,węgrowski,23001,511,7979,462,t1433
mazowieckie,wołomiński,89590,1315,25581,665,t1434
mazowieckie,wyszkowski,30223,897,9790,405,t1435
mazowieckie,zwoleński,14264,315,4789,236,t1436
mazowieckie,żuromiński,14487,248,4635,123,t1437
mazowieckie,żyrardowski,27462,612,9140,482,t1438
mazowieckie,Ostrołęka,45776,591,17112,469,t1461
mazowieckie,Płock,66623,1110,22691,553,t1462
mazowieckie,Radom,117488,1646,40140,1123,t1463
mazowieckie,Siedlce,69382,829,24268,684,t1464
mazowieckie,Warszawa,1353973,23564,417153,13434,t1465
opolskie,brzeski,40836,899,10190,814,t1601
opolskie,głubczycki,24163,377,7037,294,t1602
opolskie,kędzierzyńsko-kozielski,43492,700,11213,444,t1603
opolskie,kluczborski,28036,376,8167,210,t1604
opolskie,krapkowicki,49328,686,10446,459,t1605
opolskie,namysłowski,15183,414,4659,193,t1606
opolskie,nyski,53361,647,14393,518,t1607
opolskie,oleski,27637,456,8246,316,t1608
opolskie,opolski,39909,1007,13493,575,t1609
opolskie,prudnicki,21022,204,5684,42,t1610
opolskie,strzelecki,27995,734,8004,431,t1611
opolskie,Opole,110770,1819,34433,644,t1661
podkarpackie,bieszczadzki,5348,124,1797,75,t1801
podkarpackie,brzozowski,31036,271,11377,175,t1802
podkarpackie,dębicki,41609,613,13251,444,t1803
podkarpackie,jarosławski,28041,427,7909,251,t1804
podkarpackie,jasielski,32091,708,10413,318,t1805
podkarpackie,kolbuszowski,13963,229,4921,98,t1806
podkarpackie,krośnieński,30696,749,10142,423,t1807
podkarpackie,leżajski,21877,290,7270,165,t1808
podkarpackie,lubaczowski,20717,183,7649,93,t1809
podkarpackie,łańcucki,25181,196,9313,137,t1810
podkarpackie,mielecki,52975,994,16978,767,t1811
podkarpackie,niżański,19348,353,6050,187,t1812
podkarpackie,przemyski,10907,234,3806,165,t1813
podkarpackie,przeworski,17386,393,5572,223,t1814
podkarpackie,ropczycko-sędziszowski,22199,264,7007,128,t1815
