wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,10,0,3,0,t00,1,0,0,0,6,0
dolnośląskie,bolesławiecki,113924,4,38591,0,t0201,47212,0,121,0,28000,4
dolnośląskie,dzierżoniowski,114121,0,37580,0,t0202,42456,0,129,0,33956,0
dolnośląskie,głogowski,114163,0,35244,0,t0203,42241,0,173,0,36505,0
dolnośląskie,górowski,40062,0,13959,0,t0204,16470,0,70,0,9563,0
dolnośląskie,jaworski,63453,2,20804,0,t0205,25234,0,46,0,17369,2
dolnośląskie,jeleniogórski,76190,0,26364,0,t0206,31545,0,365,0,17916,0
dolnośląskie,kamiennogórski,52243,0,17241,0,t0207,19556,0,107,0,15339,0
dolnośląskie,kłodzki,201303,6,68210,0,t0208,78059,0,634,0,54400,6
dolnośląskie,legnicki,66985,0,22037,0,t0209,27403,0,180,0,17365,0
dolnośląskie,lubański,52166,2,14853,0,t0210,20544,0,102,0,16667,2
dolnośląskie,lubiński,186845,0,67069,0,t0211,73842,0,703,0,45231,0
dolnośląskie,lwówecki,67313,0,22911,0,t0212,26538,0,235,0,17629,0
dolnośląskie,milicki,52603,0,18790,0,t0213,20846,0,107,0,12860,0
dolnośląskie,oleśnicki,180058,40,56510,0,t0214,67553,0,435,0,55560,40
dolnośląskie,oławski,59613,6,22888,0,t0215,25906,0,96,0,10723,6
dolnośląskie,polkowicki,65366,0,21283,0,t0216,27045,0,52,0,16986,0
dolnośląskie,strzeliński,58408,0,20135,0,t0217,22691,0,391,0,15191,0
dolnośląskie,średzki,41273,0,12714,0,t0218,14540,0,470,0,13549,0
dolnośląskie,świdnicki,177722,5,55748,0,t0219,65217,0,1084,0,55673,5
dolnośląskie,trzebnicki,96410,6,33469,0,t0220,35527,0,410,0,27004,6
dolnośląskie,wałbrzyski,49047,6,17093,0,t0221,18507,0,263,0,13184,6
dolnośląskie,wołowski,66348,0,22208,0,t0222,27985,0,247,0,15908,0
dolnośląskie,wrocławski,173041,26,58185,0,t0223,64057,0,975,0,49824,26
dolnośląskie,ząbkowicki,85990,6,29472,0,t0224,34537,0,264,0,21717,6
dolnośląskie,zgorzelecki,101943,8,31896,0,t0225,39203,0,226,0,30618,8
dolnośląskie,złotoryjski,56666,0,18415,0,t0226,22316,0,132,0,15803,0
dolnośląskie,Jelenia Góra,145386,2,49469,0,t0261,53979,0,415,0,41523,2
dolnośląskie,Legnica,147272,0,48855,0,t0262,56193,0,351,0,41873,0
dolnośląskie,Wrocław,1622775,268,555248,10,t0264,635697,5,4055,0,427775,253
dolnośląskie,Wałbrzych,289975,11,106850,0,t0265,122898,0,617,0,59610,11
kujawsko-pomorskie,aleksandrowski,165398,0,67133,0,t0401,73223,0,417,0,24625,0
kujawsko-pomorskie,brodnicki,111265,0,39820,0,t0402,44760,0,1351,0,25334,0
kujawsko-pomorskie,bydgoski,122640,0,42504,0,t0403,46683,0,271,0,33182,0
kujawsko-pomorskie,chełmiński,67374,17,23050,0,t0404,25568,0,54,0,18702,17
