wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,8921,702,1290,53,t00
dolnośląskie,bolesławiecki,15049,671,4735,2,t0201
dolnośląskie,dzierżoniowski,13048,478,3965,1,t0202
dolnośląskie,głogowski,12101,393,3251,0,t0203
dolnośląskie,górowski,4423,212,1337,0,t0204
dolnośląskie,jaworski,7973,285,2397,2,t0205
dolnośląskie,jeleniogórski,11491,507,3451,0,t0206
dolnośląskie,kamiennogórski,5322,181,1795,1,t0207
dolnośląskie,kłodzki,33333,1104,10735,6,t0208
dolnośląskie,legnicki,5526,175,1531,0,t0209
dolnośląskie,lubański,5956,102,1764,0,t0210
dolnośląskie,lubiński,26064,1000,8111,25,t0211
dolnośląskie,lwówecki,7336,347,2067,0,t0212
dolnośląskie,milicki,6765,137,2254,9,t0213
dolnośląskie,oleśnicki,11258,257,3264,2,t0214
dolnośląskie,oławski,13802,423,3943,10,t0215
dolnośląskie,polkowicki,3521,115,1050,0,t0216
dolnośląskie,strzeliński,7540,255,2341,6,t0217
dolnośląskie,średzki,5289,130,1590,2,t0218
dolnośląskie,świdnicki,20447,489,6401,0,t0219
dolnośląskie,trzebnicki,14515,480,4519,9,t0220
dolnośląskie,wałbrzyski,8156,192,2714,2,t0221
dolnośląskie,wołowski,8074,218,2467,0,t0222
dolnośląskie,wrocławski,16146,679,4854,9,t0223
dolnośląskie,ząbkowicki,12406,172,3835,1,t0224
dolnośląskie,zgorzelecki,13593,252,4725,15,t0225
dolnośląskie,złotoryjski,6570,213,1623,0,t0226
dolnośląskie,Jelenia Góra,18560,680,5280,40,t0261
dolnośląskie,Legnica,15392,360,4752,45,t0262
dolnośląskie,Wrocław,199462,5416,61965,331,t0264
dolnośląskie,Wałbrzych,62026,1094,16473,7,t0265
kujawsko-pomorskie,aleksandrowski,35873,739,10394,5,t0401
kujawsko-pomorskie,brodnicki,12019,336,3417,1,t0402
