wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,645,0,133,0,t00
dolnośląskie,bolesławiecki,43595,160,12540,61,t0201
dolnośląskie,dzierżoniowski,41051,205,14028,56,t0202
dolnośląskie,głogowski,38008,287,12407,3,t0203
dolnośląskie,górowski,15870,550,4549,261,t0204
dolnośląskie,jaworski,25448,181,7753,30,t0205
dolnośląskie,jeleniogórski,34344,0,12610,0,t0206
dolnośląskie,kamiennogórski,17817,58,5996,58,t0207
dolnośląskie,kłodzki,78295,34,27886,29,t0208
dolnośląskie,legnicki,24122,854,6109,29,t0209
dolnośląskie,lubański,16271,351,5455,345,t0210
dolnośląskie,lubiński,86023,761,31650,672,t0211
dolnośląskie,lwówecki,23644,260,7914,12,t0212
dolnośląskie,milicki,21066,402,7640,76,t0213
dolnośląskie,oleśnicki,46321,867,12541,450,t0214
dolnośląskie,oławski,31380,0,12226,0,t0215
dolnośląskie,polkowicki,23374,491,4881,293,t0216
dolnośląskie,strzeliński,22655,61,7820,5,t0217
dolnośląskie,średzki,14364,0,5319,0,t0218
dolnośląskie,świdnicki,57946,246,18266,4,t0219
dolnośląskie,trzebnicki,36832,251,13909,112,t0220
dolnośląskie,wałbrzyski,22239,0,8726,0,t0221
dolnośląskie,wołowski,25625,212,8441,128,t0222
dolnośląskie,wrocławski,62323,610,21431,159,t0223
dolnośląskie,ząbkowicki,35173,563,12526,131,t0224
dolnośląskie,zgorzelecki,34496,239,12168,134,t0225
dolnośląskie,złotoryjski,21314,67,6674,65,t0226
dolnośląskie,Jelenia Góra,55023,459,18751,44,t0261
dolnośląskie,Legnica,54125,451,17055,346,t0262
dolnośląskie,Wrocław,650839,3793,215862,2005,t0264
dolnośląskie,Wałbrzych,147581,1391,53396,713,t0265
kujawsko-pomorskie,aleksandrowski,97720,306,39628,215,t0401
kujawsko-pomorskie,brodnicki,39661,246,13206,0,t0402
kujawsko-pomorskie,bydgoski,44048,506,13756,344,t0403
kujawsko-pomorskie,chełmiński,22491,509,7432,250,t0404
kujawsko-pomorskie,golubsko-dobrzyński,18905,150,5176,0,t0405
kujawsko-pomorskie,grudziądzki,13984,60,3596,56,t0406
kujawsko-pomorskie,inowrocławski,67437,1173,24202,712,t0407
kujawsko-pomorskie,lipnowski,29962,353,8992,353,t0408
kujawsko-pomorskie,mogileński,14222,53,4022,2,t0409
kujawsko-pomorskie,nakielski,41876,1447,10923,555,t0410
kujawsko-pomorskie,radziejowski,25280,272,7033,3,t0411
kujawsko-pomorskie,rypiński,20022,90,6667,1,t0412
kujawsko-pomorskie,sępoleński,28236,0,8231,0,t0413
kujawsko-pomorskie,świecki,42765,842,12995,243,t0414
kujawsko-pomorskie,toruński,40010,748,9904,408,t0415
kujawsko-pomorskie,tucholski,21168,236,5727,54,t0416
kujawsko-pomorskie,wąbrzeski,14798,0,4519,0,t0417
kujawsko-pomorskie,włocławski,34888,631,10430,68,t0418
kujawsko-pomorskie,żniński,29119,185,8868,1,t0419
kujawsko-pomorskie,Bydgoszcz,264273,3610,87920,386,t0461
kujawsko-pomorskie,Grudziądz,76219,394,27998,6,t0462
kujawsko-pomorskie,Toruń,103703,2214,32909,690,t0463
kujawsko-pomorskie,Włocławek,49800,194,14718,2,t0464
lubelskie,bialski,39288,208,13571,117,t0601
lubelskie,biłgorajski,33885,120,12574,51,t0602
