wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,48,1,18,1,t00,20,0,0,0,10,0
dolnośląskie,bolesławiecki,104224,226,37237,60,t0201,46565,34,137,0,20285,132
dolnośląskie,dzierżoniowski,100498,240,36123,27,t0202,41717,35,125,0,22533,178
dolnośląskie,głogowski,100763,225,33793,29,t0203,41415,27,173,0,25382,169
dolnośląskie,górowski,36898,72,13527,4,t0204,16294,10,62,0,7015,58
dolnośląskie,jaworski,57658,87,20032,18,t0205,24926,17,39,0,12661,52
dolnośląskie,jeleniogórski,70324,83,25843,22,t0206,31237,9,391,0,12853,52
dolnośląskie,kamiennogórski,47102,84,16669,5,t0207,19268,17,102,0,11063,62
dolnośląskie,kłodzki,182734,361,66280,87,t0208,77056,20,1090,39,38308,215
dolnośląskie,legnicki,61657,113,21524,9,t0209,27197,13,265,0,12671,91
dolnośląskie,lubański,45328,169,14270,7,t0210,20029,34,108,0,10921,128
dolnośląskie,lubiński,172690,333,65601,66,t0211,73143,35,988,13,32958,219
dolnośląskie,lwówecki,61059,160,22111,40,t0212,26220,16,311,0,12417,104
dolnośląskie,milicki,48040,75,18173,23,t0213,20596,7,116,0,9155,45
dolnośląskie,oleśnicki,157651,438,53485,104,t0214,66015,51,458,1,37693,282
dolnośląskie,oławski,56738,143,22560,25,t0215,25742,21,98,0,8338,97
dolnośląskie,polkowicki,59520,128,20643,23,t0216,26753,15,48,0,12076,90
dolnośląskie,strzeliński,52497,117,19372,15,t0217,22373,16,520,0,10232,86
dolnośląskie,średzki,36409,51,12202,8,t0218,14206,1,480,0,9521,42
dolnośląskie,świdnicki,156102,390,53201,59,t0219,64019,76,1122,5,37760,250
dolnośląskie,trzebnicki,85963,265,32168,40,t0220,34956,29,407,0,18432,196
dolnośląskie,wałbrzyski,44115,164,16522,23,t0221,18317,16,256,1,9020,124
dolnośląskie,wołowski,61199,101,21486,17,t0222,27620,12,309,0,11784,72
dolnośląskie,wrocławski,151416,347,55283,71,t0223,62823,40,1176,0,32134,236
dolnośląskie,ząbkowicki,78674,298,28616,53,t0224,34080,41,320,0,15658,204
dolnośląskie,zgorzelecki,90282,408,30561,53,t0225,38513,38,218,0,20990,317
dolnośląskie,złotoryjski,51323,69,17715,8,t0226,21980,11,211,0,11417,50
dolnośląskie,Jelenia Góra,130457,287,48315,46,t0261,53381,32,456,0,28305,209
dolnośląskie,Legnica,130718,201,47149,49,t0262,55319,14,453,0,27797,138
dolnośląskie,Wrocław,1459586,1943,540035,419,t0264,626330,203,4579,8,288642,1313
dolnośląskie,Wałbrzych,269531,167,104726,38,t0265,121691,23,792,0,42322,106
kujawsko-pomorskie,aleksandrowski,156939,251,66230,75,t0401,72860,25,524,1,17325,150
kujawsko-pomorskie,brodnicki,102486,191,38571,65,t0402,44320,19,1356,38,18239,69
kujawsko-pomorskie,bydgoski,109802,241,41095,47,t0403,46023,23,391,0,22293,171
kujawsko-pomorskie,chełmiński,60915,111,22327,43,t0404,25298,18,44,0,13246,50
kujawsko-pomorskie,golubsko-dobrzyński,46720,241,18263,20,t0405,21095,24,340,0,7022,197
kujawsko-pomorskie,grudziądzki,36254,33,13466,1,t0406,16378,1,22,0,6388,31
kujawsko-pomorskie,inowrocławski,146000,200,54625,30,t0407,61544,28,500,1,29331,141
kujawsko-pomorskie,lipnowski,74604,66,27874,0,t0408,32899,4,340,0,13491,62
kujawsko-pomorskie,mogileński,52225,184,18350,77,t0409,21557,32,187,0,12131,75
kujawsko-pomorskie,nakielski,123057,135,42879,43,t0410,55338,31,479,1,24361,60
kujawsko-pomorskie,radziejowski,58048,175,22665,28,t0411,25674,26,645,0,9064,121
kujawsko-pomorskie,rypiński,51502,90,19040,28,t0412,21900,15,90,0,10472,47
kujawsko-pomorskie,sępoleński,64515,118,24411,22,t0413,29557,29,124,3,10423,64
kujawsko-pomorskie,świecki,114693,137,41058,11,t0414,49400,11,397,2,23838,113
kujawsko-pomorskie,toruński,94596,213,34703,71,t0415,44036,21,430,0,15427,121
kujawsko-pomorskie,tucholski,54715,65,20368,23,t0416,23915,9,198,1,10234,32
kujawsko-pomorskie,wąbrzeski,39156,217,14444,69,t0417,17542,21,210,0,6960,127
kujawsko-pomorskie,włocławski,89465,279,34686,38,t0418,38381,23,273,0,16125,218
kujawsko-pomorskie,żniński,70092,83,27697,29,t0419,30734,19,538,0,11123,35
kujawsko-pomorskie,Bydgoszcz,638351,1076,224684,189,t0461,264994,82,1470,1,147203,804
kujawsko-pomorskie,Grudziądz,172467,383,63649,121,t0462,75792,47,602,0,32424,215
kujawsko-pomorskie,Toruń,311910,617,103513,132,t0463,124922,81,1123,1,82352,403
kujawsko-pomorskie,Włocławek,149675,305,48908,67,t0464,63376,62,1182,0,36209,176
lubelskie,bialski,87970,172,32137,40,t0601,38526,16,640,0,16667,116
