wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,256,0,125,0,t00
dolnośląskie,bolesławiecki,39493,0,10925,0,t0201
dolnośląskie,dzierżoniowski,36706,0,11767,0,t0202
dolnośląskie,głogowski,33955,0,10829,0,t0203
dolnośląskie,górowski,14040,539,3747,1,t0204
dolnośląskie,jaworski,23218,0,6914,0,t0205
dolnośląskie,jeleniogórski,31102,0,10958,0,t0206
dolnośląskie,kamiennogórski,15567,0,4700,0,t0207
dolnośląskie,kłodzki,71903,1,24032,0,t0208
dolnośląskie,legnicki,20048,0,4822,0,t0209
dolnośląskie,lubański,14652,0,4594,0,t0210
dolnośląskie,lubiński,77938,92,25592,0,t0211
dolnośląskie,lwówecki,21294,60,7041,60,t0212
dolnośląskie,milicki,19023,0,6466,0,t0213
dolnośląskie,oleśnicki,41547,1384,10760,236,t0214
dolnośląskie,oławski,29980,0,10964,0,t0215
dolnośląskie,polkowicki,21079,1068,3707,0,t0216
dolnośląskie,strzeliński,20412,0,6703,0,t0217
dolnośląskie,średzki,13478,0,4792,0,t0218
dolnośląskie,świdnicki,51776,0,16156,0,t0219
dolnośląskie,trzebnicki,34391,197,12358,0,t0220
dolnośląskie,wałbrzyski,20343,3,7330,1,t0221
dolnośląskie,wołowski,22607,0,6946,0,t0222
dolnośląskie,wrocławski,54810,0,17361,0,t0223
dolnośląskie,ząbkowicki,32052,0,10990,0,t0224
dolnośląskie,zgorzelecki,31802,36,10231,30,t0225
dolnośląskie,złotoryjski,19200,0,5498,0,t0226
dolnośląskie,Jelenia Góra,49386,0,16126,0,t0261
dolnośląskie,Legnica,48066,257,12804,241,t0262
dolnośląskie,Wrocław,596571,5602,181339,4770,t0264
dolnośląskie,Wałbrzych,138655,487,47791,55,t0265
kujawsko-pomorskie,aleksandrowski,89283,693,34254,675,t0401
kujawsko-pomorskie,brodnicki,35765,120,11402,120,t0402
kujawsko-pomorskie,bydgoski,39031,62,10680,62,t0403
kujawsko-pomorskie,chełmiński,20091,0,6111,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,16597,270,4649,0,t0405
kujawsko-pomorskie,grudziądzki,11668,0,3017,0,t0406
kujawsko-pomorskie,inowrocławski,59947,0,18814,0,t0407
kujawsko-pomorskie,lipnowski,26796,0,7358,0,t0408
kujawsko-pomorskie,mogileński,12938,0,3557,0,t0409
kujawsko-pomorskie,nakielski,36562,361,8607,186,t0410
kujawsko-pomorskie,radziejowski,22832,21,6220,21,t0411
kujawsko-pomorskie,rypiński,17931,0,5887,0,t0412
kujawsko-pomorskie,sępoleński,25046,0,6400,0,t0413
kujawsko-pomorskie,świecki,38223,0,10681,0,t0414
kujawsko-pomorskie,toruński,34871,474,7400,176,t0415
kujawsko-pomorskie,tucholski,18998,20,5058,0,t0416
kujawsko-pomorskie,wąbrzeski,14070,500,3982,0,t0417
kujawsko-pomorskie,włocławski,30857,0,8842,0,t0418
kujawsko-pomorskie,żniński,26296,523,7232,0,t0419
kujawsko-pomorskie,Bydgoszcz,236644,1688,74300,857,t0461
kujawsko-pomorskie,Grudziądz,68032,0,22242,0,t0462
kujawsko-pomorskie,Toruń,92880,463,27996,320,t0463
kujawsko-pomorskie,Włocławek,44711,311,12274,91,t0464
lubelskie,bialski,35552,62,11642,1,t0601
lubelskie,biłgorajski,31040,0,11123,0,t0602
lubelskie,chełmski,20064,0,6294,0,t0603
lubelskie,hrubieszowski,24002,0,7803,0,t0604
lubelskie,janowski,17157,0,6162,0,t0605
lubelskie,krasnostawski,23267,129,6845,1,t0606
lubelskie,kraśnicki,38980,0,11465,0,t0607
lubelskie,lubartowski,32627,466,11108,329,t0608
lubelskie,lubelski,49085,0,15622,0,t0609
lubelskie,łęczyński,24192,22,8144,18,t0610
lubelskie,łukowski,30933,90,10658,2,t0611
lubelskie,opolski,24698,380,8149,163,t0612
lubelskie,parczewski,17828,0,6062,0,t0613
lubelskie,puławski,58662,0,21229,0,t0614
lubelskie,radzyński,17798,0,6455,0,t0615
lubelskie,rycki,30999,0,9934,0,t0616
lubelskie,świdnicki,24830,75,7614,2,t0617
lubelskie,tomaszowski,31234,18,9740,6,t0618
lubelskie,włodawski,21923,0,7258,0,t0619
lubelskie,zamojski,28239,0,10060,0,t0620
lubelskie,Biała Podlaska,40222,0,12297,0,t0661
lubelskie,Chełm,35848,364,11674,252,t0662
lubelskie,Lublin,277665,1024,97107,796,t0663
lubelskie,Zamość,52261,0,16759,0,t0664
lubuskie,gorzowski,18425,0,6036,0,t0801
lubuskie,krośnieński,28367,0,8433,0,t0802
lubuskie,międzyrzecki,39563,0,12500,0,t0803
lubuskie,nowosolski,48919,120,14510,120,t0804
lubuskie,słubicki,19131,0,5348,0,t0805
lubuskie,strzelecko-drezdenecki,26731,378,8334,117,t0806
lubuskie,sulęciński,14195,132,4381,8,t0807
lubuskie,świebodziński,31631,547,9819,63,t0808
lubuskie,zielonogórski,53878,0,19716,0,t0809
lubuskie,żagański,34951,0,8595,0,t0810
lubuskie,żarski,57260,453,16417,359,t0811
lubuskie,wschowski,12846,0,3220,0,t0812
lubuskie,Gorzów Wielkopolski,74956,55,23088,6,t0861
lubuskie,Zielona Góra,87821,87,29549,16,t0862
łódzkie,bełchatowski,36115,373,11045,129,t1001
łódzkie,kutnowski,46896,0,14405,0,t1002
łódzkie,łaski,16785,47,5009,1,t1003
łódzkie,łęczycki,25862,72,8376,0,t1004
łódzkie,łowicki,54637,420,17477,5,t1005
łódzkie,łódzki wschodni,19852,0,5956,0,t1006
łódzkie,opoczyński,30476,245,9534,86,t1007
łódzkie,pabianicki,54994,0,15707,0,t1008
łódzkie,pajęczański,16603,0,4799,0,t1009
łódzkie,piotrkowski,23913,60,7453,60,t1010
łódzkie,poddębicki,18795,0,5283,0,t1011
łódzkie,radomszczański,45537,30,14179,30,t1012
łódzkie,rawski,14769,0,5119,0,t1013
łódzkie,sieradzki,50594,183,15196,148,t1014
łódzkie,skierniewicki,13783,181,4736,1,t1015
łódzkie,tomaszowski,56368,126,16410,0,t1016
łódzkie,wieluński,48306,68,12225,68,t1017
łódzkie,wieruszowski,17814,291,5168,2,t1018
łódzkie,zduńskowolski,25236,205,7801,0,t1019
łódzkie,zgierski,69627,345,19717,0,t1020
łódzkie,brzeziński,19989,101,6802,101,t1021
łódzkie,Łódź,534694,3438,171982,1987,t1061
łódzkie,Piotrków Trybunalski,39083,74,11812,74,t1062
łódzkie,Skierniewice,41730,0,13057,0,t1063
małopolskie,bocheński,35581,537,10252,129,t1201
małopolskie,brzeski,34187,0,12337,0,t1202
małopolskie,chrzanowski,58981,0,17049,0,t1203
małopolskie,dąbrowski,21878,0,6690,0,t1204
małopolskie,gorlicki,46828,0,14612,0,t1205
małopolskie,krakowski,77648,581,25458,386,t1206
małopolskie,limanowski,43421,2,13186,0,t1207
małopolskie,miechowski,35818,0,12152,0,t1208
małopolskie,myślenicki,45242,0,13495,0,t1209
małopolskie,nowosądecki,67388,539,22225,145,t1210
małopolskie,nowotarski,67780,0,20807,0,t1211
małopolskie,olkuski,59121,809,16836,397,t1212
małopolskie,oświęcimski,50971,0,14643,0,t1213
małopolskie,proszowicki,21168,0,5380,0,t1214
małopolskie,suski,33594,0,10137,0,t1215
małopolskie,tarnowski,50419,151,15946,149,t1216
małopolskie,tatrzański,17832,0,6055,0,t1217
małopolskie,wadowicki,52574,0,14252,0,t1218
małopolskie,wielicki,47339,612,11056,129,t1219
małopolskie,Kraków,665322,3579,223272,1999,t1261
małopolskie,Nowy Sącz,30983,0,8897,0,t1262
małopolskie,Tarnów,54773,496,17212,46,t1263
mazowieckie,białobrzeski,18070,142,5670,129,t1401
mazowieckie,ciechanowski,42043,0,13767,0,t1402
mazowieckie,garwoliński,39447,93,11953,91,t1403
mazowieckie,gostyniński,15699,0,5384,0,t1404
mazowieckie,grodziski,49970,0,16960,0,t1405
mazowieckie,grójecki,56211,0,18654,0,t1406
mazowieckie,kozienicki,22006,0,7496,0,t1407
mazowieckie,legionowski,37365,0,9786,0,t1408
mazowieckie,lipski,14937,0,5390,0,t1409
mazowieckie,łosicki,10080,0,3565,0,t1410
mazowieckie,makowski,22268,0,7189,0,t1411
mazowieckie,miński,66115,801,21687,289,t1412
mazowieckie,mławski,28453,0,10046,0,t1413
mazowieckie,nowodworski,55557,17,16667,1,t1414
mazowieckie,ostrołęcki,28230,0,9564,0,t1415
mazowieckie,ostrowski,26621,0,8204,0,t1416
mazowieckie,otwocki,47074,0,15648,0,t1417
mazowieckie,piaseczyński,124333,241,36924,166,t1418
mazowieckie,płocki,40442,197,13008,0,t1419
mazowieckie,płoński,40046,227,9378,0,t1420
mazowieckie,pruszkowski,58880,100,17001,0,t1421
mazowieckie,przasnyski,27566,0,8482,0,t1422
mazowieckie,przysuski,14504,0,5255,0,t1423
mazowieckie,pułtuski,24503,0,8409,0,t1424
mazowieckie,radomski,33415,0,11376,0,t1425
mazowieckie,siedlecki,18116,0,6549,0,t1426
mazowieckie,sierpecki,23420,0,7756,0,t1427
mazowieckie,sochaczewski,42583,54,11687,0,t1428
mazowieckie,sokołowski,25317,0,9190,0,t1429
mazowieckie,szydłowiecki,9132,0,3386,0,t1430
mazowieckie,warszawski zachodni,59023,209,17409,0,t1432
mazowieckie,węgrowski,23614,0,8367,0,t1433
mazowieckie,wołomiński,96306,1160,29423,971,t1434
mazowieckie,wyszkowski,31188,133,10150,0,t1435
mazowieckie,zwoleński,15175,315,5424,304,t1436
mazowieckie,żuromiński,14617,0,4739,0,t1437
mazowieckie,żyrardowski,28357,0,9682,0,t1438
mazowieckie,Ostrołęka,46695,124,17993,122,t1461
mazowieckie,Płock,69535,587,24512,317,t1462
mazowieckie,Radom,121674,764,41250,0,t1463
mazowieckie,Siedlce,71027,278,25484,263,t1464
mazowieckie,Warszawa,1422222,15701,449032,5080,t1465
opolskie,brzeski,42480,247,11504,247,t1601
opolskie,głubczycki,24499,0,7253,0,t1602
opolskie,kędzierzyńsko-kozielski,44421,0,11785,0,t1603
opolskie,kluczborski,29070,144,8900,43,t1604
opolskie,krapkowicki,51503,239,12195,0,t1605
opolskie,namysłowski,15527,0,4847,0,t1606
opolskie,nyski,55180,0,15567,0,t1607
opolskie,oleski,28354,0,8688,0,t1608
opolskie,opolski,40772,94,14038,92,t1609
opolskie,prudnicki,22090,0,6047,0,t1610
opolskie,strzelecki,28616,0,8277,0,t1611
opolskie,Opole,114950,267,37055,9,t1661
podkarpackie,bieszczadzki,5462,30,1869,30,t1801
podkarpackie,brzozowski,31688,43,11752,35,t1802
podkarpackie,dębicki,42808,0,13936,0,t1803
podkarpackie,jarosławski,29368,278,8728,162,t1804
podkarpackie,jasielski,33006,79,11069,3,t1805
podkarpackie,kolbuszowski,14388,0,5315,0,t1806
podkarpackie,krośnieński,31518,0,10802,0,t1807
podkarpackie,leżajski,22245,2,7485,0,t1808
podkarpackie,lubaczowski,20963,0,7786,0,t1809
podkarpackie,łańcucki,25542,0,9446,0,t1810
podkarpackie,mielecki,54183,139,17981,138,t1811
podkarpackie,niżański,20011,0,6268,0,t1812
podkarpackie,przemyski,11099,0,3931,0,t1813
podkarpackie,przeworski,17822,0,5957,0,t1814
podkarpackie,ropczycko-sędziszowski,23210,79,7683,0,t1815
podkarpackie,rzeszowski,34794,0,12434,0,t1816
podkarpackie,sanocki,22990,30,8181,1,t1817
podkarpackie,stalowowolski,45614,0,16193,0,t1818
podkarpackie,strzyżowski,16860,90,5916,89,t1819
podkarpackie,tarnobrzeski,8424,0,3282,0,t1820
podkarpackie,leski,7609,0,2800,0,t1821
podkarpackie,Krosno,26165,69,8819,60,t1861
podkarpackie,Przemyśl,25947,33,8958,0,t1862
podkarpackie,Rzeszów,358145,1337,120676,798,t1863
podkarpackie,Tarnobrzeg,36734,0,12462,0,t1864
podlaskie,augustowski,25117,100,7712,0,t2001
podlaskie,białostocki,40387,97,14325,42,t2002
podlaskie,bielski,22642,0,7827,0,t2003
podlaskie,grajewski,15991,0,5078,0,t2004
podlaskie,hajnowski,19412,0,7010,0,t2005
podlaskie,kolneński,13825,0,5042,0,t2006
podlaskie,łomżyński,8972,0,3008,0,t2007
podlaskie,moniecki,13385,0,4427,0,t2008
podlaskie,sejneński,7366,0,2616,0,t2009
podlaskie,siemiatycki,19166,0,5750,0,t2010
podlaskie,sokólski,24319,0,7944,0,t2011
podlaskie,suwalski,5209,0,1882,0,t2012
podlaskie,wysokomazowiecki,28096,0,9594,0,t2013
podlaskie,zambrowski,12811,0,3868,0,t2014
podlaskie,Białystok,305712,300,101457,273,t2061
podlaskie,Łomża,39996,1,12714,1,t2062
podlaskie,Suwałki,31292,0,10286,0,t2063
pomorskie,bytowski,38528,2,13255,2,t2201
pomorskie,chojnicki,40650,1,12303,1,t2202
pomorskie,człuchowski,21038,0,6508,0,t2203
pomorskie,gdański,25888,46,8423,0,t2204
pomorskie,kartuski,41375,0,13585,0,t2205
pomorskie,kościerski,33712,0,10721,0,t2206
pomorskie,kwidzyński,28725,0,8473,0,t2207
pomorskie,lęborski,30403,99,10259,0,t2208
pomorskie,malborski,21858,0,7003,0,t2209
pomorskie,nowodworski,17300,0,5739,0,t2210
pomorskie,pucki,27492,249,7882,0,t2211
pomorskie,słupski,23719,0,7728,0,t2212
pomorskie,starogardzki,48546,4,16539,0,t2213
pomorskie,tczewski,37459,0,11414,0,t2214
pomorskie,wejherowski,84487,43,27211,1,t2215
pomorskie,sztumski,21071,0,5708,0,t2216
