wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4,0,0,0,t00
dolnośląskie,bolesławiecki,78933,170,34422,14,t0201
dolnośląskie,dzierżoniowski,75005,184,33844,13,t0202
dolnośląskie,głogowski,71196,258,31138,21,t0203
dolnośląskie,górowski,28279,30,12546,5,t0204
dolnośląskie,jaworski,42017,132,18333,12,t0205
dolnośląskie,jeleniogórski,55205,80,24535,5,t0206
dolnośląskie,kamiennogórski,34928,138,15714,3,t0207
dolnośląskie,kłodzki,140568,598,62689,81,t0208
dolnośląskie,legnicki,46771,40,20236,5,t0209
dolnośląskie,lubański,32953,172,13308,12,t0210
dolnośląskie,lubiński,133977,427,61605,32,t0211
dolnośląskie,lwówecki,45263,86,20287,6,t0212
dolnośląskie,milicki,37080,48,16922,4,t0213
dolnośląskie,oleśnicki,108721,249,47921,39,t0214
dolnośląskie,oławski,48143,130,21837,0,t0215
dolnośląskie,polkowicki,44260,70,19013,11,t0216
dolnośląskie,strzeliński,40204,167,18114,22,t0217
dolnośląskie,średzki,24255,56,10966,7,t0218
dolnośląskie,świdnicki,112612,229,49434,13,t0219
dolnośląskie,trzebnicki,64416,246,30017,13,t0220
dolnośląskie,wałbrzyski,34570,102,15763,1,t0221
dolnośląskie,wołowski,45647,128,19657,2,t0222
dolnośląskie,wrocławski,110723,108,50987,13,t0223
dolnośląskie,ząbkowicki,60737,41,27035,1,t0224
dolnośląskie,zgorzelecki,65161,177,28344,3,t0225
dolnośląskie,złotoryjski,37545,66,16370,2,t0226
dolnośląskie,Jelenia Góra,98115,220,45068,10,t0261
dolnośląskie,Legnica,98234,207,44198,12,t0262
dolnośląskie,Wrocław,1134692,1731,509513,153,t0264
dolnośląskie,Wałbrzych,225097,267,101118,3,t0265
kujawsko-pomorskie,aleksandrowski,138658,171,64311,13,t0401
kujawsko-pomorskie,brodnicki,78391,144,35704,18,t0402
kujawsko-pomorskie,bydgoski,82548,205,38070,10,t0403
kujawsko-pomorskie,chełmiński,45358,140,20530,23,t0404
kujawsko-pomorskie,golubsko-dobrzyński,38506,92,17467,5,t0405
kujawsko-pomorskie,grudziądzki,28281,57,12629,18,t0406
kujawsko-pomorskie,inowrocławski,112713,238,51586,14,t0407
kujawsko-pomorskie,lipnowski,57718,75,25954,19,t0408
kujawsko-pomorskie,mogileński,36178,146,16366,10,t0409
kujawsko-pomorskie,nakielski,91437,108,39747,19,t0410
kujawsko-pomorskie,radziejowski,47152,161,21634,15,t0411
kujawsko-pomorskie,rypiński,38938,106,17768,3,t0412
kujawsko-pomorskie,sępoleński,52503,130,23158,8,t0413
kujawsko-pomorskie,świecki,85265,219,37940,14,t0414
kujawsko-pomorskie,toruński,76491,100,32925,16,t0415
kujawsko-pomorskie,tucholski,42095,108,18892,0,t0416
