wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,8,0,2,0,t00
dolnośląskie,bolesławiecki,81195,218,34689,17,t0201
dolnośląskie,dzierżoniowski,77573,161,34106,18,t0202
dolnośląskie,głogowski,74099,313,31373,32,t0203
dolnośląskie,górowski,28969,42,12597,0,t0204
dolnośląskie,jaworski,43477,203,18458,6,t0205
dolnośląskie,jeleniogórski,56755,271,24648,14,t0206
dolnośląskie,kamiennogórski,36103,151,15827,33,t0207
dolnośląskie,kłodzki,144884,520,63073,34,t0208
dolnośląskie,legnicki,47698,55,20329,0,t0209
dolnośląskie,lubański,34084,173,13418,34,t0210
dolnośląskie,lubiński,137988,675,61901,33,t0211
dolnośląskie,lwówecki,46285,60,20388,2,t0212
dolnośląskie,milicki,38006,118,17037,3,t0213
dolnośląskie,oleśnicki,113507,391,48445,30,t0214
dolnośląskie,oławski,49094,32,21911,0,t0215
dolnośląskie,polkowicki,45355,130,19116,2,t0216
dolnośląskie,strzeliński,41202,275,18235,15,t0217
dolnośląskie,średzki,25298,169,11076,10,t0218
dolnośląskie,świdnicki,116606,335,49774,27,t0219
dolnośląskie,trzebnicki,66074,190,30167,19,t0220
dolnośląskie,wałbrzyski,35541,84,15887,2,t0221
dolnośląskie,wołowski,47168,231,19792,18,t0222
dolnośląskie,wrocławski,113743,271,51268,48,t0223
dolnośląskie,ząbkowicki,62571,180,27164,6,t0224
dolnośląskie,zgorzelecki,67019,236,28511,6,t0225
dolnośląskie,złotoryjski,38837,120,16440,0,t0226
dolnośląskie,Jelenia Góra,101565,381,45326,16,t0261
dolnośląskie,Legnica,101610,367,44492,26,t0262
dolnośląskie,Wrocław,1165018,3084,512123,154,t0264
dolnośląskie,Wałbrzych,229800,468,101464,12,t0265
kujawsko-pomorskie,aleksandrowski,140334,179,64432,6,t0401
kujawsko-pomorskie,brodnicki,80616,316,35912,9,t0402
kujawsko-pomorskie,bydgoski,84581,194,38248,8,t0403
kujawsko-pomorskie,chełmiński,46711,248,20636,8,t0404
kujawsko-pomorskie,golubsko-dobrzyński,38985,64,17561,19,t0405
kujawsko-pomorskie,grudziądzki,28818,104,12680,4,t0406
kujawsko-pomorskie,inowrocławski,115596,230,51812,21,t0407
kujawsko-pomorskie,lipnowski,59107,106,26078,7,t0408
kujawsko-pomorskie,mogileński,37646,265,16527,18,t0409
kujawsko-pomorskie,nakielski,93479,168,39913,4,t0410
kujawsko-pomorskie,radziejowski,47988,186,21702,9,t0411
kujawsko-pomorskie,rypiński,40166,118,17858,1,t0412
kujawsko-pomorskie,sępoleński,53438,185,23240,20,t0413
kujawsko-pomorskie,świecki,87447,162,38126,11,t0414
kujawsko-pomorskie,toruński,77816,278,33074,12,t0415
kujawsko-pomorskie,tucholski,42823,118,18965,4,t0416
kujawsko-pomorskie,wąbrzeski,31428,196,13583,4,t0417
kujawsko-pomorskie,włocławski,71192,170,32605,16,t0418
kujawsko-pomorskie,żniński,57221,42,26202,2,t0419
kujawsko-pomorskie,Bydgoszcz,488140,1793,211525,87,t0461
kujawsko-pomorskie,Grudziądz,136557,520,59922,16,t0462
kujawsko-pomorskie,Toruń,225520,981,94921,51,t0463
kujawsko-pomorskie,Włocławek,108718,559,45130,31,t0464
lubelskie,bialski,69578,286,29838,27,t0601
lubelskie,biłgorajski,62267,447,27362,15,t0602
lubelskie,chełmski,40797,105,18078,21,t0603
lubelskie,hrubieszowski,51311,245,22010,13,t0604
lubelskie,janowski,35355,117,15602,7,t0605
lubelskie,krasnostawski,47090,140,20261,15,t0606
