wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,56,0,0,0,t00,0,0,0,0,56,0
dolnośląskie,bolesławiecki,115293,0,38593,0,t0201,47216,0,119,0,29365,0
dolnośląskie,dzierżoniowski,116551,0,37591,0,t0202,42464,0,130,0,36366,0
dolnośląskie,głogowski,116951,2,35250,0,t0203,42268,0,176,0,39257,2
dolnośląskie,górowski,40336,0,13959,0,t0204,16470,0,69,0,9838,0
dolnośląskie,jaworski,64528,0,20807,0,t0205,25234,0,45,0,18442,0
dolnośląskie,jeleniogórski,77337,0,26379,0,t0206,31560,0,364,0,19034,0
dolnośląskie,kamiennogórski,52943,0,17242,0,t0207,19559,0,105,0,16037,0
dolnośląskie,kłodzki,204232,0,68221,0,t0208,78077,0,628,0,57306,0
dolnośląskie,legnicki,67936,0,22039,0,t0209,27404,0,178,0,18315,0
dolnośląskie,lubański,53243,0,14862,0,t0210,20570,0,102,0,17709,0
dolnośląskie,lubiński,189741,0,67080,0,t0211,73866,0,681,0,48114,0
dolnośląskie,lwówecki,68318,0,22917,0,t0212,26546,0,226,0,18629,0
dolnośląskie,milicki,53154,0,18790,0,t0213,20848,0,105,0,13411,0
dolnośląskie,oleśnicki,182517,0,56535,0,t0214,67607,0,443,0,57932,0
dolnośląskie,oławski,60879,0,22898,0,t0215,25921,0,97,0,11963,0
dolnośląskie,polkowicki,66334,0,21293,0,t0216,27059,0,57,0,17925,0
dolnośląskie,strzeliński,59075,0,20141,0,t0217,22693,0,384,0,15857,0
dolnośląskie,średzki,41976,0,12725,0,t0218,14547,0,468,0,14236,0
dolnośląskie,świdnicki,181235,0,55774,0,t0219,65247,0,1078,0,59136,0
dolnośląskie,trzebnicki,98498,0,33479,0,t0220,35537,0,405,0,29077,0
dolnośląskie,wałbrzyski,49654,0,17099,0,t0221,18513,0,262,0,13780,0
dolnośląskie,wołowski,67323,0,22207,0,t0222,27981,0,232,0,16903,0
dolnośląskie,wrocławski,176806,0,58407,0,t0223,64355,0,950,0,53094,0
dolnośląskie,ząbkowicki,86995,0,29492,0,t0224,34557,0,260,0,22686,0
dolnośląskie,zgorzelecki,103810,0,31908,0,t0225,39219,0,191,0,32492,0
dolnośląskie,złotoryjski,57431,0,18416,0,t0226,22316,0,131,0,16568,0
dolnośląskie,Jelenia Góra,149284,0,49491,0,t0261,54022,0,422,0,45349,0
dolnośląskie,Legnica,150739,0,48885,0,t0262,56208,0,348,0,45298,0
dolnośląskie,Wrocław,1667749,0,556127,0,t0264,636866,0,4238,0,470518,0
dolnośląskie,Wałbrzych,292290,0,106875,0,t0265,122919,0,603,0,61893,0
kujawsko-pomorskie,aleksandrowski,166215,0,67132,0,t0401,73221,0,404,0,25458,0
kujawsko-pomorskie,brodnicki,112891,0,39831,0,t0402,44768,0,1344,0,26948,0
kujawsko-pomorskie,bydgoski,124702,0,42517,0,t0403,46716,0,270,0,35199,0
kujawsko-pomorskie,chełmiński,68361,4,23055,0,t0404,25570,0,53,0,19683,4
kujawsko-pomorskie,golubsko-dobrzyński,51943,0,18751,0,t0405,21295,0,339,0,11558,0
kujawsko-pomorskie,grudziądzki,39215,0,13914,0,t0406,16574,0,30,0,8697,0
kujawsko-pomorskie,inowrocławski,170428,0,57051,0,t0407,62690,0,427,0,50260,0
kujawsko-pomorskie,lipnowski,81805,0,28856,0,t0408,33305,0,341,0,19303,0
kujawsko-pomorskie,mogileński,58530,0,19145,0,t0409,21899,0,154,0,17332,0
kujawsko-pomorskie,nakielski,135636,0,44471,0,t0410,56193,0,443,0,34529,0
kujawsko-pomorskie,radziejowski,63014,0,23241,0,t0411,25857,0,528,0,13388,0
kujawsko-pomorskie,rypiński,56663,0,19663,0,t0412,22167,0,75,0,14758,0
kujawsko-pomorskie,sępoleński,70514,0,24961,0,t0413,29847,0,134,0,15572,0
kujawsko-pomorskie,świecki,128852,0,42648,0,t0414,50156,0,388,0,35660,0
kujawsko-pomorskie,toruński,103126,0,35703,0,t0415,44393,0,411,0,22619,0
kujawsko-pomorskie,tucholski,61697,0,21148,0,t0416,24263,0,157,0,16129,0
kujawsko-pomorskie,wąbrzeski,44329,0,15029,0,t0417,17801,0,244,0,11255,0
kujawsko-pomorskie,włocławski,97225,0,35633,0,t0418,38772,0,276,0,22544,0
kujawsko-pomorskie,żniński,77473,0,28520,0,t0419,31025,0,403,0,17525,0
kujawsko-pomorskie,Bydgoszcz,730567,0,231292,0,t0461,268732,0,1463,0,229080,0
kujawsko-pomorskie,Grudziądz,192238,0,65482,0,t0462,76898,0,558,0,49300,0
kujawsko-pomorskie,Toruń,363568,0,107639,0,t0463,127117,0,918,0,127894,0
kujawsko-pomorskie,Włocławek,168576,0,50724,0,t0464,64370,0,1082,0,52400,0
lubelskie,bialski,95195,0,32987,0,t0601,38920,0,591,0,22697,0
lubelskie,biłgorajski,85723,0,30131,0,t0602,33894,0,72,0,21626,0
lubelskie,chełmski,55935,0,20062,0,t0603,22032,0,317,0,13524,0
lubelskie,hrubieszowski,70787,0,24290,0,t0604,28563,0,1431,0,16503,0
