wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,24,5,0,0,t00,0,0,0,0,24,5
dolnośląskie,bolesławiecki,115060,10,38593,0,t0201,47217,0,119,0,29131,10
dolnośląskie,dzierżoniowski,116249,0,37591,0,t0202,42464,0,130,0,36064,0
dolnośląskie,głogowski,116546,70,35250,0,t0203,42268,0,176,0,38852,70
dolnośląskie,górowski,40332,0,13959,0,t0204,16470,0,69,0,9834,0
dolnośląskie,jaworski,64384,12,20807,0,t0205,25234,0,45,0,18298,12
dolnośląskie,jeleniogórski,77142,12,26379,0,t0206,31560,0,365,0,18838,12
dolnośląskie,kamiennogórski,52897,0,17242,0,t0207,19559,0,105,0,15991,0
dolnośląskie,kłodzki,203852,33,68222,0,t0208,78077,0,628,0,56925,33
dolnośląskie,legnicki,67743,36,22039,0,t0209,27404,0,178,0,18122,36
dolnośląskie,lubański,53194,5,14862,0,t0210,20570,0,102,0,17660,5
dolnośląskie,lubiński,189480,0,67080,0,t0211,73865,0,696,0,47839,0
dolnośląskie,lwówecki,68192,0,22917,0,t0212,26546,0,226,0,18503,0
dolnośląskie,milicki,52955,37,18790,0,t0213,20848,0,105,0,13212,37
dolnośląskie,oleśnicki,182267,0,56535,0,t0214,67607,0,442,0,57683,0
dolnośląskie,oławski,60610,15,22898,0,t0215,25921,0,97,0,11694,15
dolnośląskie,polkowicki,66177,6,21293,0,t0216,27059,0,57,0,17768,6
dolnośląskie,strzeliński,58951,0,20141,0,t0217,22693,0,384,0,15733,0
dolnośląskie,średzki,41895,0,12725,0,t0218,14547,0,468,0,14155,0
dolnośląskie,świdnicki,180801,15,55774,0,t0219,65247,0,1079,0,58701,15
dolnośląskie,trzebnicki,98303,46,33479,0,t0220,35537,0,406,0,28881,46
dolnośląskie,wałbrzyski,49443,0,17099,0,t0221,18513,0,262,0,13569,0
dolnośląskie,wołowski,67186,0,22208,0,t0222,27982,0,232,0,16764,0
dolnośląskie,wrocławski,176439,39,58407,0,t0223,64354,0,950,0,52728,39
dolnośląskie,ząbkowicki,86852,0,29492,0,t0224,34557,0,260,0,22543,0
dolnośląskie,zgorzelecki,103624,12,31908,0,t0225,39219,0,216,0,32281,12
dolnośląskie,złotoryjski,57381,21,18416,0,t0226,22316,0,131,0,16518,21
dolnośląskie,Jelenia Góra,148925,8,49490,0,t0261,54022,0,422,0,44991,8
dolnośląskie,Legnica,150040,28,48885,0,t0262,56208,0,348,0,44599,28
dolnośląskie,Wrocław,1664513,209,556124,0,t0264,636863,1,4238,0,467288,208
dolnośląskie,Wałbrzych,291856,0,106875,0,t0265,122919,0,603,0,61459,0
kujawsko-pomorskie,aleksandrowski,166168,0,67132,0,t0401,73221,0,405,0,25410,0
kujawsko-pomorskie,brodnicki,112725,25,39831,0,t0402,44768,0,1344,0,26782,25
kujawsko-pomorskie,bydgoski,124363,5,42517,0,t0403,46716,0,270,0,34860,5
kujawsko-pomorskie,chełmiński,68270,6,23055,0,t0404,25570,0,53,0,19592,6
kujawsko-pomorskie,golubsko-dobrzyński,51921,0,18751,0,t0405,21295,0,339,0,11536,0
kujawsko-pomorskie,grudziądzki,39204,3,13914,0,t0406,16574,0,30,0,8686,3
kujawsko-pomorskie,inowrocławski,170043,37,57051,0,t0407,62686,0,427,0,49879,37
kujawsko-pomorskie,lipnowski,81545,0,28856,0,t0408,33306,0,342,0,19041,0
kujawsko-pomorskie,mogileński,58484,0,19145,0,t0409,21899,0,154,0,17286,0
kujawsko-pomorskie,nakielski,135402,0,44471,0,t0410,56194,0,443,0,34294,0
kujawsko-pomorskie,radziejowski,62931,14,23241,0,t0411,25857,0,528,0,13305,14
kujawsko-pomorskie,rypiński,56467,0,19664,0,t0412,22167,0,75,0,14561,0
kujawsko-pomorskie,sępoleński,70443,0,24961,0,t0413,29847,0,134,0,15501,0
kujawsko-pomorskie,świecki,128659,15,42648,0,t0414,50156,0,389,0,35466,15
kujawsko-pomorskie,toruński,103061,0,35703,0,t0415,44393,0,411,0,22554,0
kujawsko-pomorskie,tucholski,61659,0,21148,0,t0416,24263,0,157,0,16091,0
kujawsko-pomorskie,wąbrzeski,44244,0,15029,0,t0417,17801,0,244,0,11170,0
kujawsko-pomorskie,włocławski,97058,27,35633,0,t0418,38773,0,276,0,22376,27
kujawsko-pomorskie,żniński,77221,29,28520,0,t0419,31025,0,403,0,17273,29
kujawsko-pomorskie,Bydgoszcz,729330,12,231292,0,t0461,268732,0,1461,0,227845,12
kujawsko-pomorskie,Grudziądz,191883,4,65482,0,t0462,76898,0,558,0,48945,4
kujawsko-pomorskie,Toruń,362678,68,107638,0,t0463,127114,0,918,0,127008,68
kujawsko-pomorskie,Włocławek,168310,24,50724,0,t0464,64371,0,1084,0,52131,24
lubelskie,bialski,95048,2,32987,0,t0601,38921,0,591,0,22549,2
lubelskie,biłgorajski,85623,0,30131,0,t0602,33894,0,72,0,21526,0
lubelskie,chełmski,55910,0,20062,0,t0603,22032,0,317,0,13499,0
lubelskie,hrubieszowski,70735,0,24290,0,t0604,28563,0,1431,0,16451,0
lubelskie,janowski,45223,0,16897,0,t0605,19158,0,524,0,8644,0
lubelskie,krasnostawski,65774,9,22147,0,t0606,25746,0,463,0,17418,9
lubelskie,kraśnicki,103827,8,37270,0,t0607,41577,0,349,0,24631,8
lubelskie,lubartowski,86090,4,31179,0,t0608,34939,0,1116,0,18856,4
lubelskie,lubelski,132070,0,46288,0,t0609,54356,0,582,0,30844,0
lubelskie,łęczyński,59350,0,22151,0,t0610,23998,0,502,0,12699,0
lubelskie,łukowski,88998,8,32015,0,t0611,36823,0,232,0,19928,8
lubelskie,opolski,71189,0,25156,0,t0612,29164,0,232,0,16637,0
lubelskie,parczewski,42597,0,15077,0,t0613,17741,0,483,0,9296,0
lubelskie,puławski,153121,0,53790,0,t0614,59025,0,389,0,39917,0
lubelskie,radzyński,48119,0,17234,0,t0615,19571,0,163,0,11151,0
lubelskie,rycki,80879,21,29428,0,t0616,31814,0,322,0,19315,21
lubelskie,świdnicki,79159,22,26535,0,t0617,28970,0,145,0,23509,22
lubelskie,tomaszowski,85222,2,30060,0,t0618,35288,0,233,0,19641,2
lubelskie,włodawski,52182,0,18417,0,t0619,21118,0,168,0,12479,0
lubelskie,zamojski,74689,10,27551,0,t0620,28868,0,366,0,17904,10
lubelskie,Biała Podlaska,110060,2,39639,0,t0661,45519,0,140,0,24762,2
lubelskie,Chełm,104121,0,34684,0,t0662,41959,0,185,0,27293,0
lubelskie,Lublin,702727,49,236393,0,t0663,282922,0,2513,0,180899,49
lubelskie,Zamość,138891,3,49336,0,t0664,55966,0,234,0,33355,3
lubuskie,gorzowski,48860,3,16303,0,t0801,18381,0,363,0,13813,3
lubuskie,krośnieński,79170,0,27504,0,t0802,32039,0,56,0,19571,0
lubuskie,międzyrzecki,101485,1,35434,0,t0803,40873,0,667,0,24511,1
lubuskie,nowosolski,147305,2,47532,0,t0804,60050,0,383,0,39340,2
lubuskie,słubicki,65165,0,22254,0,t0805,25991,0,105,0,16815,0
lubuskie,strzelecko-drezdenecki,78517,0,26311,0,t0806,33652,0,175,0,18379,0
lubuskie,sulęciński,52731,0,16716,0,t0807,21631,0,291,0,14093,0
lubuskie,świebodziński,83773,19,28946,0,t0808,34184,0,102,0,20541,19
lubuskie,zielonogórski,130079,0,46461,0,t0809,54623,0,827,0,28168,0
lubuskie,żagański,115289,0,36704,0,t0810,45145,0,555,0,32885,0
lubuskie,żarski,155876,31,53379,0,t0811,61843,0,223,0,40431,31
lubuskie,wschowski,43903,0,15389,0,t0812,17315,0,161,0,11038,0
