wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,34129,1877,5205,569,t00
dolnośląskie,bolesławiecki,29745,897,8432,297,t0201
dolnośląskie,dzierżoniowski,28199,858,8022,269,t0202
dolnośląskie,głogowski,25762,790,7130,587,t0203
dolnośląskie,górowski,9468,217,2408,78,t0204
dolnośląskie,jaworski,17733,360,4430,166,t0205
dolnośląskie,jeleniogórski,24351,657,7036,236,t0206
dolnośląskie,kamiennogórski,12171,419,3304,191,t0207
dolnośląskie,kłodzki,59496,1428,18972,652,t0208
dolnośląskie,legnicki,14180,529,3026,246,t0209
dolnośląskie,lubański,10969,183,3634,103,t0210
dolnośląskie,lubiński,58298,1545,14634,364,t0211
dolnośląskie,lwówecki,15830,496,4521,146,t0212
dolnośląskie,milicki,14644,436,4191,249,t0213
dolnośląskie,oleśnicki,25328,1067,6438,373,t0214
dolnośląskie,oławski,24867,689,8236,396,t0215
dolnośląskie,polkowicki,10343,872,2063,157,t0216
dolnośląskie,strzeliński,15902,370,4416,166,t0217
dolnośląskie,średzki,10525,223,3397,94,t0218
dolnośląskie,świdnicki,37027,964,11680,501,t0219
dolnośląskie,trzebnicki,27229,688,8805,498,t0220
dolnośląskie,wałbrzyski,16075,346,4857,282,t0221
dolnośląskie,wołowski,16998,512,4904,139,t0222
dolnośląskie,wrocławski,41307,1280,10437,684,t0223
dolnośląskie,ząbkowicki,24437,828,7827,327,t0224
dolnośląskie,zgorzelecki,25146,561,7753,258,t0225
dolnośląskie,złotoryjski,14939,456,3988,116,t0226
dolnośląskie,Jelenia Góra,37629,1396,10403,451,t0261
dolnośląskie,Legnica,36750,1193,8678,379,t0262
dolnośląskie,Wrocław,439504,11129,106017,4058,t0264
dolnośląskie,Wałbrzych,114610,1647,32975,788,t0265
kujawsko-pomorskie,aleksandrowski,73367,1276,22373,726,t0401
kujawsko-pomorskie,brodnicki,27102,719,7545,266,t0402
kujawsko-pomorskie,bydgoski,29062,1258,6652,501,t0403
kujawsko-pomorskie,chełmiński,15983,450,4027,169,t0404
kujawsko-pomorskie,golubsko-dobrzyński,11650,507,3386,228,t0405
kujawsko-pomorskie,grudziądzki,8157,202,2007,77,t0406
kujawsko-pomorskie,inowrocławski,47226,1200,12053,673,t0407
kujawsko-pomorskie,lipnowski,20891,700,5638,171,t0408
kujawsko-pomorskie,mogileński,10590,230,2599,78,t0409
kujawsko-pomorskie,nakielski,17949,661,3859,297,t0410
kujawsko-pomorskie,radziejowski,16210,249,4153,107,t0411
kujawsko-pomorskie,rypiński,13707,507,4084,245,t0412
kujawsko-pomorskie,sępoleński,19051,478,5186,132,t0413
kujawsko-pomorskie,świecki,29391,847,7533,249,t0414
kujawsko-pomorskie,toruński,25102,857,5081,85,t0415
kujawsko-pomorskie,tucholski,13445,495,3645,219,t0416
kujawsko-pomorskie,wąbrzeski,10064,283,2917,198,t0417
kujawsko-pomorskie,włocławski,23270,869,5658,266,t0418
kujawsko-pomorskie,żniński,19108,507,5048,205,t0419
kujawsko-pomorskie,Bydgoszcz,182727,4677,46437,2779,t0461
kujawsko-pomorskie,Grudziądz,51780,975,10857,520,t0462
kujawsko-pomorskie,Toruń,69929,1980,18266,552,t0463
kujawsko-pomorskie,Włocławek,33737,1151,7924,404,t0464
lubelskie,bialski,28580,959,8331,450,t0601
lubelskie,biłgorajski,25217,686,7879,419,t0602
lubelskie,chełmski,16297,474,4779,172,t0603
lubelskie,hrubieszowski,19028,467,5984,222,t0604
lubelskie,janowski,14255,343,4845,186,t0605
lubelskie,krasnostawski,17956,500,5247,147,t0606
lubelskie,kraśnicki,30400,995,7808,243,t0607
lubelskie,lubartowski,24723,641,7640,268,t0608
lubelskie,lubelski,38154,1183,10990,513,t0609
lubelskie,łęczyński,19447,332,5824,258,t0610
lubelskie,łukowski,25226,749,7239,345,t0611
lubelskie,opolski,19518,456,5561,296,t0612
lubelskie,parczewski,13888,90,4120,72,t0613
lubelskie,puławski,47232,1293,14419,840,t0614
lubelskie,radzyński,14495,289,4992,160,t0615
lubelskie,rycki,24346,616,6642,345,t0616
lubelskie,świdnicki,18908,601,5611,156,t0617
lubelskie,tomaszowski,25161,688,7108,224,t0618
lubelskie,włodawski,17321,557,4932,276,t0619
lubelskie,zamojski,22761,718,7209,286,t0620
lubelskie,Biała Podlaska,32977,1024,7811,485,t0661
lubelskie,Chełm,27475,902,6880,431,t0662
lubelskie,Lublin,225377,5330,66956,2339,t0663
lubelskie,Zamość,42760,1193,11732,636,t0664
lubuskie,gorzowski,14541,389,4520,165,t0801
lubuskie,krośnieński,22582,360,5255,216,t0802
lubuskie,międzyrzecki,30858,684,8272,313,t0803
lubuskie,nowosolski,36194,1122,8194,538,t0804
