wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,4,0,0,0,t00,0,0,0,0,4,0
dolnośląskie,bolesławiecki,114432,0,38594,0,t0201,47215,0,119,0,28504,0
dolnośląskie,dzierżoniowski,115183,3,37592,0,t0202,42464,0,130,0,34997,3
dolnośląskie,głogowski,115241,0,35245,0,t0203,42265,0,173,0,37558,0
dolnośląskie,górowski,40249,0,13959,0,t0204,16470,0,69,0,9751,0
dolnośląskie,jaworski,63771,0,20805,0,t0205,25235,0,46,0,17685,0
dolnośląskie,jeleniogórski,76738,0,26372,0,t0206,31555,0,365,0,18446,0
dolnośląskie,kamiennogórski,52578,0,17242,0,t0207,19559,0,106,0,15671,0
dolnośląskie,kłodzki,202828,0,68221,0,t0208,78074,0,628,0,55905,0
dolnośląskie,legnicki,67307,0,22039,0,t0209,27405,0,178,0,17685,0
dolnośląskie,lubański,52609,0,14862,0,t0210,20570,0,102,0,17075,0
dolnośląskie,lubiński,187866,2,67081,0,t0211,73861,0,697,0,46227,2
dolnośląskie,lwówecki,67632,0,22917,0,t0212,26547,0,227,0,17941,0
dolnośląskie,milicki,52779,0,18790,0,t0213,20846,0,105,0,13038,0
dolnośląskie,oleśnicki,181077,0,56528,0,t0214,67598,0,434,0,56517,0
dolnośląskie,oławski,60059,0,22897,0,t0215,25917,0,96,0,11149,0
dolnośląskie,polkowicki,65681,0,21287,0,t0216,27055,0,52,0,17287,0
dolnośląskie,strzeliński,58640,0,20141,0,t0217,22693,0,384,0,15422,0
dolnośląskie,średzki,41657,0,12725,0,t0218,14547,0,468,0,13917,0
dolnośląskie,świdnicki,179042,0,55773,0,t0219,65247,0,1073,0,56949,0
dolnośląskie,trzebnicki,97245,0,33478,0,t0220,35536,0,407,0,27824,0
dolnośląskie,wałbrzyski,49292,0,17098,0,t0221,18513,0,262,0,13419,0
dolnośląskie,wołowski,66815,0,22208,0,t0222,27985,0,234,0,16388,0
dolnośląskie,wrocławski,175219,1,58343,0,t0223,64265,0,939,0,51672,1
dolnośląskie,ząbkowicki,86527,3,29489,1,t0224,34555,0,260,0,22223,2
dolnośląskie,zgorzelecki,102788,0,31907,0,t0225,39215,0,215,0,31451,0
dolnośląskie,złotoryjski,56974,0,18416,0,t0226,22316,0,131,0,16111,0
dolnośląskie,Jelenia Góra,146525,3,49487,0,t0261,54015,3,417,0,42606,0
dolnośląskie,Legnica,148548,4,48883,0,t0262,56213,0,348,0,43104,4
dolnośląskie,Wrocław,1642749,32,555931,1,t0264,636594,1,3968,4,446256,26
dolnośląskie,Wałbrzych,291379,0,106871,0,t0265,122911,0,610,0,60987,0
kujawsko-pomorskie,aleksandrowski,165879,0,67133,0,t0401,73223,0,405,0,25118,0
kujawsko-pomorskie,brodnicki,111872,1,39831,0,t0402,44765,0,1344,0,25932,1
kujawsko-pomorskie,bydgoski,123575,0,42517,0,t0403,46710,0,269,0,34079,0
kujawsko-pomorskie,chełmiński,67843,0,23055,0,t0404,25570,0,53,0,19165,0
kujawsko-pomorskie,golubsko-dobrzyński,51750,0,18750,0,t0405,21296,0,340,0,11364,0
kujawsko-pomorskie,grudziądzki,39133,0,13914,0,t0406,16574,0,30,0,8615,0
kujawsko-pomorskie,inowrocławski,168128,1,57049,0,t0407,62683,0,427,0,47969,1
kujawsko-pomorskie,lipnowski,81272,0,28856,0,t0408,33306,0,343,0,18767,0
kujawsko-pomorskie,mogileński,58140,0,19145,0,t0409,21899,0,155,0,16941,0
kujawsko-pomorskie,nakielski,134865,2,44471,0,t0410,56193,0,446,0,33755,2
kujawsko-pomorskie,radziejowski,62727,0,23240,0,t0411,25857,0,528,0,13102,0
kujawsko-pomorskie,rypiński,56282,0,19664,0,t0412,22167,0,75,0,14376,0
kujawsko-pomorskie,sępoleński,70024,0,24961,0,t0413,29844,0,134,0,15085,0
kujawsko-pomorskie,świecki,128215,0,42646,0,t0414,50155,0,391,0,35023,0
kujawsko-pomorskie,toruński,102749,0,35703,0,t0415,44391,0,411,0,22244,0
kujawsko-pomorskie,tucholski,61512,0,21148,0,t0416,24263,0,155,0,15946,0
