wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4,0,0,0,t00
dolnośląskie,bolesławiecki,79989,219,34563,28,t0201
dolnośląskie,dzierżoniowski,76343,338,34000,52,t0202
dolnośląskie,głogowski,72643,421,31276,47,t0203
dolnośląskie,górowski,28531,14,12572,0,t0204
dolnośląskie,jaworski,42754,227,18411,19,t0205
dolnośląskie,jeleniogórski,55928,159,24600,21,t0206
dolnośląskie,kamiennogórski,35471,166,15769,10,t0207
dolnośląskie,kłodzki,142637,435,62856,35,t0208
dolnośląskie,legnicki,47042,54,20265,6,t0209
dolnośląskie,lubański,33568,153,13360,14,t0210
dolnośląskie,lubiński,135679,273,61779,26,t0211
dolnośląskie,lwówecki,45628,90,20330,6,t0212
dolnośląskie,milicki,37596,107,16994,13,t0213
dolnośląskie,oleśnicki,110797,291,48193,48,t0214
dolnośląskie,oławski,48777,260,21896,26,t0215
dolnośląskie,polkowicki,44839,190,19086,25,t0216
dolnośląskie,strzeliński,40648,25,18174,2,t0217
dolnośląskie,średzki,24634,115,11008,6,t0218
dolnośląskie,świdnicki,114516,512,49619,24,t0219
dolnośląskie,trzebnicki,65208,156,30079,10,t0220
dolnośląskie,wałbrzyski,35141,54,15808,4,t0221
dolnośląskie,wołowski,46539,199,19741,20,t0222
dolnośląskie,wrocławski,111959,242,51093,26,t0223
dolnośląskie,ząbkowicki,61678,224,27103,13,t0224
dolnośląskie,zgorzelecki,66130,239,28455,24,t0225
dolnośląskie,złotoryjski,38316,237,16413,13,t0226
dolnośląskie,Jelenia Góra,99789,289,45197,31,t0261
dolnośląskie,Legnica,100082,400,44365,43,t0262
dolnośląskie,Wrocław,1148619,2488,510861,212,t0264
dolnośląskie,Wałbrzych,227271,518,101297,11,t0265
kujawsko-pomorskie,aleksandrowski,139689,229,64392,12,t0401
kujawsko-pomorskie,brodnicki,79529,217,35857,16,t0402
kujawsko-pomorskie,bydgoski,83541,315,38159,21,t0403
kujawsko-pomorskie,chełmiński,46094,255,20605,17,t0404
kujawsko-pomorskie,golubsko-dobrzyński,38749,17,17519,2,t0405
kujawsko-pomorskie,grudziądzki,28579,65,12665,8,t0406
kujawsko-pomorskie,inowrocławski,114183,452,51711,31,t0407
kujawsko-pomorskie,lipnowski,58305,110,25996,5,t0408
kujawsko-pomorskie,mogileński,36888,166,16468,20,t0409
kujawsko-pomorskie,nakielski,92304,122,39835,13,t0410
kujawsko-pomorskie,radziejowski,47649,152,21670,17,t0411
kujawsko-pomorskie,rypiński,39474,178,17814,6,t0412
kujawsko-pomorskie,sępoleński,52859,38,23197,2,t0413
kujawsko-pomorskie,świecki,86415,243,38018,11,t0414
kujawsko-pomorskie,toruński,77107,168,33009,17,t0415
kujawsko-pomorskie,tucholski,42515,145,18946,9,t0416
kujawsko-pomorskie,wąbrzeski,31000,60,13551,5,t0417
kujawsko-pomorskie,włocławski,70318,120,32515,34,t0418
kujawsko-pomorskie,żniński,56635,100,26167,6,t0419
kujawsko-pomorskie,Bydgoszcz,479630,1541,211037,90,t0461
kujawsko-pomorskie,Grudziądz,134556,460,59775,26,t0462
kujawsko-pomorskie,Toruń,220288,615,94589,45,t0463
kujawsko-pomorskie,Włocławek,106144,312,44998,16,t0464
lubelskie,bialski,68560,306,29675,46,t0601
lubelskie,biłgorajski,61097,379,27248,38,t0602
lubelskie,chełmski,40121,141,17944,13,t0603
lubelskie,hrubieszowski,50501,206,21939,16,t0604
lubelskie,janowski,34888,151,15553,31,t0605
lubelskie,krasnostawski,46332,183,20163,46,t0606
lubelskie,kraśnicki,75051,402,33443,52,t0607
lubelskie,lubartowski,62537,307,27808,68,t0608
