wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,10,0,3,0,t00,3,0,0,0,4,0
dolnośląskie,bolesławiecki,113165,31,38585,0,t0201,47207,0,123,0,27250,31
dolnośląskie,dzierżoniowski,112901,0,37575,0,t0202,42448,0,132,0,32746,0
dolnośląskie,głogowski,112763,37,35228,0,t0203,42232,0,175,0,35128,37
dolnośląskie,górowski,39768,0,13956,0,t0204,16470,0,71,0,9271,0
dolnośląskie,jaworski,62911,1,20798,0,t0205,25228,0,47,0,16838,1
dolnośląskie,jeleniogórski,75529,0,26357,0,t0206,31537,0,370,0,17265,0
dolnośląskie,kamiennogórski,51766,0,17237,0,t0207,19554,0,107,0,14868,0
dolnośląskie,kłodzki,198963,0,68202,0,t0208,78048,0,645,0,52068,0
dolnośląskie,legnicki,66574,0,22036,0,t0209,27402,0,183,0,16953,0
dolnośląskie,lubański,51693,3,14845,0,t0210,20539,0,103,0,16206,3
dolnośląskie,lubiński,185499,0,67061,0,t0211,73832,0,723,0,43883,0
dolnośląskie,lwówecki,66693,0,22909,0,t0212,26536,0,260,0,16988,0
dolnośląskie,milicki,52220,0,18787,0,t0213,20845,0,109,0,12479,0
dolnośląskie,oleśnicki,178072,133,56484,1,t0214,67540,2,445,0,53603,130
dolnośląskie,oławski,59398,8,22886,0,t0215,25902,0,97,0,10513,8
dolnośląskie,polkowicki,64835,0,21278,0,t0216,27042,0,52,0,16463,0
dolnośląskie,strzeliński,57703,0,20132,0,t0217,22685,0,479,0,14407,0
dolnośląskie,średzki,40718,0,12711,0,t0218,14532,0,475,0,13000,0
dolnośląskie,świdnicki,175697,40,55730,0,t0219,65206,0,1110,0,53651,40
dolnośląskie,trzebnicki,95398,2,33467,0,t0220,35520,0,415,0,25996,2
dolnośląskie,wałbrzyski,48542,21,17090,0,t0221,18505,0,263,0,12684,21
dolnośląskie,wołowski,65958,0,22204,0,t0222,27984,0,261,0,15509,0
dolnośląskie,wrocławski,170982,8,58158,0,t0223,64020,0,1034,0,47770,8
dolnośląskie,ząbkowicki,85213,0,29466,0,t0224,34530,0,279,0,20938,0
dolnośląskie,zgorzelecki,100913,30,31886,0,t0225,39196,0,232,0,29599,30
dolnośląskie,złotoryjski,56165,0,18415,0,t0226,22313,0,134,0,15303,0
dolnośląskie,Jelenia Góra,143919,13,49456,0,t0261,53970,0,415,0,40078,13
dolnośląskie,Legnica,145621,16,48850,0,t0262,56168,1,357,0,40246,15
dolnośląskie,Wrocław,1603590,600,554994,6,t0264,635395,12,4121,0,409080,582
dolnośląskie,Wałbrzych,288069,11,106827,0,t0265,122870,0,635,0,57737,11
kujawsko-pomorskie,aleksandrowski,164590,0,67130,0,t0401,73220,0,443,0,23797,0
kujawsko-pomorskie,brodnicki,110438,2,39810,0,t0402,44752,0,1384,0,24492,2
kujawsko-pomorskie,bydgoski,121204,0,42496,0,t0403,46671,0,275,0,31762,0
kujawsko-pomorskie,chełmiński,66597,0,23046,0,t0404,25562,0,55,0,17934,0
kujawsko-pomorskie,golubsko-dobrzyński,51118,0,18749,0,t0405,21295,0,340,0,10734,0
kujawsko-pomorskie,grudziądzki,38748,0,13912,0,t0406,16573,0,31,0,8232,0
kujawsko-pomorskie,inowrocławski,164190,21,57010,1,t0407,62617,0,455,0,44108,20
kujawsko-pomorskie,lipnowski,80436,8,28851,0,t0408,33301,0,344,0,17940,8
