wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4,0,0,0,t00
dolnośląskie,bolesławiecki,74464,101,33691,27,t0201
dolnośląskie,dzierżoniowski,70369,108,33020,12,t0202
dolnośląskie,głogowski,66349,137,30233,42,t0203
dolnośląskie,górowski,27126,0,12315,0,t0204
dolnośląskie,jaworski,39804,100,18026,42,t0205
dolnośląskie,jeleniogórski,52040,86,24159,20,t0206
dolnośląskie,kamiennogórski,32538,96,15267,5,t0207
dolnośląskie,kłodzki,131078,228,61507,55,t0208
dolnośląskie,legnicki,44737,47,19981,19,t0209
dolnośląskie,lubański,30626,38,12938,0,t0210
dolnośląskie,lubiński,126552,257,60707,36,t0211
dolnośląskie,lwówecki,42764,47,19867,24,t0212
dolnośląskie,milicki,34998,86,16602,25,t0213
dolnośląskie,oleśnicki,101561,176,46381,75,t0214
dolnośląskie,oławski,45824,0,21733,0,t0215
dolnośląskie,polkowicki,42510,66,18625,18,t0216
dolnośląskie,strzeliński,37943,55,17740,17,t0217
dolnośląskie,średzki,22521,103,10651,55,t0218
dolnośląskie,świdnicki,104704,75,48079,1,t0219
dolnośląskie,trzebnicki,60787,97,29316,14,t0220
dolnośląskie,wałbrzyski,31872,63,15236,15,t0221
dolnośląskie,wołowski,43287,31,19329,13,t0222
dolnośląskie,wrocławski,104945,105,50095,23,t0223
dolnośląskie,ząbkowicki,56758,45,26491,8,t0224
dolnośląskie,zgorzelecki,61121,34,27796,11,t0225
dolnośląskie,złotoryjski,35679,46,16115,9,t0226
dolnośląskie,Jelenia Góra,91878,95,44239,15,t0261
dolnośląskie,Legnica,92011,189,43289,43,t0262
dolnośląskie,Wrocław,1067937,1811,501939,350,t0264
dolnośląskie,Wałbrzych,213333,129,99791,24,t0265
kujawsko-pomorskie,aleksandrowski,132995,165,63715,31,t0401
kujawsko-pomorskie,brodnicki,73863,92,34698,21,t0402
kujawsko-pomorskie,bydgoski,78536,71,37234,22,t0403
kujawsko-pomorskie,chełmiński,42715,75,20048,17,t0404
kujawsko-pomorskie,golubsko-dobrzyński,36561,23,17048,16,t0405
kujawsko-pomorskie,grudziądzki,27078,37,12283,8,t0406
kujawsko-pomorskie,inowrocławski,106384,180,50624,43,t0407
kujawsko-pomorskie,lipnowski,54713,79,25193,8,t0408
kujawsko-pomorskie,mogileński,33834,37,15833,12,t0409
kujawsko-pomorskie,nakielski,86830,43,38795,2,t0410
kujawsko-pomorskie,radziejowski,45209,37,21192,3,t0411
kujawsko-pomorskie,rypiński,36806,19,17275,2,t0412
kujawsko-pomorskie,sępoleński,49362,94,22743,1,t0413
kujawsko-pomorskie,świecki,80373,153,36898,35,t0414
kujawsko-pomorskie,toruński,73303,50,32293,13,t0415
kujawsko-pomorskie,tucholski,40140,49,18467,47,t0416
kujawsko-pomorskie,wąbrzeski,28990,30,13196,3,t0417
kujawsko-pomorskie,włocławski,66546,57,31777,15,t0418
kujawsko-pomorskie,żniński,53656,34,25577,0,t0419
kujawsko-pomorskie,Bydgoszcz,443181,678,206767,117,t0461
kujawsko-pomorskie,Grudziądz,126488,184,58466,55,t0462
kujawsko-pomorskie,Toruń,198652,488,91865,104,t0463
kujawsko-pomorskie,Włocławek,96982,98,43742,39,t0464
lubelskie,bialski,62996,153,28878,33,t0601
lubelskie,biłgorajski,55539,140,26403,49,t0602
lubelskie,chełmski,36901,80,17442,12,t0603
lubelskie,hrubieszowski,46121,70,21211,29,t0604
lubelskie,janowski,31953,56,14950,12,t0605
lubelskie,krasnostawski,42202,142,19478,6,t0606
lubelskie,kraśnicki,68405,74,32366,26,t0607
lubelskie,lubartowski,56723,96,26687,45,t0608
lubelskie,lubelski,86583,149,39581,28,t0609
lubelskie,łęczyński,40914,11,19634,7,t0610
lubelskie,łukowski,58107,98,27274,39,t0611
lubelskie,opolski,46420,107,21447,29,t0612
lubelskie,parczewski,28750,7,13326,2,t0613
lubelskie,puławski,100440,150,47910,37,t0614
lubelskie,radzyński,31493,10,14937,0,t0615
lubelskie,rycki,54777,37,26339,12,t0616
lubelskie,świdnicki,47551,110,22743,27,t0617
lubelskie,tomaszowski,57547,152,26670,34,t0618
lubelskie,włodawski,35654,102,16677,36,t0619
lubelskie,zamojski,49785,61,24220,19,t0620
lubelskie,Biała Podlaska,71955,135,33939,37,t0661
lubelskie,Chełm,65126,119,29744,27,t0662
lubelskie,Lublin,454612,766,208488,178,t0663
lubelskie,Zamość,91794,222,43215,55,t0664
lubuskie,gorzowski,30099,33,14058,0,t0801
lubuskie,krośnieński,52008,46,24553,6,t0802
lubuskie,międzyrzecki,68283,42,31892,18,t0803
lubuskie,nowosolski,94361,300,42222,51,t0804
lubuskie,słubicki,39552,16,18850,15,t0805
lubuskie,strzelecko-drezdenecki,52000,70,23284,26,t0806
lubuskie,sulęciński,32037,110,14477,23,t0807
lubuskie,świebodziński,56072,27,26054,1,t0808
lubuskie,zielonogórski,90625,35,42162,12,t0809
lubuskie,żagański,70506,71,31990,13,t0810
lubuskie,żarski,102077,206,47899,22,t0811
lubuskie,wschowski,28053,30,13449,24,t0812
lubuskie,Gorzów Wielkopolski,156812,279,71659,67,t0861
lubuskie,Zielona Góra,154087,279,73486,84,t0862
łódzkie,bełchatowski,75805,155,34722,23,t1001
łódzkie,kutnowski,90866,192,44135,78,t1002
łódzkie,łaski,36937,6,17643,0,t1003
łódzkie,łęczycki,52825,85,24443,33,t1004
łódzkie,łowicki,91718,114,43936,24,t1005
łódzkie,łódzki wschodni,38131,63,17253,28,t1006
łódzkie,opoczyński,61285,93,27760,26,t1007
łódzkie,pabianicki,110707,216,52522,45,t1008
łódzkie,pajęczański,30382,54,13881,29,t1009
łódzkie,piotrkowski,51397,30,23916,20,t1010
łódzkie,poddębicki,37972,15,18004,0,t1011
łódzkie,radomszczański,90708,86,42902,44,t1012
łódzkie,rawski,29814,1,13691,1,t1013
łódzkie,sieradzki,102584,112,46915,37,t1014
łódzkie,skierniewicki,24530,0,11580,0,t1015
łódzkie,tomaszowski,107903,101,51204,6,t1016
łódzkie,wieluński,89293,105,42549,30,t1017
łódzkie,wieruszowski,33708,54,15351,9,t1018
łódzkie,zduńskowolski,51124,107,23763,33,t1019
łódzkie,zgierski,132746,214,62568,59,t1020
łódzkie,brzeziński,35318,96,16921,28,t1021
łódzkie,Łódź,919009,1438,434759,337,t1061
łódzkie,Piotrków Trybunalski,84040,135,39259,58,t1062
łódzkie,Skierniewice,74149,77,34969,22,t1063
małopolskie,bocheński,79911,194,35998,54,t1201
małopolskie,brzeski,68243,120,31775,34,t1202
małopolskie,chrzanowski,112640,223,52071,52,t1203
małopolskie,dąbrowski,43177,129,20283,58,t1204
małopolskie,gorlicki,87275,140,41420,40,t1205
małopolskie,krakowski,162608,344,76362,99,t1206
małopolskie,limanowski,90462,195,41668,77,t1207
małopolskie,miechowski,61519,114,29608,44,t1208
małopolskie,myślenicki,105633,131,49740,46,t1209
małopolskie,nowosądecki,133010,194,59755,43,t1210
małopolskie,nowotarski,132915,284,60768,91,t1211
małopolskie,olkuski,111359,168,51798,45,t1212
małopolskie,oświęcimski,123245,191,58294,40,t1213
małopolskie,proszowicki,44602,11,21284,7,t1214
małopolskie,suski,69978,168,33260,57,t1215
małopolskie,tarnowski,96968,144,45173,52,t1216
małopolskie,tatrzański,36038,49,17054,16,t1217
małopolskie,wadowicki,122044,205,55021,94,t1218
małopolskie,wielicki,112714,215,51207,68,t1219
małopolskie,Kraków,1197864,1681,569419,349,t1261
małopolskie,Nowy Sącz,65066,194,30859,126,t1262
małopolskie,Tarnów,116096,318,53261,82,t1263
mazowieckie,białobrzeski,36314,22,17309,4,t1401
mazowieckie,ciechanowski,81240,179,38638,40,t1402
mazowieckie,garwoliński,84233,130,40416,49,t1403
mazowieckie,gostyniński,28735,30,13918,15,t1404
mazowieckie,grodziski,97012,152,44715,33,t1405
mazowieckie,grójecki,107361,135,50597,40,t1406
mazowieckie,kozienicki,44786,73,21461,42,t1407
mazowieckie,legionowski,78011,130,34272,15,t1408
mazowieckie,lipski,26854,42,12812,12,t1409
mazowieckie,łosicki,18933,48,9152,5,t1410
mazowieckie,makowski,42227,81,19596,12,t1411
mazowieckie,miński,131460,279,59228,46,t1412
mazowieckie,mławski,61859,79,29561,14,t1413
mazowieckie,nowodworski,114392,173,52999,41,t1414
mazowieckie,ostrołęcki,50424,100,23797,54,t1415
mazowieckie,ostrowski,51495,82,25118,42,t1416
mazowieckie,otwocki,93400,97,45166,20,t1417
mazowieckie,piaseczyński,247550,226,116148,49,t1418
mazowieckie,płocki,87306,164,41643,54,t1419
mazowieckie,płoński,81098,148,37845,42,t1420
mazowieckie,pruszkowski,137540,265,65122,94,t1421
mazowieckie,przasnyski,51105,55,24539,21,t1422
mazowieckie,przysuski,29328,39,13837,28,t1423
mazowieckie,pułtuski,47334,114,22628,33,t1424
mazowieckie,radomski,64993,111,30617,42,t1425
mazowieckie,siedlecki,31514,44,15177,26,t1426
mazowieckie,sierpecki,45584,7,21750,3,t1427
mazowieckie,sochaczewski,84554,67,40110,33,t1428
mazowieckie,sokołowski,43125,80,20330,22,t1429
mazowieckie,szydłowiecki,21420,60,9517,24,t1430
mazowieckie,warszawski zachodni,116335,74,55368,34,t1432
mazowieckie,węgrowski,47163,42,22557,22,t1433
mazowieckie,wołomiński,215250,587,97329,164,t1434
mazowieckie,wyszkowski,63763,189,30491,69,t1435
mazowieckie,zwoleński,28846,51,13865,11,t1436
mazowieckie,żuromiński,29980,33,14762,18,t1437
mazowieckie,żyrardowski,58244,105,27452,32,t1438
mazowieckie,Ostrołęka,71324,172,34284,29,t1461
mazowieckie,Płock,131516,295,60909,62,t1462
mazowieckie,Radom,236603,344,109693,67,t1463
mazowieckie,Siedlce,118718,112,56295,39,t1464
mazowieckie,Warszawa,2601013,3938,1218983,641,t1465
opolskie,brzeski,72064,42,34007,11,t1601
opolskie,głubczycki,42022,54,19852,8,t1602
opolskie,kędzierzyńsko-kozielski,81564,125,38651,58,t1603
opolskie,kluczborski,55439,43,26310,7,t1604
opolskie,krapkowicki,98336,85,45244,20,t1605
opolskie,namysłowski,28640,61,13521,20,t1606
opolskie,nyski,95028,123,45646,8,t1607
opolskie,oleski,49492,26,23575,11,t1608
opolskie,opolski,66966,43,31275,6,t1609
opolskie,prudnicki,40505,67,18996,25,t1610
opolskie,strzelecki,57766,91,26900,30,t1611
opolskie,Opole,190307,308,89485,49,t1661
podkarpackie,bieszczadzki,10340,25,5005,5,t1801
podkarpackie,brzozowski,47006,42,22164,17,t1802
podkarpackie,dębicki,67108,124,29122,30,t1803
podkarpackie,jarosławski,59041,97,27101,49,t1804
podkarpackie,jasielski,61434,107,27764,29,t1805
podkarpackie,kolbuszowski,23307,41,10858,14,t1806
podkarpackie,krośnieński,50501,56,24459,25,t1807
podkarpackie,leżajski,42097,44,19241,19,t1808
podkarpackie,lubaczowski,33645,24,15614,11,t1809
podkarpackie,łańcucki,41876,90,20070,38,t1810
podkarpackie,mielecki,88922,167,42389,40,t1811
podkarpackie,niżański,33513,106,16180,36,t1812
podkarpackie,przemyski,19916,31,9744,15,t1813
podkarpackie,przeworski,30729,24,14798,11,t1814
podkarpackie,ropczycko-sędziszowski,39428,93,18090,18,t1815
podkarpackie,rzeszowski,55891,55,26217,6,t1816
podkarpackie,sanocki,39158,32,18156,5,t1817
podkarpackie,stalowowolski,75087,78,35532,16,t1818
podkarpackie,strzyżowski,28224,21,13791,9,t1819
podkarpackie,tarnobrzeski,16502,21,7455,4,t1820
podkarpackie,leski,14537,87,6965,26,t1821
podkarpackie,Krosno,44930,126,21474,27,t1861
podkarpackie,Przemyśl,47115,246,21462,35,t1862
podkarpackie,Rzeszów,570675,761,265799,145,t1863
podkarpackie,Tarnobrzeg,62897,121,29573,19,t1864
podlaskie,augustowski,43931,51,20430,16,t2001
podlaskie,białostocki,64198,102,30698,28,t2002
podlaskie,bielski,37315,60,17770,32,t2003
podlaskie,grajewski,29145,24,14008,20,t2004
podlaskie,hajnowski,29800,51,14063,26,t2005
podlaskie,kolneński,22932,84,10740,12,t2006
podlaskie,łomżyński,16233,0,7799,0,t2007
podlaskie,moniecki,23587,47,11241,12,t2008
podlaskie,sejneński,12421,21,5886,2,t2009
podlaskie,siemiatycki,32203,51,15600,30,t2010
podlaskie,sokólski,44119,74,21255,30,t2011
podlaskie,suwalski,8791,4,4204,4,t2012
podlaskie,wysokomazowiecki,48017,22,22999,6,t2013
podlaskie,zambrowski,27975,87,12990,37,t2014
podlaskie,Białystok,497824,543,231196,109,t2061
podlaskie,Łomża,69322,79,33097,27,t2062
podlaskie,Suwałki,58364,182,26783,30,t2063
pomorskie,bytowski,68660,36,32047,11,t2201
pomorskie,chojnicki,88740,87,41830,17,t2202
pomorskie,człuchowski,42007,124,18908,35,t2203
pomorskie,gdański,60437,94,29024,26,t2204
pomorskie,kartuski,94821,210,44658,44,t2205
pomorskie,kościerski,64917,112,30838,18,t2206
pomorskie,kwidzyński,65582,59,30898,23,t2207
pomorskie,lęborski,59168,128,27529,38,t2208
pomorskie,malborski,42417,157,20200,4,t2209
pomorskie,nowodworski,33229,6,15553,6,t2210
pomorskie,pucki,60089,124,28310,28,t2211
pomorskie,słupski,47318,53,22423,3,t2212
pomorskie,starogardzki,102118,157,48057,62,t2213
pomorskie,tczewski,84335,136,38518,68,t2214
pomorskie,wejherowski,161945,183,76354,24,t2215
pomorskie,sztumski,43385,99,19917,32,t2216
pomorskie,Gdańsk,832328,1304,393793,177,t2261
pomorskie,Gdynia,290778,515,131653,96,t2262
pomorskie,Słupsk,117661,230,55479,20,t2263
pomorskie,Sopot,93472,157,45453,3,t2264
śląskie,będziński,113925,170,53645,67,t2401
śląskie,bielski,111789,128,49852,40,t2402
śląskie,cieszyński,162827,89,76343,24,t2403
śląskie,częstochowski,91361,110,43377,20,t2404
śląskie,gliwicki,136544,81,60010,12,t2405
śląskie,kłobucki,59200,132,27496,14,t2406
śląskie,lubliniecki,55412,83,25646,3,t2407
śląskie,mikołowski,42199,12,20268,8,t2408
śląskie,myszkowski,57098,65,27140,26,t2409
śląskie,pszczyński,67225,103,31718,32,t2410
śląskie,raciborski,91015,106,42679,34,t2411
śląskie,rybnicki,26779,57,13031,18,t2412
śląskie,tarnogórski,150074,224,71948,84,t2413
śląskie,bieruńsko-lędziński,40037,27,18929,13,t2414
śląskie,wodzisławski,127930,224,59480,83,t2415
śląskie,zawierciański,106397,181,49078,39,t2416
śląskie,żywiecki,109082,66,51839,32,t2417
śląskie,Bielsko-Biała,223887,375,104556,90,t2461
śląskie,Bytom,147667,371,68833,81,t2462
śląskie,Chorzów,116867,256,54862,31,t2463
śląskie,Częstochowa,267826,368,125305,104,t2464
śląskie,Dąbrowa Górnicza,93296,255,43545,88,t2465
śląskie,Gliwice,284381,386,132438,87,t2466
śląskie,Jastrzębie-Zdrój,60338,12,28365,6,t2467
śląskie,Jaworzno,94266,76,43522,20,t2468
śląskie,Katowice,593656,723,278664,94,t2469
śląskie,Mysłowice,51311,100,24690,17,t2470
śląskie,Piekary Śląskie,39735,63,18622,13,t2471
śląskie,Ruda Śląska,185323,82,89324,16,t2472
śląskie,Rybnik,69888,165,32605,32,t2473
śląskie,Siemianowice Śląskie,90075,70,42800,11,t2474
śląskie,Sosnowiec,219593,335,100966,81,t2475
śląskie,Świętochłowice,42149,0,19880,0,t2476
śląskie,Tychy,116175,157,55836,36,t2477
śląskie,Zabrze,140021,206,63154,68,t2478
śląskie,Żory,63871,72,29888,20,t2479
świętokrzyskie,buski,53528,105,25229,14,t2601
świętokrzyskie,jędrzejowski,78938,123,37437,51,t2602
świętokrzyskie,kazimierski,26354,91,12135,4,t2603
świętokrzyskie,kielecki,120597,210,55247,76,t2604
świętokrzyskie,konecki,58381,69,27196,32,t2605
świętokrzyskie,opatowski,37152,44,17554,16,t2606
świętokrzyskie,ostrowiecki,91975,108,43199,38,t2607
świętokrzyskie,pińczowski,37453,0,16101,0,t2608
świętokrzyskie,sandomierski,79690,9,37427,0,t2609
świętokrzyskie,skarżyski,53153,39,25251,2,t2610
świętokrzyskie,starachowicki,64728,111,30389,68,t2611
świętokrzyskie,staszowski,38145,1,17897,1,t2612
świętokrzyskie,włoszczowski,46910,35,21762,2,t2613
świętokrzyskie,Kielce,289702,560,134464,128,t2661
warmińsko-mazurskie,bartoszycki,56072,47,26181,17,t2801
warmińsko-mazurskie,braniewski,30996,28,14980,19,t2802
warmińsko-mazurskie,działdowski,53259,120,25426,43,t2803
warmińsko-mazurskie,elbląski,38525,37,18692,4,t2804
warmińsko-mazurskie,ełcki,86105,164,37234,49,t2805
warmińsko-mazurskie,giżycki,44441,89,21495,6,t2806
warmińsko-mazurskie,iławski,70483,64,32716,10,t2807
warmińsko-mazurskie,kętrzyński,43728,73,21065,10,t2808
warmińsko-mazurskie,lidzbarski,31033,77,14932,31,t2809
warmińsko-mazurskie,mrągowski,30599,63,14070,3,t2810
warmińsko-mazurskie,nidzicki,50342,80,19947,10,t2811
warmińsko-mazurskie,nowomiejski,38514,83,18057,4,t2812
warmińsko-mazurskie,olecki,25594,28,12330,5,t2813
warmińsko-mazurskie,olsztyński,97868,172,46252,46,t2814
warmińsko-mazurskie,ostródzki,72230,159,34396,18,t2815
warmińsko-mazurskie,piski,51841,134,24291,8,t2816
warmińsko-mazurskie,szczycieński,56787,78,27093,20,t2817
warmińsko-mazurskie,gołdapski,19511,30,9165,3,t2818
warmińsko-mazurskie,węgorzewski,21026,129,10216,29,t2819
warmińsko-mazurskie,Elbląg,129343,249,61799,50,t2861
warmińsko-mazurskie,Olsztyn,233469,252,108356,29,t2862
wielkopolskie,chodzieski,41428,56,19393,8,t3001
wielkopolskie,czarnkowsko-trzcianecki,89520,82,42000,27,t3002
wielkopolskie,gnieźnieński,149227,192,71217,76,t3003
wielkopolskie,gostyński,79871,183,38328,76,t3004
wielkopolskie,grodziski,37929,23,18535,17,t3005
wielkopolskie,jarociński,57715,113,27765,58,t3006
wielkopolskie,kaliski,64956,32,30858,20,t3007
wielkopolskie,kępiński,46803,46,22000,0,t3008
wielkopolskie,kolski,68243,38,31574,13,t3009
wielkopolskie,koniński,79682,82,36796,33,t3010
wielkopolskie,kościański,66864,155,31936,45,t3011
wielkopolskie,krotoszyński,64196,76,30878,23,t3012
wielkopolskie,leszczyński,20891,25,9994,20,t3013
wielkopolskie,międzychodzki,34741,21,16697,6,t3014
wielkopolskie,nowotomyski,63745,148,30568,57,t3015
wielkopolskie,obornicki,83536,102,37485,15,t3016
wielkopolskie,ostrowski,135671,117,62125,27,t3017
wielkopolskie,ostrzeszowski,45694,143,21001,66,t3018
wielkopolskie,pilski,101313,139,48763,45,t3019
wielkopolskie,pleszewski,65001,212,31105,45,t3020
wielkopolskie,poznański,207733,368,99058,109,t3021
wielkopolskie,rawicki,56289,114,26117,46,t3022
wielkopolskie,słupecki,44127,66,20888,7,t3023
wielkopolskie,szamotulski,72253,34,33874,9,t3024
wielkopolskie,średzki,66572,69,32102,35,t3025
wielkopolskie,śremski,36671,23,17537,4,t3026
wielkopolskie,turecki,61258,30,29250,4,t3027
wielkopolskie,wągrowiecki,33577,16,15976,8,t3028
wielkopolskie,wolsztyński,51685,115,24815,22,t3029
wielkopolskie,wrzesiński,68556,117,31921,32,t3030
wielkopolskie,złotowski,44926,22,20928,2,t3031
wielkopolskie,Kalisz,112830,312,53441,34,t3061
wielkopolskie,Konin,105590,254,49230,66,t3062
wielkopolskie,Leszno,76195,104,33773,5,t3063
wielkopolskie,Poznań,1132035,1605,537659,261,t3064
zachodniopomorskie,białogardzki,45757,78,21193,17,t3201
zachodniopomorskie,choszczeński,38679,59,18221,26,t3202
zachodniopomorskie,drawski,59527,82,27370,25,t3203
zachodniopomorskie,goleniowski,66265,159,30506,52,t3204
zachodniopomorskie,gryficki,37591,73,17317,33,t3205
zachodniopomorskie,gryfiński,59203,121,27875,36,t3206
zachodniopomorskie,kamieński,49797,51,23130,13,t3207
zachodniopomorskie,kołobrzeski,93150,75,43981,2,t3208
zachodniopomorskie,koszaliński,35725,9,16397,1,t3209
zachodniopomorskie,myśliborski,42652,130,19838,39,t3210
zachodniopomorskie,policki,51046,190,24387,47,t3211
zachodniopomorskie,pyrzycki,29854,27,14444,15,t3212
zachodniopomorskie,sławieński,54413,122,25048,25,t3213
zachodniopomorskie,stargardzki,93292,143,43397,36,t3214
zachodniopomorskie,szczecinecki,85627,121,39081,50,t3215
zachodniopomorskie,świdwiński,41524,153,18619,44,t3216
zachodniopomorskie,wałecki,40370,83,19435,33,t3217
zachodniopomorskie,łobeski,47569,56,20274,10,t3218
zachodniopomorskie,Koszalin,125060,216,58936,49,t3261
zachodniopomorskie,Szczecin,586056,1046,270803,172,t3262
zachodniopomorskie,Świnoujście,41499,118,19769,33,t3263
Cały kraj,,37317759,57007,17471820,13867,t0000
